txn_id,account_id,txn_date,txn_amount,txn_type,merchant_category,channel,is_flagged
SYNTHETIC_TXN_000065,SYNTHETIC_ACCT_0042,2023-03-08,750.61,TRANSFER,DINING,ONLINE,False
SYNTHETIC_TXN_000066,SYNTHETIC_ACCT_0054,2023-04-07,7656.71,PURCHASE,DINING,ONLINE,False
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0055,2023-04-05,5175.95,TRANSFER,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0089,2023-06-30,724.04,FEE,DINING,ATM,False
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_0051,2024-06-17,6488.63,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000070,SYNTHETIC_ACCT_0061,2024-04-22,5388.67,REFUND,GROCERY,ONLINE,False
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_0047,2023-12-19,4380.24,PURCHASE,RETAIL,MOBILE,False
SYNTHETIC_TXN_000072,SYNTHETIC_ACCT_0044,2023-03-15,1712.83,FEE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0026,2023-02-08,2816.93,TRANSFER,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000074,SYNTHETIC_ACCT_0021,2023-03-17,5242.3,FEE,GROCERY,ONLINE,False
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0064,2024-05-12,2091.91,REFUND,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000076,SYNTHETIC_ACCT_0075,2024-10-27,3785.27,REFUND,RETAIL,BRANCH,False
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0044,2023-06-30,6720.56,TRANSFER,RETAIL,MOBILE,False
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,2023-05-14,3272.91,PURCHASE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,2024-12-13,7817.41,PURCHASE,DINING,MOBILE,False
SYNTHETIC_TXN_000080,SYNTHETIC_ACCT_0013,2024-06-20,6474.15,REFUND,GROCERY,MOBILE,True
SYNTHETIC_TXN_000081,SYNTHETIC_ACCT_0028,2023-08-10,5526.58,FEE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000082,SYNTHETIC_ACCT_0009,2024-08-07,3510.21,FEE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000083,SYNTHETIC_ACCT_0029,2024-02-22,851.32,PURCHASE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000084,SYNTHETIC_ACCT_0048,2024-02-16,9706.25,PURCHASE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000085,SYNTHETIC_ACCT_0011,2023-11-22,6917.18,REFUND,UTILITIES,ATM,False
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0080,2024-09-12,4368.65,PURCHASE,RETAIL,MOBILE,False
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0090,2023-02-21,7350.37,REFUND,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000088,SYNTHETIC_ACCT_0090,2023-03-16,5670.52,TRANSFER,UTILITIES,ATM,False
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0058,2024-04-07,899.58,FEE,RETAIL,MOBILE,False
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0086,2023-05-02,9903.2,TRANSFER,UTILITIES,ATM,False
SYNTHETIC_TXN_000091,SYNTHETIC_ACCT_0074,2023-09-23,1692.38,TRANSFER,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000092,SYNTHETIC_ACCT_0032,2023-07-01,2346.36,TRANSFER,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,2023-09-16,4804.6,PURCHASE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_0013,2024-08-13,8385.95,TRANSFER,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000095,SYNTHETIC_ACCT_0073,2023-03-26,8870.01,PURCHASE,DINING,ATM,False
SYNTHETIC_TXN_000096,SYNTHETIC_ACCT_0060,2023-02-05,2153.2,REFUND,GROCERY,ATM,False
SYNTHETIC_TXN_000097,SYNTHETIC_ACCT_0011,2023-09-29,8221.05,REFUND,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000098,SYNTHETIC_ACCT_0092,2024-02-29,4358.35,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000099,SYNTHETIC_ACCT_0029,2023-10-25,398.54,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000100,SYNTHETIC_ACCT_0003,2023-06-19,1477.66,PURCHASE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_0062,2023-07-26,9470.14,TRANSFER,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000102,SYNTHETIC_ACCT_0013,2024-05-28,6931.58,FEE,TRAVEL,ATM,False
SYNTHETIC_TXN_000103,SYNTHETIC_ACCT_0069,2023-08-08,2000.59,PURCHASE,GROCERY,MOBILE,False
SYNTHETIC_TXN_000104,SYNTHETIC_ACCT_0064,2024-08-08,8953.51,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_0042,2024-12-08,8898.13,REFUND,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_0053,2023-08-30,8509.64,FEE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000107,SYNTHETIC_ACCT_0073,2024-06-12,3765.77,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000108,SYNTHETIC_ACCT_0100,2024-03-13,7433.67,REFUND,DINING,ONLINE,True
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_0056,2023-03-07,142.23,TRANSFER,DINING,ATM,False
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_0064,2023-10-16,9643.99,PURCHASE,RETAIL,ATM,False
SYNTHETIC_TXN_000111,SYNTHETIC_ACCT_0090,2023-04-20,53.02,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000112,SYNTHETIC_ACCT_0097,2023-08-31,1622.25,PURCHASE,UTILITIES,ATM,False
SYNTHETIC_TXN_000113,SYNTHETIC_ACCT_0084,2024-10-19,598.7,REFUND,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000114,SYNTHETIC_ACCT_0066,2024-04-04,4596.55,TRANSFER,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000115,SYNTHETIC_ACCT_0025,2024-04-24,2149.74,PURCHASE,DINING,BRANCH,False
SYNTHETIC_TXN_000116,SYNTHETIC_ACCT_0064,2024-06-12,3381.18,FEE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000117,SYNTHETIC_ACCT_0046,2024-11-14,8649.31,PURCHASE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000118,SYNTHETIC_ACCT_0025,2024-04-20,3348.33,FEE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000119,SYNTHETIC_ACCT_0072,2023-08-15,2247.52,TRANSFER,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000120,SYNTHETIC_ACCT_0063,2023-06-13,5863.28,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000121,SYNTHETIC_ACCT_0009,2024-01-01,1178.12,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000122,SYNTHETIC_ACCT_0086,2023-03-03,3562.36,FEE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000123,SYNTHETIC_ACCT_0023,2023-07-15,8945.16,REFUND,GROCERY,BRANCH,True
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0071,2023-06-30,7784.3,REFUND,RETAIL,MOBILE,False
SYNTHETIC_TXN_000125,SYNTHETIC_ACCT_0042,2024-08-27,4291.14,TRANSFER,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000126,SYNTHETIC_ACCT_0009,2023-02-06,7311.63,FEE,GROCERY,MOBILE,False
SYNTHETIC_TXN_000127,SYNTHETIC_ACCT_0009,2024-05-31,179.1,PURCHASE,GROCERY,ATM,False
SYNTHETIC_TXN_000128,SYNTHETIC_ACCT_0100,2024-08-18,4594.47,FEE,RETAIL,MOBILE,False
SYNTHETIC_TXN_000129,SYNTHETIC_ACCT_0077,2024-01-06,3506.71,REFUND,TRAVEL,ATM,False
SYNTHETIC_TXN_000130,SYNTHETIC_ACCT_0099,2024-03-28,3817.59,TRANSFER,UTILITIES,ATM,False
SYNTHETIC_TXN_000131,SYNTHETIC_ACCT_0010,2023-12-13,8986.35,FEE,DINING,ATM,False
SYNTHETIC_TXN_000132,SYNTHETIC_ACCT_0066,2023-12-11,2256.57,PURCHASE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000133,SYNTHETIC_ACCT_0010,2023-10-21,7075.02,PURCHASE,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000134,SYNTHETIC_ACCT_0043,2023-07-22,4529.88,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000135,SYNTHETIC_ACCT_0018,2024-10-20,1041.11,TRANSFER,UTILITIES,ATM,False
SYNTHETIC_TXN_000136,SYNTHETIC_ACCT_0079,2023-07-01,9816.84,PURCHASE,GROCERY,ATM,False
SYNTHETIC_TXN_000137,SYNTHETIC_ACCT_0100,2024-11-12,5781.87,PURCHASE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000138,SYNTHETIC_ACCT_0007,2023-04-08,2306.69,PURCHASE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000139,SYNTHETIC_ACCT_0002,2023-06-07,5474.83,TRANSFER,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000140,SYNTHETIC_ACCT_0080,2024-03-03,5181.36,PURCHASE,DINING,BRANCH,False
SYNTHETIC_TXN_000141,SYNTHETIC_ACCT_0021,2023-04-10,3769.63,TRANSFER,GROCERY,ATM,False
SYNTHETIC_TXN_000142,SYNTHETIC_ACCT_0058,2023-07-22,8164.08,TRANSFER,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000143,SYNTHETIC_ACCT_0093,2023-02-08,527.29,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000144,SYNTHETIC_ACCT_0020,2023-09-23,674.2,REFUND,GROCERY,ONLINE,False
SYNTHETIC_TXN_000145,SYNTHETIC_ACCT_0069,2024-08-20,408.02,REFUND,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000146,SYNTHETIC_ACCT_0079,2023-09-02,1854.92,TRANSFER,RETAIL,BRANCH,False
SYNTHETIC_TXN_000147,SYNTHETIC_ACCT_0073,2024-11-23,8290.1,PURCHASE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000148,SYNTHETIC_ACCT_0036,2023-08-31,9197.85,TRANSFER,RETAIL,MOBILE,False
SYNTHETIC_TXN_000149,SYNTHETIC_ACCT_0031,2023-11-08,5514.03,PURCHASE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000150,SYNTHETIC_ACCT_0061,2023-10-28,4560.05,FEE,GROCERY,ATM,False
SYNTHETIC_TXN_000151,SYNTHETIC_ACCT_0061,2023-04-14,3625.52,TRANSFER,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000152,SYNTHETIC_ACCT_0098,2023-05-03,7501.6,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000153,SYNTHETIC_ACCT_0013,2024-03-01,7942.78,TRANSFER,RETAIL,ONLINE,False
SYNTHETIC_TXN_000154,SYNTHETIC_ACCT_0021,2024-04-10,2796.8,PURCHASE,DINING,ATM,False
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0008,2024-10-04,7404.56,TRANSFER,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000156,SYNTHETIC_ACCT_0033,2023-09-04,6944.88,TRANSFER,RETAIL,MOBILE,False
SYNTHETIC_TXN_000157,SYNTHETIC_ACCT_0077,2023-03-18,3244.21,TRANSFER,RETAIL,MOBILE,False
SYNTHETIC_TXN_000158,SYNTHETIC_ACCT_0034,2024-03-26,1015.36,TRANSFER,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000159,SYNTHETIC_ACCT_0090,2023-11-16,3006.65,PURCHASE,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000160,SYNTHETIC_ACCT_0032,2024-03-07,3752.78,TRANSFER,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000161,SYNTHETIC_ACCT_0098,2023-08-14,8832.83,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000162,SYNTHETIC_ACCT_0047,2024-05-21,742.71,REFUND,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000163,SYNTHETIC_ACCT_0064,2024-03-12,59.27,FEE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000164,SYNTHETIC_ACCT_0076,2024-02-19,509.23,REFUND,RETAIL,BRANCH,False
SYNTHETIC_TXN_000165,SYNTHETIC_ACCT_0078,2023-09-14,542.84,PURCHASE,GROCERY,MOBILE,False
SYNTHETIC_TXN_000166,SYNTHETIC_ACCT_0016,2024-05-07,4407.69,PURCHASE,RETAIL,ATM,False
SYNTHETIC_TXN_000167,SYNTHETIC_ACCT_0035,2023-08-10,1171.51,PURCHASE,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000168,SYNTHETIC_ACCT_0098,2024-10-08,4632.48,TRANSFER,GROCERY,ONLINE,False
SYNTHETIC_TXN_000169,SYNTHETIC_ACCT_0037,2023-01-23,6358.71,FEE,DINING,BRANCH,False
SYNTHETIC_TXN_000170,SYNTHETIC_ACCT_0077,2024-04-10,2057.93,FEE,DINING,ATM,False
SYNTHETIC_TXN_000171,SYNTHETIC_ACCT_0048,2023-07-29,5924.06,REFUND,DINING,BRANCH,False
SYNTHETIC_TXN_000172,SYNTHETIC_ACCT_0006,2024-05-12,2484.63,FEE,UTILITIES,ATM,False
SYNTHETIC_TXN_000173,SYNTHETIC_ACCT_0100,2023-03-16,8357.21,PURCHASE,UTILITIES,ATM,False
SYNTHETIC_TXN_000174,SYNTHETIC_ACCT_0085,2023-05-18,2263.74,REFUND,RETAIL,BRANCH,False
SYNTHETIC_TXN_000175,SYNTHETIC_ACCT_0094,2023-06-30,4809.38,FEE,UTILITIES,ATM,False
SYNTHETIC_TXN_000176,SYNTHETIC_ACCT_0033,2024-02-04,497.59,PURCHASE,GROCERY,MOBILE,False
SYNTHETIC_TXN_000177,SYNTHETIC_ACCT_0028,2023-01-20,5777.07,REFUND,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000178,SYNTHETIC_ACCT_0062,2024-07-15,8589.83,REFUND,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000179,SYNTHETIC_ACCT_0078,2023-03-24,137.04,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000180,SYNTHETIC_ACCT_0057,2023-06-20,2987.96,TRANSFER,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0088,2024-09-16,9476.06,PURCHASE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000182,SYNTHETIC_ACCT_0100,2023-04-03,2532.19,PURCHASE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000183,SYNTHETIC_ACCT_0021,2023-12-27,4003.29,PURCHASE,UTILITIES,ATM,False
SYNTHETIC_TXN_000184,SYNTHETIC_ACCT_0002,2023-10-20,6539.86,REFUND,RETAIL,ATM,False
SYNTHETIC_TXN_000185,SYNTHETIC_ACCT_0046,2023-04-28,1380.12,FEE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000186,SYNTHETIC_ACCT_0092,2024-12-22,4292.39,REFUND,DINING,MOBILE,False
SYNTHETIC_TXN_000187,SYNTHETIC_ACCT_0013,2023-05-06,4443.76,TRANSFER,GROCERY,ATM,False
SYNTHETIC_TXN_000188,SYNTHETIC_ACCT_0078,2023-09-14,9822.48,PURCHASE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000189,SYNTHETIC_ACCT_0081,2024-06-24,3075.09,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000190,SYNTHETIC_ACCT_0021,2024-05-14,8802.64,REFUND,GROCERY,ATM,False
SYNTHETIC_TXN_000191,SYNTHETIC_ACCT_0010,2024-11-26,9408.73,REFUND,RETAIL,MOBILE,False
SYNTHETIC_TXN_000192,SYNTHETIC_ACCT_0015,2024-07-12,9919.48,REFUND,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000193,SYNTHETIC_ACCT_0088,2023-12-04,4820.23,PURCHASE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000194,SYNTHETIC_ACCT_0066,2024-06-28,9637.11,REFUND,DINING,BRANCH,False
SYNTHETIC_TXN_000195,SYNTHETIC_ACCT_0020,2024-10-13,4101.9,PURCHASE,TRAVEL,ATM,False
SYNTHETIC_TXN_000196,SYNTHETIC_ACCT_0037,2023-05-29,8071.98,TRANSFER,RETAIL,MOBILE,False
SYNTHETIC_TXN_000197,SYNTHETIC_ACCT_0003,2023-08-27,1305.87,PURCHASE,DINING,MOBILE,True
SYNTHETIC_TXN_000198,SYNTHETIC_ACCT_0029,2024-04-04,4038.55,PURCHASE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000199,SYNTHETIC_ACCT_0076,2023-03-03,1316.9,FEE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000200,SYNTHETIC_ACCT_0086,2024-08-13,5097.94,PURCHASE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000201,SYNTHETIC_ACCT_0011,2024-09-26,4474.95,FEE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000202,SYNTHETIC_ACCT_0069,2024-12-01,9945.33,PURCHASE,RETAIL,ATM,False
SYNTHETIC_TXN_000203,SYNTHETIC_ACCT_0064,2023-12-03,7377.28,PURCHASE,GROCERY,ATM,False
SYNTHETIC_TXN_000204,SYNTHETIC_ACCT_0057,2023-05-03,9367.07,PURCHASE,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000205,SYNTHETIC_ACCT_0070,2023-11-22,3783.92,TRANSFER,GROCERY,ONLINE,False
SYNTHETIC_TXN_000206,SYNTHETIC_ACCT_0082,2024-12-27,3247.59,PURCHASE,DINING,ONLINE,False
SYNTHETIC_TXN_000207,SYNTHETIC_ACCT_0084,2023-05-18,3810.7,REFUND,RETAIL,ONLINE,False
SYNTHETIC_TXN_000208,SYNTHETIC_ACCT_0007,2023-10-09,4700.84,PURCHASE,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000209,SYNTHETIC_ACCT_0009,2023-02-09,4013.54,TRANSFER,GROCERY,ATM,False
SYNTHETIC_TXN_000210,SYNTHETIC_ACCT_0087,2023-08-03,2780.35,FEE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000211,SYNTHETIC_ACCT_0066,2023-12-04,929.54,FEE,DINING,MOBILE,False
SYNTHETIC_TXN_000212,SYNTHETIC_ACCT_0059,2024-06-14,4025.62,PURCHASE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000213,SYNTHETIC_ACCT_0026,2023-12-25,7713.45,TRANSFER,DINING,MOBILE,False
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_0001,2024-08-25,9064.53,FEE,GROCERY,ONLINE,True
