txn_id,account_id,txn_date,txn_amount,running_total_txn_amount
SYNTHETIC_TXN_000233,SYNTHETIC_ACCT_0046,2023-03-12,,
SYNTHETIC_TXN_000234,SYNTHETIC_ACCT_0002,2023-07-19,,7821.2
SYNTHETIC_TXN_000235,SYNTHETIC_ACCT_0087,2023-08-25,5004.66,16526.21
SYNTHETIC_TXN_000236,SYNTHETIC_ACCT_0015,2023-09-22,7301.5,22860.55
SYNTHETIC_TXN_000237,,2024-11-16,4524.47,481209.93
SYNTHETIC_TXN_000238,SYNTHETIC_ACCT_0087,2024-07-06,9299.22,26312.199999999997
SYNTHETIC_TXN_000239,SYNTHETIC_ACCT_0030,2023-10-16,6297.6,19785.35
SYNTHETIC_TXN_000240,SYNTHETIC_ACCT_0058,2024-03-21,3888.36,12708.83
SYNTHETIC_TXN_000241,SYNTHETIC_ACCT_0047,2023-07-10,4575.51,6963.38
SYNTHETIC_TXN_000242,SYNTHETIC_ACCT_0045,2023-01-09,4578.61,4578.61
SYNTHETIC_TXN_000243,SYNTHETIC_ACCT_0031,2023-11-30,1830.45,11442.29
SYNTHETIC_TXN_000244,SYNTHETIC_ACCT_0063,2023-06-12,6934.33,6934.33
SYNTHETIC_TXN_000245,,2023-08-23,6194.1,156441.00000000003
SYNTHETIC_TXN_000246,SYNTHETIC_ACCT_0065,2023-10-04,4091.35,4091.35
SYNTHETIC_TXN_000247,,2024-03-11,2920.9,314687.8
SYNTHETIC_TXN_000248,SYNTHETIC_ACCT_0064,2023-06-24,1132.12,1132.12
SYNTHETIC_TXN_000249,SYNTHETIC_ACCT_0028,2024-03-02,1024.17,17572.08
SYNTHETIC_TXN_000250,SYNTHETIC_ACCT_0012,2024-05-31,9939.57,28457.519999999997
SYNTHETIC_TXN_000251,,2024-01-07,2069.43,268403.9
SYNTHETIC_TXN_000252,SYNTHETIC_ACCT_0038,2024-09-25,9523.96,36729.229999999996
SYNTHETIC_TXN_000253,SYNTHETIC_ACCT_0084,2024-08-04,,12537.34
SYNTHETIC_TXN_000254,SYNTHETIC_ACCT_0063,2023-11-03,,14262.05
SYNTHETIC_TXN_000255,SYNTHETIC_ACCT_0099,2023-01-20,,
SYNTHETIC_TXN_000256,SYNTHETIC_ACCT_0001,2023-09-19,8471.67,9649.96
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0055,2024-01-21,4947.15,14692.609999999999
SYNTHETIC_TXN_000258,SYNTHETIC_ACCT_0098,2023-09-18,,1039.29
SYNTHETIC_TXN_000259,,2024-08-18,9918.37,427469.12000000005
SYNTHETIC_TXN_000260,SYNTHETIC_ACCT_0012,2024-07-15,2503.9,30961.42
SYNTHETIC_TXN_000261,SYNTHETIC_ACCT_0097,2024-05-27,6554.85,15713.28
SYNTHETIC_TXN_000262,,2023-10-26,92.88,209388.55000000005
SYNTHETIC_TXN_000263,SYNTHETIC_ACCT_0094,2024-08-13,1032.02,14969.869999999999
SYNTHETIC_TXN_000264,SYNTHETIC_ACCT_0009,2024-01-07,84.76,2424.9500000000003
SYNTHETIC_TXN_000265,SYNTHETIC_ACCT_0057,2024-08-27,866.89,18936.52
SYNTHETIC_TXN_000266,SYNTHETIC_ACCT_0018,2023-04-27,6446.2,6446.2
SYNTHETIC_TXN_000267,SYNTHETIC_ACCT_0039,2024-03-04,6069.27,16167.380000000001
SYNTHETIC_TXN_000268,,2023-12-28,5939.3,249888.30000000005
SYNTHETIC_TXN_000269,SYNTHETIC_ACCT_0054,2024-12-14,6829.42,14771.91
SYNTHETIC_TXN_000270,,2024-03-13,,314687.80000000005
SYNTHETIC_TXN_000271,,2024-10-12,6160.47,461567.46
SYNTHETIC_TXN_000272,SYNTHETIC_ACCT_0082,2023-01-16,6498.39,6498.39
SYNTHETIC_TXN_000273,,2023-02-18,4533.72,40302.33
SYNTHETIC_TXN_000274,,2023-07-15,,111797.43
SYNTHETIC_TXN_000275,SYNTHETIC_ACCT_0035,2023-10-19,1180.57,1180.57
SYNTHETIC_TXN_000276,SYNTHETIC_ACCT_0081,2024-11-05,,14046.220000000001
SYNTHETIC_TXN_000277,SYNTHETIC_ACCT_0014,2023-07-29,6741.2,10091.619999999999
SYNTHETIC_TXN_000278,,2024-07-01,,400931.65
SYNTHETIC_TXN_000279,,2023-12-16,3199.35,225682.53000000006
SYNTHETIC_TXN_000280,SYNTHETIC_ACCT_0006,2024-02-17,689.27,16134.3
SYNTHETIC_TXN_000281,,2024-04-27,5638.07,363442.26
SYNTHETIC_TXN_000282,SYNTHETIC_ACCT_0099,2024-07-30,7324.63,21846.64
SYNTHETIC_TXN_000283,SYNTHETIC_ACCT_0082,2023-02-27,8771.98,15270.369999999999
SYNTHETIC_TXN_000284,SYNTHETIC_ACCT_0031,2023-01-03,9611.84,9611.84
SYNTHETIC_TXN_000285,,2024-10-06,4130.57,452689.8300000001
SYNTHETIC_TXN_000286,SYNTHETIC_ACCT_0076,2024-03-08,4349.83,13970.11
SYNTHETIC_TXN_000287,SYNTHETIC_ACCT_0095,2024-08-14,4527.58,9024.92
SYNTHETIC_TXN_000288,SYNTHETIC_ACCT_0041,2023-09-26,5359.24,23951.510000000002
SYNTHETIC_TXN_000289,,2023-01-18,,9783.39
SYNTHETIC_TXN_000290,SYNTHETIC_ACCT_0012,2023-02-07,9683.99,9683.99
SYNTHETIC_TXN_000291,,2024-04-20,8546.01,350012.5
SYNTHETIC_TXN_000292,SYNTHETIC_ACCT_0016,2024-08-20,,15174.46
SYNTHETIC_TXN_000293,SYNTHETIC_ACCT_0083,2024-12-09,,5239.44
SYNTHETIC_TXN_000294,SYNTHETIC_ACCT_0017,2024-08-28,,12199.52
SYNTHETIC_TXN_000295,SYNTHETIC_ACCT_0056,2023-02-01,3949.99,3949.99
SYNTHETIC_TXN_000296,SYNTHETIC_ACCT_0036,2023-04-07,8834.23,10234.25
SYNTHETIC_TXN_000297,SYNTHETIC_ACCT_0062,2023-10-29,,7264.65
SYNTHETIC_TXN_000298,SYNTHETIC_ACCT_0003,2023-08-23,7819.15,7819.15
SYNTHETIC_TXN_000299,,2024-11-02,2190.21,469872.45000000007
SYNTHETIC_TXN_000300,SYNTHETIC_ACCT_0021,2023-07-04,,9350.31
SYNTHETIC_TXN_000301,SYNTHETIC_ACCT_0050,2024-05-03,8392.22,17926.510000000002
SYNTHETIC_TXN_000302,,2024-06-22,9475.58,390959.94
SYNTHETIC_TXN_000303,,2023-07-11,,106729.48
SYNTHETIC_TXN_000304,SYNTHETIC_ACCT_0017,2024-11-01,1774.61,13974.130000000001
SYNTHETIC_TXN_000305,SYNTHETIC_ACCT_0100,2024-10-18,,14295.77
