txn_id,account_status
SYNTHETIC_TXN_000174,ACTIVE
SYNTHETIC_TXN_000175,ACTIVE
SYNTHETIC_TXN_000176,ACTIVE
SYNTHETIC_TXN_000177,ACTIVE
SYNTHETIC_TXN_000178,ACTIVE
SYNTHETIC_TXN_000179,ACTIVE
SYNTHETIC_TXN_000180,ACTIVE
SYNTHETIC_TXN_000181,ACTIVE
SYNTHETIC_TXN_000182,ACTIVE
SYNTHETIC_TXN_000183,ACTIVE
SYNTHETIC_TXN_000184,ACTIVE
SYNTHETIC_TXN_000185,ACTIVE
SYNTHETIC_TXN_000186,ACTIVE
SYNTHETIC_TXN_000187,ACTIVE
SYNTHETIC_TXN_000188,ACTIVE
SYNTHETIC_TXN_000189,ACTIVE
SYNTHETIC_TXN_000190,SUSPENDED
SYNTHETIC_TXN_000191,ACTIVE
SYNTHETIC_TXN_000192,ACTIVE
SYNTHETIC_TXN_000193,ACTIVE
SYNTHETIC_TXN_000194,ACTIVE
SYNTHETIC_TXN_000195,ACTIVE
SYNTHETIC_TXN_000196,ACTIVE
SYNTHETIC_TXN_000197,ACTIVE
SYNTHETIC_TXN_000198,ACTIVE
SYNTHETIC_TXN_000199,ACTIVE
SYNTHETIC_TXN_000200,ACTIVE
SYNTHETIC_TXN_000201,ACTIVE
SYNTHETIC_TXN_000202,ACTIVE
SYNTHETIC_TXN_000203,ACTIVE
SYNTHETIC_TXN_000204,ACTIVE
SYNTHETIC_TXN_000205,ACTIVE
SYNTHETIC_TXN_000206,SUSPENDED
SYNTHETIC_TXN_000207,ACTIVE
SYNTHETIC_TXN_000208,CLOSED
SYNTHETIC_TXN_000209,ACTIVE
SYNTHETIC_TXN_000210,ACTIVE
SYNTHETIC_TXN_000211,ACTIVE
SYNTHETIC_TXN_000212,ACTIVE
SYNTHETIC_TXN_000213,ACTIVE
SYNTHETIC_TXN_000214,ACTIVE
SYNTHETIC_TXN_000215,CLOSED
SYNTHETIC_TXN_000216,ACTIVE
SYNTHETIC_TXN_000217,ACTIVE
SYNTHETIC_TXN_000218,CLOSED
SYNTHETIC_TXN_000219,ACTIVE
SYNTHETIC_TXN_000220,ACTIVE
SYNTHETIC_TXN_000221,ACTIVE
SYNTHETIC_TXN_000222,CLOSED
SYNTHETIC_TXN_000223,ACTIVE
SYNTHETIC_TXN_000224,ACTIVE
SYNTHETIC_TXN_000225,ACTIVE
SYNTHETIC_TXN_000226,ACTIVE
SYNTHETIC_TXN_000227,ACTIVE
SYNTHETIC_TXN_000228,ACTIVE
SYNTHETIC_TXN_000229,CLOSED
SYNTHETIC_TXN_000230,ACTIVE
SYNTHETIC_TXN_000231,ACTIVE
SYNTHETIC_TXN_000232,ACTIVE
SYNTHETIC_TXN_000233,ACTIVE
SYNTHETIC_TXN_000234,ACTIVE
SYNTHETIC_TXN_000235,CLOSED
SYNTHETIC_TXN_000236,CLOSED
SYNTHETIC_TXN_000237,ACTIVE
SYNTHETIC_TXN_000238,ACTIVE
SYNTHETIC_TXN_000239,ACTIVE
SYNTHETIC_TXN_000240,ACTIVE
SYNTHETIC_TXN_000241,ACTIVE
SYNTHETIC_TXN_000242,ACTIVE
SYNTHETIC_TXN_000243,ACTIVE
SYNTHETIC_TXN_000244,ACTIVE
SYNTHETIC_TXN_000245,ACTIVE
SYNTHETIC_TXN_000246,ACTIVE
SYNTHETIC_TXN_000247,ACTIVE
SYNTHETIC_TXN_000248,ACTIVE
SYNTHETIC_TXN_000249,ACTIVE
SYNTHETIC_TXN_000250,ACTIVE
SYNTHETIC_TXN_000251,ACTIVE
SYNTHETIC_TXN_000252,ACTIVE
SYNTHETIC_TXN_000253,ACTIVE
SYNTHETIC_TXN_000254,ACTIVE
SYNTHETIC_TXN_000255,ACTIVE
SYNTHETIC_TXN_000256,ACTIVE
SYNTHETIC_TXN_000257,ACTIVE
SYNTHETIC_TXN_000258,ACTIVE
SYNTHETIC_TXN_000259,ACTIVE
SYNTHETIC_TXN_000260,CLOSED
SYNTHETIC_TXN_000261,ACTIVE
SYNTHETIC_TXN_000262,ACTIVE
SYNTHETIC_TXN_000263,ACTIVE
SYNTHETIC_TXN_000264,SUSPENDED
SYNTHETIC_TXN_000265,ACTIVE
SYNTHETIC_TXN_000266,ACTIVE
SYNTHETIC_TXN_000267,ACTIVE
SYNTHETIC_TXN_000268,ACTIVE
SYNTHETIC_TXN_000269,ACTIVE
SYNTHETIC_TXN_000270,CLOSED
SYNTHETIC_TXN_000271,ACTIVE
SYNTHETIC_TXN_000272,ACTIVE
SYNTHETIC_TXN_000273,ACTIVE
SYNTHETIC_TXN_000274,ACTIVE
SYNTHETIC_TXN_000275,ACTIVE
SYNTHETIC_TXN_000276,ACTIVE
SYNTHETIC_TXN_000277,ACTIVE
SYNTHETIC_TXN_000278,ACTIVE
SYNTHETIC_TXN_000279,ACTIVE
SYNTHETIC_TXN_000280,SUSPENDED
SYNTHETIC_TXN_000281,ACTIVE
SYNTHETIC_TXN_000282,ACTIVE
SYNTHETIC_TXN_000283,ACTIVE
SYNTHETIC_TXN_000284,ACTIVE
SYNTHETIC_TXN_000285,ACTIVE
SYNTHETIC_TXN_000286,ACTIVE
SYNTHETIC_TXN_000287,ACTIVE
SYNTHETIC_TXN_000288,SUSPENDED
SYNTHETIC_TXN_000289,CLOSED
SYNTHETIC_TXN_000290,ACTIVE
SYNTHETIC_TXN_000291,ACTIVE
SYNTHETIC_TXN_000292,ACTIVE
SYNTHETIC_TXN_000293,ACTIVE
SYNTHETIC_TXN_000294,ACTIVE
SYNTHETIC_TXN_000295,ACTIVE
SYNTHETIC_TXN_000296,ACTIVE
SYNTHETIC_TXN_000297,ACTIVE
SYNTHETIC_TXN_000298,ACTIVE
SYNTHETIC_TXN_000299,CLOSED
SYNTHETIC_TXN_000300,ACTIVE
SYNTHETIC_TXN_000301,ACTIVE
SYNTHETIC_TXN_000302,ACTIVE
SYNTHETIC_TXN_000303,ACTIVE
SYNTHETIC_TXN_000304,ACTIVE
SYNTHETIC_TXN_000305,ACTIVE
SYNTHETIC_TXN_000306,ACTIVE
SYNTHETIC_TXN_000307,CLOSED
SYNTHETIC_TXN_000308,ACTIVE
SYNTHETIC_TXN_000309,ACTIVE
SYNTHETIC_TXN_000310,ACTIVE
SYNTHETIC_TXN_000311,ACTIVE
SYNTHETIC_TXN_000312,ACTIVE
SYNTHETIC_TXN_000313,ACTIVE
SYNTHETIC_TXN_000314,ACTIVE
SYNTHETIC_TXN_000315,ACTIVE
SYNTHETIC_TXN_000316,ACTIVE
SYNTHETIC_TXN_000317,ACTIVE
SYNTHETIC_TXN_000318,ACTIVE
SYNTHETIC_TXN_000319,ACTIVE
SYNTHETIC_TXN_000320,CLOSED
SYNTHETIC_TXN_000321,ACTIVE
SYNTHETIC_TXN_000322,ACTIVE
SYNTHETIC_TXN_000323,ACTIVE
SYNTHETIC_TXN_000324,ACTIVE
SYNTHETIC_TXN_000325,ACTIVE
SYNTHETIC_TXN_000326,SUSPENDED
SYNTHETIC_TXN_000327,ACTIVE
SYNTHETIC_TXN_000328,SUSPENDED
SYNTHETIC_TXN_000329,ACTIVE
SYNTHETIC_TXN_000330,ACTIVE
SYNTHETIC_TXN_000331,ACTIVE
SYNTHETIC_TXN_000332,ACTIVE
SYNTHETIC_TXN_000333,ACTIVE
SYNTHETIC_TXN_000334,ACTIVE
SYNTHETIC_TXN_000335,ACTIVE
SYNTHETIC_TXN_000336,ACTIVE
SYNTHETIC_TXN_000337,ACTIVE
SYNTHETIC_TXN_000338,ACTIVE
SYNTHETIC_TXN_000339,ACTIVE
SYNTHETIC_TXN_000340,ACTIVE
SYNTHETIC_TXN_000341,ACTIVE
SYNTHETIC_TXN_000342,ACTIVE
SYNTHETIC_TXN_000343,CLOSED
SYNTHETIC_TXN_000344,ACTIVE
SYNTHETIC_TXN_000345,ACTIVE
SYNTHETIC_TXN_000346,ACTIVE
SYNTHETIC_TXN_000347,ACTIVE
SYNTHETIC_TXN_000348,ACTIVE
SYNTHETIC_TXN_000349,ACTIVE
SYNTHETIC_TXN_000350,ACTIVE
SYNTHETIC_TXN_000351,ACTIVE
SYNTHETIC_TXN_000352,ACTIVE
SYNTHETIC_TXN_000353,ACTIVE
SYNTHETIC_TXN_000354,ACTIVE
SYNTHETIC_TXN_000355,ACTIVE
SYNTHETIC_TXN_000356,ACTIVE
SYNTHETIC_TXN_000357,ACTIVE
SYNTHETIC_TXN_000358,ACTIVE
SYNTHETIC_TXN_000359,ACTIVE
SYNTHETIC_TXN_000360,ACTIVE
SYNTHETIC_TXN_000361,ACTIVE
SYNTHETIC_TXN_000362,SUSPENDED
SYNTHETIC_TXN_000363,ACTIVE
SYNTHETIC_TXN_000364,ACTIVE
SYNTHETIC_TXN_000365,ACTIVE
SYNTHETIC_TXN_000366,ACTIVE
SYNTHETIC_TXN_000367,ACTIVE
SYNTHETIC_TXN_000368,ACTIVE
SYNTHETIC_TXN_000369,ACTIVE
SYNTHETIC_TXN_000370,ACTIVE
SYNTHETIC_TXN_000371,ACTIVE
SYNTHETIC_TXN_000372,ACTIVE
SYNTHETIC_TXN_000373,ACTIVE
SYNTHETIC_TXN_000374,ACTIVE
SYNTHETIC_TXN_000375,SUSPENDED
SYNTHETIC_TXN_000376,ACTIVE
SYNTHETIC_TXN_000377,SUSPENDED
SYNTHETIC_TXN_000378,ACTIVE
SYNTHETIC_TXN_000379,ACTIVE
SYNTHETIC_TXN_000380,ACTIVE
SYNTHETIC_TXN_000381,ACTIVE
SYNTHETIC_TXN_000382,ACTIVE
SYNTHETIC_TXN_000383,ACTIVE
SYNTHETIC_TXN_000384,ACTIVE
SYNTHETIC_TXN_000385,ACTIVE
SYNTHETIC_TXN_000386,ACTIVE
SYNTHETIC_TXN_000387,ACTIVE
SYNTHETIC_TXN_000388,ACTIVE
SYNTHETIC_TXN_000389,ACTIVE
SYNTHETIC_TXN_000390,ACTIVE
SYNTHETIC_TXN_000391,ACTIVE
SYNTHETIC_TXN_000392,ACTIVE
SYNTHETIC_TXN_000393,ACTIVE
SYNTHETIC_TXN_000394,ACTIVE
SYNTHETIC_TXN_000395,CLOSED
SYNTHETIC_TXN_000396,ACTIVE
SYNTHETIC_TXN_000397,ACTIVE
SYNTHETIC_TXN_000398,ACTIVE
SYNTHETIC_TXN_000399,ACTIVE
SYNTHETIC_TXN_000400,ACTIVE
SYNTHETIC_TXN_000401,ACTIVE
SYNTHETIC_TXN_000402,CLOSED
SYNTHETIC_TXN_000403,ACTIVE
SYNTHETIC_TXN_000404,SUSPENDED
SYNTHETIC_TXN_000405,CLOSED
SYNTHETIC_TXN_000406,ACTIVE
SYNTHETIC_TXN_000407,ACTIVE
SYNTHETIC_TXN_000408,ACTIVE
SYNTHETIC_TXN_000409,ACTIVE
SYNTHETIC_TXN_000410,ACTIVE
SYNTHETIC_TXN_000411,ACTIVE
SYNTHETIC_TXN_000412,ACTIVE
SYNTHETIC_TXN_000413,CLOSED
SYNTHETIC_TXN_000414,ACTIVE
SYNTHETIC_TXN_000415,SUSPENDED
SYNTHETIC_TXN_000416,ACTIVE
SYNTHETIC_TXN_000417,ACTIVE
SYNTHETIC_TXN_000418,ACTIVE
SYNTHETIC_TXN_000419,CLOSED
SYNTHETIC_TXN_000420,ACTIVE
SYNTHETIC_TXN_000421,ACTIVE
SYNTHETIC_TXN_000422,ACTIVE
SYNTHETIC_TXN_000423,ACTIVE
SYNTHETIC_TXN_000424,ACTIVE
SYNTHETIC_TXN_000425,ACTIVE
SYNTHETIC_TXN_000426,SUSPENDED
SYNTHETIC_TXN_000427,ACTIVE
SYNTHETIC_TXN_000428,CLOSED
SYNTHETIC_TXN_000429,ACTIVE
SYNTHETIC_TXN_000430,ACTIVE
SYNTHETIC_TXN_000431,ACTIVE
SYNTHETIC_TXN_000432,ACTIVE
SYNTHETIC_TXN_000433,ACTIVE
SYNTHETIC_TXN_000434,ACTIVE
SYNTHETIC_TXN_000435,ACTIVE
SYNTHETIC_TXN_000436,ACTIVE
SYNTHETIC_TXN_000437,CLOSED
SYNTHETIC_TXN_000438,CLOSED
SYNTHETIC_TXN_000439,ACTIVE
SYNTHETIC_TXN_000440,ACTIVE
SYNTHETIC_TXN_000441,ACTIVE
SYNTHETIC_TXN_000442,CLOSED
SYNTHETIC_TXN_000443,ACTIVE
SYNTHETIC_TXN_000444,ACTIVE
SYNTHETIC_TXN_000445,ACTIVE
SYNTHETIC_TXN_000446,ACTIVE
SYNTHETIC_TXN_000447,SUSPENDED
SYNTHETIC_TXN_000448,ACTIVE
SYNTHETIC_TXN_000449,ACTIVE
SYNTHETIC_TXN_000450,CLOSED
SYNTHETIC_TXN_000451,ACTIVE
SYNTHETIC_TXN_000452,ACTIVE
SYNTHETIC_TXN_000453,ACTIVE
SYNTHETIC_TXN_000454,ACTIVE
SYNTHETIC_TXN_000455,ACTIVE
SYNTHETIC_TXN_000456,ACTIVE
SYNTHETIC_TXN_000457,ACTIVE
SYNTHETIC_TXN_000458,SUSPENDED
SYNTHETIC_TXN_000459,CLOSED
SYNTHETIC_TXN_000460,ACTIVE
SYNTHETIC_TXN_000461,CLOSED
SYNTHETIC_TXN_000462,SUSPENDED
SYNTHETIC_TXN_000463,SUSPENDED
SYNTHETIC_TXN_000464,ACTIVE
SYNTHETIC_TXN_000465,ACTIVE
SYNTHETIC_TXN_000466,CLOSED
SYNTHETIC_TXN_000467,ACTIVE
SYNTHETIC_TXN_000468,CLOSED
SYNTHETIC_TXN_000469,ACTIVE
SYNTHETIC_TXN_000470,ACTIVE
SYNTHETIC_TXN_000471,ACTIVE
SYNTHETIC_TXN_000472,ACTIVE
SYNTHETIC_TXN_000473,ACTIVE
SYNTHETIC_TXN_000474,ACTIVE
SYNTHETIC_TXN_000475,SUSPENDED
SYNTHETIC_TXN_000476,ACTIVE
SYNTHETIC_TXN_000477,ACTIVE
SYNTHETIC_TXN_000478,ACTIVE
SYNTHETIC_TXN_000479,ACTIVE
SYNTHETIC_TXN_000480,ACTIVE
SYNTHETIC_TXN_000481,SUSPENDED
SYNTHETIC_TXN_000482,ACTIVE
SYNTHETIC_TXN_000483,SUSPENDED
SYNTHETIC_TXN_000484,ACTIVE
SYNTHETIC_TXN_000485,ACTIVE
SYNTHETIC_TXN_000486,ACTIVE
SYNTHETIC_TXN_000487,ACTIVE
SYNTHETIC_TXN_000488,ACTIVE
SYNTHETIC_TXN_000489,ACTIVE
SYNTHETIC_TXN_000490,ACTIVE
SYNTHETIC_TXN_000491,ACTIVE
SYNTHETIC_TXN_000492,ACTIVE
SYNTHETIC_TXN_000493,ACTIVE
SYNTHETIC_TXN_000494,ACTIVE
SYNTHETIC_TXN_000495,ACTIVE
SYNTHETIC_TXN_000496,ACTIVE
SYNTHETIC_TXN_000497,ACTIVE
SYNTHETIC_TXN_000498,ACTIVE
SYNTHETIC_TXN_000499,CLOSED
SYNTHETIC_TXN_000500,ACTIVE
SYNTHETIC_TXN_000501,ACTIVE
SYNTHETIC_TXN_000502,ACTIVE
SYNTHETIC_TXN_000503,CLOSED
SYNTHETIC_TXN_000504,ACTIVE
SYNTHETIC_TXN_000505,ACTIVE
SYNTHETIC_TXN_000506,SUSPENDED
SYNTHETIC_TXN_000507,SUSPENDED
SYNTHETIC_TXN_000508,SUSPENDED
SYNTHETIC_TXN_000509,ACTIVE
SYNTHETIC_TXN_000510,SUSPENDED
SYNTHETIC_TXN_000511,ACTIVE
SYNTHETIC_TXN_000512,ACTIVE
SYNTHETIC_TXN_000513,ACTIVE
SYNTHETIC_TXN_000514,ACTIVE
SYNTHETIC_TXN_000515,ACTIVE
SYNTHETIC_TXN_000516,CLOSED
SYNTHETIC_TXN_000517,ACTIVE
SYNTHETIC_TXN_000518,ACTIVE
SYNTHETIC_TXN_000519,ACTIVE
SYNTHETIC_TXN_000520,ACTIVE
SYNTHETIC_TXN_000521,ACTIVE
SYNTHETIC_TXN_000522,CLOSED
SYNTHETIC_TXN_000523,SUSPENDED
SYNTHETIC_TXN_000524,ACTIVE
SYNTHETIC_TXN_000525,CLOSED
SYNTHETIC_TXN_000526,ACTIVE
SYNTHETIC_TXN_000527,ACTIVE
SYNTHETIC_TXN_000528,ACTIVE
SYNTHETIC_TXN_000529,SUSPENDED
SYNTHETIC_TXN_000530,SUSPENDED
SYNTHETIC_TXN_000531,ACTIVE
SYNTHETIC_TXN_000532,ACTIVE
SYNTHETIC_TXN_000533,ACTIVE
SYNTHETIC_TXN_000534,ACTIVE
SYNTHETIC_TXN_000535,ACTIVE
SYNTHETIC_TXN_000536,ACTIVE
SYNTHETIC_TXN_000537,ACTIVE
SYNTHETIC_TXN_000538,ACTIVE
SYNTHETIC_TXN_000539,ACTIVE
SYNTHETIC_TXN_000540,ACTIVE
SYNTHETIC_TXN_000541,ACTIVE
SYNTHETIC_TXN_000542,ACTIVE
SYNTHETIC_TXN_000543,ACTIVE
SYNTHETIC_TXN_000544,ACTIVE
SYNTHETIC_TXN_000545,ACTIVE
SYNTHETIC_TXN_000546,ACTIVE
SYNTHETIC_TXN_000547,ACTIVE
SYNTHETIC_TXN_000548,ACTIVE
SYNTHETIC_TXN_000549,ACTIVE
SYNTHETIC_TXN_000550,ACTIVE
SYNTHETIC_TXN_000551,CLOSED
SYNTHETIC_TXN_000552,ACTIVE
SYNTHETIC_TXN_000553,ACTIVE
SYNTHETIC_TXN_000554,ACTIVE
SYNTHETIC_TXN_000555,ACTIVE
SYNTHETIC_TXN_000556,CLOSED
SYNTHETIC_TXN_000557,CLOSED
SYNTHETIC_TXN_000558,ACTIVE
SYNTHETIC_TXN_000559,CLOSED
SYNTHETIC_TXN_000560,ACTIVE
SYNTHETIC_TXN_000561,ACTIVE
SYNTHETIC_TXN_000562,ACTIVE
SYNTHETIC_TXN_000563,ACTIVE
SYNTHETIC_TXN_000564,ACTIVE
SYNTHETIC_TXN_000565,ACTIVE
SYNTHETIC_TXN_000566,CLOSED
SYNTHETIC_TXN_000567,SUSPENDED
SYNTHETIC_TXN_000568,ACTIVE
SYNTHETIC_TXN_000569,ACTIVE
SYNTHETIC_TXN_000570,ACTIVE
SYNTHETIC_TXN_000571,ACTIVE
SYNTHETIC_TXN_000572,ACTIVE
SYNTHETIC_TXN_000573,ACTIVE
SYNTHETIC_TXN_000574,ACTIVE
SYNTHETIC_TXN_000575,ACTIVE
SYNTHETIC_TXN_000576,ACTIVE
SYNTHETIC_TXN_000577,ACTIVE
SYNTHETIC_TXN_000578,ACTIVE
SYNTHETIC_TXN_000579,ACTIVE
SYNTHETIC_TXN_000580,ACTIVE
SYNTHETIC_TXN_000581,SUSPENDED
SYNTHETIC_TXN_000582,ACTIVE
SYNTHETIC_TXN_000583,ACTIVE
SYNTHETIC_TXN_000584,CLOSED
SYNTHETIC_TXN_000585,ACTIVE
SYNTHETIC_TXN_000586,ACTIVE
SYNTHETIC_TXN_000587,ACTIVE
SYNTHETIC_TXN_000588,ACTIVE
SYNTHETIC_TXN_000589,ACTIVE
SYNTHETIC_TXN_000590,ACTIVE
SYNTHETIC_TXN_000591,ACTIVE
SYNTHETIC_TXN_000592,CLOSED
SYNTHETIC_TXN_000593,ACTIVE
SYNTHETIC_TXN_000594,ACTIVE
SYNTHETIC_TXN_000595,ACTIVE
SYNTHETIC_TXN_000596,ACTIVE
SYNTHETIC_TXN_000597,ACTIVE
SYNTHETIC_TXN_000598,CLOSED
SYNTHETIC_TXN_000599,ACTIVE
SYNTHETIC_TXN_000600,CLOSED
SYNTHETIC_TXN_000601,SUSPENDED
SYNTHETIC_TXN_000602,ACTIVE
SYNTHETIC_TXN_000603,ACTIVE
SYNTHETIC_TXN_000604,ACTIVE
SYNTHETIC_TXN_000605,ACTIVE
SYNTHETIC_TXN_000606,ACTIVE
SYNTHETIC_TXN_000607,ACTIVE
SYNTHETIC_TXN_000608,ACTIVE
