txn_id,account_status
SYNTHETIC_TXN_000111,ACTIVE
SYNTHETIC_TXN_000113,ACTIVE
SYNTHETIC_TXN_000114,ACTIVE
SYNTHETIC_TXN_000116,ACTIVE
SYNTHETIC_TXN_000118,ACTIVE
SYNTHETIC_TXN_000119,ACTIVE
SYNTHETIC_TXN_000120,ACTIVE
SYNTHETIC_TXN_000121,ACTIVE
SYNTHETIC_TXN_000123,ACTIVE
SYNTHETIC_TXN_000124,ACTIVE
SYNTHETIC_TXN_000127,ACTIVE
SYNTHETIC_TXN_000128,ACTIVE
SYNTHETIC_TXN_000129,ACTIVE
SYNTHETIC_TXN_000130,ACTIVE
SYNTHETIC_TXN_000131,ACTIVE
SYNTHETIC_TXN_000132,SUSPENDED
SYNTHETIC_TXN_000134,ACTIVE
SYNTHETIC_TXN_000135,ACTIVE
SYNTHETIC_TXN_000136,ACTIVE
SYNTHETIC_TXN_000137,ACTIVE
SYNTHETIC_TXN_000138,ACTIVE
SYNTHETIC_TXN_000139,ACTIVE
SYNTHETIC_TXN_000143,ACTIVE
SYNTHETIC_TXN_000144,ACTIVE
SYNTHETIC_TXN_000146,ACTIVE
SYNTHETIC_TXN_000148,ACTIVE
SYNTHETIC_TXN_000149,ACTIVE
SYNTHETIC_TXN_000150,ACTIVE
SYNTHETIC_TXN_000151,ACTIVE
SYNTHETIC_TXN_000152,ACTIVE
SYNTHETIC_TXN_000153,ACTIVE
SYNTHETIC_TXN_000154,ACTIVE
SYNTHETIC_TXN_000155,ACTIVE
SYNTHETIC_TXN_000156,ACTIVE
SYNTHETIC_TXN_000157,ACTIVE
SYNTHETIC_TXN_000158,ACTIVE
SYNTHETIC_TXN_000159,ACTIVE
SYNTHETIC_TXN_000161,ACTIVE
SYNTHETIC_TXN_000163,CLOSED
SYNTHETIC_TXN_000165,ACTIVE
SYNTHETIC_TXN_000166,CLOSED
SYNTHETIC_TXN_000168,ACTIVE
SYNTHETIC_TXN_000170,ACTIVE
SYNTHETIC_TXN_000171,ACTIVE
SYNTHETIC_TXN_000172,ACTIVE
SYNTHETIC_TXN_000173,ACTIVE
SYNTHETIC_TXN_000174,ACTIVE
SYNTHETIC_TXN_000175,ACTIVE
SYNTHETIC_TXN_000177,ACTIVE
SYNTHETIC_TXN_000178,ACTIVE
SYNTHETIC_TXN_000179,ACTIVE
SYNTHETIC_TXN_000180,ACTIVE
SYNTHETIC_TXN_000181,SUSPENDED
SYNTHETIC_TXN_000184,CLOSED
SYNTHETIC_TXN_000185,ACTIVE
SYNTHETIC_TXN_000186,ACTIVE
SYNTHETIC_TXN_000187,ACTIVE
SYNTHETIC_TXN_000188,ACTIVE
SYNTHETIC_TXN_000189,ACTIVE
SYNTHETIC_TXN_000190,ACTIVE
SYNTHETIC_TXN_000191,ACTIVE
SYNTHETIC_TXN_000192,CLOSED
SYNTHETIC_TXN_000193,ACTIVE
SYNTHETIC_TXN_000194,ACTIVE
SYNTHETIC_TXN_000195,ACTIVE
SYNTHETIC_TXN_000196,ACTIVE
SYNTHETIC_TXN_000198,ACTIVE
SYNTHETIC_TXN_000199,ACTIVE
SYNTHETIC_TXN_000201,ACTIVE
SYNTHETIC_TXN_000202,ACTIVE
SYNTHETIC_TXN_000203,ACTIVE
SYNTHETIC_TXN_000204,ACTIVE
SYNTHETIC_TXN_000206,ACTIVE
SYNTHETIC_TXN_000207,ACTIVE
SYNTHETIC_TXN_000208,SUSPENDED
SYNTHETIC_TXN_000209,ACTIVE
SYNTHETIC_TXN_000210,ACTIVE
SYNTHETIC_TXN_000211,CLOSED
SYNTHETIC_TXN_000212,ACTIVE
SYNTHETIC_TXN_000213,ACTIVE
SYNTHETIC_TXN_000214,ACTIVE
SYNTHETIC_TXN_000215,SUSPENDED
SYNTHETIC_TXN_000216,ACTIVE
SYNTHETIC_TXN_000217,ACTIVE
SYNTHETIC_TXN_000218,ACTIVE
SYNTHETIC_TXN_000219,ACTIVE
SYNTHETIC_TXN_000220,ACTIVE
SYNTHETIC_TXN_000221,ACTIVE
SYNTHETIC_TXN_000223,ACTIVE
SYNTHETIC_TXN_000225,ACTIVE
SYNTHETIC_TXN_000226,ACTIVE
SYNTHETIC_TXN_000227,CLOSED
SYNTHETIC_TXN_000228,CLOSED
SYNTHETIC_TXN_000229,CLOSED
SYNTHETIC_TXN_000232,ACTIVE
SYNTHETIC_TXN_000233,ACTIVE
SYNTHETIC_TXN_000234,ACTIVE
SYNTHETIC_TXN_000235,ACTIVE
SYNTHETIC_TXN_000236,ACTIVE
SYNTHETIC_TXN_000238,ACTIVE
SYNTHETIC_TXN_000239,ACTIVE
SYNTHETIC_TXN_000240,ACTIVE
SYNTHETIC_TXN_000241,ACTIVE
SYNTHETIC_TXN_000242,ACTIVE
SYNTHETIC_TXN_000243,ACTIVE
SYNTHETIC_TXN_000244,ACTIVE
SYNTHETIC_TXN_000246,CLOSED
SYNTHETIC_TXN_000248,ACTIVE
SYNTHETIC_TXN_000249,CLOSED
SYNTHETIC_TXN_000250,CLOSED
SYNTHETIC_TXN_000252,ACTIVE
SYNTHETIC_TXN_000253,ACTIVE
SYNTHETIC_TXN_000254,ACTIVE
SYNTHETIC_TXN_000255,ACTIVE
SYNTHETIC_TXN_000256,ACTIVE
SYNTHETIC_TXN_000257,ACTIVE
SYNTHETIC_TXN_000258,ACTIVE
SYNTHETIC_TXN_000260,CLOSED
SYNTHETIC_TXN_000261,ACTIVE
SYNTHETIC_TXN_000263,CLOSED
SYNTHETIC_TXN_000264,ACTIVE
SYNTHETIC_TXN_000265,ACTIVE
SYNTHETIC_TXN_000266,ACTIVE
SYNTHETIC_TXN_000267,ACTIVE
SYNTHETIC_TXN_000269,ACTIVE
SYNTHETIC_TXN_000272,ACTIVE
SYNTHETIC_TXN_000275,ACTIVE
SYNTHETIC_TXN_000276,ACTIVE
SYNTHETIC_TXN_000277,ACTIVE
SYNTHETIC_TXN_000280,SUSPENDED
SYNTHETIC_TXN_000282,ACTIVE
SYNTHETIC_TXN_000283,ACTIVE
SYNTHETIC_TXN_000284,ACTIVE
SYNTHETIC_TXN_000286,SUSPENDED
SYNTHETIC_TXN_000287,ACTIVE
SYNTHETIC_TXN_000288,ACTIVE
SYNTHETIC_TXN_000290,CLOSED
SYNTHETIC_TXN_000292,ACTIVE
SYNTHETIC_TXN_000293,SUSPENDED
SYNTHETIC_TXN_000294,ACTIVE
SYNTHETIC_TXN_000295,ACTIVE
SYNTHETIC_TXN_000296,ACTIVE
SYNTHETIC_TXN_000297,ACTIVE
SYNTHETIC_TXN_000298,ACTIVE
SYNTHETIC_TXN_000300,ACTIVE
SYNTHETIC_TXN_000301,ACTIVE
SYNTHETIC_TXN_000304,ACTIVE
SYNTHETIC_TXN_000305,ACTIVE
SYNTHETIC_TXN_000306,ACTIVE
SYNTHETIC_TXN_000307,ACTIVE
SYNTHETIC_TXN_000308,ACTIVE
SYNTHETIC_TXN_000309,ACTIVE
SYNTHETIC_TXN_000310,ACTIVE
SYNTHETIC_TXN_000312,ACTIVE
SYNTHETIC_TXN_000313,ACTIVE
SYNTHETIC_TXN_000314,ACTIVE
SYNTHETIC_TXN_000315,ACTIVE
SYNTHETIC_TXN_000318,ACTIVE
SYNTHETIC_TXN_000320,ACTIVE
SYNTHETIC_TXN_000321,ACTIVE
SYNTHETIC_TXN_000322,CLOSED
SYNTHETIC_TXN_000323,CLOSED
SYNTHETIC_TXN_000324,ACTIVE
SYNTHETIC_TXN_000325,ACTIVE
SYNTHETIC_TXN_000326,CLOSED
SYNTHETIC_TXN_000328,ACTIVE
SYNTHETIC_TXN_000329,ACTIVE
SYNTHETIC_TXN_000330,ACTIVE
SYNTHETIC_TXN_000331,ACTIVE
SYNTHETIC_TXN_000334,ACTIVE
SYNTHETIC_TXN_000335,ACTIVE
SYNTHETIC_TXN_000336,ACTIVE
SYNTHETIC_TXN_000338,ACTIVE
SYNTHETIC_TXN_000339,SUSPENDED
SYNTHETIC_TXN_000340,CLOSED
SYNTHETIC_TXN_000342,ACTIVE
SYNTHETIC_TXN_000343,ACTIVE
SYNTHETIC_TXN_000344,ACTIVE
SYNTHETIC_TXN_000345,ACTIVE
SYNTHETIC_TXN_000348,ACTIVE
SYNTHETIC_TXN_000349,ACTIVE
SYNTHETIC_TXN_000351,ACTIVE
SYNTHETIC_TXN_000352,ACTIVE
SYNTHETIC_TXN_000353,SUSPENDED
SYNTHETIC_TXN_000354,ACTIVE
SYNTHETIC_TXN_000355,ACTIVE
SYNTHETIC_TXN_000357,CLOSED
SYNTHETIC_TXN_000358,ACTIVE
SYNTHETIC_TXN_000359,ACTIVE
SYNTHETIC_TXN_000361,SUSPENDED
SYNTHETIC_TXN_000365,SUSPENDED
SYNTHETIC_TXN_000366,CLOSED
SYNTHETIC_TXN_000367,ACTIVE
SYNTHETIC_TXN_000368,ACTIVE
SYNTHETIC_TXN_000369,ACTIVE
SYNTHETIC_TXN_000371,CLOSED
SYNTHETIC_TXN_000372,ACTIVE
SYNTHETIC_TXN_000375,ACTIVE
SYNTHETIC_TXN_000376,ACTIVE
SYNTHETIC_TXN_000377,ACTIVE
SYNTHETIC_TXN_000378,ACTIVE
SYNTHETIC_TXN_000381,ACTIVE
SYNTHETIC_TXN_000382,ACTIVE
SYNTHETIC_TXN_000383,ACTIVE
SYNTHETIC_TXN_000384,ACTIVE
SYNTHETIC_TXN_000385,ACTIVE
SYNTHETIC_TXN_000386,ACTIVE
SYNTHETIC_TXN_000387,ACTIVE
SYNTHETIC_TXN_000388,ACTIVE
SYNTHETIC_TXN_000389,ACTIVE
SYNTHETIC_TXN_000390,ACTIVE
SYNTHETIC_TXN_000391,CLOSED
SYNTHETIC_TXN_000392,ACTIVE
SYNTHETIC_TXN_000393,ACTIVE
SYNTHETIC_TXN_000395,ACTIVE
SYNTHETIC_TXN_000396,CLOSED
SYNTHETIC_TXN_000397,ACTIVE
SYNTHETIC_TXN_000398,CLOSED
SYNTHETIC_TXN_000399,CLOSED
SYNTHETIC_TXN_000401,CLOSED
SYNTHETIC_TXN_000403,ACTIVE
SYNTHETIC_TXN_000405,ACTIVE
SYNTHETIC_TXN_000407,CLOSED
SYNTHETIC_TXN_000408,CLOSED
SYNTHETIC_TXN_000409,ACTIVE
SYNTHETIC_TXN_000410,ACTIVE
SYNTHETIC_TXN_000411,CLOSED
SYNTHETIC_TXN_000413,ACTIVE
SYNTHETIC_TXN_000415,ACTIVE
SYNTHETIC_TXN_000416,ACTIVE
SYNTHETIC_TXN_000417,SUSPENDED
SYNTHETIC_TXN_000418,CLOSED
SYNTHETIC_TXN_000420,ACTIVE
SYNTHETIC_TXN_000421,SUSPENDED
SYNTHETIC_TXN_000422,ACTIVE
SYNTHETIC_TXN_000425,ACTIVE
SYNTHETIC_TXN_000428,ACTIVE
SYNTHETIC_TXN_000429,ACTIVE
SYNTHETIC_TXN_000430,ACTIVE
SYNTHETIC_TXN_000431,ACTIVE
SYNTHETIC_TXN_000433,ACTIVE
SYNTHETIC_TXN_000434,ACTIVE
SYNTHETIC_TXN_000436,ACTIVE
SYNTHETIC_TXN_000437,ACTIVE
SYNTHETIC_TXN_000438,ACTIVE
SYNTHETIC_TXN_000439,CLOSED
SYNTHETIC_TXN_000440,ACTIVE
SYNTHETIC_TXN_000441,CLOSED
SYNTHETIC_TXN_000442,ACTIVE
SYNTHETIC_TXN_000444,ACTIVE
SYNTHETIC_TXN_000446,ACTIVE
SYNTHETIC_TXN_000447,ACTIVE
SYNTHETIC_TXN_000452,ACTIVE
SYNTHETIC_TXN_000453,ACTIVE
SYNTHETIC_TXN_000454,ACTIVE
SYNTHETIC_TXN_000455,ACTIVE
SYNTHETIC_TXN_000456,ACTIVE
SYNTHETIC_TXN_000457,ACTIVE
SYNTHETIC_TXN_000459,ACTIVE
SYNTHETIC_TXN_000461,ACTIVE
SYNTHETIC_TXN_000462,ACTIVE
SYNTHETIC_TXN_000464,ACTIVE
SYNTHETIC_TXN_000465,ACTIVE
SYNTHETIC_TXN_000466,ACTIVE
SYNTHETIC_TXN_000467,ACTIVE
SYNTHETIC_TXN_000468,ACTIVE
SYNTHETIC_TXN_000469,SUSPENDED
SYNTHETIC_TXN_000470,ACTIVE
SYNTHETIC_TXN_000471,ACTIVE
SYNTHETIC_TXN_000472,ACTIVE
SYNTHETIC_TXN_000473,ACTIVE
SYNTHETIC_TXN_000475,ACTIVE
SYNTHETIC_TXN_000476,ACTIVE
SYNTHETIC_TXN_000477,CLOSED
SYNTHETIC_TXN_000478,ACTIVE
SYNTHETIC_TXN_000479,SUSPENDED
SYNTHETIC_TXN_000480,ACTIVE
SYNTHETIC_TXN_000481,ACTIVE
SYNTHETIC_TXN_000482,ACTIVE
SYNTHETIC_TXN_000483,ACTIVE
SYNTHETIC_TXN_000485,ACTIVE
SYNTHETIC_TXN_000487,ACTIVE
SYNTHETIC_TXN_000489,ACTIVE
SYNTHETIC_TXN_000490,ACTIVE
SYNTHETIC_TXN_000491,SUSPENDED
SYNTHETIC_TXN_000492,ACTIVE
SYNTHETIC_TXN_000494,ACTIVE
SYNTHETIC_TXN_000495,ACTIVE
SYNTHETIC_TXN_000496,ACTIVE
SYNTHETIC_TXN_000497,ACTIVE
SYNTHETIC_TXN_000498,ACTIVE
SYNTHETIC_TXN_000499,CLOSED
