account_id,region,total_txn_amount,rank_within_region
SYNTHETIC_ACCT_0035,NORTH,177442.62999999998,22
SYNTHETIC_ACCT_0036,SOUTH,77752.77,494
SYNTHETIC_ACCT_0037,SOUTH,164590.13,47
SYNTHETIC_ACCT_0038,EAST,148240.77999999994,102
SYNTHETIC_ACCT_0039,NORTH,133828.67999999996,189
SYNTHETIC_ACCT_0040,WEST,104107.88,345
SYNTHETIC_ACCT_0041,NORTH,113713.40999999997,351
SYNTHETIC_ACCT_0042,NORTH,112716.15,362
SYNTHETIC_ACCT_0043,WEST,153812.33000000002,60
SYNTHETIC_ACCT_0044,NORTH,157551.16999999998,58
SYNTHETIC_ACCT_0045,SOUTH,97908.95,417
SYNTHETIC_ACCT_0046,NORTH,119869.31,309
SYNTHETIC_ACCT_0047,WEST,139868.99,116
SYNTHETIC_ACCT_0048,EAST,134201.18,170
SYNTHETIC_ACCT_0049,NORTH,144480.33000000002,104
SYNTHETIC_ACCT_0050,WEST,130977.84999999998,170
SYNTHETIC_ACCT_0051,NORTH,126909.68000000002,241
SYNTHETIC_ACCT_0052,WEST,167608.23,32
SYNTHETIC_ACCT_0053,SOUTH,80285.06,491
SYNTHETIC_ACCT_0054,NORTH,133862.72,188
SYNTHETIC_ACCT_0055,EAST,144034.90999999997,125
SYNTHETIC_ACCT_0056,SOUTH,138190.43,172
SYNTHETIC_ACCT_0057,SOUTH,86909.18000000001,473
SYNTHETIC_ACCT_0058,SOUTH,87051.04999999999,471
SYNTHETIC_ACCT_0059,EAST,93522.50000000001,410
SYNTHETIC_ACCT_0060,WEST,139434.97,120
SYNTHETIC_ACCT_0061,EAST,167445.11000000007,53
SYNTHETIC_ACCT_0062,EAST,79220.02,456
SYNTHETIC_ACCT_0063,SOUTH,109884.99,359
SYNTHETIC_ACCT_0064,SOUTH,124199.34,264
SYNTHETIC_ACCT_0065,NORTH,138353.76,153
SYNTHETIC_ACCT_0066,NORTH,171972.66,27
SYNTHETIC_ACCT_0067,WEST,148227.97999999998,83
SYNTHETIC_ACCT_0068,NORTH,161285.34,49
SYNTHETIC_ACCT_0069,NORTH,147312.40000000002,95
SYNTHETIC_ACCT_0070,NORTH,113978.55999999998,348
SYNTHETIC_ACCT_0071,SOUTH,146010.08000000002,117
SYNTHETIC_ACCT_0072,SOUTH,139704.1,163
SYNTHETIC_ACCT_0073,NORTH,106448.76999999999,406
SYNTHETIC_ACCT_0074,SOUTH,108541.08999999997,367
SYNTHETIC_ACCT_0075,EAST,97566.95000000001,397
SYNTHETIC_ACCT_0076,EAST,91791.34,416
SYNTHETIC_ACCT_0077,SOUTH,143255.06999999998,138
SYNTHETIC_ACCT_0078,WEST,106065.11999999998,335
SYNTHETIC_ACCT_0079,SOUTH,117503.82999999997,308
SYNTHETIC_ACCT_0080,NORTH,99497.58000000002,446
SYNTHETIC_ACCT_0081,NORTH,126792.28000000003,244
SYNTHETIC_ACCT_0082,WEST,156239.00000000003,55
SYNTHETIC_ACCT_0083,EAST,144115.19000000003,122
SYNTHETIC_ACCT_0084,NORTH,99658.58,444
SYNTHETIC_ACCT_0085,NORTH,123522.33000000002,272
SYNTHETIC_ACCT_0086,NORTH,180143.23999999996,18
SYNTHETIC_ACCT_0087,SOUTH,156254.28,78
SYNTHETIC_ACCT_0088,WEST,100822.07,366
SYNTHETIC_ACCT_0089,EAST,73047.90999999999,465
SYNTHETIC_ACCT_0090,SOUTH,130273.02999999998,221
SYNTHETIC_ACCT_0091,WEST,90130.61,426
SYNTHETIC_ACCT_0092,WEST,115744.12000000001,271
SYNTHETIC_ACCT_0093,NORTH,83146.13,502
SYNTHETIC_ACCT_0094,SOUTH,87521.28999999998,470
SYNTHETIC_ACCT_0095,SOUTH,155150.62999999998,81
SYNTHETIC_ACCT_0096,SOUTH,53487.44999999999,512
SYNTHETIC_ACCT_0097,WEST,135288.51,139
SYNTHETIC_ACCT_0098,EAST,173242.91000000003,40
SYNTHETIC_ACCT_0099,NORTH,115392.98999999999,339
SYNTHETIC_ACCT_0100,WEST,112130.59,290
SYNTHETIC_ACCT_0101,EAST,113080.86,306
SYNTHETIC_ACCT_0102,NORTH,115657.4,337
SYNTHETIC_ACCT_0103,NORTH,82481.85,504
SYNTHETIC_ACCT_0104,WEST,101971.31,355
SYNTHETIC_ACCT_0105,WEST,122036.96999999999,233
SYNTHETIC_ACCT_0106,NORTH,144020.71000000005,110
SYNTHETIC_ACCT_0107,EAST,119831.21,272
SYNTHETIC_ACCT_0108,EAST,90212.12000000001,423
SYNTHETIC_ACCT_0109,NORTH,140738.33000000005,132
SYNTHETIC_ACCT_0110,WEST,145433.52000000002,94
SYNTHETIC_ACCT_0111,WEST,132500.85,163
SYNTHETIC_ACCT_0112,NORTH,138053.65000000002,155
SYNTHETIC_ACCT_0113,EAST,111600.87,318
SYNTHETIC_ACCT_0114,EAST,89133.03,426
SYNTHETIC_ACCT_0115,EAST,106410.47,356
SYNTHETIC_ACCT_0116,EAST,149172.49000000002,97
SYNTHETIC_ACCT_0117,EAST,128650.66,206
SYNTHETIC_ACCT_0118,SOUTH,154584.07,83
SYNTHETIC_ACCT_0119,NORTH,165936.42,40
SYNTHETIC_ACCT_0120,WEST,178280.69999999998,21
SYNTHETIC_ACCT_0121,SOUTH,169520.12,33
SYNTHETIC_ACCT_0122,WEST,125051.18999999997,210
SYNTHETIC_ACCT_0123,NORTH,109544.38,388
SYNTHETIC_ACCT_0124,WEST,125130.62000000001,209
SYNTHETIC_ACCT_0125,WEST,107818.79000000002,325
SYNTHETIC_ACCT_0126,EAST,138437.3,151
SYNTHETIC_ACCT_0127,SOUTH,142880.69999999998,142
SYNTHETIC_ACCT_0128,EAST,150252.53,93
SYNTHETIC_ACCT_0129,EAST,143899.32,127
SYNTHETIC_ACCT_0130,SOUTH,82802.63999999997,483
SYNTHETIC_ACCT_0131,EAST,92424.60999999999,414
SYNTHETIC_ACCT_0132,EAST,136060.2,166
SYNTHETIC_ACCT_0133,NORTH,107748.81,393
SYNTHETIC_ACCT_0134,SOUTH,101994.92,401
SYNTHETIC_ACCT_0135,WEST,183033.93,20
SYNTHETIC_ACCT_0136,SOUTH,161837.65,58
SYNTHETIC_ACCT_0137,SOUTH,203079.93000000002,4
SYNTHETIC_ACCT_0138,WEST,91506.06999999998,422
SYNTHETIC_ACCT_0139,SOUTH,139176.99000000005,166
SYNTHETIC_ACCT_0140,WEST,174757.91000000003,23
SYNTHETIC_ACCT_0141,NORTH,209295.31999999995,3
SYNTHETIC_ACCT_0142,NORTH,93396.66999999998,464
SYNTHETIC_ACCT_0143,NORTH,101259.97,431
SYNTHETIC_ACCT_0144,NORTH,123499.6,273
SYNTHETIC_ACCT_0145,SOUTH,123592.89999999998,270
SYNTHETIC_ACCT_0146,WEST,132598.03,161
SYNTHETIC_ACCT_0147,NORTH,170427.70999999996,32
SYNTHETIC_ACCT_0148,EAST,132547.16999999998,180
SYNTHETIC_ACCT_0149,SOUTH,111729.76,348
SYNTHETIC_ACCT_0150,WEST,88659.01000000001,433
SYNTHETIC_ACCT_0151,EAST,125484.12000000001,230
SYNTHETIC_ACCT_0152,NORTH,126884.6,243
SYNTHETIC_ACCT_0153,EAST,120494.87000000002,266
SYNTHETIC_ACCT_0154,NORTH,125491.98999999999,254
SYNTHETIC_ACCT_0155,SOUTH,165136.63999999998,45
SYNTHETIC_ACCT_0156,EAST,103146.41999999998,373
SYNTHETIC_ACCT_0157,NORTH,122183.95,285
SYNTHETIC_ACCT_0158,WEST,112195.66,288
SYNTHETIC_ACCT_0159,NORTH,121381.47,296
SYNTHETIC_ACCT_0160,SOUTH,139973.15,160
SYNTHETIC_ACCT_0161,NORTH,136856.79,167
SYNTHETIC_ACCT_0162,EAST,190353.93999999997,14
SYNTHETIC_ACCT_0163,EAST,67608.51000000001,474
SYNTHETIC_ACCT_0164,SOUTH,96568.48,423
SYNTHETIC_ACCT_0165,WEST,119604.27,247
SYNTHETIC_ACCT_0166,WEST,153749.25999999992,62
SYNTHETIC_ACCT_0167,SOUTH,109898.43000000002,358
SYNTHETIC_ACCT_0168,EAST,150891.99999999997,91
SYNTHETIC_ACCT_0169,NORTH,141459.08000000005,125
SYNTHETIC_ACCT_0170,WEST,134944.49999999997,141
SYNTHETIC_ACCT_0171,EAST,156152.01,81
SYNTHETIC_ACCT_0172,WEST,133422.08999999997,155
SYNTHETIC_ACCT_0173,NORTH,117043.82,324
SYNTHETIC_ACCT_0174,NORTH,153177.67999999996,72
SYNTHETIC_ACCT_0175,EAST,110725.08999999998,323
SYNTHETIC_ACCT_0176,WEST,123912.23,223
SYNTHETIC_ACCT_0177,WEST,115811.69000000002,270
SYNTHETIC_ACCT_0178,SOUTH,93262.07999999999,443
SYNTHETIC_ACCT_0179,WEST,89164.49000000002,429
SYNTHETIC_ACCT_0180,WEST,147153.47999999998,88
SYNTHETIC_ACCT_0181,SOUTH,137030.01,179
SYNTHETIC_ACCT_0182,EAST,105304.66,358
SYNTHETIC_ACCT_0183,WEST,188459.74000000005,13
SYNTHETIC_ACCT_0184,WEST,145699.69,93
SYNTHETIC_ACCT_0185,NORTH,140666.11000000004,133
SYNTHETIC_ACCT_0186,SOUTH,106948.56000000001,380
SYNTHETIC_ACCT_0187,WEST,91247.55,424
SYNTHETIC_ACCT_0188,SOUTH,141033.89,150
SYNTHETIC_ACCT_0189,NORTH,62480.52,525
SYNTHETIC_ACCT_0190,EAST,115105.01000000002,292
SYNTHETIC_ACCT_0191,WEST,208495.05,3
SYNTHETIC_ACCT_0192,SOUTH,122195.73999999999,281
SYNTHETIC_ACCT_0193,NORTH,136506.50000000006,171
SYNTHETIC_ACCT_0194,EAST,145466.08999999997,117
SYNTHETIC_ACCT_0195,SOUTH,116113.54000000001,318
SYNTHETIC_ACCT_0196,WEST,108741.36,322
SYNTHETIC_ACCT_0197,WEST,119459.31999999996,249
SYNTHETIC_ACCT_0198,SOUTH,127951.20000000001,235
SYNTHETIC_ACCT_0199,WEST,99425.66999999998,374
SYNTHETIC_ACCT_0200,WEST,86377.16999999998,440
SYNTHETIC_ACCT_0201,SOUTH,167025.75000000003,40
SYNTHETIC_ACCT_0202,NORTH,137145.24,164
SYNTHETIC_ACCT_0203,NORTH,143479.39999999997,111
SYNTHETIC_ACCT_0204,SOUTH,92525.36,447
SYNTHETIC_ACCT_0205,SOUTH,103020.91,395
SYNTHETIC_ACCT_0206,NORTH,74382.95,519
SYNTHETIC_ACCT_0207,SOUTH,143121.71000000002,140
SYNTHETIC_ACCT_0208,NORTH,147712.96000000002,92
SYNTHETIC_ACCT_0209,WEST,130427.38000000002,176
SYNTHETIC_ACCT_0210,WEST,150362.13,74
SYNTHETIC_ACCT_0211,NORTH,132116.69999999998,202
SYNTHETIC_ACCT_0212,NORTH,161257.3,50
SYNTHETIC_ACCT_0213,WEST,136196.81,136
SYNTHETIC_ACCT_0214,WEST,115680.34,272
SYNTHETIC_ACCT_0215,NORTH,135461.63999999996,178
SYNTHETIC_ACCT_0216,EAST,188175.66,16
SYNTHETIC_ACCT_0217,EAST,123240.36999999998,239
SYNTHETIC_ACCT_0218,SOUTH,143386.61,136
SYNTHETIC_ACCT_0219,SOUTH,204428.34000000008,3
SYNTHETIC_ACCT_0220,EAST,122425.96,247
SYNTHETIC_ACCT_0221,SOUTH,167375.07999999996,38
SYNTHETIC_ACCT_0222,NORTH,68980.48,524
SYNTHETIC_ACCT_0223,SOUTH,125098.46000000002,253
SYNTHETIC_ACCT_0224,WEST,97936.36,385
SYNTHETIC_ACCT_0225,SOUTH,145050.68,125
SYNTHETIC_ACCT_0226,NORTH,147997.66000000003,90
SYNTHETIC_ACCT_0227,SOUTH,158695.52,70
SYNTHETIC_ACCT_0228,WEST,109963.37,311
SYNTHETIC_ACCT_0229,EAST,140289.59999999998,139
SYNTHETIC_ACCT_0230,NORTH,158987.42,56
SYNTHETIC_ACCT_0231,NORTH,180139.22999999998,19
SYNTHETIC_ACCT_0232,SOUTH,140973.33000000002,151
SYNTHETIC_ACCT_0233,WEST,147943.25,86
SYNTHETIC_ACCT_0234,SOUTH,128951.44,229
SYNTHETIC_ACCT_0235,SOUTH,84239.15,480
SYNTHETIC_ACCT_0236,NORTH,181792.26999999996,16
SYNTHETIC_ACCT_0237,NORTH,126205.71000000002,249
SYNTHETIC_ACCT_0238,NORTH,184595.88999999998,13
SYNTHETIC_ACCT_0239,NORTH,125082.92000000001,258
SYNTHETIC_ACCT_0240,EAST,91379.37000000001,420
SYNTHETIC_ACCT_0241,EAST,117464.32,284
SYNTHETIC_ACCT_0242,NORTH,126306.96999999997,248
SYNTHETIC_ACCT_0243,NORTH,93025.34,467
SYNTHETIC_ACCT_0244,WEST,87243.56,439
SYNTHETIC_ACCT_0245,SOUTH,109313.56999999998,362
SYNTHETIC_ACCT_0246,EAST,87893.45000000001,431
SYNTHETIC_ACCT_0247,EAST,102346.10999999999,377
SYNTHETIC_ACCT_0248,NORTH,165991.74000000002,39
SYNTHETIC_ACCT_0249,SOUTH,112187.77000000002,345
SYNTHETIC_ACCT_0250,WEST,171732.16999999995,27
SYNTHETIC_ACCT_0251,NORTH,115320.48999999999,340
SYNTHETIC_ACCT_0252,NORTH,106740.93999999999,405
SYNTHETIC_ACCT_0253,WEST,142758.3,105
SYNTHETIC_ACCT_0254,SOUTH,110955.09,353
SYNTHETIC_ACCT_0255,SOUTH,135033.05,191
SYNTHETIC_ACCT_0256,EAST,98769.73999999999,391
SYNTHETIC_ACCT_0257,EAST,113267.43999999999,304
SYNTHETIC_ACCT_0258,SOUTH,149909.86999999997,102
SYNTHETIC_ACCT_0259,SOUTH,121646.08000000002,284
SYNTHETIC_ACCT_0260,SOUTH,95558.75,428
SYNTHETIC_ACCT_0261,EAST,176993.32999999996,31
SYNTHETIC_ACCT_0262,SOUTH,119501.95000000003,301
SYNTHETIC_ACCT_0263,NORTH,133292.13999999998,195
SYNTHETIC_ACCT_0264,SOUTH,126600.22,243
SYNTHETIC_ACCT_0265,EAST,121835.98000000001,252
SYNTHETIC_ACCT_0266,SOUTH,65980.66,505
SYNTHETIC_ACCT_0267,SOUTH,116494.82999999997,316
SYNTHETIC_ACCT_0268,NORTH,92324.34,470
SYNTHETIC_ACCT_0269,EAST,121402.95000000001,256
SYNTHETIC_ACCT_0270,EAST,103896.65999999999,370
SYNTHETIC_ACCT_0271,EAST,155547.94,83
SYNTHETIC_ACCT_0272,NORTH,93957.73999999999,462
SYNTHETIC_ACCT_0273,SOUTH,131847.91,213
SYNTHETIC_ACCT_0274,NORTH,77037.26,511
SYNTHETIC_ACCT_0275,NORTH,127723.29,228
SYNTHETIC_ACCT_0276,SOUTH,124713.04999999999,258
SYNTHETIC_ACCT_0277,WEST,121245.56000000001,238
SYNTHETIC_ACCT_0278,EAST,133837.27000000002,172
SYNTHETIC_ACCT_0279,EAST,139015.82999999996,149
SYNTHETIC_ACCT_0280,EAST,129917.24,196
SYNTHETIC_ACCT_0281,SOUTH,174814.69000000003,24
SYNTHETIC_ACCT_0282,WEST,124913.05999999998,211
SYNTHETIC_ACCT_0283,WEST,104314.61999999997,344
SYNTHETIC_ACCT_0284,SOUTH,101082.17000000001,408
SYNTHETIC_ACCT_0285,SOUTH,140607.24,154
SYNTHETIC_ACCT_0286,EAST,78360.26000000001,459
SYNTHETIC_ACCT_0287,EAST,112548.51,311
SYNTHETIC_ACCT_0288,NORTH,201772.51,4
SYNTHETIC_ACCT_0289,SOUTH,107061.66999999998,379
SYNTHETIC_ACCT_0290,WEST,125468.90999999999,205
SYNTHETIC_ACCT_0291,WEST,129792.19999999998,184
SYNTHETIC_ACCT_0292,SOUTH,78706.11,492
SYNTHETIC_ACCT_0293,SOUTH,106302.14,383
SYNTHETIC_ACCT_0294,SOUTH,103075.33000000002,394
SYNTHETIC_ACCT_0295,SOUTH,143758.52,134
SYNTHETIC_ACCT_0296,SOUTH,140943.7,152
SYNTHETIC_ACCT_0297,NORTH,132049.40999999997,204
SYNTHETIC_ACCT_0298,NORTH,162161.47,46
SYNTHETIC_ACCT_0299,EAST,166510.33000000005,56
SYNTHETIC_ACCT_0300,SOUTH,176724.34999999998,20
SYNTHETIC_ACCT_0301,WEST,138064.18,123
SYNTHETIC_ACCT_0302,NORTH,118811.09999999998,318
SYNTHETIC_ACCT_0303,WEST,147267.97000000003,87
SYNTHETIC_ACCT_0304,WEST,130119.22999999998,178
SYNTHETIC_ACCT_0305,SOUTH,125934.19,248
SYNTHETIC_ACCT_0306,NORTH,129386.81,218
SYNTHETIC_ACCT_0307,NORTH,149737.37000000002,82
SYNTHETIC_ACCT_0308,NORTH,144183.45,107
SYNTHETIC_ACCT_0309,NORTH,125807.48999999999,252
SYNTHETIC_ACCT_0310,WEST,100772.60999999999,367
SYNTHETIC_ACCT_0311,NORTH,130116.70000000001,217
SYNTHETIC_ACCT_0312,EAST,105291.96999999999,359
SYNTHETIC_ACCT_0313,NORTH,102000.72,428
SYNTHETIC_ACCT_0314,SOUTH,114445.89999999998,330
SYNTHETIC_ACCT_0315,WEST,203877.51,5
SYNTHETIC_ACCT_0316,WEST,130633.42999999996,172
SYNTHETIC_ACCT_0317,SOUTH,115372.71,321
SYNTHETIC_ACCT_0318,SOUTH,148634.97999999998,108
SYNTHETIC_ACCT_0319,EAST,103219.67,372
SYNTHETIC_ACCT_0320,EAST,126527.75,220
SYNTHETIC_ACCT_0321,NORTH,132297.66,201
SYNTHETIC_ACCT_0322,NORTH,150332.79000000004,81
SYNTHETIC_ACCT_0323,EAST,135748.32,167
SYNTHETIC_ACCT_0324,SOUTH,145287.86000000002,122
SYNTHETIC_ACCT_0325,WEST,64933.33,470
SYNTHETIC_ACCT_0326,NORTH,101226.17000000001,432
SYNTHETIC_ACCT_0327,EAST,117744.71000000002,280
SYNTHETIC_ACCT_0328,EAST,131750.92999999996,185
SYNTHETIC_ACCT_0329,SOUTH,136339.28,184
SYNTHETIC_ACCT_0330,WEST,172667.90000000002,26
SYNTHETIC_ACCT_0331,NORTH,139780.23999999996,141
SYNTHETIC_ACCT_0332,NORTH,129116.75000000001,220
SYNTHETIC_ACCT_0333,EAST,97487.84,398
SYNTHETIC_ACCT_0334,EAST,169265.99999999997,48
SYNTHETIC_ACCT_0335,EAST,125506.39000000003,229
SYNTHETIC_ACCT_0336,WEST,164336.97000000003,37
SYNTHETIC_ACCT_0337,SOUTH,123085.40999999999,274
SYNTHETIC_ACCT_0338,NORTH,137717.27999999997,158
SYNTHETIC_ACCT_0339,WEST,151156.93,71
SYNTHETIC_ACCT_0340,EAST,145481.27,116
SYNTHETIC_ACCT_0341,WEST,124787.45999999999,212
SYNTHETIC_ACCT_0342,NORTH,126490.79000000001,247
SYNTHETIC_ACCT_0343,WEST,92679.16,414
SYNTHETIC_ACCT_0344,NORTH,131421.3,207
SYNTHETIC_ACCT_0345,SOUTH,151610.91,94
SYNTHETIC_ACCT_0346,WEST,141305.25,108
SYNTHETIC_ACCT_0347,NORTH,159486.73,55
SYNTHETIC_ACCT_0348,WEST,109212.62000000001,318
SYNTHETIC_ACCT_0349,WEST,144678.08000000002,99
SYNTHETIC_ACCT_0350,SOUTH,102022.04999999997,400
SYNTHETIC_ACCT_0351,SOUTH,149057.48,106
SYNTHETIC_ACCT_0352,EAST,131241.38999999998,187
SYNTHETIC_ACCT_0353,WEST,132177.43,165
SYNTHETIC_ACCT_0354,NORTH,116559.5,328
SYNTHETIC_ACCT_0355,SOUTH,107330.09000000001,377
SYNTHETIC_ACCT_0356,SOUTH,164231.18999999997,50
SYNTHETIC_ACCT_0357,SOUTH,69988.48,501
SYNTHETIC_ACCT_0358,WEST,104523.92,343
SYNTHETIC_ACCT_0359,NORTH,140326.8,137
SYNTHETIC_ACCT_0360,EAST,81222.03,452
SYNTHETIC_ACCT_0361,NORTH,135389.83000000002,179
SYNTHETIC_ACCT_0362,NORTH,86979.04999999999,494
SYNTHETIC_ACCT_0363,SOUTH,133326.41,208
SYNTHETIC_ACCT_0364,NORTH,97777.60999999999,451
SYNTHETIC_ACCT_0365,NORTH,75279.56999999998,515
SYNTHETIC_ACCT_0366,EAST,194325.32999999993,10
SYNTHETIC_ACCT_0367,NORTH,78781.0,508
SYNTHETIC_ACCT_0368,SOUTH,135538.14,188
SYNTHETIC_ACCT_0369,NORTH,127387.16000000002,233
SYNTHETIC_ACCT_0370,WEST,125406.29,206
SYNTHETIC_ACCT_0371,SOUTH,108128.26999999999,370
SYNTHETIC_ACCT_0372,WEST,125228.98000000001,207
SYNTHETIC_ACCT_0373,EAST,168264.81999999998,51
SYNTHETIC_ACCT_0374,EAST,176069.77999999997,33
SYNTHETIC_ACCT_0375,NORTH,155452.72000000003,67
SYNTHETIC_ACCT_0376,NORTH,77891.29999999999,510
SYNTHETIC_ACCT_0377,SOUTH,167300.7,39
SYNTHETIC_ACCT_0378,SOUTH,116377.04,317
SYNTHETIC_ACCT_0379,SOUTH,145333.34,121
SYNTHETIC_ACCT_0380,NORTH,116959.72,327
SYNTHETIC_ACCT_0381,WEST,109766.49999999999,314
SYNTHETIC_ACCT_0382,EAST,84740.17999999998,444
SYNTHETIC_ACCT_0383,EAST,131132.55000000002,188
SYNTHETIC_ACCT_0384,WEST,184518.72000000003,17
SYNTHETIC_ACCT_0385,WEST,124399.99000000002,215
SYNTHETIC_ACCT_0386,EAST,114656.65000000002,297
SYNTHETIC_ACCT_0387,NORTH,154535.17000000004,68
SYNTHETIC_ACCT_0388,EAST,144045.91,124
SYNTHETIC_ACCT_0389,WEST,117836.32,256
SYNTHETIC_ACCT_0390,WEST,140365.45,111
SYNTHETIC_ACCT_0391,NORTH,150504.18999999997,78
SYNTHETIC_ACCT_0392,SOUTH,98066.04000000001,416
SYNTHETIC_ACCT_0393,EAST,129813.63,197
SYNTHETIC_ACCT_0394,EAST,96455.55999999998,402
SYNTHETIC_ACCT_0395,WEST,69928.04,465
SYNTHETIC_ACCT_0396,EAST,114686.43,296
SYNTHETIC_ACCT_0397,SOUTH,91383.76999999999,452
SYNTHETIC_ACCT_0398,EAST,130911.48000000001,189
SYNTHETIC_ACCT_0399,SOUTH,143969.80000000005,132
SYNTHETIC_ACCT_0400,SOUTH,157039.72,75
SYNTHETIC_ACCT_0401,SOUTH,107952.60999999999,372
SYNTHETIC_ACCT_0402,EAST,137181.66,158
SYNTHETIC_ACCT_0403,NORTH,131032.98,210
SYNTHETIC_ACCT_0404,WEST,99789.32000000002,370
SYNTHETIC_ACCT_0405,WEST,137668.63,128
SYNTHETIC_ACCT_0406,EAST,146041.85,113
SYNTHETIC_ACCT_0407,EAST,63118.33000000001,477
SYNTHETIC_ACCT_0408,WEST,117073.38000000003,264
SYNTHETIC_ACCT_0409,SOUTH,118151.34,305
SYNTHETIC_ACCT_0410,WEST,133852.86000000002,151
SYNTHETIC_ACCT_0411,NORTH,122578.11,281
SYNTHETIC_ACCT_0412,SOUTH,91809.48,448
SYNTHETIC_ACCT_0413,WEST,150814.61000000004,73
SYNTHETIC_ACCT_0414,WEST,96281.88999999998,402
SYNTHETIC_ACCT_0415,NORTH,145217.65000000002,102
SYNTHETIC_ACCT_0416,NORTH,117435.65999999999,322
SYNTHETIC_ACCT_0417,SOUTH,131570.15,214
SYNTHETIC_ACCT_0418,EAST,132540.33,181
SYNTHETIC_ACCT_0419,WEST,89349.32999999997,428
SYNTHETIC_ACCT_0420,NORTH,166718.66,36
SYNTHETIC_ACCT_0421,WEST,124306.68999999999,218
SYNTHETIC_ACCT_0422,WEST,148205.89999999997,84
SYNTHETIC_ACCT_0423,EAST,139028.31000000003,148
SYNTHETIC_ACCT_0424,WEST,97167.33,395
SYNTHETIC_ACCT_0425,NORTH,76250.19,512
SYNTHETIC_ACCT_0426,EAST,150968.77,90
SYNTHETIC_ACCT_0427,WEST,101024.15999999999,362
SYNTHETIC_ACCT_0428,WEST,114922.97,281
SYNTHETIC_ACCT_0429,NORTH,156126.52000000005,62
SYNTHETIC_ACCT_0430,SOUTH,119678.38000000002,299
SYNTHETIC_ACCT_0431,WEST,43794.69,475
SYNTHETIC_ACCT_0432,SOUTH,140183.56999999998,158
SYNTHETIC_ACCT_0433,EAST,114351.11,300
SYNTHETIC_ACCT_0434,WEST,72746.40000000001,464
SYNTHETIC_ACCT_0435,EAST,83952.62000000001,449
SYNTHETIC_ACCT_0436,EAST,158443.92,76
SYNTHETIC_ACCT_0437,NORTH,118826.83000000002,317
SYNTHETIC_ACCT_0438,WEST,163541.28,40
SYNTHETIC_ACCT_0439,EAST,107569.15000000002,351
SYNTHETIC_ACCT_0440,NORTH,114491.17999999998,346
SYNTHETIC_ACCT_0441,EAST,190272.98,15
SYNTHETIC_ACCT_0442,SOUTH,147697.29999999996,116
SYNTHETIC_ACCT_0443,EAST,107040.73999999999,354
SYNTHETIC_ACCT_0444,SOUTH,120152.14999999997,296
SYNTHETIC_ACCT_0445,EAST,198468.86000000002,8
SYNTHETIC_ACCT_0446,NORTH,126757.39999999997,246
SYNTHETIC_ACCT_0447,NORTH,88719.33,486
SYNTHETIC_ACCT_0448,SOUTH,107542.49000000002,376
SYNTHETIC_ACCT_0449,NORTH,90895.79999999999,478
SYNTHETIC_ACCT_0450,WEST,228846.62999999998,2
SYNTHETIC_ACCT_0451,NORTH,116506.74000000002,330
SYNTHETIC_ACCT_0452,WEST,135448.73000000004,138
SYNTHETIC_ACCT_0453,WEST,127338.26999999997,195
SYNTHETIC_ACCT_0454,NORTH,101105.31000000001,435
SYNTHETIC_ACCT_0455,NORTH,89144.94999999998,485
SYNTHETIC_ACCT_0456,EAST,180448.38999999998,26
SYNTHETIC_ACCT_0457,WEST,121726.68000000001,235
