account_id,region,total_txn_amount,rank_within_region
SYNTHETIC_ACCT_0046,NORTH,59156.97,49
SYNTHETIC_ACCT_0047,WEST,73835.51,14
SYNTHETIC_ACCT_0048,EAST,27321.89,87
SYNTHETIC_ACCT_0049,NORTH,34308.86,113
SYNTHETIC_ACCT_0050,WEST,26660.17,112
SYNTHETIC_ACCT_0051,NORTH,25871.219999999998,133
SYNTHETIC_ACCT_0052,WEST,30790.379999999997,102
SYNTHETIC_ACCT_0053,SOUTH,62006.55,33
SYNTHETIC_ACCT_0054,NORTH,49721.090000000004,86
SYNTHETIC_ACCT_0055,EAST,104788.10000000002,2
SYNTHETIC_ACCT_0056,SOUTH,68066.77999999998,27
SYNTHETIC_ACCT_0057,SOUTH,75687.41000000002,13
SYNTHETIC_ACCT_0058,SOUTH,80163.91,10
SYNTHETIC_ACCT_0059,EAST,48107.32000000001,51
SYNTHETIC_ACCT_0060,WEST,61148.369999999995,27
SYNTHETIC_ACCT_0061,EAST,63172.02999999999,22
SYNTHETIC_ACCT_0062,EAST,46864.44,56
SYNTHETIC_ACCT_0063,SOUTH,36605.4,104
SYNTHETIC_ACCT_0064,SOUTH,53681.11000000001,52
SYNTHETIC_ACCT_0065,NORTH,62075.530000000006,39
SYNTHETIC_ACCT_0066,NORTH,82005.66,6
SYNTHETIC_ACCT_0067,WEST,22959.179999999997,116
SYNTHETIC_ACCT_0068,NORTH,50404.189999999995,80
SYNTHETIC_ACCT_0069,NORTH,94161.2,2
SYNTHETIC_ACCT_0070,NORTH,51718.5,76
SYNTHETIC_ACCT_0071,SOUTH,45782.87,74
SYNTHETIC_ACCT_0072,SOUTH,39748.399999999994,98
SYNTHETIC_ACCT_0073,NORTH,37742.56,108
SYNTHETIC_ACCT_0074,SOUTH,61417.09000000001,36
SYNTHETIC_ACCT_0075,EAST,58502.39000000001,30
SYNTHETIC_ACCT_0076,EAST,38013.149999999994,72
SYNTHETIC_ACCT_0077,SOUTH,48200.47,66
SYNTHETIC_ACCT_0078,WEST,26257.14,113
SYNTHETIC_ACCT_0079,SOUTH,86837.60000000002,4
SYNTHETIC_ACCT_0080,NORTH,29659.55,126
SYNTHETIC_ACCT_0081,NORTH,61798.409999999996,41
SYNTHETIC_ACCT_0082,WEST,36811.149999999994,86
SYNTHETIC_ACCT_0083,EAST,57600.83,34
SYNTHETIC_ACCT_0084,NORTH,43002.369999999995,98
SYNTHETIC_ACCT_0085,NORTH,57000.710000000014,57
SYNTHETIC_ACCT_0086,NORTH,24168.170000000002,135
SYNTHETIC_ACCT_0087,SOUTH,61237.78,38
SYNTHETIC_ACCT_0088,WEST,75415.6,12
SYNTHETIC_ACCT_0089,EAST,49756.67,47
SYNTHETIC_ACCT_0090,SOUTH,42673.049999999996,87
SYNTHETIC_ACCT_0091,WEST,28220.940000000002,109
SYNTHETIC_ACCT_0092,WEST,46813.89,68
SYNTHETIC_ACCT_0093,NORTH,17300.839999999997,142
SYNTHETIC_ACCT_0094,SOUTH,83350.59999999999,7
SYNTHETIC_ACCT_0095,SOUTH,44336.00000000001,79
SYNTHETIC_ACCT_0096,SOUTH,66615.21999999999,28
SYNTHETIC_ACCT_0097,WEST,51611.079999999994,50
SYNTHETIC_ACCT_0098,EAST,44362.23999999999,63
SYNTHETIC_ACCT_0099,NORTH,51354.26999999999,77
SYNTHETIC_ACCT_0100,WEST,18951.28,120
SYNTHETIC_ACCT_0101,EAST,26915.989999999998,90
SYNTHETIC_ACCT_0102,NORTH,51786.17,75
SYNTHETIC_ACCT_0103,NORTH,21433.239999999998,137
SYNTHETIC_ACCT_0104,WEST,70302.93000000001,19
SYNTHETIC_ACCT_0105,WEST,21519.26,118
SYNTHETIC_ACCT_0106,NORTH,33754.1,114
SYNTHETIC_ACCT_0107,EAST,26998.699999999997,89
SYNTHETIC_ACCT_0108,EAST,39227.81,68
SYNTHETIC_ACCT_0109,NORTH,49834.79,85
SYNTHETIC_ACCT_0110,WEST,32613.28,97
SYNTHETIC_ACCT_0111,WEST,40205.12999999999,81
SYNTHETIC_ACCT_0112,NORTH,21728.17,136
SYNTHETIC_ACCT_0113,EAST,46105.27,59
SYNTHETIC_ACCT_0114,EAST,75646.07999999999,7
SYNTHETIC_ACCT_0115,EAST,70671.84,13
SYNTHETIC_ACCT_0116,EAST,67460.86,16
SYNTHETIC_ACCT_0117,EAST,91197.12000000001,4
SYNTHETIC_ACCT_0118,SOUTH,73234.44,20
SYNTHETIC_ACCT_0119,NORTH,63423.29,37
SYNTHETIC_ACCT_0120,WEST,69982.76,20
SYNTHETIC_ACCT_0121,SOUTH,63390.259999999995,30
SYNTHETIC_ACCT_0122,WEST,50377.44,55
SYNTHETIC_ACCT_0123,NORTH,64371.090000000004,34
SYNTHETIC_ACCT_0124,WEST,50135.28999999999,58
SYNTHETIC_ACCT_0125,WEST,45969.63999999999,69
SYNTHETIC_ACCT_0126,EAST,49188.44,50
SYNTHETIC_ACCT_0127,SOUTH,42086.65,89
SYNTHETIC_ACCT_0128,EAST,41725.38,66
SYNTHETIC_ACCT_0129,EAST,49404.08,48
SYNTHETIC_ACCT_0130,SOUTH,69066.52,24
SYNTHETIC_ACCT_0131,EAST,62431.77,23
SYNTHETIC_ACCT_0132,EAST,38252.82,71
SYNTHETIC_ACCT_0133,NORTH,86915.48,3
SYNTHETIC_ACCT_0134,SOUTH,74761.46999999999,17
SYNTHETIC_ACCT_0135,WEST,51210.82,51
SYNTHETIC_ACCT_0136,SOUTH,69655.48999999999,22
SYNTHETIC_ACCT_0137,SOUTH,95023.76000000001,2
SYNTHETIC_ACCT_0138,WEST,83201.00999999998,6
SYNTHETIC_ACCT_0139,SOUTH,61335.57,37
SYNTHETIC_ACCT_0140,WEST,45616.189999999995,70
SYNTHETIC_ACCT_0141,NORTH,65427.96000000001,31
SYNTHETIC_ACCT_0142,NORTH,33128.39,117
SYNTHETIC_ACCT_0143,NORTH,55519.55000000001,63
SYNTHETIC_ACCT_0144,NORTH,57340.090000000004,54
SYNTHETIC_ACCT_0145,SOUTH,43150.340000000004,85
SYNTHETIC_ACCT_0146,WEST,32772.72,95
SYNTHETIC_ACCT_0147,NORTH,54151.049999999996,68
SYNTHETIC_ACCT_0148,EAST,34622.86,78
SYNTHETIC_ACCT_0149,SOUTH,60026.61,39
SYNTHETIC_ACCT_0150,WEST,60941.48,28
SYNTHETIC_ACCT_0151,EAST,59265.68,28
SYNTHETIC_ACCT_0152,NORTH,49024.840000000004,88
SYNTHETIC_ACCT_0153,EAST,26766.370000000003,92
SYNTHETIC_ACCT_0154,NORTH,17516.67,141
SYNTHETIC_ACCT_0155,SOUTH,66426.86,29
SYNTHETIC_ACCT_0156,EAST,52693.09000000001,41
SYNTHETIC_ACCT_0157,NORTH,59705.36,47
SYNTHETIC_ACCT_0158,WEST,55471.82,39
SYNTHETIC_ACCT_0159,NORTH,51004.74,78
SYNTHETIC_ACCT_0160,SOUTH,49199.44,62
SYNTHETIC_ACCT_0161,NORTH,76625.77999999998,13
SYNTHETIC_ACCT_0162,EAST,40967.770000000004,67
SYNTHETIC_ACCT_0163,EAST,74176.37999999999,8
SYNTHETIC_ACCT_0164,SOUTH,47492.78,68
SYNTHETIC_ACCT_0165,WEST,61835.520000000004,26
SYNTHETIC_ACCT_0166,WEST,80098.15000000001,7
SYNTHETIC_ACCT_0167,SOUTH,52743.71,57
SYNTHETIC_ACCT_0168,EAST,26688.429999999997,93
SYNTHETIC_ACCT_0169,NORTH,43219.94,97
SYNTHETIC_ACCT_0170,WEST,44410.369999999995,72
SYNTHETIC_ACCT_0171,EAST,66124.70999999999,18
SYNTHETIC_ACCT_0172,WEST,98202.77999999998,1
SYNTHETIC_ACCT_0173,NORTH,61191.420000000006,43
SYNTHETIC_ACCT_0174,NORTH,31711.92,121
SYNTHETIC_ACCT_0175,EAST,21885.98,98
SYNTHETIC_ACCT_0176,WEST,70828.12000000001,18
SYNTHETIC_ACCT_0177,WEST,11833.5,122
SYNTHETIC_ACCT_0178,SOUTH,74293.79999999999,18
SYNTHETIC_ACCT_0179,WEST,53943.75,44
SYNTHETIC_ACCT_0180,WEST,43737.49,74
SYNTHETIC_ACCT_0181,SOUTH,42007.89,90
SYNTHETIC_ACCT_0182,EAST,71765.83000000002,11
SYNTHETIC_ACCT_0183,WEST,31789.61,99
SYNTHETIC_ACCT_0184,WEST,30161.59,105
SYNTHETIC_ACCT_0185,NORTH,45911.49999999999,92
SYNTHETIC_ACCT_0186,SOUTH,46820.75,71
SYNTHETIC_ACCT_0187,WEST,31505.51,100
SYNTHETIC_ACCT_0188,SOUTH,44309.090000000004,80
SYNTHETIC_ACCT_0189,NORTH,54078.340000000004,70
SYNTHETIC_ACCT_0190,EAST,46741.92,58
SYNTHETIC_ACCT_0191,WEST,28235.57,108
SYNTHETIC_ACCT_0192,SOUTH,41597.72,92
SYNTHETIC_ACCT_0193,NORTH,39626.04,103
SYNTHETIC_ACCT_0194,EAST,49778.26,46
SYNTHETIC_ACCT_0195,SOUTH,57785.07,40
SYNTHETIC_ACCT_0196,WEST,67576.58,22
SYNTHETIC_ACCT_0197,WEST,50277.83,57
SYNTHETIC_ACCT_0198,SOUTH,38881.490000000005,101
SYNTHETIC_ACCT_0199,WEST,70895.62,17
SYNTHETIC_ACCT_0200,WEST,33140.08,93
SYNTHETIC_ACCT_0201,SOUTH,17235.74,125
SYNTHETIC_ACCT_0202,NORTH,37862.88,106
SYNTHETIC_ACCT_0203,NORTH,43384.759999999995,95
SYNTHETIC_ACCT_0204,SOUTH,40014.98,95
SYNTHETIC_ACCT_0205,SOUTH,75292.08999999998,15
SYNTHETIC_ACCT_0206,NORTH,55883.079999999994,59
SYNTHETIC_ACCT_0207,SOUTH,43051.399999999994,86
SYNTHETIC_ACCT_0208,NORTH,54118.62000000001,69
SYNTHETIC_ACCT_0209,WEST,10523.43,123
SYNTHETIC_ACCT_0210,WEST,26252.27,114
SYNTHETIC_ACCT_0211,NORTH,37839.66,107
SYNTHETIC_ACCT_0212,NORTH,31925.93,119
SYNTHETIC_ACCT_0213,WEST,36319.02,89
SYNTHETIC_ACCT_0214,WEST,75105.15999999999,13
SYNTHETIC_ACCT_0215,NORTH,62327.46,38
SYNTHETIC_ACCT_0216,EAST,59614.81999999999,26
SYNTHETIC_ACCT_0217,EAST,44917.22,61
SYNTHETIC_ACCT_0218,SOUTH,40852.39000000001,93
SYNTHETIC_ACCT_0219,SOUTH,54531.84,46
SYNTHETIC_ACCT_0220,EAST,20363.33,100
SYNTHETIC_ACCT_0221,SOUTH,104704.04000000001,1
SYNTHETIC_ACCT_0222,NORTH,52969.37,73
SYNTHETIC_ACCT_0223,SOUTH,49976.03,60
SYNTHETIC_ACCT_0224,WEST,62043.329999999994,24
SYNTHETIC_ACCT_0225,SOUTH,43590.62,82
SYNTHETIC_ACCT_0226,NORTH,41120.229999999996,101
SYNTHETIC_ACCT_0227,SOUTH,30851.16,111
SYNTHETIC_ACCT_0228,WEST,52230.10999999999,49
SYNTHETIC_ACCT_0229,EAST,58491.37,31
SYNTHETIC_ACCT_0230,NORTH,28902.06,129
SYNTHETIC_ACCT_0231,NORTH,38909.920000000006,104
SYNTHETIC_ACCT_0232,SOUTH,53950.07,50
SYNTHETIC_ACCT_0233,WEST,78375.05999999998,9
SYNTHETIC_ACCT_0234,SOUTH,56376.96000000001,43
SYNTHETIC_ACCT_0235,SOUTH,62377.39000000001,32
SYNTHETIC_ACCT_0236,NORTH,38387.53999999999,105
SYNTHETIC_ACCT_0237,NORTH,58749.979999999996,50
SYNTHETIC_ACCT_0238,NORTH,45952.439999999995,91
SYNTHETIC_ACCT_0239,NORTH,30922.809999999998,124
SYNTHETIC_ACCT_0240,EAST,63758.07000000001,21
SYNTHETIC_ACCT_0241,EAST,31748.64,82
SYNTHETIC_ACCT_0242,NORTH,50047.240000000005,83
SYNTHETIC_ACCT_0243,NORTH,50687.159999999996,79
SYNTHETIC_ACCT_0244,WEST,58534.46000000001,32
SYNTHETIC_ACCT_0245,SOUTH,39764.47,97
SYNTHETIC_ACCT_0246,EAST,33508.54,80
SYNTHETIC_ACCT_0247,EAST,2097.97,107
SYNTHETIC_ACCT_0248,NORTH,55865.27999999999,60
SYNTHETIC_ACCT_0249,SOUTH,21155.63,122
SYNTHETIC_ACCT_0250,WEST,33658.729999999996,92
SYNTHETIC_ACCT_0251,NORTH,54616.340000000004,65
SYNTHETIC_ACCT_0252,NORTH,81229.64,8
SYNTHETIC_ACCT_0253,WEST,28546.77,107
SYNTHETIC_ACCT_0254,SOUTH,55264.799999999996,45
SYNTHETIC_ACCT_0255,SOUTH,78494.21,11
SYNTHETIC_ACCT_0256,EAST,85738.70000000001,5
SYNTHETIC_ACCT_0257,EAST,11342.849999999999,104
SYNTHETIC_ACCT_0258,SOUTH,54133.45,48
SYNTHETIC_ACCT_0259,SOUTH,53655.420000000006,53
SYNTHETIC_ACCT_0260,SOUTH,44870.85,78
SYNTHETIC_ACCT_0261,EAST,67990.04,15
SYNTHETIC_ACCT_0262,SOUTH,54303.82,47
SYNTHETIC_ACCT_0263,NORTH,83665.13,4
SYNTHETIC_ACCT_0264,SOUTH,35331.51,107
SYNTHETIC_ACCT_0265,EAST,63880.35,20
SYNTHETIC_ACCT_0266,SOUTH,44928.70999999999,77
SYNTHETIC_ACCT_0267,SOUTH,57760.57000000001,41
SYNTHETIC_ACCT_0268,NORTH,63957.240000000005,35
SYNTHETIC_ACCT_0269,EAST,68592.81,14
SYNTHETIC_ACCT_0270,EAST,37049.0,75
SYNTHETIC_ACCT_0271,EAST,55409.46000000001,38
SYNTHETIC_ACCT_0272,NORTH,49690.700000000004,87
SYNTHETIC_ACCT_0273,SOUTH,35817.979999999996,106
SYNTHETIC_ACCT_0274,NORTH,61929.48999999999,40
SYNTHETIC_ACCT_0275,NORTH,74110.65,17
SYNTHETIC_ACCT_0276,SOUTH,46891.71,69
SYNTHETIC_ACCT_0277,WEST,34725.479999999996,90
SYNTHETIC_ACCT_0278,EAST,58122.09000000001,33
SYNTHETIC_ACCT_0279,EAST,38743.600000000006,69
SYNTHETIC_ACCT_0280,EAST,36946.57,76
SYNTHETIC_ACCT_0281,SOUTH,38536.28,102
SYNTHETIC_ACCT_0282,WEST,54519.58,42
SYNTHETIC_ACCT_0283,WEST,32714.1,96
SYNTHETIC_ACCT_0284,SOUTH,61854.62000000001,34
SYNTHETIC_ACCT_0285,SOUTH,43406.54,83
SYNTHETIC_ACCT_0286,EAST,52339.14,42
SYNTHETIC_ACCT_0287,EAST,45501.439999999995,60
SYNTHETIC_ACCT_0288,NORTH,54153.4,67
SYNTHETIC_ACCT_0289,SOUTH,26840.059999999998,118
SYNTHETIC_ACCT_0290,WEST,57708.240000000005,35
SYNTHETIC_ACCT_0291,WEST,22492.3,117
SYNTHETIC_ACCT_0292,SOUTH,68270.32,26
SYNTHETIC_ACCT_0293,SOUTH,40663.28999999999,94
SYNTHETIC_ACCT_0294,SOUTH,49933.299999999996,61
SYNTHETIC_ACCT_0295,SOUTH,43211.47,84
SYNTHETIC_ACCT_0296,SOUTH,53964.04000000001,49
SYNTHETIC_ACCT_0297,NORTH,36362.880000000005,109
SYNTHETIC_ACCT_0298,NORTH,27097.5,132
SYNTHETIC_ACCT_0299,EAST,79416.31000000001,6
SYNTHETIC_ACCT_0300,SOUTH,35320.8,108
SYNTHETIC_ACCT_0301,WEST,43957.310000000005,73
SYNTHETIC_ACCT_0302,NORTH,58187.85,52
SYNTHETIC_ACCT_0303,WEST,59651.320000000014,30
SYNTHETIC_ACCT_0304,WEST,49837.65000000001,59
SYNTHETIC_ACCT_0305,SOUTH,30571.769999999997,112
SYNTHETIC_ACCT_0306,NORTH,73375.55,19
SYNTHETIC_ACCT_0307,NORTH,41003.83,102
SYNTHETIC_ACCT_0308,NORTH,21107.21,139
SYNTHETIC_ACCT_0309,NORTH,55620.520000000004,62
SYNTHETIC_ACCT_0310,WEST,59624.060000000005,31
SYNTHETIC_ACCT_0311,NORTH,53498.439999999995,71
SYNTHETIC_ACCT_0312,EAST,47500.590000000004,53
SYNTHETIC_ACCT_0313,NORTH,45306.05999999999,94
SYNTHETIC_ACCT_0314,SOUTH,42232.53,88
SYNTHETIC_ACCT_0315,WEST,40854.079999999994,79
SYNTHETIC_ACCT_0316,WEST,47188.58,66
SYNTHETIC_ACCT_0317,SOUTH,68413.48999999999,25
SYNTHETIC_ACCT_0318,SOUTH,26157.45,119
SYNTHETIC_ACCT_0319,EAST,24206.57,96
SYNTHETIC_ACCT_0320,EAST,30055.55,85
SYNTHETIC_ACCT_0321,NORTH,65761.13,30
SYNTHETIC_ACCT_0322,NORTH,36246.83,110
SYNTHETIC_ACCT_0323,EAST,57249.93,36
SYNTHETIC_ACCT_0324,SOUTH,81512.6,9
SYNTHETIC_ACCT_0325,WEST,54094.57000000001,43
SYNTHETIC_ACCT_0326,NORTH,31099.3,123
SYNTHETIC_ACCT_0327,EAST,43338.74,64
SYNTHETIC_ACCT_0328,EAST,38555.380000000005,70
SYNTHETIC_ACCT_0329,SOUTH,53520.67,54
SYNTHETIC_ACCT_0330,WEST,87574.81000000001,4
SYNTHETIC_ACCT_0331,NORTH,27423.94,131
SYNTHETIC_ACCT_0332,NORTH,64612.22,33
SYNTHETIC_ACCT_0333,EAST,61284.409999999996,24
SYNTHETIC_ACCT_0334,EAST,71876.71,10
SYNTHETIC_ACCT_0335,EAST,67261.11,17
SYNTHETIC_ACCT_0336,WEST,87456.22000000002,5
SYNTHETIC_ACCT_0337,SOUTH,87085.37000000001,3
SYNTHETIC_ACCT_0338,NORTH,73021.87000000001,21
SYNTHETIC_ACCT_0339,WEST,40373.350000000006,80
SYNTHETIC_ACCT_0340,EAST,50932.42,45
SYNTHETIC_ACCT_0341,WEST,47023.91999999999,67
SYNTHETIC_ACCT_0342,NORTH,53109.0,72
SYNTHETIC_ACCT_0343,WEST,37105.96,85
SYNTHETIC_ACCT_0344,NORTH,43240.72,96
SYNTHETIC_ACCT_0345,SOUTH,39328.29000000001,100
SYNTHETIC_ACCT_0346,WEST,44885.7,71
SYNTHETIC_ACCT_0347,NORTH,28913.41,128
SYNTHETIC_ACCT_0348,WEST,57950.41,34
SYNTHETIC_ACCT_0349,WEST,53020.72000000001,46
SYNTHETIC_ACCT_0350,SOUTH,46860.37,70
SYNTHETIC_ACCT_0351,SOUTH,53936.25,51
SYNTHETIC_ACCT_0352,EAST,7794.57,106
SYNTHETIC_ACCT_0353,WEST,30665.199999999997,103
SYNTHETIC_ACCT_0354,NORTH,81280.98,7
SYNTHETIC_ACCT_0355,SOUTH,18471.0,124
SYNTHETIC_ACCT_0356,SOUTH,55807.89,44
SYNTHETIC_ACCT_0357,SOUTH,29460.53,115
SYNTHETIC_ACCT_0358,WEST,18804.25,121
SYNTHETIC_ACCT_0359,NORTH,47651.45,90
SYNTHETIC_ACCT_0360,EAST,47388.18,54
SYNTHETIC_ACCT_0361,NORTH,78131.56,12
SYNTHETIC_ACCT_0362,NORTH,14705.820000000002,144
SYNTHETIC_ACCT_0363,SOUTH,75593.59999999999,14
SYNTHETIC_ACCT_0364,NORTH,57437.869999999995,53
SYNTHETIC_ACCT_0365,NORTH,55818.78,61
SYNTHETIC_ACCT_0366,EAST,26769.4,91
SYNTHETIC_ACCT_0367,NORTH,74781.84999999999,16
SYNTHETIC_ACCT_0368,SOUTH,76765.93,12
SYNTHETIC_ACCT_0369,NORTH,54838.81,64
SYNTHETIC_ACCT_0370,WEST,68000.48,21
SYNTHETIC_ACCT_0371,SOUTH,84405.63,6
SYNTHETIC_ACCT_0372,WEST,47726.48,65
SYNTHETIC_ACCT_0373,EAST,106185.07,1
SYNTHETIC_ACCT_0374,EAST,16113.49,103
SYNTHETIC_ACCT_0375,NORTH,83583.45000000001,5
SYNTHETIC_ACCT_0376,NORTH,33341.89,116
SYNTHETIC_ACCT_0377,SOUTH,34374.68,110
SYNTHETIC_ACCT_0378,SOUTH,29549.170000000002,114
SYNTHETIC_ACCT_0379,SOUTH,53310.01,55
SYNTHETIC_ACCT_0380,NORTH,42872.5,99
SYNTHETIC_ACCT_0381,WEST,48855.85,61
SYNTHETIC_ACCT_0382,EAST,19921.68,101
SYNTHETIC_ACCT_0383,EAST,44633.55,62
SYNTHETIC_ACCT_0384,WEST,39603.43,83
SYNTHETIC_ACCT_0385,WEST,78105.25,10
SYNTHETIC_ACCT_0386,EAST,33738.7,79
SYNTHETIC_ACCT_0387,NORTH,45785.94,93
SYNTHETIC_ACCT_0388,EAST,51662.03,44
SYNTHETIC_ACCT_0389,WEST,39840.17,82
SYNTHETIC_ACCT_0390,WEST,53355.63,45
SYNTHETIC_ACCT_0391,NORTH,50224.72,81
SYNTHETIC_ACCT_0392,SOUTH,63175.15,31
SYNTHETIC_ACCT_0393,EAST,57503.719999999994,35
SYNTHETIC_ACCT_0394,EAST,55116.39,39
SYNTHETIC_ACCT_0395,WEST,41246.719999999994,78
SYNTHETIC_ACCT_0396,EAST,59916.729999999996,25
SYNTHETIC_ACCT_0397,SOUTH,53178.23999999999,56
SYNTHETIC_ACCT_0398,EAST,52106.04000000001,43
SYNTHETIC_ACCT_0399,SOUTH,82027.70999999999,8
SYNTHETIC_ACCT_0400,SOUTH,45029.2,76
SYNTHETIC_ACCT_0401,SOUTH,50141.63,59
SYNTHETIC_ACCT_0402,EAST,43087.95,65
SYNTHETIC_ACCT_0403,NORTH,29598.339999999997,127
SYNTHETIC_ACCT_0404,WEST,54885.259999999995,40
SYNTHETIC_ACCT_0405,WEST,25133.68,115
SYNTHETIC_ACCT_0406,EAST,27886.210000000003,86
SYNTHETIC_ACCT_0407,EAST,31213.610000000004,83
SYNTHETIC_ACCT_0408,WEST,42174.29,75
SYNTHETIC_ACCT_0409,SOUTH,48039.899999999994,67
SYNTHETIC_ACCT_0410,WEST,27008.699999999997,111
SYNTHETIC_ACCT_0411,NORTH,31415.61,122
SYNTHETIC_ACCT_0412,SOUTH,52285.96000000001,58
SYNTHETIC_ACCT_0413,WEST,57570.799999999996,36
SYNTHETIC_ACCT_0414,WEST,72864.53,15
SYNTHETIC_ACCT_0415,NORTH,57102.590000000004,55
SYNTHETIC_ACCT_0416,NORTH,57020.29,56
SYNTHETIC_ACCT_0417,SOUTH,44136.61,81
SYNTHETIC_ACCT_0418,EAST,24144.119999999995,97
SYNTHETIC_ACCT_0419,WEST,20099.55,119
SYNTHETIC_ACCT_0420,NORTH,58546.420000000006,51
SYNTHETIC_ACCT_0421,WEST,50799.66,52
SYNTHETIC_ACCT_0422,WEST,33112.04,94
SYNTHETIC_ACCT_0423,EAST,25579.069999999996,94
SYNTHETIC_ACCT_0424,WEST,50376.240000000005,56
SYNTHETIC_ACCT_0425,NORTH,81061.87999999999,9
SYNTHETIC_ACCT_0426,EAST,74169.91,9
SYNTHETIC_ACCT_0427,WEST,34538.630000000005,91
SYNTHETIC_ACCT_0428,WEST,38037.2,84
SYNTHETIC_ACCT_0429,NORTH,65376.46000000001,32
SYNTHETIC_ACCT_0430,SOUTH,46590.33,72
SYNTHETIC_ACCT_0431,WEST,36700.47,88
SYNTHETIC_ACCT_0432,SOUTH,86475.59000000001,5
SYNTHETIC_ACCT_0433,EAST,35943.729999999996,77
SYNTHETIC_ACCT_0434,WEST,29051.010000000002,106
SYNTHETIC_ACCT_0435,EAST,71407.20000000001,12
SYNTHETIC_ACCT_0436,EAST,37459.58,74
SYNTHETIC_ACCT_0437,NORTH,56308.34,58
SYNTHETIC_ACCT_0438,WEST,65035.39,23
SYNTHETIC_ACCT_0439,EAST,37792.25000000001,73
SYNTHETIC_ACCT_0440,NORTH,66599.27,28
SYNTHETIC_ACCT_0441,EAST,25575.53,95
SYNTHETIC_ACCT_0442,SOUTH,22207.760000000002,121
SYNTHETIC_ACCT_0443,EAST,46955.34,55
SYNTHETIC_ACCT_0444,SOUTH,41720.579999999994,91
SYNTHETIC_ACCT_0445,EAST,55545.04,37
SYNTHETIC_ACCT_0446,NORTH,79821.85999999999,10
SYNTHETIC_ACCT_0447,NORTH,70873.1,25
SYNTHETIC_ACCT_0448,SOUTH,45065.17999999999,75
SYNTHETIC_ACCT_0449,NORTH,67386.82,27
SYNTHETIC_ACCT_0450,WEST,48478.479999999996,63
SYNTHETIC_ACCT_0451,NORTH,17619.46,140
SYNTHETIC_ACCT_0452,WEST,50624.08,54
SYNTHETIC_ACCT_0453,WEST,30445.07,104
SYNTHETIC_ACCT_0454,NORTH,48178.200000000004,89
SYNTHETIC_ACCT_0455,NORTH,50191.9,82
SYNTHETIC_ACCT_0456,EAST,54263.01,40
SYNTHETIC_ACCT_0457,WEST,79392.4,8
SYNTHETIC_ACCT_0458,WEST,52757.0,47
SYNTHETIC_ACCT_0459,EAST,59531.450000000004,27
SYNTHETIC_ACCT_0460,SOUTH,19127.59,123
SYNTHETIC_ACCT_0461,WEST,55931.49,38
SYNTHETIC_ACCT_0462,EAST,48100.619999999995,52
SYNTHETIC_ACCT_0463,WEST,31413.04,101
