txn_id,account_id,txn_date,txn_amount
SYNTHETIC_TXN_000036,SYNTHETIC_ACCT_0067,2023-08-08,4860.68
SYNTHETIC_TXN_000039,SYNTHETIC_ACCT_0054,2023-12-12,9361.8
SYNTHETIC_TXN_000041,SYNTHETIC_ACCT_0078,2023-04-11,2263.91
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0058,2024-10-11,9100.18
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0058,2024-10-11,9100.18
SYNTHETIC_TXN_000045,SYNTHETIC_ACCT_0066,2024-07-05,6095.14
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0097,2023-09-30,9294.59
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0097,2023-09-30,9294.59
SYNTHETIC_TXN_000051,SYNTHETIC_ACCT_0040,2023-11-18,7648.33
SYNTHETIC_TXN_000052,SYNTHETIC_ACCT_0077,2023-02-12,5694.98
SYNTHETIC_TXN_000056,SYNTHETIC_ACCT_0012,2023-09-12,3024.94
SYNTHETIC_TXN_000060,SYNTHETIC_ACCT_0019,2023-12-17,6752.57
SYNTHETIC_TXN_000064,SYNTHETIC_ACCT_0083,2023-06-04,4013.11
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0089,2023-06-30,724.04
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_0051,2024-06-17,6488.63
SYNTHETIC_TXN_000074,SYNTHETIC_ACCT_0021,2023-03-17,5242.3
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0044,2023-06-30,6720.56
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,2023-05-14,3272.91
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,2023-05-14,3272.91
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,2024-12-13,7817.41
SYNTHETIC_TXN_000083,SYNTHETIC_ACCT_0029,2024-02-22,851.32
SYNTHETIC_TXN_000084,SYNTHETIC_ACCT_0048,2024-02-16,9706.25
SYNTHETIC_TXN_000085,SYNTHETIC_ACCT_0011,2023-11-22,6917.18
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0080,2024-09-12,4368.65
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0090,2023-02-21,7350.37
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0086,2023-05-02,9903.2
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_0013,2024-08-13,8385.95
SYNTHETIC_TXN_000095,SYNTHETIC_ACCT_0073,2023-03-26,8870.01
SYNTHETIC_TXN_000097,SYNTHETIC_ACCT_0011,2023-09-29,8221.05
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_0062,2023-07-26,9470.14
SYNTHETIC_TXN_000104,SYNTHETIC_ACCT_0064,2024-08-08,8953.51
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_0042,2024-12-08,8898.13
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_0053,2023-08-30,8509.64
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_0056,2023-03-07,142.23
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_0064,2023-10-16,9643.99
SYNTHETIC_TXN_000117,SYNTHETIC_ACCT_0046,2024-11-14,8649.31
SYNTHETIC_TXN_000123,SYNTHETIC_ACCT_0023,2023-07-15,8945.16
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0071,2023-06-30,7784.3
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0071,2023-06-30,7784.3
SYNTHETIC_TXN_000131,SYNTHETIC_ACCT_0010,2023-12-13,8986.35
SYNTHETIC_TXN_000133,SYNTHETIC_ACCT_0010,2023-10-21,7075.02
SYNTHETIC_TXN_000134,SYNTHETIC_ACCT_0043,2023-07-22,4529.88
SYNTHETIC_TXN_000135,SYNTHETIC_ACCT_0018,2024-10-20,1041.11
SYNTHETIC_TXN_000136,SYNTHETIC_ACCT_0079,2023-07-01,9816.84
SYNTHETIC_TXN_000139,SYNTHETIC_ACCT_0002,2023-06-07,5474.83
SYNTHETIC_TXN_000140,SYNTHETIC_ACCT_0080,2024-03-03,5181.36
SYNTHETIC_TXN_000142,SYNTHETIC_ACCT_0058,2023-07-22,8164.08
SYNTHETIC_TXN_000147,SYNTHETIC_ACCT_0073,2024-11-23,8290.1
SYNTHETIC_TXN_000148,SYNTHETIC_ACCT_0036,2023-08-31,9197.85
SYNTHETIC_TXN_000149,SYNTHETIC_ACCT_0031,2023-11-08,5514.03
SYNTHETIC_TXN_000152,SYNTHETIC_ACCT_0098,2023-05-03,7501.6
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0008,2024-10-04,7404.56
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0008,2024-10-04,7404.56
SYNTHETIC_TXN_000156,SYNTHETIC_ACCT_0033,2023-09-04,6944.88
SYNTHETIC_TXN_000160,SYNTHETIC_ACCT_0032,2024-03-07,3752.78
SYNTHETIC_TXN_000161,SYNTHETIC_ACCT_0098,2023-08-14,8832.83
SYNTHETIC_TXN_000166,SYNTHETIC_ACCT_0016,2024-05-07,4407.69
SYNTHETIC_TXN_000169,SYNTHETIC_ACCT_0037,2023-01-23,6358.71
SYNTHETIC_TXN_000172,SYNTHETIC_ACCT_0006,2024-05-12,2484.63
SYNTHETIC_TXN_000173,SYNTHETIC_ACCT_0100,2023-03-16,8357.21
SYNTHETIC_TXN_000175,SYNTHETIC_ACCT_0094,2023-06-30,4809.38
SYNTHETIC_TXN_000178,SYNTHETIC_ACCT_0062,2024-07-15,8589.83
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0088,2024-09-16,9476.06
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0088,2024-09-16,9476.06
SYNTHETIC_TXN_000184,SYNTHETIC_ACCT_0002,2023-10-20,6539.86
SYNTHETIC_TXN_000188,SYNTHETIC_ACCT_0078,2023-09-14,9822.48
SYNTHETIC_TXN_000190,SYNTHETIC_ACCT_0021,2024-05-14,8802.64
SYNTHETIC_TXN_000191,SYNTHETIC_ACCT_0010,2024-11-26,9408.73
SYNTHETIC_TXN_000192,SYNTHETIC_ACCT_0015,2024-07-12,9919.48
SYNTHETIC_TXN_000194,SYNTHETIC_ACCT_0066,2024-06-28,9637.11
SYNTHETIC_TXN_000196,SYNTHETIC_ACCT_0037,2023-05-29,8071.98
SYNTHETIC_TXN_000198,SYNTHETIC_ACCT_0029,2024-04-04,4038.55
SYNTHETIC_TXN_000202,SYNTHETIC_ACCT_0069,2024-12-01,9945.33
SYNTHETIC_TXN_000204,SYNTHETIC_ACCT_0057,2023-05-03,9367.07
SYNTHETIC_TXN_000208,SYNTHETIC_ACCT_0007,2023-10-09,4700.84
SYNTHETIC_TXN_000212,SYNTHETIC_ACCT_0059,2024-06-14,4025.62
SYNTHETIC_TXN_000213,SYNTHETIC_ACCT_0026,2023-12-25,7713.45
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_0001,2024-08-25,9064.53
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_0001,2024-08-25,9064.53
SYNTHETIC_TXN_000216,SYNTHETIC_ACCT_0100,2023-07-22,9220.92
SYNTHETIC_TXN_000219,SYNTHETIC_ACCT_0076,2023-07-21,8823.89
SYNTHETIC_TXN_000221,SYNTHETIC_ACCT_0026,2024-07-19,6965.25
SYNTHETIC_TXN_000226,SYNTHETIC_ACCT_0056,2023-04-07,8465.4
SYNTHETIC_TXN_000227,SYNTHETIC_ACCT_0035,2023-10-05,9363.8
SYNTHETIC_TXN_000228,SYNTHETIC_ACCT_0025,2023-07-29,8378.92
SYNTHETIC_TXN_000230,SYNTHETIC_ACCT_0078,2024-07-16,6946.29
SYNTHETIC_TXN_000232,SYNTHETIC_ACCT_0060,2023-07-10,9489.38
SYNTHETIC_TXN_000233,SYNTHETIC_ACCT_0077,2024-07-07,6008.6
SYNTHETIC_TXN_000234,SYNTHETIC_ACCT_0033,2024-11-15,5923.95
SYNTHETIC_TXN_000236,SYNTHETIC_ACCT_0014,2024-04-23,4891.82
SYNTHETIC_TXN_000239,SYNTHETIC_ACCT_0035,2024-05-07,4608.81
SYNTHETIC_TXN_000244,SYNTHETIC_ACCT_0027,2023-12-05,5032.74
SYNTHETIC_TXN_000246,SYNTHETIC_ACCT_0038,2024-06-09,2567.6
SYNTHETIC_TXN_000247,SYNTHETIC_ACCT_0060,2023-12-07,6591.2
SYNTHETIC_TXN_000250,SYNTHETIC_ACCT_0009,2024-05-31,8270.65
SYNTHETIC_TXN_000253,SYNTHETIC_ACCT_0070,2024-02-18,7463.16
SYNTHETIC_TXN_000254,SYNTHETIC_ACCT_0023,2024-01-09,9961.17
SYNTHETIC_TXN_000256,SYNTHETIC_ACCT_0002,2024-10-15,4905.7
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0048,2023-04-14,8009.1
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0048,2023-04-14,8009.1
SYNTHETIC_TXN_000258,SYNTHETIC_ACCT_0087,2023-11-29,9512.87
SYNTHETIC_TXN_000265,SYNTHETIC_ACCT_0091,2023-10-01,613.01
SYNTHETIC_TXN_000267,SYNTHETIC_ACCT_0070,2023-06-16,8419.34
SYNTHETIC_TXN_000270,SYNTHETIC_ACCT_0014,2023-12-09,4391.79
SYNTHETIC_TXN_000273,SYNTHETIC_ACCT_0024,2024-07-09,8593.63
SYNTHETIC_TXN_000275,SYNTHETIC_ACCT_0098,2023-02-24,7626.26
SYNTHETIC_TXN_000276,SYNTHETIC_ACCT_0022,2023-08-17,5619.06
SYNTHETIC_TXN_000278,SYNTHETIC_ACCT_0096,2023-09-17,6814.05
SYNTHETIC_TXN_000280,SYNTHETIC_ACCT_0042,2023-01-25,8439.12
SYNTHETIC_TXN_000284,SYNTHETIC_ACCT_0025,2023-12-06,9874.25
SYNTHETIC_TXN_000286,SYNTHETIC_ACCT_0007,2024-05-02,5604.52
SYNTHETIC_TXN_000287,SYNTHETIC_ACCT_0070,2023-12-14,4594.08
SYNTHETIC_TXN_000289,SYNTHETIC_ACCT_0034,2024-07-18,8209.37
SYNTHETIC_TXN_000291,SYNTHETIC_ACCT_0092,2023-06-04,7287.76
SYNTHETIC_TXN_000291,SYNTHETIC_ACCT_0092,2023-06-04,7287.76
SYNTHETIC_TXN_000292,SYNTHETIC_ACCT_0054,2024-07-27,8858.13
SYNTHETIC_TXN_000294,SYNTHETIC_ACCT_0020,2024-09-28,7121.39
SYNTHETIC_TXN_000295,SYNTHETIC_ACCT_0018,2024-07-16,9167.4
SYNTHETIC_TXN_000296,SYNTHETIC_ACCT_0043,2024-09-09,9601.75
SYNTHETIC_TXN_000298,SYNTHETIC_ACCT_0086,2024-04-26,9958.82
SYNTHETIC_TXN_000302,SYNTHETIC_ACCT_0068,2023-07-05,3680.2
SYNTHETIC_TXN_000309,SYNTHETIC_ACCT_0091,2024-11-25,3880.94
SYNTHETIC_TXN_000311,SYNTHETIC_ACCT_0016,2023-05-26,2128.18
SYNTHETIC_TXN_000315,SYNTHETIC_ACCT_0087,2023-02-16,7309.86
SYNTHETIC_TXN_000316,SYNTHETIC_ACCT_0072,2023-02-06,9566.16
SYNTHETIC_TXN_000317,SYNTHETIC_ACCT_0071,2023-04-28,3878.32
SYNTHETIC_TXN_000318,SYNTHETIC_ACCT_0079,2024-03-17,8585.61
SYNTHETIC_TXN_000318,SYNTHETIC_ACCT_0079,2024-03-17,8585.61
SYNTHETIC_TXN_000320,SYNTHETIC_ACCT_0032,2024-04-29,4330.01
SYNTHETIC_TXN_000323,SYNTHETIC_ACCT_0069,2024-07-03,2704.2
SYNTHETIC_TXN_000323,SYNTHETIC_ACCT_0069,2024-07-03,2704.2
SYNTHETIC_TXN_000326,SYNTHETIC_ACCT_0047,2023-12-06,8619.09
SYNTHETIC_TXN_000326,SYNTHETIC_ACCT_0047,2023-12-06,8619.09
SYNTHETIC_TXN_000329,SYNTHETIC_ACCT_0072,2024-09-15,9390.35
SYNTHETIC_TXN_000329,SYNTHETIC_ACCT_0072,2024-09-15,9390.35
SYNTHETIC_TXN_000331,SYNTHETIC_ACCT_0081,2024-02-21,6535.9
SYNTHETIC_TXN_000333,SYNTHETIC_ACCT_0096,2024-01-14,717.73
SYNTHETIC_TXN_000335,SYNTHETIC_ACCT_0046,2024-01-16,9662.45
SYNTHETIC_TXN_000337,SYNTHETIC_ACCT_0007,2023-03-14,9627.83
SYNTHETIC_TXN_000338,SYNTHETIC_ACCT_0026,2024-03-31,4503.35
SYNTHETIC_TXN_000340,SYNTHETIC_ACCT_0076,2023-01-14,9879.81
SYNTHETIC_TXN_000340,SYNTHETIC_ACCT_0076,2023-01-14,9879.81
SYNTHETIC_TXN_000341,SYNTHETIC_ACCT_0034,2024-11-17,3928.76
SYNTHETIC_TXN_000342,SYNTHETIC_ACCT_0012,2023-01-22,6032.27
SYNTHETIC_TXN_000344,SYNTHETIC_ACCT_0065,2024-12-10,1586.83
SYNTHETIC_TXN_000345,SYNTHETIC_ACCT_0009,2024-03-17,8470.23
SYNTHETIC_TXN_000346,SYNTHETIC_ACCT_0019,2023-02-09,3712.35
SYNTHETIC_TXN_000347,SYNTHETIC_ACCT_0099,2024-01-25,7523.31
SYNTHETIC_TXN_000348,SYNTHETIC_ACCT_0033,2023-04-14,2176.96
SYNTHETIC_TXN_000349,SYNTHETIC_ACCT_0020,2023-06-10,9317.57
SYNTHETIC_TXN_000350,SYNTHETIC_ACCT_0094,2024-01-16,4840.29
SYNTHETIC_TXN_000351,SYNTHETIC_ACCT_0037,2024-07-04,2749.06
SYNTHETIC_TXN_000353,SYNTHETIC_ACCT_0093,2024-07-28,938.33
SYNTHETIC_TXN_000355,SYNTHETIC_ACCT_0057,2023-08-26,6613.58
SYNTHETIC_TXN_000360,SYNTHETIC_ACCT_0032,2023-04-12,8477.53
SYNTHETIC_TXN_000361,SYNTHETIC_ACCT_0030,2023-01-26,31.59
SYNTHETIC_TXN_000361,SYNTHETIC_ACCT_0030,2023-01-26,31.59
SYNTHETIC_TXN_000362,SYNTHETIC_ACCT_0005,2023-02-25,6083.52
SYNTHETIC_TXN_000363,SYNTHETIC_ACCT_0061,2023-05-21,9532.91
SYNTHETIC_TXN_000364,SYNTHETIC_ACCT_0057,2023-07-19,7906.63
SYNTHETIC_TXN_000365,SYNTHETIC_ACCT_0094,2023-06-19,3131.04
SYNTHETIC_TXN_000366,SYNTHETIC_ACCT_0008,2024-12-20,5647.39
SYNTHETIC_TXN_000367,SYNTHETIC_ACCT_0005,2024-10-25,6386.0
SYNTHETIC_TXN_000370,SYNTHETIC_ACCT_0036,2024-05-19,2584.55
SYNTHETIC_TXN_000371,SYNTHETIC_ACCT_0084,2024-03-11,5863.84
SYNTHETIC_TXN_000376,SYNTHETIC_ACCT_0041,2024-08-22,9500.18
SYNTHETIC_TXN_000377,SYNTHETIC_ACCT_0009,2023-10-02,9348.04
SYNTHETIC_TXN_000380,SYNTHETIC_ACCT_0095,2023-09-11,8350.48
SYNTHETIC_TXN_000381,SYNTHETIC_ACCT_0036,2023-05-06,6698.87
SYNTHETIC_TXN_000382,SYNTHETIC_ACCT_0044,2024-07-17,9211.65
SYNTHETIC_TXN_000389,SYNTHETIC_ACCT_0029,2023-04-30,6429.45
SYNTHETIC_TXN_000390,SYNTHETIC_ACCT_0023,2024-06-07,5563.92
SYNTHETIC_TXN_000391,SYNTHETIC_ACCT_0049,2024-11-30,9905.15
SYNTHETIC_TXN_000392,SYNTHETIC_ACCT_0005,2024-02-01,5368.04
SYNTHETIC_TXN_000393,SYNTHETIC_ACCT_0080,2024-07-12,7367.09
SYNTHETIC_TXN_000395,SYNTHETIC_ACCT_0027,2023-05-11,6681.65
SYNTHETIC_TXN_000397,SYNTHETIC_ACCT_0074,2024-03-20,4577.35
SYNTHETIC_TXN_000398,SYNTHETIC_ACCT_0061,2023-02-02,9526.18
SYNTHETIC_TXN_000399,SYNTHETIC_ACCT_0046,2023-11-14,1874.61
SYNTHETIC_TXN_000403,SYNTHETIC_ACCT_0041,2023-03-11,4237.52
SYNTHETIC_TXN_000404,SYNTHETIC_ACCT_0056,2024-06-02,7537.47
SYNTHETIC_TXN_000406,SYNTHETIC_ACCT_0087,2024-08-20,6822.33
SYNTHETIC_TXN_000407,SYNTHETIC_ACCT_0084,2024-09-07,6539.71
SYNTHETIC_TXN_000408,SYNTHETIC_ACCT_0045,2023-12-06,9711.06
SYNTHETIC_TXN_000408,SYNTHETIC_ACCT_0045,2023-12-06,9711.06
SYNTHETIC_TXN_000408,SYNTHETIC_ACCT_0045,2023-12-06,9711.06
SYNTHETIC_TXN_000410,SYNTHETIC_ACCT_0003,2024-05-17,7257.91
SYNTHETIC_TXN_000411,SYNTHETIC_ACCT_0092,2024-02-24,8010.02
SYNTHETIC_TXN_000412,SYNTHETIC_ACCT_0038,2023-04-06,4753.85
SYNTHETIC_TXN_000413,SYNTHETIC_ACCT_0061,2024-10-12,9225.02
SYNTHETIC_TXN_000414,SYNTHETIC_ACCT_0027,2023-04-11,9979.87
SYNTHETIC_TXN_000416,SYNTHETIC_ACCT_0024,2023-07-26,8706.57
SYNTHETIC_TXN_000417,SYNTHETIC_ACCT_0066,2023-07-17,9848.08
SYNTHETIC_TXN_000421,SYNTHETIC_ACCT_0063,2023-12-18,8845.27
SYNTHETIC_TXN_000422,SYNTHETIC_ACCT_0082,2024-11-11,8424.3
SYNTHETIC_TXN_000424,SYNTHETIC_ACCT_0006,2024-08-31,5571.1
SYNTHETIC_TXN_000425,SYNTHETIC_ACCT_0039,2024-10-04,7588.77
SYNTHETIC_TXN_000428,SYNTHETIC_ACCT_0090,2023-06-05,8513.57
SYNTHETIC_TXN_000429,SYNTHETIC_ACCT_0082,2024-02-25,6662.78
SYNTHETIC_TXN_000430,SYNTHETIC_ACCT_0083,2024-02-10,2806.0
SYNTHETIC_TXN_000432,SYNTHETIC_ACCT_0068,2024-12-19,7437.62
SYNTHETIC_TXN_000435,SYNTHETIC_ACCT_0086,2023-09-03,5438.42
SYNTHETIC_TXN_000438,SYNTHETIC_ACCT_0004,2023-07-19,9383.52
SYNTHETIC_TXN_000443,SYNTHETIC_ACCT_0077,2024-11-06,3759.76
SYNTHETIC_TXN_000444,SYNTHETIC_ACCT_0003,2024-08-09,5432.3
SYNTHETIC_TXN_000445,SYNTHETIC_ACCT_0024,2023-01-02,7015.51
SYNTHETIC_TXN_000446,SYNTHETIC_ACCT_0028,2023-03-11,7728.14
SYNTHETIC_TXN_000446,SYNTHETIC_ACCT_0028,2023-03-11,7728.14
SYNTHETIC_TXN_000446,SYNTHETIC_ACCT_0028,2023-03-11,7728.14
SYNTHETIC_TXN_000447,SYNTHETIC_ACCT_0097,2023-07-01,7237.49
SYNTHETIC_TXN_000448,SYNTHETIC_ACCT_0054,2023-03-27,7850.94
SYNTHETIC_TXN_000449,SYNTHETIC_ACCT_0081,2024-06-13,7590.74
SYNTHETIC_TXN_000450,SYNTHETIC_ACCT_0063,2023-05-21,7182.36
SYNTHETIC_TXN_000450,SYNTHETIC_ACCT_0063,2023-05-21,7182.36
SYNTHETIC_TXN_000451,SYNTHETIC_ACCT_0047,2023-03-11,9295.05
SYNTHETIC_TXN_000452,SYNTHETIC_ACCT_0011,2023-11-24,4884.96
SYNTHETIC_TXN_000453,SYNTHETIC_ACCT_0017,2024-09-29,8805.51
SYNTHETIC_TXN_000458,SYNTHETIC_ACCT_0075,2023-03-13,8933.03
SYNTHETIC_TXN_000459,SYNTHETIC_ACCT_0044,2024-12-29,7495.41
SYNTHETIC_TXN_000460,SYNTHETIC_ACCT_0003,2024-05-05,7099.95
SYNTHETIC_TXN_000461,SYNTHETIC_ACCT_0016,2024-02-11,8984.39
SYNTHETIC_TXN_000463,SYNTHETIC_ACCT_0090,2024-04-24,8121.02
SYNTHETIC_TXN_000464,SYNTHETIC_ACCT_0082,2023-02-02,6523.52
SYNTHETIC_TXN_000468,SYNTHETIC_ACCT_0064,2023-11-24,8721.49
SYNTHETIC_TXN_000470,SYNTHETIC_ACCT_0060,2023-07-29,3391.19
SYNTHETIC_TXN_000471,SYNTHETIC_ACCT_0095,2023-02-16,6758.75
SYNTHETIC_TXN_000471,SYNTHETIC_ACCT_0095,2023-02-16,6758.75
SYNTHETIC_TXN_000472,SYNTHETIC_ACCT_0006,2024-11-29,9496.04
SYNTHETIC_TXN_000473,SYNTHETIC_ACCT_0039,2023-04-20,7325.55
SYNTHETIC_TXN_000478,SYNTHETIC_ACCT_0093,2023-11-10,8726.09
SYNTHETIC_TXN_000480,SYNTHETIC_ACCT_0014,2024-08-27,6988.13
SYNTHETIC_TXN_000481,SYNTHETIC_ACCT_0085,2023-12-20,5301.51
SYNTHETIC_TXN_000481,SYNTHETIC_ACCT_0085,2023-12-20,5301.51
SYNTHETIC_TXN_000484,SYNTHETIC_ACCT_0083,2024-12-02,1806.87
SYNTHETIC_TXN_000485,SYNTHETIC_ACCT_0084,2024-10-27,9291.47
SYNTHETIC_TXN_000488,SYNTHETIC_ACCT_0059,2024-12-31,8249.14
SYNTHETIC_TXN_000489,SYNTHETIC_ACCT_0085,2024-01-16,2422.87
SYNTHETIC_TXN_000490,SYNTHETIC_ACCT_0055,2024-07-14,9058.29
SYNTHETIC_TXN_000490,SYNTHETIC_ACCT_0055,2024-07-14,9058.29
SYNTHETIC_TXN_000492,SYNTHETIC_ACCT_0021,2023-06-20,8746.78
SYNTHETIC_TXN_000495,SYNTHETIC_ACCT_0073,2023-01-01,8517.56
SYNTHETIC_TXN_000496,SYNTHETIC_ACCT_0030,2023-02-11,2760.98
SYNTHETIC_TXN_000497,SYNTHETIC_ACCT_0099,2023-04-22,7896.31
SYNTHETIC_TXN_000497,SYNTHETIC_ACCT_0099,2023-04-22,7896.31
SYNTHETIC_TXN_000498,SYNTHETIC_ACCT_0039,2024-10-17,8135.88
SYNTHETIC_TXN_000499,SYNTHETIC_ACCT_0025,2023-01-14,5250.9
SYNTHETIC_TXN_000500,SYNTHETIC_ACCT_0067,2023-06-02,8102.14
