txn_id,account_id,txn_date,txn_amount
SYNTHETIC_TXN_000265,SYNTHETIC_ACCT_0997,2024-05-01,9763.46
SYNTHETIC_TXN_000273,SYNTHETIC_ACCT_1175,2024-07-05,9072.84
SYNTHETIC_TXN_000275,SYNTHETIC_ACCT_0650,2024-10-27,9398.34
SYNTHETIC_TXN_000289,SYNTHETIC_ACCT_0280,2023-09-13,9762.61
SYNTHETIC_TXN_000299,SYNTHETIC_ACCT_1664,2023-01-13,9241.53
SYNTHETIC_TXN_000304,SYNTHETIC_ACCT_0229,2024-03-12,9083.77
SYNTHETIC_TXN_000306,SYNTHETIC_ACCT_0081,2023-07-10,9357.69
SYNTHETIC_TXN_000333,SYNTHETIC_ACCT_1561,2024-12-21,9730.58
SYNTHETIC_TXN_000349,SYNTHETIC_ACCT_1570,2023-10-20,8356.98
SYNTHETIC_TXN_000366,SYNTHETIC_ACCT_0933,2023-07-15,9871.69
SYNTHETIC_TXN_000371,SYNTHETIC_ACCT_0776,2024-05-22,8704.1
SYNTHETIC_TXN_000381,SYNTHETIC_ACCT_0569,2023-10-26,8335.14
SYNTHETIC_TXN_000386,SYNTHETIC_ACCT_1863,2024-09-04,8853.28
SYNTHETIC_TXN_000389,SYNTHETIC_ACCT_1067,2024-11-04,9967.6
SYNTHETIC_TXN_000390,SYNTHETIC_ACCT_0777,2024-01-13,9233.54
SYNTHETIC_TXN_000399,SYNTHETIC_ACCT_1170,2023-06-25,9314.38
SYNTHETIC_TXN_000401,SYNTHETIC_ACCT_0335,2024-10-08,9319.83
SYNTHETIC_TXN_000451,SYNTHETIC_ACCT_1149,2023-04-06,9235.23
SYNTHETIC_TXN_000453,SYNTHETIC_ACCT_1860,2023-08-08,8741.89
SYNTHETIC_TXN_000500,SYNTHETIC_ACCT_0377,2024-12-03,9823.67
SYNTHETIC_TXN_000502,SYNTHETIC_ACCT_1626,2023-03-31,8890.12
SYNTHETIC_TXN_000527,SYNTHETIC_ACCT_1810,2023-11-04,9800.83
SYNTHETIC_TXN_000529,SYNTHETIC_ACCT_1854,2023-08-14,9335.87
SYNTHETIC_TXN_000543,SYNTHETIC_ACCT_1256,2024-03-26,9576.29
SYNTHETIC_TXN_000550,SYNTHETIC_ACCT_0470,2023-06-03,9884.14
SYNTHETIC_TXN_000558,SYNTHETIC_ACCT_0185,2024-09-22,9511.18
SYNTHETIC_TXN_000559,SYNTHETIC_ACCT_0134,2023-01-02,9364.71
SYNTHETIC_TXN_000564,SYNTHETIC_ACCT_0654,2024-06-07,9900.56
SYNTHETIC_TXN_000568,SYNTHETIC_ACCT_1451,2023-12-07,9977.73
SYNTHETIC_TXN_000573,SYNTHETIC_ACCT_0521,2024-01-01,9253.6
SYNTHETIC_TXN_000576,SYNTHETIC_ACCT_0950,2023-09-21,8474.54
SYNTHETIC_TXN_000577,SYNTHETIC_ACCT_1841,2023-01-31,7891.35
SYNTHETIC_TXN_000584,SYNTHETIC_ACCT_0377,2023-11-08,8244.04
SYNTHETIC_TXN_000594,SYNTHETIC_ACCT_0872,2024-02-29,9696.42
SYNTHETIC_TXN_000614,SYNTHETIC_ACCT_0532,2023-11-05,9956.78
SYNTHETIC_TXN_000630,SYNTHETIC_ACCT_1920,2024-02-06,9869.05
SYNTHETIC_TXN_000639,SYNTHETIC_ACCT_1588,2024-11-08,9184.31
SYNTHETIC_TXN_000644,SYNTHETIC_ACCT_1088,2024-05-06,9579.59
SYNTHETIC_TXN_000648,SYNTHETIC_ACCT_1323,2024-10-16,8352.72
SYNTHETIC_TXN_000649,SYNTHETIC_ACCT_1571,2024-07-02,9947.59
SYNTHETIC_TXN_000663,SYNTHETIC_ACCT_1561,2024-08-07,9890.2
SYNTHETIC_TXN_000675,SYNTHETIC_ACCT_1884,2024-08-19,9144.15
SYNTHETIC_TXN_000681,SYNTHETIC_ACCT_0488,2023-02-27,9378.36
SYNTHETIC_TXN_000687,SYNTHETIC_ACCT_1844,2023-04-26,8571.8
SYNTHETIC_TXN_000698,SYNTHETIC_ACCT_0015,2024-02-24,9802.12
SYNTHETIC_TXN_000699,SYNTHETIC_ACCT_1740,2024-05-05,8098.88
SYNTHETIC_TXN_000721,SYNTHETIC_ACCT_0299,2023-03-29,9178.55
SYNTHETIC_TXN_000724,SYNTHETIC_ACCT_0555,2023-12-19,9997.72
SYNTHETIC_TXN_000742,SYNTHETIC_ACCT_1673,2023-01-14,9723.33
SYNTHETIC_TXN_000747,SYNTHETIC_ACCT_1754,2023-10-14,8888.22
SYNTHETIC_TXN_000754,SYNTHETIC_ACCT_0530,2023-10-15,9898.29
SYNTHETIC_TXN_000763,SYNTHETIC_ACCT_0025,2024-07-27,8428.52
SYNTHETIC_TXN_000770,SYNTHETIC_ACCT_1914,2023-09-26,9907.21
SYNTHETIC_TXN_000779,SYNTHETIC_ACCT_0797,2024-04-25,9294.13
SYNTHETIC_TXN_000802,SYNTHETIC_ACCT_1738,2023-12-26,9429.71
SYNTHETIC_TXN_000804,SYNTHETIC_ACCT_0414,2023-08-10,9203.09
SYNTHETIC_TXN_000816,SYNTHETIC_ACCT_1017,2023-01-18,8243.36
SYNTHETIC_TXN_000822,SYNTHETIC_ACCT_0965,2024-03-23,9457.21
SYNTHETIC_TXN_000828,SYNTHETIC_ACCT_1303,2023-01-05,8665.14
SYNTHETIC_TXN_000832,SYNTHETIC_ACCT_0820,2023-10-29,9327.56
SYNTHETIC_TXN_000838,SYNTHETIC_ACCT_0302,2024-12-20,9619.2
SYNTHETIC_TXN_000850,SYNTHETIC_ACCT_1740,2024-11-24,9646.98
SYNTHETIC_TXN_000852,SYNTHETIC_ACCT_0366,2023-09-06,9371.28
SYNTHETIC_TXN_000864,SYNTHETIC_ACCT_0881,2024-02-09,9634.99
SYNTHETIC_TXN_000875,SYNTHETIC_ACCT_0265,2024-12-02,9612.31
SYNTHETIC_TXN_000876,SYNTHETIC_ACCT_0305,2024-11-04,8047.23
SYNTHETIC_TXN_000877,SYNTHETIC_ACCT_0932,2023-05-25,8394.63
SYNTHETIC_TXN_000885,SYNTHETIC_ACCT_0043,2024-11-30,9743.81
SYNTHETIC_TXN_000888,SYNTHETIC_ACCT_0474,2024-12-27,8944.37
SYNTHETIC_TXN_000895,SYNTHETIC_ACCT_0667,2024-03-29,8767.63
SYNTHETIC_TXN_000908,SYNTHETIC_ACCT_0607,2023-04-27,9554.84
SYNTHETIC_TXN_000914,SYNTHETIC_ACCT_0073,2024-05-07,9297.85
SYNTHETIC_TXN_000920,SYNTHETIC_ACCT_0782,2023-06-13,9125.27
SYNTHETIC_TXN_000922,SYNTHETIC_ACCT_1413,2024-07-21,9248.18
SYNTHETIC_TXN_000925,SYNTHETIC_ACCT_1281,2024-08-02,9761.88
SYNTHETIC_TXN_000944,SYNTHETIC_ACCT_0936,2024-08-23,8433.98
SYNTHETIC_TXN_000946,SYNTHETIC_ACCT_0329,2024-01-20,9231.61
SYNTHETIC_TXN_000950,SYNTHETIC_ACCT_1957,2024-02-20,9910.87
SYNTHETIC_TXN_000954,SYNTHETIC_ACCT_1968,2023-04-04,9833.26
SYNTHETIC_TXN_000956,SYNTHETIC_ACCT_1540,2024-04-25,8317.99
SYNTHETIC_TXN_000963,SYNTHETIC_ACCT_1014,2023-05-30,9229.79
SYNTHETIC_TXN_000967,SYNTHETIC_ACCT_0340,2023-09-06,9844.19
SYNTHETIC_TXN_000968,SYNTHETIC_ACCT_1110,2024-06-16,9797.02
SYNTHETIC_TXN_000977,SYNTHETIC_ACCT_0228,2024-03-06,7930.31
SYNTHETIC_TXN_001004,SYNTHETIC_ACCT_1974,2024-04-18,9669.03
SYNTHETIC_TXN_001028,SYNTHETIC_ACCT_0670,2024-11-29,9532.49
SYNTHETIC_TXN_001030,SYNTHETIC_ACCT_0235,2023-08-14,6570.95
SYNTHETIC_TXN_001039,SYNTHETIC_ACCT_1603,2024-10-19,9736.09
SYNTHETIC_TXN_001050,SYNTHETIC_ACCT_1739,2024-05-24,9898.6
SYNTHETIC_TXN_001054,SYNTHETIC_ACCT_0071,2023-08-01,9219.41
SYNTHETIC_TXN_001055,SYNTHETIC_ACCT_0416,2024-10-26,8898.27
SYNTHETIC_TXN_001056,SYNTHETIC_ACCT_0379,2023-11-28,9984.7
SYNTHETIC_TXN_001065,SYNTHETIC_ACCT_1997,2024-07-29,9789.89
SYNTHETIC_TXN_001125,SYNTHETIC_ACCT_1462,2024-02-08,7769.28
SYNTHETIC_TXN_001134,SYNTHETIC_ACCT_0477,2023-09-17,9644.98
SYNTHETIC_TXN_001155,SYNTHETIC_ACCT_0651,2023-11-06,9179.08
SYNTHETIC_TXN_001160,SYNTHETIC_ACCT_0866,2024-01-17,9475.52
SYNTHETIC_TXN_001164,SYNTHETIC_ACCT_0542,2024-02-02,8350.58
SYNTHETIC_TXN_001168,SYNTHETIC_ACCT_1164,2023-09-15,9607.63
SYNTHETIC_TXN_001180,SYNTHETIC_ACCT_0227,2023-06-15,9844.36
SYNTHETIC_TXN_001188,SYNTHETIC_ACCT_0872,2023-05-29,9761.54
SYNTHETIC_TXN_001192,SYNTHETIC_ACCT_1877,2024-01-27,9307.51
SYNTHETIC_TXN_001205,SYNTHETIC_ACCT_0695,2024-08-04,9760.5
SYNTHETIC_TXN_001206,SYNTHETIC_ACCT_1598,2024-12-27,9624.51
SYNTHETIC_TXN_001232,SYNTHETIC_ACCT_0601,2023-02-03,9400.94
SYNTHETIC_TXN_001237,SYNTHETIC_ACCT_0176,2024-11-10,9848.57
SYNTHETIC_TXN_001239,SYNTHETIC_ACCT_0796,2023-06-24,9641.66
SYNTHETIC_TXN_001252,SYNTHETIC_ACCT_1734,2023-08-07,9305.0
SYNTHETIC_TXN_001266,SYNTHETIC_ACCT_1834,2023-01-06,9612.47
SYNTHETIC_TXN_001272,SYNTHETIC_ACCT_1874,2024-12-22,8725.5
SYNTHETIC_TXN_001276,SYNTHETIC_ACCT_0254,2024-05-04,9035.25
SYNTHETIC_TXN_001281,SYNTHETIC_ACCT_1677,2024-06-24,9560.78
SYNTHETIC_TXN_001288,SYNTHETIC_ACCT_1537,2023-04-18,9797.45
SYNTHETIC_TXN_001289,SYNTHETIC_ACCT_0642,2023-09-26,9676.68
SYNTHETIC_TXN_001294,SYNTHETIC_ACCT_0772,2024-02-07,9910.96
SYNTHETIC_TXN_001297,SYNTHETIC_ACCT_1347,2023-10-03,9791.45
SYNTHETIC_TXN_001298,SYNTHETIC_ACCT_0744,2023-06-26,9954.99
SYNTHETIC_TXN_001315,SYNTHETIC_ACCT_0152,2023-01-20,9535.13
SYNTHETIC_TXN_001326,SYNTHETIC_ACCT_1725,2024-09-23,8292.0
SYNTHETIC_TXN_001351,SYNTHETIC_ACCT_0136,2023-03-14,9341.06
SYNTHETIC_TXN_001354,SYNTHETIC_ACCT_0219,2024-02-04,9734.57
SYNTHETIC_TXN_001367,SYNTHETIC_ACCT_1145,2024-06-21,9699.64
SYNTHETIC_TXN_001368,SYNTHETIC_ACCT_0863,2023-01-09,9183.99
SYNTHETIC_TXN_001382,SYNTHETIC_ACCT_0931,2024-08-05,8762.02
SYNTHETIC_TXN_001393,SYNTHETIC_ACCT_0359,2024-12-31,9918.31
SYNTHETIC_TXN_001413,SYNTHETIC_ACCT_0020,2024-08-04,9069.11
SYNTHETIC_TXN_001414,SYNTHETIC_ACCT_0491,2024-11-30,9239.43
SYNTHETIC_TXN_001417,SYNTHETIC_ACCT_0864,2023-07-30,9493.88
SYNTHETIC_TXN_001431,SYNTHETIC_ACCT_0652,2023-09-11,9758.57
SYNTHETIC_TXN_001435,SYNTHETIC_ACCT_0460,2024-06-04,9969.06
SYNTHETIC_TXN_001436,SYNTHETIC_ACCT_0518,2023-10-21,8280.02
SYNTHETIC_TXN_001455,SYNTHETIC_ACCT_0954,2023-06-15,9126.66
SYNTHETIC_TXN_001472,SYNTHETIC_ACCT_1383,2024-03-06,9705.05
SYNTHETIC_TXN_001473,SYNTHETIC_ACCT_0135,2024-06-25,9306.64
SYNTHETIC_TXN_001494,SYNTHETIC_ACCT_1941,2023-02-18,9631.16
SYNTHETIC_TXN_001502,SYNTHETIC_ACCT_0497,2024-09-27,7866.24
SYNTHETIC_TXN_001525,SYNTHETIC_ACCT_0446,2024-01-16,9494.54
SYNTHETIC_TXN_001531,SYNTHETIC_ACCT_1441,2024-11-02,9888.44
SYNTHETIC_TXN_001540,SYNTHETIC_ACCT_0248,2024-06-21,9509.45
SYNTHETIC_TXN_001554,SYNTHETIC_ACCT_0936,2024-11-07,8428.36
SYNTHETIC_TXN_001555,SYNTHETIC_ACCT_1032,2024-04-13,9884.91
SYNTHETIC_TXN_001567,SYNTHETIC_ACCT_1791,2023-10-25,7943.14
SYNTHETIC_TXN_001571,SYNTHETIC_ACCT_1590,2024-12-14,8498.78
SYNTHETIC_TXN_001576,SYNTHETIC_ACCT_0685,2023-10-01,9497.57
SYNTHETIC_TXN_001593,SYNTHETIC_ACCT_1094,2024-12-21,9695.58
SYNTHETIC_TXN_001602,SYNTHETIC_ACCT_1522,2023-06-08,9593.22
SYNTHETIC_TXN_001604,SYNTHETIC_ACCT_1197,2023-08-25,9539.65
SYNTHETIC_TXN_001607,SYNTHETIC_ACCT_0963,2024-06-26,9403.48
SYNTHETIC_TXN_001614,SYNTHETIC_ACCT_0749,2023-08-01,8263.74
SYNTHETIC_TXN_001619,SYNTHETIC_ACCT_0343,2023-12-20,9009.27
SYNTHETIC_TXN_001621,SYNTHETIC_ACCT_1750,2023-05-08,9357.42
SYNTHETIC_TXN_001626,SYNTHETIC_ACCT_0077,2023-01-22,9603.94
SYNTHETIC_TXN_001634,SYNTHETIC_ACCT_1860,2024-06-09,8692.75
SYNTHETIC_TXN_001660,SYNTHETIC_ACCT_1935,2024-07-15,9309.85
SYNTHETIC_TXN_001668,SYNTHETIC_ACCT_0025,2023-05-01,9535.29
SYNTHETIC_TXN_001670,SYNTHETIC_ACCT_0028,2024-09-16,8870.79
SYNTHETIC_TXN_001672,SYNTHETIC_ACCT_0578,2023-09-21,9756.43
SYNTHETIC_TXN_001677,SYNTHETIC_ACCT_1469,2024-05-25,9791.28
SYNTHETIC_TXN_001679,SYNTHETIC_ACCT_1092,2023-02-14,9566.9
SYNTHETIC_TXN_001690,SYNTHETIC_ACCT_0574,2023-10-02,9501.96
SYNTHETIC_TXN_001694,SYNTHETIC_ACCT_1294,2023-04-21,9186.72
SYNTHETIC_TXN_001705,SYNTHETIC_ACCT_0118,2023-01-13,9766.48
SYNTHETIC_TXN_001716,SYNTHETIC_ACCT_1718,2024-10-11,9606.21
SYNTHETIC_TXN_001726,SYNTHETIC_ACCT_1613,2024-04-30,8672.33
SYNTHETIC_TXN_001745,SYNTHETIC_ACCT_1487,2023-12-06,9226.5
SYNTHETIC_TXN_001762,SYNTHETIC_ACCT_1881,2024-12-26,9384.2
SYNTHETIC_TXN_001771,SYNTHETIC_ACCT_1151,2024-04-21,9714.54
SYNTHETIC_TXN_001778,SYNTHETIC_ACCT_1399,2024-09-18,8972.95
SYNTHETIC_TXN_001791,SYNTHETIC_ACCT_0861,2024-07-10,8985.34
SYNTHETIC_TXN_001798,SYNTHETIC_ACCT_0519,2023-05-07,9927.36
SYNTHETIC_TXN_001799,SYNTHETIC_ACCT_1940,2023-07-11,9533.24
SYNTHETIC_TXN_001801,SYNTHETIC_ACCT_1288,2024-04-17,9071.52
SYNTHETIC_TXN_001805,SYNTHETIC_ACCT_1260,2023-11-27,9719.64
SYNTHETIC_TXN_001809,SYNTHETIC_ACCT_0598,2024-01-22,8274.16
SYNTHETIC_TXN_001810,SYNTHETIC_ACCT_0181,2023-02-27,8875.39
SYNTHETIC_TXN_001823,SYNTHETIC_ACCT_0470,2024-04-06,9675.02
SYNTHETIC_TXN_001829,SYNTHETIC_ACCT_0676,2024-12-07,8685.74
SYNTHETIC_TXN_001838,SYNTHETIC_ACCT_1342,2023-10-05,9387.49
SYNTHETIC_TXN_001839,SYNTHETIC_ACCT_0984,2024-03-25,9449.24
SYNTHETIC_TXN_001840,SYNTHETIC_ACCT_0213,2024-05-17,9104.33
SYNTHETIC_TXN_001845,SYNTHETIC_ACCT_1807,2024-06-23,8993.85
SYNTHETIC_TXN_001847,SYNTHETIC_ACCT_0960,2023-09-20,9435.25
SYNTHETIC_TXN_001869,SYNTHETIC_ACCT_0159,2024-12-19,9232.19
SYNTHETIC_TXN_001870,SYNTHETIC_ACCT_0046,2024-01-18,8880.85
SYNTHETIC_TXN_001873,SYNTHETIC_ACCT_1820,2023-09-03,9719.52
SYNTHETIC_TXN_001888,SYNTHETIC_ACCT_0745,2024-06-13,8941.8
SYNTHETIC_TXN_001893,SYNTHETIC_ACCT_0052,2024-04-18,9791.69
SYNTHETIC_TXN_001930,SYNTHETIC_ACCT_1547,2023-02-09,8581.88
SYNTHETIC_TXN_001935,SYNTHETIC_ACCT_1965,2023-03-13,9433.14
SYNTHETIC_TXN_001954,SYNTHETIC_ACCT_1290,2023-05-21,9708.01
SYNTHETIC_TXN_001959,SYNTHETIC_ACCT_1532,2023-06-27,9729.2
SYNTHETIC_TXN_001960,SYNTHETIC_ACCT_0101,2024-03-20,8698.28
SYNTHETIC_TXN_001983,SYNTHETIC_ACCT_0114,2024-02-09,9145.54
SYNTHETIC_TXN_001990,SYNTHETIC_ACCT_1301,2023-07-10,9671.66
SYNTHETIC_TXN_002003,SYNTHETIC_ACCT_1349,2023-11-25,9939.49
SYNTHETIC_TXN_002004,SYNTHETIC_ACCT_0374,2023-03-28,8368.49
SYNTHETIC_TXN_002005,SYNTHETIC_ACCT_0558,2024-06-03,9553.06
SYNTHETIC_TXN_002013,SYNTHETIC_ACCT_0661,2023-06-06,9087.43
SYNTHETIC_TXN_002029,SYNTHETIC_ACCT_0683,2023-09-20,9352.98
SYNTHETIC_TXN_002037,SYNTHETIC_ACCT_0148,2023-01-19,9941.64
SYNTHETIC_TXN_002046,SYNTHETIC_ACCT_0505,2023-08-01,9744.15
SYNTHETIC_TXN_002048,SYNTHETIC_ACCT_0163,2024-02-10,8322.41
SYNTHETIC_TXN_002062,SYNTHETIC_ACCT_1877,2023-08-21,9048.28
SYNTHETIC_TXN_002067,SYNTHETIC_ACCT_0408,2024-04-02,9957.75
SYNTHETIC_TXN_002068,SYNTHETIC_ACCT_0213,2023-12-18,9499.17
SYNTHETIC_TXN_002076,SYNTHETIC_ACCT_1793,2023-11-09,8509.31
SYNTHETIC_TXN_002087,SYNTHETIC_ACCT_0230,2024-10-10,9984.03
SYNTHETIC_TXN_002088,SYNTHETIC_ACCT_0155,2024-05-15,9153.87
SYNTHETIC_TXN_002090,SYNTHETIC_ACCT_1423,2024-02-22,8768.31
SYNTHETIC_TXN_002093,SYNTHETIC_ACCT_1582,2024-01-15,9735.73
SYNTHETIC_TXN_002106,SYNTHETIC_ACCT_1514,2023-04-25,9402.73
SYNTHETIC_TXN_002118,SYNTHETIC_ACCT_0492,2023-01-03,8570.85
SYNTHETIC_TXN_002124,SYNTHETIC_ACCT_1266,2023-07-09,8949.31
SYNTHETIC_TXN_002157,SYNTHETIC_ACCT_1490,2024-07-25,8722.28
SYNTHETIC_TXN_002158,SYNTHETIC_ACCT_1966,2023-02-27,9460.25
SYNTHETIC_TXN_002159,SYNTHETIC_ACCT_0927,2024-05-04,9143.74
SYNTHETIC_TXN_002160,SYNTHETIC_ACCT_0829,2023-12-12,8186.78
SYNTHETIC_TXN_002172,SYNTHETIC_ACCT_1017,2024-09-14,7980.21
SYNTHETIC_TXN_002176,SYNTHETIC_ACCT_0184,2024-04-07,8289.11
SYNTHETIC_TXN_002183,SYNTHETIC_ACCT_0964,2023-11-12,9481.26
SYNTHETIC_TXN_002185,SYNTHETIC_ACCT_0481,2024-12-14,9417.31
SYNTHETIC_TXN_002230,SYNTHETIC_ACCT_1377,2023-06-18,8197.72
SYNTHETIC_TXN_002239,SYNTHETIC_ACCT_0888,2024-09-20,8653.28
SYNTHETIC_TXN_002242,SYNTHETIC_ACCT_0414,2024-11-10,8750.86
SYNTHETIC_TXN_002243,SYNTHETIC_ACCT_0617,2024-12-01,9687.44
SYNTHETIC_TXN_002251,SYNTHETIC_ACCT_0466,2024-05-25,9874.63
SYNTHETIC_TXN_002266,SYNTHETIC_ACCT_1497,2024-09-29,8355.26
SYNTHETIC_TXN_002267,SYNTHETIC_ACCT_1512,2023-12-15,9845.59
SYNTHETIC_TXN_002277,SYNTHETIC_ACCT_1699,2024-02-10,8268.29
SYNTHETIC_TXN_002280,SYNTHETIC_ACCT_0935,2024-01-16,9190.25
SYNTHETIC_TXN_002296,SYNTHETIC_ACCT_0832,2023-04-16,7296.61
SYNTHETIC_TXN_002299,SYNTHETIC_ACCT_0055,2024-06-09,9581.86
SYNTHETIC_TXN_002306,SYNTHETIC_ACCT_1646,2023-09-15,8762.05
SYNTHETIC_TXN_002308,SYNTHETIC_ACCT_0382,2023-05-08,7657.08
SYNTHETIC_TXN_002311,SYNTHETIC_ACCT_1785,2023-01-03,8204.57
SYNTHETIC_TXN_002328,SYNTHETIC_ACCT_1961,2024-07-30,8529.1
SYNTHETIC_TXN_002334,SYNTHETIC_ACCT_0929,2024-12-26,8874.67
SYNTHETIC_TXN_002335,SYNTHETIC_ACCT_0575,2023-03-22,8655.28
SYNTHETIC_TXN_002339,SYNTHETIC_ACCT_1236,2023-07-18,9216.95
SYNTHETIC_TXN_002358,SYNTHETIC_ACCT_0102,2024-03-18,9374.87
SYNTHETIC_TXN_002361,SYNTHETIC_ACCT_0884,2024-12-01,9793.96
SYNTHETIC_TXN_002370,SYNTHETIC_ACCT_1146,2023-04-28,9128.53
SYNTHETIC_TXN_002386,SYNTHETIC_ACCT_1416,2024-06-12,7898.83
SYNTHETIC_TXN_002387,SYNTHETIC_ACCT_1880,2023-11-07,9301.29
SYNTHETIC_TXN_002394,SYNTHETIC_ACCT_0513,2024-12-11,9476.03
SYNTHETIC_TXN_002411,SYNTHETIC_ACCT_0082,2023-10-29,9661.26
SYNTHETIC_TXN_002416,SYNTHETIC_ACCT_0137,2024-03-28,9543.75
SYNTHETIC_TXN_002431,SYNTHETIC_ACCT_1176,2024-10-17,7931.98
SYNTHETIC_TXN_002438,SYNTHETIC_ACCT_1635,2023-08-08,9481.51
SYNTHETIC_TXN_002440,SYNTHETIC_ACCT_1376,2023-11-14,9799.48
SYNTHETIC_TXN_002445,SYNTHETIC_ACCT_0774,2024-10-11,9529.2
SYNTHETIC_TXN_002455,SYNTHETIC_ACCT_0211,2023-02-21,9687.61
SYNTHETIC_TXN_002458,SYNTHETIC_ACCT_1998,2024-07-20,8312.21
SYNTHETIC_TXN_002460,SYNTHETIC_ACCT_0045,2023-03-19,9316.13
SYNTHETIC_TXN_002480,SYNTHETIC_ACCT_0412,2023-01-13,9580.72
SYNTHETIC_TXN_002488,SYNTHETIC_ACCT_1511,2023-02-05,9798.87
SYNTHETIC_TXN_002495,SYNTHETIC_ACCT_1000,2023-05-19,8612.59
SYNTHETIC_TXN_002502,SYNTHETIC_ACCT_0154,2023-12-15,9913.73
SYNTHETIC_TXN_002508,SYNTHETIC_ACCT_1223,2023-02-05,9086.71
SYNTHETIC_TXN_002543,SYNTHETIC_ACCT_1346,2024-01-20,9587.88
SYNTHETIC_TXN_002546,SYNTHETIC_ACCT_0261,2023-12-25,9312.13
SYNTHETIC_TXN_002556,SYNTHETIC_ACCT_0079,2023-10-27,9328.97
SYNTHETIC_TXN_002557,SYNTHETIC_ACCT_0942,2023-04-28,9051.77
SYNTHETIC_TXN_002559,SYNTHETIC_ACCT_0728,2024-12-08,9875.08
SYNTHETIC_TXN_002582,SYNTHETIC_ACCT_0007,2024-07-07,9815.76
SYNTHETIC_TXN_002609,SYNTHETIC_ACCT_1211,2023-07-22,9743.83
SYNTHETIC_TXN_002610,SYNTHETIC_ACCT_1222,2024-03-10,8890.34
SYNTHETIC_TXN_002632,SYNTHETIC_ACCT_0602,2024-01-31,9240.63
SYNTHETIC_TXN_002635,SYNTHETIC_ACCT_0325,2023-04-09,9835.06
SYNTHETIC_TXN_002640,SYNTHETIC_ACCT_0618,2024-01-13,7807.68
SYNTHETIC_TXN_002643,SYNTHETIC_ACCT_1703,2024-07-06,9523.91
SYNTHETIC_TXN_002649,SYNTHETIC_ACCT_1143,2023-09-30,8980.56
SYNTHETIC_TXN_002667,SYNTHETIC_ACCT_1204,2023-09-18,8054.64
SYNTHETIC_TXN_002669,SYNTHETIC_ACCT_1939,2023-04-10,9623.42
SYNTHETIC_TXN_002677,SYNTHETIC_ACCT_0158,2023-01-13,9035.64
SYNTHETIC_TXN_002678,SYNTHETIC_ACCT_0766,2023-11-13,8035.42
