txn_id,account_id,txn_date,txn_amount
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0088,2023-08-11,9736.02
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_0040,2024-09-30,333.65
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_0062,2023-09-09,2951.42
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0059,2023-03-19,7490.11
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0053,2024-11-23,
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0063,2023-12-18,9390.52
SYNTHETIC_TXN_000078,,2023-12-30,9809.27
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0019,2023-05-12,
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0020,2024-10-05,4742.68
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0017,2023-02-14,5864.65
SYNTHETIC_TXN_000091,SYNTHETIC_ACCT_0097,2024-03-12,9158.43
SYNTHETIC_TXN_000092,SYNTHETIC_ACCT_0020,2023-06-11,2242.45
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0055,2023-02-09,9745.46
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_0098,2024-08-07,3398.25
SYNTHETIC_TXN_000095,SYNTHETIC_ACCT_0004,2023-10-29,
SYNTHETIC_TXN_000096,SYNTHETIC_ACCT_0042,2024-11-08,5675.93
SYNTHETIC_TXN_000099,SYNTHETIC_ACCT_0008,2024-08-13,
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_0056,2023-05-22,
SYNTHETIC_TXN_000102,SYNTHETIC_ACCT_0015,2023-09-17,9661.99
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_0023,2023-03-29,7602.15
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_0058,2024-02-05,8820.47
SYNTHETIC_TXN_000107,SYNTHETIC_ACCT_0081,2023-07-31,2746.74
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_0095,2024-06-22,4497.34
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_0058,2024-10-06,
SYNTHETIC_TXN_000111,SYNTHETIC_ACCT_0057,2023-12-01,6098.05
SYNTHETIC_TXN_000113,SYNTHETIC_ACCT_0078,2024-01-08,3333.62
SYNTHETIC_TXN_000114,SYNTHETIC_ACCT_0011,2023-02-14,3766.8
SYNTHETIC_TXN_000116,SYNTHETIC_ACCT_0013,2024-11-23,5397.71
SYNTHETIC_TXN_000118,SYNTHETIC_ACCT_0031,2024-05-06,6105.95
SYNTHETIC_TXN_000119,SYNTHETIC_ACCT_0025,2024-03-18,9471.29
SYNTHETIC_TXN_000121,SYNTHETIC_ACCT_0016,2024-08-03,7631.16
SYNTHETIC_TXN_000123,SYNTHETIC_ACCT_0048,2023-03-07,3186.85
SYNTHETIC_TXN_000127,SYNTHETIC_ACCT_0077,2024-08-06,6319.55
SYNTHETIC_TXN_000128,SYNTHETIC_ACCT_0074,2023-12-28,6643.71
SYNTHETIC_TXN_000130,SYNTHETIC_ACCT_0099,2024-01-06,7566.78
SYNTHETIC_TXN_000131,SYNTHETIC_ACCT_0090,2023-09-20,1822.79
SYNTHETIC_TXN_000132,SYNTHETIC_ACCT_0006,2023-09-04,3100.76
SYNTHETIC_TXN_000134,SYNTHETIC_ACCT_0057,2023-01-23,3866.45
SYNTHETIC_TXN_000136,SYNTHETIC_ACCT_0038,2023-10-04,6026.21
SYNTHETIC_TXN_000137,SYNTHETIC_ACCT_0046,2024-10-16,4349.41
SYNTHETIC_TXN_000138,SYNTHETIC_ACCT_0021,2024-11-26,1427.8
SYNTHETIC_TXN_000139,SYNTHETIC_ACCT_0047,2023-09-28,5672.45
SYNTHETIC_TXN_000143,SYNTHETIC_ACCT_0057,2023-02-17,8105.13
SYNTHETIC_TXN_000144,SYNTHETIC_ACCT_0039,2024-07-06,7118.09
SYNTHETIC_TXN_000148,SYNTHETIC_ACCT_0082,2023-08-05,7677.81
SYNTHETIC_TXN_000149,SYNTHETIC_ACCT_0021,2024-03-16,7093.32
SYNTHETIC_TXN_000151,SYNTHETIC_ACCT_0078,2024-12-02,9239.29
SYNTHETIC_TXN_000152,SYNTHETIC_ACCT_0034,2024-11-30,7669.58
SYNTHETIC_TXN_000153,SYNTHETIC_ACCT_0032,2023-01-26,6849.9
SYNTHETIC_TXN_000154,SYNTHETIC_ACCT_0027,2024-01-13,1436.69
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0014,2024-08-09,4664.73
SYNTHETIC_TXN_000156,SYNTHETIC_ACCT_0079,2023-05-20,9626.85
SYNTHETIC_TXN_000157,SYNTHETIC_ACCT_0066,2023-11-25,8790.75
SYNTHETIC_TXN_000158,SYNTHETIC_ACCT_0007,2023-09-07,5975.19
SYNTHETIC_TXN_000159,SYNTHETIC_ACCT_0034,2024-11-09,7638.56
SYNTHETIC_TXN_000161,SYNTHETIC_ACCT_0044,2023-04-25,3656.07
SYNTHETIC_TXN_000163,SYNTHETIC_ACCT_0051,2023-07-31,7393.19
SYNTHETIC_TXN_000165,SYNTHETIC_ACCT_0100,2023-08-28,2275.44
SYNTHETIC_TXN_000166,SYNTHETIC_ACCT_0005,2024-02-14,7005.21
SYNTHETIC_TXN_000168,SYNTHETIC_ACCT_0062,2024-01-16,3137.53
SYNTHETIC_TXN_000171,SYNTHETIC_ACCT_0092,2024-04-13,
SYNTHETIC_TXN_000172,SYNTHETIC_ACCT_0072,2024-04-30,1372.74
SYNTHETIC_TXN_000174,SYNTHETIC_ACCT_0021,2023-03-06,9350.31
SYNTHETIC_TXN_000176,,2024-06-24,9971.71
SYNTHETIC_TXN_000178,SYNTHETIC_ACCT_0025,2024-04-12,3306.84
SYNTHETIC_TXN_000180,SYNTHETIC_ACCT_0024,2024-04-08,4774.54
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0043,2023-03-03,7228.82
SYNTHETIC_TXN_000184,SYNTHETIC_ACCT_0028,2023-07-12,6803.42
SYNTHETIC_TXN_000185,SYNTHETIC_ACCT_0008,2024-07-31,9028.87
SYNTHETIC_TXN_000187,SYNTHETIC_ACCT_0059,2024-12-09,5587.97
SYNTHETIC_TXN_000188,SYNTHETIC_ACCT_0075,2024-10-27,
SYNTHETIC_TXN_000189,SYNTHETIC_ACCT_0037,2023-03-11,7689.72
SYNTHETIC_TXN_000190,SYNTHETIC_ACCT_0049,2024-08-17,6827.3
SYNTHETIC_TXN_000191,SYNTHETIC_ACCT_0068,2024-12-08,
SYNTHETIC_TXN_000192,SYNTHETIC_ACCT_0069,2024-03-24,2296.65
SYNTHETIC_TXN_000193,SYNTHETIC_ACCT_0079,2024-06-03,8837.56
SYNTHETIC_TXN_000195,SYNTHETIC_ACCT_0018,2023-05-22,2892.64
SYNTHETIC_TXN_000196,SYNTHETIC_ACCT_0085,2023-05-06,4135.6
SYNTHETIC_TXN_000198,SYNTHETIC_ACCT_0097,2024-08-06,2409.69
SYNTHETIC_TXN_000199,SYNTHETIC_ACCT_0072,2023-03-10,3884.19
SYNTHETIC_TXN_000202,SYNTHETIC_ACCT_0016,2023-04-23,7543.3
SYNTHETIC_TXN_000203,SYNTHETIC_ACCT_0100,2024-04-08,4662.51
SYNTHETIC_TXN_000204,SYNTHETIC_ACCT_0093,2024-02-15,8397.31
SYNTHETIC_TXN_000207,SYNTHETIC_ACCT_0063,2023-06-21,7327.72
SYNTHETIC_TXN_000208,SYNTHETIC_ACCT_0083,2023-02-16,5239.44
SYNTHETIC_TXN_000213,SYNTHETIC_ACCT_0073,2023-03-03,6972.36
SYNTHETIC_TXN_000215,SYNTHETIC_ACCT_0043,2023-07-10,8579.6
SYNTHETIC_TXN_000217,SYNTHETIC_ACCT_0027,2024-10-14,7522.54
SYNTHETIC_TXN_000218,SYNTHETIC_ACCT_0050,2024-08-10,5405.62
SYNTHETIC_TXN_000219,SYNTHETIC_ACCT_0010,2024-02-01,7690.05
SYNTHETIC_TXN_000220,SYNTHETIC_ACCT_0030,2023-05-12,9411.42
SYNTHETIC_TXN_000221,SYNTHETIC_ACCT_0032,2023-03-23,820.39
SYNTHETIC_TXN_000223,SYNTHETIC_ACCT_0072,2024-01-04,4080.44
SYNTHETIC_TXN_000225,SYNTHETIC_ACCT_0035,2024-02-29,632.68
SYNTHETIC_TXN_000226,SYNTHETIC_ACCT_0093,2024-08-15,5938.06
SYNTHETIC_TXN_000227,SYNTHETIC_ACCT_0080,2023-03-06,8621.98
SYNTHETIC_TXN_000228,SYNTHETIC_ACCT_0026,2024-03-08,1776.38
SYNTHETIC_TXN_000229,SYNTHETIC_ACCT_0051,2024-06-30,9320.66
SYNTHETIC_TXN_000232,SYNTHETIC_ACCT_0089,2023-07-01,367.66
SYNTHETIC_TXN_000233,SYNTHETIC_ACCT_0046,2023-03-12,
SYNTHETIC_TXN_000235,SYNTHETIC_ACCT_0087,2023-08-25,5004.66
SYNTHETIC_TXN_000236,SYNTHETIC_ACCT_0015,2023-09-22,7301.5
SYNTHETIC_TXN_000238,SYNTHETIC_ACCT_0087,2024-07-06,9299.22
SYNTHETIC_TXN_000239,SYNTHETIC_ACCT_0030,2023-10-16,6297.6
SYNTHETIC_TXN_000240,SYNTHETIC_ACCT_0058,2024-03-21,3888.36
SYNTHETIC_TXN_000241,SYNTHETIC_ACCT_0047,2023-07-10,4575.51
SYNTHETIC_TXN_000242,SYNTHETIC_ACCT_0045,2023-01-09,4578.61
SYNTHETIC_TXN_000243,SYNTHETIC_ACCT_0031,2023-11-30,1830.45
SYNTHETIC_TXN_000244,SYNTHETIC_ACCT_0063,2023-06-12,6934.33
SYNTHETIC_TXN_000246,SYNTHETIC_ACCT_0065,2023-10-04,4091.35
SYNTHETIC_TXN_000248,SYNTHETIC_ACCT_0064,2023-06-24,1132.12
SYNTHETIC_TXN_000250,SYNTHETIC_ACCT_0012,2024-05-31,9939.57
SYNTHETIC_TXN_000252,SYNTHETIC_ACCT_0038,2024-09-25,9523.96
SYNTHETIC_TXN_000256,SYNTHETIC_ACCT_0001,2023-09-19,8471.67
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0055,2024-01-21,4947.15
SYNTHETIC_TXN_000259,,2024-08-18,9918.37
SYNTHETIC_TXN_000261,SYNTHETIC_ACCT_0097,2024-05-27,6554.85
SYNTHETIC_TXN_000263,SYNTHETIC_ACCT_0094,2024-08-13,1032.02
SYNTHETIC_TXN_000264,SYNTHETIC_ACCT_0009,2024-01-07,84.76
SYNTHETIC_TXN_000266,SYNTHETIC_ACCT_0018,2023-04-27,6446.2
SYNTHETIC_TXN_000267,SYNTHETIC_ACCT_0039,2024-03-04,6069.27
SYNTHETIC_TXN_000269,SYNTHETIC_ACCT_0054,2024-12-14,6829.42
SYNTHETIC_TXN_000275,SYNTHETIC_ACCT_0035,2023-10-19,1180.57
SYNTHETIC_TXN_000277,SYNTHETIC_ACCT_0014,2023-07-29,6741.2
SYNTHETIC_TXN_000282,SYNTHETIC_ACCT_0099,2024-07-30,7324.63
SYNTHETIC_TXN_000283,SYNTHETIC_ACCT_0082,2023-02-27,8771.98
SYNTHETIC_TXN_000284,SYNTHETIC_ACCT_0031,2023-01-03,9611.84
SYNTHETIC_TXN_000286,SYNTHETIC_ACCT_0076,2024-03-08,4349.83
SYNTHETIC_TXN_000287,SYNTHETIC_ACCT_0095,2024-08-14,4527.58
SYNTHETIC_TXN_000288,SYNTHETIC_ACCT_0041,2023-09-26,5359.24
SYNTHETIC_TXN_000290,SYNTHETIC_ACCT_0012,2023-02-07,9683.99
SYNTHETIC_TXN_000292,SYNTHETIC_ACCT_0016,2024-08-20,
SYNTHETIC_TXN_000293,SYNTHETIC_ACCT_0083,2024-12-09,
SYNTHETIC_TXN_000295,SYNTHETIC_ACCT_0056,2023-02-01,3949.99
SYNTHETIC_TXN_000296,SYNTHETIC_ACCT_0036,2023-04-07,8834.23
SYNTHETIC_TXN_000298,SYNTHETIC_ACCT_0003,2023-08-23,7819.15
SYNTHETIC_TXN_000301,SYNTHETIC_ACCT_0050,2024-05-03,8392.22
SYNTHETIC_TXN_000304,SYNTHETIC_ACCT_0017,2024-11-01,1774.61
SYNTHETIC_TXN_000307,SYNTHETIC_ACCT_0089,2023-05-08,6137.09
SYNTHETIC_TXN_000312,SYNTHETIC_ACCT_0022,2023-12-13,4930.82
SYNTHETIC_TXN_000313,SYNTHETIC_ACCT_0098,2024-11-27,1626.57
SYNTHETIC_TXN_000314,SYNTHETIC_ACCT_0010,2023-06-20,8879.3
SYNTHETIC_TXN_000315,SYNTHETIC_ACCT_0062,2023-10-14,4313.23
SYNTHETIC_TXN_000321,SYNTHETIC_ACCT_0011,2024-05-13,8081.8
SYNTHETIC_TXN_000322,SYNTHETIC_ACCT_0069,2023-09-01,9363.61
SYNTHETIC_TXN_000323,SYNTHETIC_ACCT_0005,2023-04-06,9004.54
SYNTHETIC_TXN_000324,SYNTHETIC_ACCT_0022,2023-10-25,8084.6
SYNTHETIC_TXN_000325,SYNTHETIC_ACCT_0019,2024-10-03,2578.87
SYNTHETIC_TXN_000326,SYNTHETIC_ACCT_0067,2023-05-10,8734.66
SYNTHETIC_TXN_000328,SYNTHETIC_ACCT_0053,2024-11-23,6547.87
SYNTHETIC_TXN_000330,SYNTHETIC_ACCT_0048,2024-02-17,
SYNTHETIC_TXN_000334,SYNTHETIC_ACCT_0008,2024-06-11,4564.49
SYNTHETIC_TXN_000335,SYNTHETIC_ACCT_0082,2023-05-03,6811.74
SYNTHETIC_TXN_000336,SYNTHETIC_ACCT_0071,2023-01-26,1635.14
SYNTHETIC_TXN_000338,SYNTHETIC_ACCT_0003,2024-08-18,9671.37
SYNTHETIC_TXN_000339,SYNTHETIC_ACCT_0040,2024-01-09,7093.68
SYNTHETIC_TXN_000340,SYNTHETIC_ACCT_0067,2023-07-27,3971.53
SYNTHETIC_TXN_000342,SYNTHETIC_ACCT_0084,2023-04-27,1499.3
SYNTHETIC_TXN_000343,SYNTHETIC_ACCT_0084,2023-11-30,2956.05
SYNTHETIC_TXN_000344,SYNTHETIC_ACCT_0088,2023-12-30,7848.96
SYNTHETIC_TXN_000345,SYNTHETIC_ACCT_0024,2023-06-08,4707.81
SYNTHETIC_TXN_000351,SYNTHETIC_ACCT_0017,2023-12-05,6334.87
SYNTHETIC_TXN_000352,SYNTHETIC_ACCT_0002,2023-02-08,7568.47
SYNTHETIC_TXN_000353,SYNTHETIC_ACCT_0040,2024-02-22,
SYNTHETIC_TXN_000357,SYNTHETIC_ACCT_0069,2024-09-12,5939.24
SYNTHETIC_TXN_000359,SYNTHETIC_ACCT_0085,2024-09-15,6227.98
SYNTHETIC_TXN_000361,SYNTHETIC_ACCT_0006,2024-01-28,9103.56
SYNTHETIC_TXN_000366,SYNTHETIC_ACCT_0080,2024-06-27,7330.67
SYNTHETIC_TXN_000368,SYNTHETIC_ACCT_0014,2023-10-10,5907.5
SYNTHETIC_TXN_000369,SYNTHETIC_ACCT_0088,2023-08-20,7272.78
SYNTHETIC_TXN_000375,SYNTHETIC_ACCT_0003,2023-06-18,
SYNTHETIC_TXN_000377,SYNTHETIC_ACCT_0059,2023-02-28,7674.16
SYNTHETIC_TXN_000378,SYNTHETIC_ACCT_0029,2024-03-08,
SYNTHETIC_TXN_000381,SYNTHETIC_ACCT_0087,2023-05-08,7721.45
SYNTHETIC_TXN_000382,SYNTHETIC_ACCT_0071,2024-07-03,8388.15
SYNTHETIC_TXN_000383,SYNTHETIC_ACCT_0078,2023-01-22,5041.1
SYNTHETIC_TXN_000385,SYNTHETIC_ACCT_0081,2024-01-13,2097.13
SYNTHETIC_TXN_000386,SYNTHETIC_ACCT_0042,2023-05-27,7607.75
SYNTHETIC_TXN_000387,SYNTHETIC_ACCT_0002,2023-02-14,252.73
SYNTHETIC_TXN_000389,SYNTHETIC_ACCT_0079,2023-03-10,7394.92
SYNTHETIC_TXN_000390,SYNTHETIC_ACCT_0090,2023-11-01,6644.93
SYNTHETIC_TXN_000391,SYNTHETIC_ACCT_0080,2023-03-24,8604.44
SYNTHETIC_TXN_000392,SYNTHETIC_ACCT_0038,2024-07-07,9834.52
SYNTHETIC_TXN_000393,SYNTHETIC_ACCT_0034,2024-12-26,
SYNTHETIC_TXN_000396,SYNTHETIC_ACCT_0012,2023-12-28,8833.96
SYNTHETIC_TXN_000397,SYNTHETIC_ACCT_0061,2024-09-05,8236.88
SYNTHETIC_TXN_000401,SYNTHETIC_ACCT_0028,2023-06-30,4242.1
SYNTHETIC_TXN_000407,SYNTHETIC_ACCT_0094,2023-06-12,9573.91
SYNTHETIC_TXN_000408,SYNTHETIC_ACCT_0051,2024-01-14,9469.78
SYNTHETIC_TXN_000409,SYNTHETIC_ACCT_0019,2024-06-16,
SYNTHETIC_TXN_000410,SYNTHETIC_ACCT_0007,2023-03-12,9323.69
SYNTHETIC_TXN_000411,SYNTHETIC_ACCT_0026,2023-02-13,4871.9
SYNTHETIC_TXN_000415,SYNTHETIC_ACCT_0036,2023-03-31,1400.02
SYNTHETIC_TXN_000417,SYNTHETIC_ACCT_0070,2023-05-08,7751.97
SYNTHETIC_TXN_000420,SYNTHETIC_ACCT_0009,2023-12-28,2340.19
SYNTHETIC_TXN_000421,SYNTHETIC_ACCT_0006,2023-03-24,3240.71
SYNTHETIC_TXN_000422,SYNTHETIC_ACCT_0049,2023-07-21,3652.97
SYNTHETIC_TXN_000425,SYNTHETIC_ACCT_0015,2023-03-10,4788.15
SYNTHETIC_TXN_000428,SYNTHETIC_ACCT_0061,2024-08-07,1705.67
SYNTHETIC_TXN_000434,SYNTHETIC_ACCT_0001,2023-03-02,1178.29
SYNTHETIC_TXN_000436,SYNTHETIC_ACCT_0027,2023-06-08,7837.88
SYNTHETIC_TXN_000437,SYNTHETIC_ACCT_0100,2024-09-01,7357.82
SYNTHETIC_TXN_000438,SYNTHETIC_ACCT_0013,2023-04-13,4005.61
SYNTHETIC_TXN_000440,SYNTHETIC_ACCT_0093,2024-03-13,9844.47
SYNTHETIC_TXN_000441,SYNTHETIC_ACCT_0026,2024-11-27,9307.58
SYNTHETIC_TXN_000444,SYNTHETIC_ACCT_0029,2024-12-27,1945.26
SYNTHETIC_TXN_000447,SYNTHETIC_ACCT_0049,2024-02-12,9941.97
SYNTHETIC_TXN_000452,SYNTHETIC_ACCT_0041,2023-08-17,9853.6
SYNTHETIC_TXN_000454,SYNTHETIC_ACCT_0023,2023-01-26,1203.69
SYNTHETIC_TXN_000455,SYNTHETIC_ACCT_0013,2024-04-06,6127.78
SYNTHETIC_TXN_000457,SYNTHETIC_ACCT_0024,2024-03-30,9792.71
SYNTHETIC_TXN_000459,SYNTHETIC_ACCT_0081,2024-04-19,7205.6
SYNTHETIC_TXN_000461,SYNTHETIC_ACCT_0033,2023-04-21,4117.61
SYNTHETIC_TXN_000462,SYNTHETIC_ACCT_0042,2023-12-07,4874.94
SYNTHETIC_TXN_000465,SYNTHETIC_ACCT_0096,2024-12-08,9655.25
SYNTHETIC_TXN_000466,SYNTHETIC_ACCT_0090,2024-10-27,2105.72
SYNTHETIC_TXN_000469,SYNTHETIC_ACCT_0070,2023-01-17,5485.45
SYNTHETIC_TXN_000470,SYNTHETIC_ACCT_0073,2023-08-26,6397.86
SYNTHETIC_TXN_000472,SYNTHETIC_ACCT_0089,2023-10-18,9469.57
SYNTHETIC_TXN_000473,SYNTHETIC_ACCT_0025,2023-03-11,5605.54
SYNTHETIC_TXN_000475,SYNTHETIC_ACCT_0035,2024-09-09,8534.81
SYNTHETIC_TXN_000478,SYNTHETIC_ACCT_0064,2024-10-10,4636.85
SYNTHETIC_TXN_000479,SYNTHETIC_ACCT_0070,2024-12-19,1921.93
SYNTHETIC_TXN_000480,SYNTHETIC_ACCT_0032,2023-07-17,335.11
SYNTHETIC_TXN_000482,SYNTHETIC_ACCT_0047,2024-05-04,8636.57
SYNTHETIC_TXN_000483,SYNTHETIC_ACCT_0075,2024-11-18,
SYNTHETIC_TXN_000494,SYNTHETIC_ACCT_0054,2023-04-10,7942.49
SYNTHETIC_TXN_000495,SYNTHETIC_ACCT_0010,2024-05-09,9605.86
SYNTHETIC_TXN_000498,SYNTHETIC_ACCT_0046,2023-11-05,5500.81
SYNTHETIC_TXN_000499,SYNTHETIC_ACCT_0028,2023-09-25,5502.39
