# SYNTHETIC
account_id,customer_segment,account_open_date,account_status,region
SYNTHETIC_ACCT_0040,STUDENT,2020-01-14,CLOSED,WEST
SYNTHETIC_ACCT_0041,STUDENT,2022-09-06,ACTIVE,NORTH
SYNTHETIC_ACCT_0042,STUDENT,2021-05-12,ACTIVE,NORTH
SYNTHETIC_ACCT_0043,SMALL_BIZ,2024-07-17,ACTIVE,WEST
SYNTHETIC_ACCT_0044,SMALL_BIZ,2024-04-20,ACTIVE,NORTH
SYNTHETIC_ACCT_0045,RETAIL,2024-12-01,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0046,RETAIL,2022-11-18,SUSPENDED,NORTH
SYNTHETIC_ACCT_0047,RETAIL,2020-01-07,ACTIVE,WEST
SYNTHETIC_ACCT_0048,SMALL_BIZ,2021-05-12,ACTIVE,EAST
SYNTHETIC_ACCT_0049,WEALTH,2022-04-05,ACTIVE,NORTH
SYNTHETIC_ACCT_0050,STUDENT,2022-04-22,ACTIVE,WEST
SYNTHETIC_ACCT_0051,WEALTH,2024-06-09,ACTIVE,NORTH
SYNTHETIC_ACCT_0052,WEALTH,2020-10-07,ACTIVE,WEST
SYNTHETIC_ACCT_0053,SMALL_BIZ,2022-01-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0054,WEALTH,2024-02-05,CLOSED,NORTH
SYNTHETIC_ACCT_0055,WEALTH,2021-04-25,ACTIVE,EAST
SYNTHETIC_ACCT_0056,WEALTH,2023-12-25,ACTIVE,SOUTH
SYNTHETIC_ACCT_0057,WEALTH,2021-05-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0058,SMALL_BIZ,2020-05-01,ACTIVE,SOUTH
SYNTHETIC_ACCT_0059,SMALL_BIZ,2022-01-06,ACTIVE,EAST
SYNTHETIC_ACCT_0060,RETAIL,2024-10-05,ACTIVE,WEST
SYNTHETIC_ACCT_0061,WEALTH,2023-11-01,SUSPENDED,EAST
SYNTHETIC_ACCT_0062,STUDENT,2020-05-21,ACTIVE,EAST
SYNTHETIC_ACCT_0063,RETAIL,2023-09-07,ACTIVE,SOUTH
SYNTHETIC_ACCT_0064,STUDENT,2023-10-26,ACTIVE,SOUTH
SYNTHETIC_ACCT_0065,STUDENT,2021-06-02,SUSPENDED,NORTH
SYNTHETIC_ACCT_0066,STUDENT,2021-04-04,ACTIVE,NORTH
SYNTHETIC_ACCT_0067,RETAIL,2022-09-28,ACTIVE,WEST
SYNTHETIC_ACCT_0068,SMALL_BIZ,2022-06-27,ACTIVE,NORTH
SYNTHETIC_ACCT_0069,STUDENT,2022-04-28,ACTIVE,NORTH
SYNTHETIC_ACCT_0070,SMALL_BIZ,2023-12-19,ACTIVE,NORTH
SYNTHETIC_ACCT_0071,SMALL_BIZ,2021-08-10,ACTIVE,SOUTH
SYNTHETIC_ACCT_0072,STUDENT,2021-03-26,ACTIVE,SOUTH
SYNTHETIC_ACCT_0073,SMALL_BIZ,2024-10-19,ACTIVE,NORTH
SYNTHETIC_ACCT_0074,SMALL_BIZ,2022-06-27,ACTIVE,SOUTH
SYNTHETIC_ACCT_0075,RETAIL,2023-07-05,ACTIVE,EAST
SYNTHETIC_ACCT_0076,SMALL_BIZ,2020-08-20,SUSPENDED,EAST
SYNTHETIC_ACCT_0077,WEALTH,2021-11-13,ACTIVE,SOUTH
SYNTHETIC_ACCT_0078,RETAIL,2020-10-08,ACTIVE,WEST
SYNTHETIC_ACCT_0079,STUDENT,2020-04-13,CLOSED,SOUTH
SYNTHETIC_ACCT_0080,SMALL_BIZ,2021-12-25,CLOSED,NORTH
SYNTHETIC_ACCT_0081,STUDENT,2020-07-25,ACTIVE,NORTH
SYNTHETIC_ACCT_0082,SMALL_BIZ,2023-12-15,ACTIVE,WEST
SYNTHETIC_ACCT_0083,RETAIL,2021-10-19,ACTIVE,EAST
SYNTHETIC_ACCT_0084,STUDENT,2020-07-09,ACTIVE,NORTH
SYNTHETIC_ACCT_0085,SMALL_BIZ,2023-11-06,ACTIVE,NORTH
SYNTHETIC_ACCT_0086,RETAIL,2022-01-27,ACTIVE,NORTH
SYNTHETIC_ACCT_0087,RETAIL,2022-06-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0088,WEALTH,2022-05-20,CLOSED,WEST
SYNTHETIC_ACCT_0089,SMALL_BIZ,2020-12-31,CLOSED,EAST
SYNTHETIC_ACCT_0090,SMALL_BIZ,2020-03-17,ACTIVE,SOUTH
SYNTHETIC_ACCT_0091,STUDENT,2024-03-27,ACTIVE,WEST
SYNTHETIC_ACCT_0092,WEALTH,2024-07-06,ACTIVE,WEST
SYNTHETIC_ACCT_0093,RETAIL,2023-09-23,ACTIVE,NORTH
SYNTHETIC_ACCT_0094,SMALL_BIZ,2020-11-26,ACTIVE,SOUTH
SYNTHETIC_ACCT_0095,WEALTH,2024-02-24,ACTIVE,SOUTH
SYNTHETIC_ACCT_0096,RETAIL,2022-09-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0097,SMALL_BIZ,2024-01-06,ACTIVE,WEST
SYNTHETIC_ACCT_0098,WEALTH,2022-07-23,ACTIVE,EAST
SYNTHETIC_ACCT_0099,WEALTH,2024-05-27,ACTIVE,NORTH
SYNTHETIC_ACCT_0100,WEALTH,2021-10-24,ACTIVE,WEST
SYNTHETIC_ACCT_0101,RETAIL,2022-10-06,ACTIVE,EAST
SYNTHETIC_ACCT_0102,RETAIL,2024-04-14,ACTIVE,NORTH
SYNTHETIC_ACCT_0103,RETAIL,2023-06-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0104,SMALL_BIZ,2023-05-28,ACTIVE,WEST
SYNTHETIC_ACCT_0105,WEALTH,2022-08-23,ACTIVE,WEST
SYNTHETIC_ACCT_0106,WEALTH,2024-06-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0107,SMALL_BIZ,2022-07-14,ACTIVE,EAST
SYNTHETIC_ACCT_0108,RETAIL,2021-05-12,ACTIVE,EAST
SYNTHETIC_ACCT_0109,RETAIL,2021-07-05,ACTIVE,NORTH
SYNTHETIC_ACCT_0110,WEALTH,2020-01-31,ACTIVE,WEST
SYNTHETIC_ACCT_0111,RETAIL,2023-01-07,CLOSED,WEST
SYNTHETIC_ACCT_0112,WEALTH,2021-06-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0113,SMALL_BIZ,2024-04-21,ACTIVE,EAST
SYNTHETIC_ACCT_0114,RETAIL,2023-11-27,ACTIVE,EAST
SYNTHETIC_ACCT_0115,WEALTH,2021-12-10,ACTIVE,EAST
SYNTHETIC_ACCT_0116,STUDENT,2022-02-11,ACTIVE,EAST
SYNTHETIC_ACCT_0117,WEALTH,2020-05-31,ACTIVE,EAST
SYNTHETIC_ACCT_0118,RETAIL,2024-10-31,ACTIVE,SOUTH
SYNTHETIC_ACCT_0119,STUDENT,2023-07-17,ACTIVE,NORTH
SYNTHETIC_ACCT_0120,STUDENT,2021-03-28,ACTIVE,WEST
SYNTHETIC_ACCT_0121,WEALTH,2021-01-23,ACTIVE,SOUTH
SYNTHETIC_ACCT_0122,WEALTH,2023-10-22,ACTIVE,WEST
SYNTHETIC_ACCT_0123,WEALTH,2024-08-12,ACTIVE,NORTH
SYNTHETIC_ACCT_0124,RETAIL,2021-05-31,ACTIVE,WEST
SYNTHETIC_ACCT_0125,SMALL_BIZ,2024-08-10,ACTIVE,WEST
SYNTHETIC_ACCT_0126,WEALTH,2021-07-24,ACTIVE,EAST
SYNTHETIC_ACCT_0127,RETAIL,2022-05-06,ACTIVE,SOUTH
SYNTHETIC_ACCT_0128,WEALTH,2022-06-02,ACTIVE,EAST
SYNTHETIC_ACCT_0129,WEALTH,2023-01-28,CLOSED,EAST
SYNTHETIC_ACCT_0130,SMALL_BIZ,2024-09-22,ACTIVE,SOUTH
SYNTHETIC_ACCT_0131,WEALTH,2023-11-23,ACTIVE,EAST
SYNTHETIC_ACCT_0132,STUDENT,2024-06-13,ACTIVE,EAST
SYNTHETIC_ACCT_0133,SMALL_BIZ,2023-07-12,CLOSED,NORTH
SYNTHETIC_ACCT_0134,RETAIL,2023-06-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0135,STUDENT,2021-08-18,ACTIVE,WEST
SYNTHETIC_ACCT_0136,RETAIL,2023-03-29,ACTIVE,SOUTH
SYNTHETIC_ACCT_0137,RETAIL,2021-08-20,CLOSED,SOUTH
SYNTHETIC_ACCT_0138,STUDENT,2020-08-19,ACTIVE,WEST
SYNTHETIC_ACCT_0139,SMALL_BIZ,2023-04-30,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0140,RETAIL,2020-04-17,CLOSED,WEST
SYNTHETIC_ACCT_0141,SMALL_BIZ,2021-12-25,CLOSED,NORTH
SYNTHETIC_ACCT_0142,SMALL_BIZ,2024-06-10,ACTIVE,NORTH
SYNTHETIC_ACCT_0143,SMALL_BIZ,2021-05-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0144,STUDENT,2020-03-26,ACTIVE,NORTH
SYNTHETIC_ACCT_0145,RETAIL,2021-05-29,CLOSED,SOUTH
SYNTHETIC_ACCT_0146,STUDENT,2023-06-10,ACTIVE,WEST
SYNTHETIC_ACCT_0147,RETAIL,2020-09-21,CLOSED,NORTH
SYNTHETIC_ACCT_0148,RETAIL,2020-09-26,ACTIVE,EAST
SYNTHETIC_ACCT_0149,RETAIL,2020-03-05,ACTIVE,SOUTH
SYNTHETIC_ACCT_0150,SMALL_BIZ,2023-08-17,ACTIVE,WEST
SYNTHETIC_ACCT_0151,STUDENT,2024-06-27,ACTIVE,EAST
SYNTHETIC_ACCT_0152,RETAIL,2021-06-17,ACTIVE,NORTH
SYNTHETIC_ACCT_0153,SMALL_BIZ,2023-01-22,ACTIVE,EAST
SYNTHETIC_ACCT_0154,SMALL_BIZ,2024-11-06,ACTIVE,NORTH
SYNTHETIC_ACCT_0155,STUDENT,2023-05-31,ACTIVE,SOUTH
SYNTHETIC_ACCT_0156,STUDENT,2023-04-16,CLOSED,EAST
SYNTHETIC_ACCT_0157,STUDENT,2022-04-22,ACTIVE,NORTH
SYNTHETIC_ACCT_0158,SMALL_BIZ,2023-03-04,ACTIVE,WEST
SYNTHETIC_ACCT_0159,RETAIL,2023-04-18,ACTIVE,NORTH
SYNTHETIC_ACCT_0160,STUDENT,2023-05-31,ACTIVE,SOUTH
SYNTHETIC_ACCT_0161,SMALL_BIZ,2024-07-02,SUSPENDED,NORTH
SYNTHETIC_ACCT_0162,SMALL_BIZ,2020-09-23,CLOSED,EAST
SYNTHETIC_ACCT_0163,WEALTH,2024-03-05,SUSPENDED,EAST
SYNTHETIC_ACCT_0164,RETAIL,2020-12-22,ACTIVE,SOUTH
SYNTHETIC_ACCT_0165,STUDENT,2020-01-03,ACTIVE,WEST
SYNTHETIC_ACCT_0166,RETAIL,2024-01-11,ACTIVE,WEST
SYNTHETIC_ACCT_0167,STUDENT,2022-08-24,ACTIVE,SOUTH
SYNTHETIC_ACCT_0168,STUDENT,2022-12-28,ACTIVE,EAST
SYNTHETIC_ACCT_0169,RETAIL,2020-03-17,ACTIVE,NORTH
SYNTHETIC_ACCT_0170,WEALTH,2020-09-16,ACTIVE,WEST
SYNTHETIC_ACCT_0171,RETAIL,2023-10-28,ACTIVE,EAST
SYNTHETIC_ACCT_0172,WEALTH,2022-10-31,ACTIVE,WEST
SYNTHETIC_ACCT_0173,STUDENT,2020-01-16,SUSPENDED,NORTH
SYNTHETIC_ACCT_0174,WEALTH,2022-07-09,ACTIVE,NORTH
SYNTHETIC_ACCT_0175,WEALTH,2024-05-07,ACTIVE,EAST
SYNTHETIC_ACCT_0176,SMALL_BIZ,2023-07-10,ACTIVE,WEST
SYNTHETIC_ACCT_0177,WEALTH,2023-11-09,ACTIVE,WEST
SYNTHETIC_ACCT_0178,RETAIL,2020-05-14,ACTIVE,SOUTH
SYNTHETIC_ACCT_0179,RETAIL,2024-08-22,ACTIVE,WEST
SYNTHETIC_ACCT_0180,SMALL_BIZ,2021-04-22,ACTIVE,WEST
SYNTHETIC_ACCT_0181,RETAIL,2021-11-01,ACTIVE,SOUTH
SYNTHETIC_ACCT_0182,STUDENT,2022-08-05,ACTIVE,EAST
SYNTHETIC_ACCT_0183,WEALTH,2023-06-27,ACTIVE,WEST
SYNTHETIC_ACCT_0184,SMALL_BIZ,2023-03-26,ACTIVE,WEST
SYNTHETIC_ACCT_0185,RETAIL,2023-12-25,ACTIVE,NORTH
SYNTHETIC_ACCT_0186,SMALL_BIZ,2022-02-10,ACTIVE,SOUTH
SYNTHETIC_ACCT_0187,STUDENT,2023-01-20,ACTIVE,WEST
SYNTHETIC_ACCT_0188,SMALL_BIZ,2021-11-06,ACTIVE,SOUTH
SYNTHETIC_ACCT_0189,RETAIL,2023-12-10,ACTIVE,NORTH
SYNTHETIC_ACCT_0190,WEALTH,2023-07-31,ACTIVE,EAST
SYNTHETIC_ACCT_0191,SMALL_BIZ,2024-10-21,ACTIVE,WEST
SYNTHETIC_ACCT_0192,STUDENT,2020-09-26,CLOSED,SOUTH
SYNTHETIC_ACCT_0193,STUDENT,2023-05-28,ACTIVE,NORTH
SYNTHETIC_ACCT_0194,STUDENT,2023-05-13,SUSPENDED,EAST
SYNTHETIC_ACCT_0195,SMALL_BIZ,2021-01-25,CLOSED,SOUTH
SYNTHETIC_ACCT_0196,RETAIL,2023-05-26,ACTIVE,WEST
SYNTHETIC_ACCT_0197,STUDENT,2021-04-19,ACTIVE,WEST
SYNTHETIC_ACCT_0198,WEALTH,2020-02-28,ACTIVE,SOUTH
SYNTHETIC_ACCT_0199,RETAIL,2022-07-15,ACTIVE,WEST
SYNTHETIC_ACCT_0200,RETAIL,2024-07-05,ACTIVE,WEST
SYNTHETIC_ACCT_0201,STUDENT,2023-07-12,ACTIVE,SOUTH
SYNTHETIC_ACCT_0202,SMALL_BIZ,2024-01-25,CLOSED,NORTH
SYNTHETIC_ACCT_0203,STUDENT,2024-06-10,CLOSED,NORTH
SYNTHETIC_ACCT_0204,RETAIL,2020-07-13,ACTIVE,SOUTH
SYNTHETIC_ACCT_0205,RETAIL,2021-04-20,ACTIVE,SOUTH
SYNTHETIC_ACCT_0206,WEALTH,2021-12-16,ACTIVE,NORTH
SYNTHETIC_ACCT_0207,RETAIL,2024-07-10,ACTIVE,SOUTH
SYNTHETIC_ACCT_0208,STUDENT,2023-06-16,ACTIVE,NORTH
SYNTHETIC_ACCT_0209,RETAIL,2021-11-27,ACTIVE,WEST
SYNTHETIC_ACCT_0210,WEALTH,2023-02-23,ACTIVE,WEST
SYNTHETIC_ACCT_0211,SMALL_BIZ,2021-11-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0212,STUDENT,2020-12-19,ACTIVE,NORTH
SYNTHETIC_ACCT_0213,RETAIL,2023-10-31,ACTIVE,WEST
SYNTHETIC_ACCT_0214,RETAIL,2023-06-24,ACTIVE,WEST
SYNTHETIC_ACCT_0215,WEALTH,2023-08-25,ACTIVE,NORTH
SYNTHETIC_ACCT_0216,WEALTH,2020-11-21,ACTIVE,EAST
SYNTHETIC_ACCT_0217,STUDENT,2023-10-23,ACTIVE,EAST
SYNTHETIC_ACCT_0218,RETAIL,2023-10-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0219,WEALTH,2020-08-16,ACTIVE,SOUTH
SYNTHETIC_ACCT_0220,STUDENT,2023-09-05,ACTIVE,EAST
SYNTHETIC_ACCT_0221,RETAIL,2021-06-03,ACTIVE,SOUTH
SYNTHETIC_ACCT_0222,SMALL_BIZ,2022-03-14,ACTIVE,NORTH
SYNTHETIC_ACCT_0223,SMALL_BIZ,2022-09-18,ACTIVE,SOUTH
SYNTHETIC_ACCT_0224,RETAIL,2021-07-30,ACTIVE,WEST
SYNTHETIC_ACCT_0225,RETAIL,2020-12-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0226,STUDENT,2022-05-26,ACTIVE,NORTH
SYNTHETIC_ACCT_0227,RETAIL,2023-12-28,ACTIVE,SOUTH
SYNTHETIC_ACCT_0228,SMALL_BIZ,2021-04-05,CLOSED,WEST
SYNTHETIC_ACCT_0229,RETAIL,2023-03-04,ACTIVE,EAST
SYNTHETIC_ACCT_0230,WEALTH,2022-06-09,ACTIVE,NORTH
SYNTHETIC_ACCT_0231,RETAIL,2024-06-24,ACTIVE,NORTH
SYNTHETIC_ACCT_0232,WEALTH,2022-07-25,ACTIVE,SOUTH
SYNTHETIC_ACCT_0233,STUDENT,2022-12-02,ACTIVE,WEST
SYNTHETIC_ACCT_0234,RETAIL,2024-08-23,ACTIVE,SOUTH
SYNTHETIC_ACCT_0235,WEALTH,2021-11-18,ACTIVE,SOUTH
SYNTHETIC_ACCT_0236,WEALTH,2022-11-17,ACTIVE,NORTH
SYNTHETIC_ACCT_0237,STUDENT,2023-07-13,ACTIVE,NORTH
SYNTHETIC_ACCT_0238,STUDENT,2024-09-21,ACTIVE,NORTH
SYNTHETIC_ACCT_0239,RETAIL,2023-06-24,ACTIVE,NORTH
SYNTHETIC_ACCT_0240,WEALTH,2022-11-19,ACTIVE,EAST
SYNTHETIC_ACCT_0241,RETAIL,2023-06-14,ACTIVE,EAST
SYNTHETIC_ACCT_0242,WEALTH,2024-11-24,SUSPENDED,NORTH
SYNTHETIC_ACCT_0243,RETAIL,2020-04-15,ACTIVE,NORTH
SYNTHETIC_ACCT_0244,STUDENT,2020-11-27,ACTIVE,WEST
SYNTHETIC_ACCT_0245,WEALTH,2022-07-05,ACTIVE,SOUTH
SYNTHETIC_ACCT_0246,STUDENT,2023-11-23,ACTIVE,EAST
SYNTHETIC_ACCT_0247,SMALL_BIZ,2021-07-07,ACTIVE,EAST
SYNTHETIC_ACCT_0248,WEALTH,2022-05-03,ACTIVE,NORTH
SYNTHETIC_ACCT_0249,SMALL_BIZ,2022-09-21,ACTIVE,SOUTH
SYNTHETIC_ACCT_0250,STUDENT,2024-07-22,ACTIVE,WEST
SYNTHETIC_ACCT_0251,WEALTH,2024-01-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0252,RETAIL,2023-06-08,SUSPENDED,NORTH
SYNTHETIC_ACCT_0253,SMALL_BIZ,2024-05-18,ACTIVE,WEST
SYNTHETIC_ACCT_0254,STUDENT,2023-12-13,ACTIVE,SOUTH
SYNTHETIC_ACCT_0255,STUDENT,2022-05-03,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0256,RETAIL,2020-07-19,ACTIVE,EAST
SYNTHETIC_ACCT_0257,WEALTH,2021-09-28,ACTIVE,EAST
SYNTHETIC_ACCT_0258,WEALTH,2020-10-12,ACTIVE,SOUTH
SYNTHETIC_ACCT_0259,STUDENT,2023-07-14,ACTIVE,SOUTH
SYNTHETIC_ACCT_0260,SMALL_BIZ,2024-01-22,ACTIVE,SOUTH
SYNTHETIC_ACCT_0261,WEALTH,2024-07-22,ACTIVE,EAST
SYNTHETIC_ACCT_0262,SMALL_BIZ,2022-01-27,CLOSED,SOUTH
SYNTHETIC_ACCT_0263,RETAIL,2021-04-03,ACTIVE,NORTH
SYNTHETIC_ACCT_0264,RETAIL,2024-11-22,ACTIVE,SOUTH
SYNTHETIC_ACCT_0265,STUDENT,2022-10-28,ACTIVE,EAST
SYNTHETIC_ACCT_0266,SMALL_BIZ,2024-04-01,ACTIVE,SOUTH
SYNTHETIC_ACCT_0267,SMALL_BIZ,2024-07-01,ACTIVE,SOUTH
SYNTHETIC_ACCT_0268,STUDENT,2021-07-15,ACTIVE,NORTH
SYNTHETIC_ACCT_0269,RETAIL,2021-05-06,SUSPENDED,EAST
SYNTHETIC_ACCT_0270,SMALL_BIZ,2024-09-16,ACTIVE,EAST
SYNTHETIC_ACCT_0271,SMALL_BIZ,2024-09-02,ACTIVE,EAST
SYNTHETIC_ACCT_0272,RETAIL,2021-07-23,ACTIVE,NORTH
SYNTHETIC_ACCT_0273,WEALTH,2022-08-17,ACTIVE,SOUTH
SYNTHETIC_ACCT_0274,WEALTH,2024-06-25,ACTIVE,NORTH
SYNTHETIC_ACCT_0275,STUDENT,2021-11-05,ACTIVE,NORTH
SYNTHETIC_ACCT_0276,STUDENT,2024-05-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0277,RETAIL,2021-04-04,ACTIVE,WEST
SYNTHETIC_ACCT_0278,WEALTH,2022-08-15,ACTIVE,EAST
SYNTHETIC_ACCT_0279,STUDENT,2024-08-18,ACTIVE,EAST
SYNTHETIC_ACCT_0280,STUDENT,2022-08-02,ACTIVE,EAST
SYNTHETIC_ACCT_0281,SMALL_BIZ,2022-09-23,ACTIVE,SOUTH
SYNTHETIC_ACCT_0282,RETAIL,2022-06-26,ACTIVE,WEST
SYNTHETIC_ACCT_0283,RETAIL,2020-04-26,ACTIVE,WEST
SYNTHETIC_ACCT_0284,WEALTH,2022-05-03,ACTIVE,SOUTH
SYNTHETIC_ACCT_0285,RETAIL,2024-08-18,CLOSED,SOUTH
SYNTHETIC_ACCT_0286,STUDENT,2024-06-02,SUSPENDED,EAST
SYNTHETIC_ACCT_0287,SMALL_BIZ,2024-02-07,ACTIVE,EAST
SYNTHETIC_ACCT_0288,SMALL_BIZ,2021-12-30,ACTIVE,NORTH
SYNTHETIC_ACCT_0289,RETAIL,2022-10-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0290,WEALTH,2024-03-17,ACTIVE,WEST
SYNTHETIC_ACCT_0291,WEALTH,2024-08-14,SUSPENDED,WEST
SYNTHETIC_ACCT_0292,RETAIL,2020-12-04,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0293,SMALL_BIZ,2021-06-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0294,STUDENT,2023-11-23,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0295,RETAIL,2022-09-05,CLOSED,SOUTH
SYNTHETIC_ACCT_0296,STUDENT,2022-11-27,ACTIVE,SOUTH
SYNTHETIC_ACCT_0297,SMALL_BIZ,2020-11-08,ACTIVE,NORTH
SYNTHETIC_ACCT_0298,RETAIL,2021-03-05,ACTIVE,NORTH
SYNTHETIC_ACCT_0299,STUDENT,2021-07-23,ACTIVE,EAST
SYNTHETIC_ACCT_0300,STUDENT,2023-03-11,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0301,STUDENT,2022-09-26,ACTIVE,WEST
SYNTHETIC_ACCT_0302,STUDENT,2023-12-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0303,STUDENT,2022-04-24,ACTIVE,WEST
SYNTHETIC_ACCT_0304,STUDENT,2020-03-24,ACTIVE,WEST
SYNTHETIC_ACCT_0305,STUDENT,2024-04-26,ACTIVE,SOUTH
SYNTHETIC_ACCT_0306,WEALTH,2022-07-04,ACTIVE,NORTH
SYNTHETIC_ACCT_0307,STUDENT,2022-02-03,CLOSED,NORTH
SYNTHETIC_ACCT_0308,RETAIL,2021-05-08,ACTIVE,NORTH
SYNTHETIC_ACCT_0309,WEALTH,2020-07-23,CLOSED,NORTH
SYNTHETIC_ACCT_0310,RETAIL,2020-09-13,CLOSED,WEST
SYNTHETIC_ACCT_0311,SMALL_BIZ,2024-10-10,ACTIVE,NORTH
SYNTHETIC_ACCT_0312,SMALL_BIZ,2024-03-07,ACTIVE,EAST
SYNTHETIC_ACCT_0313,SMALL_BIZ,2021-01-26,ACTIVE,NORTH
SYNTHETIC_ACCT_0314,WEALTH,2021-06-30,ACTIVE,SOUTH
SYNTHETIC_ACCT_0315,WEALTH,2021-06-24,ACTIVE,WEST
SYNTHETIC_ACCT_0316,SMALL_BIZ,2023-06-30,CLOSED,WEST
SYNTHETIC_ACCT_0317,SMALL_BIZ,2021-08-07,ACTIVE,SOUTH
SYNTHETIC_ACCT_0318,WEALTH,2022-10-31,ACTIVE,SOUTH
SYNTHETIC_ACCT_0319,SMALL_BIZ,2022-08-28,ACTIVE,EAST
SYNTHETIC_ACCT_0320,WEALTH,2022-10-22,ACTIVE,EAST
SYNTHETIC_ACCT_0321,RETAIL,2020-08-11,CLOSED,NORTH
SYNTHETIC_ACCT_0322,WEALTH,2020-01-10,ACTIVE,NORTH
SYNTHETIC_ACCT_0323,WEALTH,2021-11-30,ACTIVE,EAST
SYNTHETIC_ACCT_0324,WEALTH,2022-10-24,ACTIVE,SOUTH
SYNTHETIC_ACCT_0325,WEALTH,2023-01-24,ACTIVE,WEST
