account_id,balance_date,closing_balance,seven_day_moving_avg_balance
SYNTHETIC_ACCT_0001,2024-11-24,23704.85,22607.45857142857
SYNTHETIC_ACCT_0001,2024-11-25,24291.44,22888.96857142857
SYNTHETIC_ACCT_0001,2024-11-26,24082.46,23211.714285714286
SYNTHETIC_ACCT_0001,2024-11-27,24956.7,23572.75142857143
SYNTHETIC_ACCT_0001,2024-11-28,24689.78,23878.36285714286
SYNTHETIC_ACCT_0001,2024-11-29,24883.49,24237.57428571428
SYNTHETIC_ACCT_0001,2024-11-30,25636.15,24606.41
SYNTHETIC_ACCT_0001,2024-12-01,25968.92,24929.84857142857
SYNTHETIC_ACCT_0001,2024-12-02,26668.22,25269.38857142857
SYNTHETIC_ACCT_0001,2024-12-03,26588.91,25627.45285714286
SYNTHETIC_ACCT_0001,2024-12-04,26890.32,25903.684285714287
SYNTHETIC_ACCT_0001,2024-12-05,27283.11,26274.16
SYNTHETIC_ACCT_0001,2024-12-06,27847.87,26697.64285714286
SYNTHETIC_ACCT_0001,2024-12-07,27905.25,27021.799999999996
SYNTHETIC_ACCT_0001,2024-12-08,27858.73,27291.772857142863
SYNTHETIC_ACCT_0001,2024-12-09,28728.76,27586.135714285716
SYNTHETIC_ACCT_0001,2024-12-10,29586.19,28014.318571428572
SYNTHETIC_ACCT_0001,2024-12-11,30184.85,28484.965714285714
SYNTHETIC_ACCT_0001,2024-12-12,30839.07,28992.96
SYNTHETIC_ACCT_0001,2024-12-13,31354.15,29493.85714285714
SYNTHETIC_ACCT_0001,2024-12-14,31435.53,29998.182857142856
SYNTHETIC_ACCT_0001,2024-12-15,32334.04,30637.512857142858
SYNTHETIC_ACCT_0001,2024-12-16,32333.97,31152.542857142857
SYNTHETIC_ACCT_0001,2024-12-17,31867.69,31478.471428571433
SYNTHETIC_ACCT_0001,2024-12-18,31849.01,31716.208571428575
SYNTHETIC_ACCT_0001,2024-12-19,32508.19,31954.65428571429
SYNTHETIC_ACCT_0001,2024-12-20,32418.65,32106.725714285716
SYNTHETIC_ACCT_0001,2024-12-21,32072.21,32197.679999999997
SYNTHETIC_ACCT_0001,2024-12-22,31784.55,32119.181428571428
SYNTHETIC_ACCT_0001,2024-12-23,31541.46,32005.96571428571
SYNTHETIC_ACCT_0001,2024-12-24,31706.93,31982.999999999996
SYNTHETIC_ACCT_0001,2024-12-25,31365.82,31913.972857142857
SYNTHETIC_ACCT_0001,2024-12-26,31922.84,31830.351428571426
SYNTHETIC_ACCT_0001,2024-12-27,32347.31,31820.16
SYNTHETIC_ACCT_0001,2024-12-28,31965.13,31804.86285714286
SYNTHETIC_ACCT_0001,2024-12-29,31662.82,31787.472857142857
SYNTHETIC_ACCT_0001,2024-12-30,31308.71,31754.222857142857
SYNTHETIC_ACCT_0001,2024-12-31,31514.53,31726.737142857142
SYNTHETIC_ACCT_0002,2024-10-03,12947.81,12947.81
SYNTHETIC_ACCT_0002,2024-10-04,13630.98,13289.395
SYNTHETIC_ACCT_0002,2024-10-05,13229.03,13269.273333333333
SYNTHETIC_ACCT_0002,2024-10-06,13152.42,13240.06
SYNTHETIC_ACCT_0002,2024-10-07,12806.82,13153.412
SYNTHETIC_ACCT_0002,2024-10-08,13141.04,13151.35
SYNTHETIC_ACCT_0002,2024-10-09,13242.26,13164.337142857143
SYNTHETIC_ACCT_0002,2024-10-10,12980.79,13169.048571428571
SYNTHETIC_ACCT_0002,2024-10-11,13701.66,13179.145714285716
SYNTHETIC_ACCT_0002,2024-10-12,14052.48,13296.781428571428
SYNTHETIC_ACCT_0002,2024-10-13,14546.4,13495.921428571428
SYNTHETIC_ACCT_0002,2024-10-14,15301.52,13852.307142857142
SYNTHETIC_ACCT_0002,2024-10-15,15634.15,14208.465714285714
SYNTHETIC_ACCT_0002,2024-10-16,15238.56,14493.651428571427
SYNTHETIC_ACCT_0002,2024-10-17,15229.67,14814.919999999998
SYNTHETIC_ACCT_0002,2024-10-18,15955.22,15136.857142857143
SYNTHETIC_ACCT_0002,2024-10-19,16669.98,15510.785714285714
SYNTHETIC_ACCT_0002,2024-10-20,16966.86,15856.565714285713
SYNTHETIC_ACCT_0002,2024-10-21,16775.35,16067.112857142858
SYNTHETIC_ACCT_0002,2024-10-22,17653.1,16355.534285714284
SYNTHETIC_ACCT_0002,2024-10-23,18638.53,16841.244285714285
SYNTHETIC_ACCT_0002,2024-10-24,18744.83,17343.41
SYNTHETIC_ACCT_0002,2024-10-25,19596.44,17863.584285714285
SYNTHETIC_ACCT_0002,2024-10-26,20327.57,18386.097142857143
SYNTHETIC_ACCT_0002,2024-10-27,20180.43,18845.178571428572
SYNTHETIC_ACCT_0002,2024-10-28,20748.09,19412.712857142855
SYNTHETIC_ACCT_0002,2024-10-29,21241.82,19925.38714285714
SYNTHETIC_ACCT_0002,2024-10-30,22006.81,20406.57
SYNTHETIC_ACCT_0002,2024-10-31,23002.99,21014.87857142857
SYNTHETIC_ACCT_0002,2024-11-01,23475.57,21569.04
SYNTHETIC_ACCT_0002,2024-11-02,24438.03,22156.248571428576
SYNTHETIC_ACCT_0002,2024-11-03,25228.26,22877.367142857143
SYNTHETIC_ACCT_0002,2024-11-04,25663.13,23579.515714285717
SYNTHETIC_ACCT_0002,2024-11-05,25740.2,24222.141428571427
SYNTHETIC_ACCT_0002,2024-11-06,26107.11,24807.89857142857
SYNTHETIC_ACCT_0002,2024-11-07,26010.99,25237.612857142853
SYNTHETIC_ACCT_0002,2024-11-08,26978.34,25738.00857142857
SYNTHETIC_ACCT_0002,2024-11-09,27348.74,26153.824285714283
SYNTHETIC_ACCT_0002,2024-11-10,28324.11,26596.088571428572
SYNTHETIC_ACCT_0002,2024-11-11,28599.53,27015.574285714283
SYNTHETIC_ACCT_0002,2024-11-12,28808.21,27453.86142857143
SYNTHETIC_ACCT_0002,2024-11-13,29334.32,27914.89142857143
SYNTHETIC_ACCT_0002,2024-11-14,28913.48,28329.532857142858
SYNTHETIC_ACCT_0002,2024-11-15,29094.53,28631.845714285715
SYNTHETIC_ACCT_0002,2024-11-16,29226.05,28900.032857142858
SYNTHETIC_ACCT_0002,2024-11-17,28977.31,28993.347142857143
SYNTHETIC_ACCT_0002,2024-11-18,29567.77,29131.66714285714
SYNTHETIC_ACCT_0002,2024-11-19,29934.98,29292.634285714284
SYNTHETIC_ACCT_0002,2024-11-20,30648.32,29480.34857142857
SYNTHETIC_ACCT_0002,2024-11-21,30338.55,29683.93
SYNTHETIC_ACCT_0002,2024-11-22,30037.36,29818.619999999995
SYNTHETIC_ACCT_0002,2024-11-23,30649.5,30021.969999999998
SYNTHETIC_ACCT_0002,2024-11-24,31138.23,30330.67285714286
SYNTHETIC_ACCT_0002,2024-11-25,31365.61,30587.50714285715
SYNTHETIC_ACCT_0002,2024-11-26,32341.72,30931.327142857142
SYNTHETIC_ACCT_0002,2024-11-27,33098.14,31281.301428571427
SYNTHETIC_ACCT_0002,2024-11-28,32955.06,31655.088571428572
SYNTHETIC_ACCT_0002,2024-11-29,33321.7,32124.280000000002
SYNTHETIC_ACCT_0002,2024-11-30,33954.93,32596.484285714287
SYNTHETIC_ACCT_0002,2024-12-01,34169.28,33029.491428571426
SYNTHETIC_ACCT_0002,2024-12-02,34019.77,33408.65714285714
SYNTHETIC_ACCT_0002,2024-12-03,33737.49,33608.05285714285
SYNTHETIC_ACCT_0002,2024-12-04,33810.5,33709.81857142857
SYNTHETIC_ACCT_0002,2024-12-05,33456.55,33781.46
SYNTHETIC_ACCT_0002,2024-12-06,33872.28,33860.11428571428
SYNTHETIC_ACCT_0002,2024-12-07,33772.91,33834.11142857142
SYNTHETIC_ACCT_0002,2024-12-08,33964.57,33804.86714285715
SYNTHETIC_ACCT_0002,2024-12-09,34620.32,33890.66
SYNTHETIC_ACCT_0002,2024-12-10,34590.22,34012.478571428575
SYNTHETIC_ACCT_0002,2024-12-11,34108.16,34055.00142857143
SYNTHETIC_ACCT_0002,2024-12-12,34135.43,34151.98428571429
SYNTHETIC_ACCT_0002,2024-12-13,33670.98,34123.22714285715
SYNTHETIC_ACCT_0002,2024-12-14,34596.71,34240.91285714286
SYNTHETIC_ACCT_0002,2024-12-15,34226.29,34278.30142857143
SYNTHETIC_ACCT_0002,2024-12-16,34575.39,34271.88285714285
SYNTHETIC_ACCT_0002,2024-12-17,34455.39,34252.62142857143
SYNTHETIC_ACCT_0002,2024-12-18,34635.56,34327.96428571428
SYNTHETIC_ACCT_0002,2024-12-19,34521.56,34383.125714285714
SYNTHETIC_ACCT_0002,2024-12-20,34595.76,34515.23714285714
SYNTHETIC_ACCT_0002,2024-12-21,34362.65,34481.8
SYNTHETIC_ACCT_0002,2024-12-22,34778.1,34560.63
SYNTHETIC_ACCT_0002,2024-12-23,35089.05,34634.01
SYNTHETIC_ACCT_0002,2024-12-24,35957.96,34848.66285714285
SYNTHETIC_ACCT_0002,2024-12-25,35563.58,34981.23714285714
SYNTHETIC_ACCT_0002,2024-12-26,36408.35,35250.77857142857
SYNTHETIC_ACCT_0002,2024-12-27,36905.26,35580.70714285715
SYNTHETIC_ACCT_0002,2024-12-28,37267.22,35995.64571428572
SYNTHETIC_ACCT_0002,2024-12-29,37484.43,36382.264285714286
SYNTHETIC_ACCT_0002,2024-12-30,37794.62,36768.77428571429
SYNTHETIC_ACCT_0002,2024-12-31,37476.43,36985.69857142857
SYNTHETIC_ACCT_0003,2024-10-03,34192.71,34192.71
SYNTHETIC_ACCT_0003,2024-10-04,34240.74,34216.725
SYNTHETIC_ACCT_0003,2024-10-05,34881.42,34438.29
SYNTHETIC_ACCT_0003,2024-10-06,34440.42,34438.822499999995
SYNTHETIC_ACCT_0003,2024-10-07,35285.11,34608.079999999994
SYNTHETIC_ACCT_0003,2024-10-08,36112.93,34858.88833333333
SYNTHETIC_ACCT_0003,2024-10-09,35902.57,35007.98571428571
SYNTHETIC_ACCT_0003,2024-10-10,35985.72,35264.13
SYNTHETIC_ACCT_0003,2024-10-11,36286.63,35556.4
SYNTHETIC_ACCT_0003,2024-10-12,35842.19,35693.65285714286
SYNTHETIC_ACCT_0003,2024-10-13,35950.45,35909.37142857143
SYNTHETIC_ACCT_0003,2024-10-14,36138.01,36031.21428571428
SYNTHETIC_ACCT_0003,2024-10-15,36749.59,36122.165714285715
SYNTHETIC_ACCT_0003,2024-10-16,36982.93,36276.502857142856
SYNTHETIC_ACCT_0003,2024-10-17,36551.63,36357.34714285714
SYNTHETIC_ACCT_0003,2024-10-18,37000.62,36459.345714285715
SYNTHETIC_ACCT_0003,2024-10-19,37184.9,36651.161428571424
SYNTHETIC_ACCT_0003,2024-10-20,36856.17,36780.549999999996
SYNTHETIC_ACCT_0003,2024-10-21,37562.85,36984.09857142857
SYNTHETIC_ACCT_0003,2024-10-22,37549.2,37098.32857142857
SYNTHETIC_ACCT_0003,2024-10-23,37531.58,37176.70714285714
SYNTHETIC_ACCT_0003,2024-10-24,37921.21,37372.36142857143
SYNTHETIC_ACCT_0003,2024-10-25,38557.54,37594.77857142857
SYNTHETIC_ACCT_0003,2024-10-26,38715.53,37813.439999999995
SYNTHETIC_ACCT_0003,2024-10-27,39402.11,38177.14571428572
SYNTHETIC_ACCT_0003,2024-10-28,38925.56,38371.81857142857
SYNTHETIC_ACCT_0003,2024-10-29,39814.77,38695.471428571436
SYNTHETIC_ACCT_0003,2024-10-30,39939.1,39039.40285714286
SYNTHETIC_ACCT_0003,2024-10-31,39748.34,39300.42142857142
SYNTHETIC_ACCT_0003,2024-11-01,39607.22,39450.375714285714
SYNTHETIC_ACCT_0003,2024-11-02,39377.22,39544.90285714286
SYNTHETIC_ACCT_0003,2024-11-03,40116.95,39647.02285714285
SYNTHETIC_ACCT_0003,2024-11-04,39970.41,39796.287142857145
SYNTHETIC_ACCT_0003,2024-11-05,40398.79,39879.71857142857
SYNTHETIC_ACCT_0003,2024-11-06,40227.7,39920.94714285714
SYNTHETIC_ACCT_0003,2024-11-07,39807.3,39929.369999999995
SYNTHETIC_ACCT_0003,2024-11-08,40053.57,39993.13428571429
SYNTHETIC_ACCT_0003,2024-11-09,40520.86,40156.51142857142
SYNTHETIC_ACCT_0003,2024-11-10,40946.09,40274.96
SYNTHETIC_ACCT_0003,2024-11-11,41556.72,40501.57571428571
SYNTHETIC_ACCT_0003,2024-11-12,41784.31,40699.50714285714
SYNTHETIC_ACCT_0003,2024-11-13,42173.37,40977.46000000001
SYNTHETIC_ACCT_0003,2024-11-14,42018.46,41293.340000000004
SYNTHETIC_ACCT_0003,2024-11-15,42625.08,41660.69857142856
SYNTHETIC_ACCT_0003,2024-11-16,42235.37,41905.62857142857
SYNTHETIC_ACCT_0003,2024-11-17,41952.78,42049.44142857142
SYNTHETIC_ACCT_0003,2024-11-18,42013.01,42114.62571428571
SYNTHETIC_ACCT_0003,2024-11-19,42976.34,42284.91571428572
SYNTHETIC_ACCT_0003,2024-11-20,42565.82,42340.979999999996
SYNTHETIC_ACCT_0003,2024-11-21,42693.16,42437.36571428572
SYNTHETIC_ACCT_0003,2024-11-22,43098.61,42505.01285714286
SYNTHETIC_ACCT_0003,2024-11-23,43956.98,42750.95714285714
SYNTHETIC_ACCT_0003,2024-11-24,43586.69,42984.37285714286
SYNTHETIC_ACCT_0003,2024-11-25,43974.06,43264.52285714286
SYNTHETIC_ACCT_0003,2024-11-26,44578.33,43493.37857142858
SYNTHETIC_ACCT_0003,2024-11-27,44411.94,43757.11
SYNTHETIC_ACCT_0003,2024-11-28,45259.32,44123.70428571429
SYNTHETIC_ACCT_0003,2024-11-29,45859.53,44518.12142857142
SYNTHETIC_ACCT_0003,2024-11-30,46078.43,44821.18571428571
SYNTHETIC_ACCT_0003,2024-12-01,46321.36,45211.85285714286
SYNTHETIC_ACCT_0003,2024-12-02,47246.26,45679.31
SYNTHETIC_ACCT_0003,2024-12-03,48244.69,46203.07571428572
SYNTHETIC_ACCT_0003,2024-12-04,48799.65,46829.891428571435
SYNTHETIC_ACCT_0003,2024-12-05,49764.28,47473.45714285715
SYNTHETIC_ACCT_0003,2024-12-06,49541.7,47999.48142857144
SYNTHETIC_ACCT_0003,2024-12-07,49043.75,48423.09857142857
SYNTHETIC_ACCT_0003,2024-12-08,49340.13,48854.351428571434
SYNTHETIC_ACCT_0003,2024-12-09,49653.78,49198.282857142854
SYNTHETIC_ACCT_0003,2024-12-10,50084.46,49461.10714285715
SYNTHETIC_ACCT_0003,2024-12-11,51002.44,49775.79142857143
SYNTHETIC_ACCT_0003,2024-12-12,51076.87,49963.30428571429
SYNTHETIC_ACCT_0003,2024-12-13,50839.77,50148.74285714286
SYNTHETIC_ACCT_0003,2024-12-14,50547.38,50363.54714285715
SYNTHETIC_ACCT_0003,2024-12-15,50765.12,50567.11714285713
SYNTHETIC_ACCT_0003,2024-12-16,51394.88,50815.845714285715
SYNTHETIC_ACCT_0003,2024-12-17,51650.23,51039.527142857136
SYNTHETIC_ACCT_0003,2024-12-18,51668.07,51134.61714285715
SYNTHETIC_ACCT_0003,2024-12-19,51873.32,51248.39571428572
SYNTHETIC_ACCT_0003,2024-12-20,52051.29,51421.469999999994
SYNTHETIC_ACCT_0003,2024-12-21,51833.82,51605.24714285715
SYNTHETIC_ACCT_0003,2024-12-22,52680.74,51878.90714285714
SYNTHETIC_ACCT_0003,2024-12-23,52427.89,52026.48
SYNTHETIC_ACCT_0003,2024-12-24,53240.38,52253.64428571429
SYNTHETIC_ACCT_0003,2024-12-25,53365.18,52496.08857142857
SYNTHETIC_ACCT_0003,2024-12-26,53385.23,52712.07571428571
SYNTHETIC_ACCT_0003,2024-12-27,53168.82,52871.72285714286
SYNTHETIC_ACCT_0003,2024-12-28,53635.83,53129.15285714286
SYNTHETIC_ACCT_0003,2024-12-29,54316.07,53362.77142857143
SYNTHETIC_ACCT_0003,2024-12-30,55078.93,53741.491428571426
SYNTHETIC_ACCT_0003,2024-12-31,55926.35,54125.201428571425
SYNTHETIC_ACCT_0004,2024-10-03,25168.25,25168.25
SYNTHETIC_ACCT_0004,2024-10-04,25094.82,25131.535
SYNTHETIC_ACCT_0004,2024-10-05,25662.54,25308.536666666667
SYNTHETIC_ACCT_0004,2024-10-06,25404.42,25332.5075
SYNTHETIC_ACCT_0004,2024-10-07,25094.13,25284.832000000002
SYNTHETIC_ACCT_0004,2024-10-08,25654.83,25346.498333333333
SYNTHETIC_ACCT_0004,2024-10-09,25714.2,25399.027142857143
SYNTHETIC_ACCT_0004,2024-10-10,25396.44,25431.625714285714
SYNTHETIC_ACCT_0004,2024-10-11,26318.12,25606.382857142857
SYNTHETIC_ACCT_0004,2024-10-12,27281.52,25837.665714285715
SYNTHETIC_ACCT_0004,2024-10-13,28125.49,26226.389999999996
SYNTHETIC_ACCT_0004,2024-10-14,28625.82,26730.917142857146
SYNTHETIC_ACCT_0004,2024-10-15,28633.85,27156.49142857143
SYNTHETIC_ACCT_0004,2024-10-16,28342.98,27532.031428571434
SYNTHETIC_ACCT_0004,2024-10-17,28769.26,28013.862857142864
SYNTHETIC_ACCT_0004,2024-10-18,28351.81,28304.390000000003
SYNTHETIC_ACCT_0004,2024-10-19,29023.74,28553.278571428567
SYNTHETIC_ACCT_0004,2024-10-20,29331.36,28725.545714285716
SYNTHETIC_ACCT_0004,2024-10-21,30295.12,28964.01714285714
SYNTHETIC_ACCT_0004,2024-10-22,30702.74,29259.57285714286
SYNTHETIC_ACCT_0004,2024-10-23,30799.08,29610.444285714282
SYNTHETIC_ACCT_0004,2024-10-24,30858.33,29908.882857142857
SYNTHETIC_ACCT_0004,2024-10-25,31669.78,30382.87857142857
SYNTHETIC_ACCT_0004,2024-10-26,32282.07,30848.354285714286
SYNTHETIC_ACCT_0004,2024-10-27,32990.58,31371.100000000002
SYNTHETIC_ACCT_0004,2024-10-28,32699.93,31714.644285714287
SYNTHETIC_ACCT_0004,2024-10-29,32654.78,31993.507142857146
SYNTHETIC_ACCT_0004,2024-10-30,32253.95,32201.345714285715
SYNTHETIC_ACCT_0004,2024-10-31,31763.88,32330.71
SYNTHETIC_ACCT_0004,2024-11-01,32097.6,32391.827142857142
SYNTHETIC_ACCT_0004,2024-11-02,31896.49,32336.744285714285
SYNTHETIC_ACCT_0004,2024-11-03,31459.84,32118.067142857144
SYNTHETIC_ACCT_0004,2024-11-04,31700.99,31975.361428571425
SYNTHETIC_ACCT_0004,2024-11-05,31432.03,31800.682857142856
SYNTHETIC_ACCT_0004,2024-11-06,31640.84,31713.09571428571
SYNTHETIC_ACCT_0004,2024-11-07,31409.9,31662.527142857143
SYNTHETIC_ACCT_0004,2024-11-08,31088.93,31518.431428571428
SYNTHETIC_ACCT_0004,2024-11-09,31487.27,31459.971428571425
SYNTHETIC_ACCT_0004,2024-11-10,32289.79,31578.535714285714
SYNTHETIC_ACCT_0004,2024-11-11,32349.59,31671.192857142854
SYNTHETIC_ACCT_0004,2024-11-12,32093.86,31765.739999999998
SYNTHETIC_ACCT_0004,2024-11-13,32129.94,31835.611428571432
SYNTHETIC_ACCT_0004,2024-11-14,32998.1,32062.497142857144
SYNTHETIC_ACCT_0004,2024-11-15,33456.52,32400.72428571428
SYNTHETIC_ACCT_0004,2024-11-16,33231.39,32649.884285714284
SYNTHETIC_ACCT_0004,2024-11-17,33215.3,32782.09999999999
SYNTHETIC_ACCT_0004,2024-11-18,33122.49,32892.514285714286
SYNTHETIC_ACCT_0004,2024-11-19,33492.56,33092.32857142857
SYNTHETIC_ACCT_0004,2024-11-20,33414.69,33275.864285714284
SYNTHETIC_ACCT_0004,2024-11-21,33068.32,33285.89571428572
SYNTHETIC_ACCT_0004,2024-11-22,33760.98,33329.39
SYNTHETIC_ACCT_0004,2024-11-23,34530.08,33514.91714285715
SYNTHETIC_ACCT_0004,2024-11-24,34656.1,33720.74571428572
SYNTHETIC_ACCT_0004,2024-11-25,35541.21,34066.27714285714
SYNTHETIC_ACCT_0004,2024-11-26,35249.73,34317.30142857143
SYNTHETIC_ACCT_0004,2024-11-27,35895.11,34671.647142857146
SYNTHETIC_ACCT_0004,2024-11-28,36511.8,35163.572857142855
SYNTHETIC_ACCT_0004,2024-11-29,37043.87,35632.557142857135
SYNTHETIC_ACCT_0004,2024-11-30,37181.08,36011.27142857143
SYNTHETIC_ACCT_0004,2024-12-01,37843.12,36466.56
SYNTHETIC_ACCT_0004,2024-12-02,37392.31,36731.00285714286
SYNTHETIC_ACCT_0004,2024-12-03,37070.69,36991.14
SYNTHETIC_ACCT_0004,2024-12-04,37702.52,37249.34142857143
SYNTHETIC_ACCT_0004,2024-12-05,38083.92,37473.93
SYNTHETIC_ACCT_0004,2024-12-06,37720.09,37570.532857142854
SYNTHETIC_ACCT_0004,2024-12-07,37741.84,37650.64142857143
SYNTHETIC_ACCT_0004,2024-12-08,37604.57,37616.56285714286
SYNTHETIC_ACCT_0004,2024-12-09,38249.44,37739.009999999995
SYNTHETIC_ACCT_0004,2024-12-10,38007.1,37872.782857142854
SYNTHETIC_ACCT_0004,2024-12-11,38893.45,38042.91571428571
SYNTHETIC_ACCT_0004,2024-12-12,38943.14,38165.66142857143
SYNTHETIC_ACCT_0004,2024-12-13,38714.41,38307.70714285715
SYNTHETIC_ACCT_0004,2024-12-14,38985.79,38485.41428571429
SYNTHETIC_ACCT_0004,2024-12-15,38671.21,38637.791428571436
SYNTHETIC_ACCT_0004,2024-12-16,39228.31,38777.63
SYNTHETIC_ACCT_0004,2024-12-17,39468.88,38986.455714285716
SYNTHETIC_ACCT_0004,2024-12-18,39999.45,39144.455714285716
SYNTHETIC_ACCT_0004,2024-12-19,39935.33,39286.19714285714
SYNTHETIC_ACCT_0004,2024-12-20,40777.46,39580.91857142858
SYNTHETIC_ACCT_0004,2024-12-21,40546.41,39803.864285714284
SYNTHETIC_ACCT_0004,2024-12-22,40640.96,40085.25714285714
SYNTHETIC_ACCT_0004,2024-12-23,40356.01,40246.357142857145
SYNTHETIC_ACCT_0004,2024-12-24,40968.16,40460.54
SYNTHETIC_ACCT_0004,2024-12-25,41930.97,40736.471428571436
SYNTHETIC_ACCT_0004,2024-12-26,41615.11,40976.44
SYNTHETIC_ACCT_0004,2024-12-27,42262.34,41188.56571428571
SYNTHETIC_ACCT_0004,2024-12-28,43177.18,41564.39000000001
SYNTHETIC_ACCT_0004,2024-12-29,44158.46,42066.89
SYNTHETIC_ACCT_0004,2024-12-30,43820.52,42561.82
SYNTHETIC_ACCT_0004,2024-12-31,44734.12,43099.81428571429
SYNTHETIC_ACCT_0005,2024-10-03,24446.87,24446.87
SYNTHETIC_ACCT_0005,2024-10-04,24175.97,24311.42
SYNTHETIC_ACCT_0005,2024-10-05,24667.59,24430.14333333333
SYNTHETIC_ACCT_0005,2024-10-06,24470.49,24440.23
SYNTHETIC_ACCT_0005,2024-10-07,24784.15,24509.014000000003
SYNTHETIC_ACCT_0005,2024-10-08,25713.02,24709.681666666667
SYNTHETIC_ACCT_0005,2024-10-09,25788.46,24863.792857142857
SYNTHETIC_ACCT_0005,2024-10-10,25342.43,24991.730000000003
SYNTHETIC_ACCT_0005,2024-10-11,26169.48,25276.517142857145
SYNTHETIC_ACCT_0005,2024-10-12,26743.06,25573.012857142858
SYNTHETIC_ACCT_0005,2024-10-13,27233.18,25967.682857142856
SYNTHETIC_ACCT_0005,2024-10-14,27576.56,26366.59857142857
SYNTHETIC_ACCT_0005,2024-10-15,27818.6,26667.395714285714
SYNTHETIC_ACCT_0005,2024-10-16,28468.31,27050.231428571427
SYNTHETIC_ACCT_0005,2024-10-17,28035.99,27435.02571428571
SYNTHETIC_ACCT_0005,2024-10-18,27576.34,27636.00571428571
SYNTHETIC_ACCT_0005,2024-10-19,27718.56,27775.362857142853
SYNTHETIC_ACCT_0005,2024-10-20,28210.42,27914.968571428577
SYNTHETIC_ACCT_0005,2024-10-21,27837.83,27952.292857142864
SYNTHETIC_ACCT_0005,2024-10-22,27844.22,27955.95285714286
