# SYNTHETIC
account_id,balance_date,closing_balance,txn_count_day
SYNTHETIC_ACCT_0001,2024-11-10,39254.91,2
SYNTHETIC_ACCT_0001,2024-11-11,39620.53,20
SYNTHETIC_ACCT_0001,2024-11-12,39125.65,17
SYNTHETIC_ACCT_0001,2024-11-13,38907.58,1
SYNTHETIC_ACCT_0001,2024-11-14,39267.72,2
SYNTHETIC_ACCT_0001,2024-11-15,38887.14,10
SYNTHETIC_ACCT_0001,2024-11-16,39509.53,1
SYNTHETIC_ACCT_0001,2024-11-17,39948.9,6
SYNTHETIC_ACCT_0001,2024-11-18,40945.54,10
SYNTHETIC_ACCT_0001,2024-11-19,41466.34,2
SYNTHETIC_ACCT_0001,2024-11-20,42010.26,14
SYNTHETIC_ACCT_0001,2024-11-21,41597.16,3
SYNTHETIC_ACCT_0001,2024-11-22,42392.34,16
SYNTHETIC_ACCT_0001,2024-11-23,42615.17,3
SYNTHETIC_ACCT_0001,2024-11-24,43192.97,12
SYNTHETIC_ACCT_0001,2024-11-25,43115.58,17
SYNTHETIC_ACCT_0001,2024-11-26,42965.85,12
SYNTHETIC_ACCT_0001,2024-11-27,42592.13,7
SYNTHETIC_ACCT_0001,2024-11-28,42459.72,9
SYNTHETIC_ACCT_0001,2024-11-29,42654.79,12
SYNTHETIC_ACCT_0001,2024-11-30,42661.78,17
SYNTHETIC_ACCT_0001,2024-12-01,43061.38,5
SYNTHETIC_ACCT_0001,2024-12-02,43954.71,5
SYNTHETIC_ACCT_0001,2024-12-03,44299.65,13
SYNTHETIC_ACCT_0001,2024-12-04,44953.91,20
SYNTHETIC_ACCT_0001,2024-12-05,44805.32,13
SYNTHETIC_ACCT_0001,2024-12-06,45113.16,20
SYNTHETIC_ACCT_0001,2024-12-07,45704.91,5
SYNTHETIC_ACCT_0001,2024-12-08,45656.68,5
SYNTHETIC_ACCT_0001,2024-12-09,46277.45,20
SYNTHETIC_ACCT_0001,2024-12-10,46697.48,10
SYNTHETIC_ACCT_0001,2024-12-11,46800.61,14
SYNTHETIC_ACCT_0001,2024-12-12,47569.62,15
SYNTHETIC_ACCT_0001,2024-12-13,47087.73,19
SYNTHETIC_ACCT_0001,2024-12-14,46592.79,17
SYNTHETIC_ACCT_0001,2024-12-15,46471.2,1
SYNTHETIC_ACCT_0001,2024-12-16,47095.65,15
SYNTHETIC_ACCT_0001,2024-12-17,47704.83,4
SYNTHETIC_ACCT_0001,2024-12-18,47293.89,20
SYNTHETIC_ACCT_0001,2024-12-19,47067.61,3
SYNTHETIC_ACCT_0001,2024-12-20,47487.01,2
SYNTHETIC_ACCT_0001,2024-12-21,47447.81,10
SYNTHETIC_ACCT_0001,2024-12-22,47392.86,8
SYNTHETIC_ACCT_0001,2024-12-23,47389.55,2
SYNTHETIC_ACCT_0001,2024-12-24,47988.7,12
SYNTHETIC_ACCT_0001,2024-12-25,48419.09,15
SYNTHETIC_ACCT_0001,2024-12-26,48615.24,11
SYNTHETIC_ACCT_0001,2024-12-27,48721.78,5
SYNTHETIC_ACCT_0001,2024-12-28,49337.7,5
SYNTHETIC_ACCT_0001,2024-12-29,49483.53,9
SYNTHETIC_ACCT_0001,2024-12-30,49977.47,19
SYNTHETIC_ACCT_0001,2024-12-31,49631.84,10
SYNTHETIC_ACCT_0002,2024-10-03,29514.64,0
SYNTHETIC_ACCT_0002,2024-10-04,29379.84,4
SYNTHETIC_ACCT_0002,2024-10-05,30152.91,18
SYNTHETIC_ACCT_0002,2024-10-06,30670.23,9
SYNTHETIC_ACCT_0002,2024-10-07,30733.97,7
SYNTHETIC_ACCT_0002,2024-10-08,31656.6,18
SYNTHETIC_ACCT_0002,2024-10-09,32467.25,11
SYNTHETIC_ACCT_0002,2024-10-10,32573.35,14
SYNTHETIC_ACCT_0002,2024-10-11,32859.81,4
SYNTHETIC_ACCT_0002,2024-10-12,33249.16,10
SYNTHETIC_ACCT_0002,2024-10-13,33920.78,12
SYNTHETIC_ACCT_0002,2024-10-14,34517.67,5
SYNTHETIC_ACCT_0002,2024-10-15,34238.05,19
SYNTHETIC_ACCT_0002,2024-10-16,35011.62,18
SYNTHETIC_ACCT_0002,2024-10-17,35809.57,3
SYNTHETIC_ACCT_0002,2024-10-18,35951.81,18
SYNTHETIC_ACCT_0002,2024-10-19,36038.77,0
SYNTHETIC_ACCT_0002,2024-10-20,36599.76,2
SYNTHETIC_ACCT_0002,2024-10-21,36196.57,2
SYNTHETIC_ACCT_0002,2024-10-22,36691.99,14
SYNTHETIC_ACCT_0002,2024-10-23,37363.05,1
SYNTHETIC_ACCT_0002,2024-10-24,37101.19,4
SYNTHETIC_ACCT_0002,2024-10-25,37104.03,8
SYNTHETIC_ACCT_0002,2024-10-26,36753.91,9
SYNTHETIC_ACCT_0002,2024-10-27,37083.79,9
SYNTHETIC_ACCT_0002,2024-10-28,37609.88,16
SYNTHETIC_ACCT_0002,2024-10-29,37517.03,14
SYNTHETIC_ACCT_0002,2024-10-30,37490.51,11
SYNTHETIC_ACCT_0002,2024-10-31,37471.35,2
SYNTHETIC_ACCT_0002,2024-11-01,38041.02,14
SYNTHETIC_ACCT_0002,2024-11-02,37653.09,2
SYNTHETIC_ACCT_0002,2024-11-03,38123.16,14
SYNTHETIC_ACCT_0002,2024-11-04,37700.66,16
SYNTHETIC_ACCT_0002,2024-11-05,38010.93,10
SYNTHETIC_ACCT_0002,2024-11-06,38031.58,13
SYNTHETIC_ACCT_0002,2024-11-07,37630.63,16
SYNTHETIC_ACCT_0002,2024-11-08,38143.55,14
SYNTHETIC_ACCT_0002,2024-11-09,38647.64,14
SYNTHETIC_ACCT_0002,2024-11-10,39238.03,15
SYNTHETIC_ACCT_0002,2024-11-11,39933.5,0
SYNTHETIC_ACCT_0002,2024-11-12,40908.46,6
SYNTHETIC_ACCT_0002,2024-11-13,40481.4,3
SYNTHETIC_ACCT_0002,2024-11-14,40370.98,20
SYNTHETIC_ACCT_0002,2024-11-15,40840.41,13
SYNTHETIC_ACCT_0002,2024-11-16,40489.17,4
SYNTHETIC_ACCT_0002,2024-11-17,40897.7,11
SYNTHETIC_ACCT_0002,2024-11-18,40419.8,9
SYNTHETIC_ACCT_0002,2024-11-19,39964.97,11
SYNTHETIC_ACCT_0002,2024-11-20,39920.65,13
SYNTHETIC_ACCT_0002,2024-11-21,40800.37,19
SYNTHETIC_ACCT_0002,2024-11-22,41702.18,2
SYNTHETIC_ACCT_0002,2024-11-23,42682.29,16
SYNTHETIC_ACCT_0002,2024-11-24,42777.28,20
SYNTHETIC_ACCT_0002,2024-11-25,43028.84,14
SYNTHETIC_ACCT_0002,2024-11-26,42884.72,17
SYNTHETIC_ACCT_0002,2024-11-27,43110.77,16
SYNTHETIC_ACCT_0002,2024-11-28,42805.4,9
SYNTHETIC_ACCT_0002,2024-11-29,43476.46,19
SYNTHETIC_ACCT_0002,2024-11-30,43829.08,12
SYNTHETIC_ACCT_0002,2024-12-01,44119.43,4
SYNTHETIC_ACCT_0002,2024-12-02,44642.47,19
SYNTHETIC_ACCT_0002,2024-12-03,44590.24,13
SYNTHETIC_ACCT_0002,2024-12-04,44843.43,15
SYNTHETIC_ACCT_0002,2024-12-05,44853.34,11
SYNTHETIC_ACCT_0002,2024-12-06,45198.36,12
SYNTHETIC_ACCT_0002,2024-12-07,45668.6,1
SYNTHETIC_ACCT_0002,2024-12-08,45174.66,14
SYNTHETIC_ACCT_0002,2024-12-09,44917.34,4
SYNTHETIC_ACCT_0002,2024-12-10,44445.1,2
SYNTHETIC_ACCT_0002,2024-12-11,44262.35,8
SYNTHETIC_ACCT_0002,2024-12-12,44072.08,19
SYNTHETIC_ACCT_0002,2024-12-13,44088.81,17
SYNTHETIC_ACCT_0002,2024-12-14,44534.97,9
SYNTHETIC_ACCT_0002,2024-12-15,44416.3,15
SYNTHETIC_ACCT_0002,2024-12-16,45338.87,2
SYNTHETIC_ACCT_0002,2024-12-17,45313.7,16
SYNTHETIC_ACCT_0002,2024-12-18,45888.62,8
SYNTHETIC_ACCT_0002,2024-12-19,46513.8,7
SYNTHETIC_ACCT_0002,2024-12-20,46020.87,1
SYNTHETIC_ACCT_0002,2024-12-21,46188.46,20
SYNTHETIC_ACCT_0002,2024-12-22,46441.94,10
SYNTHETIC_ACCT_0002,2024-12-23,46303.37,14
SYNTHETIC_ACCT_0002,2024-12-24,46821.52,11
SYNTHETIC_ACCT_0002,2024-12-25,47719.53,15
SYNTHETIC_ACCT_0002,2024-12-26,47806.94,13
SYNTHETIC_ACCT_0002,2024-12-27,48467.35,8
SYNTHETIC_ACCT_0002,2024-12-28,48190.26,18
SYNTHETIC_ACCT_0002,2024-12-29,48471.93,0
SYNTHETIC_ACCT_0002,2024-12-30,48458.29,18
SYNTHETIC_ACCT_0002,2024-12-31,48021.44,17
SYNTHETIC_ACCT_0003,2024-10-03,35256.95,10
SYNTHETIC_ACCT_0003,2024-10-04,36024.81,7
SYNTHETIC_ACCT_0003,2024-10-05,36827.9,13
SYNTHETIC_ACCT_0003,2024-10-06,37787.47,10
SYNTHETIC_ACCT_0003,2024-10-07,37323.16,11
SYNTHETIC_ACCT_0003,2024-10-08,37424.3,20
SYNTHETIC_ACCT_0003,2024-10-09,36935.87,8
SYNTHETIC_ACCT_0003,2024-10-10,37168.04,15
SYNTHETIC_ACCT_0003,2024-10-11,36679.48,2
SYNTHETIC_ACCT_0003,2024-10-12,36581.9,7
SYNTHETIC_ACCT_0003,2024-10-13,37386.27,11
SYNTHETIC_ACCT_0003,2024-10-14,37799.96,0
SYNTHETIC_ACCT_0003,2024-10-15,37453.27,0
SYNTHETIC_ACCT_0003,2024-10-16,37159.47,15
SYNTHETIC_ACCT_0003,2024-10-17,37761.71,3
SYNTHETIC_ACCT_0003,2024-10-18,37871.48,20
SYNTHETIC_ACCT_0003,2024-10-19,38059.25,1
SYNTHETIC_ACCT_0003,2024-10-20,37990.89,20
SYNTHETIC_ACCT_0003,2024-10-21,38104.08,15
SYNTHETIC_ACCT_0003,2024-10-22,38888.2,8
SYNTHETIC_ACCT_0003,2024-10-23,38754.06,18
SYNTHETIC_ACCT_0003,2024-10-24,39125.88,18
SYNTHETIC_ACCT_0003,2024-10-25,39767.54,19
SYNTHETIC_ACCT_0003,2024-10-26,39571.1,19
SYNTHETIC_ACCT_0003,2024-10-27,40567.84,2
SYNTHETIC_ACCT_0003,2024-10-28,40323.6,16
SYNTHETIC_ACCT_0003,2024-10-29,40842.44,18
SYNTHETIC_ACCT_0003,2024-10-30,41812.85,2
SYNTHETIC_ACCT_0003,2024-10-31,42685.84,15
SYNTHETIC_ACCT_0003,2024-11-01,42699.64,11
SYNTHETIC_ACCT_0003,2024-11-02,43296.6,3
SYNTHETIC_ACCT_0003,2024-11-03,44083.04,16
SYNTHETIC_ACCT_0003,2024-11-04,44904.17,19
SYNTHETIC_ACCT_0003,2024-11-05,44414.08,8
SYNTHETIC_ACCT_0003,2024-11-06,44908.74,1
SYNTHETIC_ACCT_0003,2024-11-07,44552.06,16
SYNTHETIC_ACCT_0003,2024-11-08,45274.44,17
SYNTHETIC_ACCT_0003,2024-11-09,45822.15,9
SYNTHETIC_ACCT_0003,2024-11-10,45839.08,9
SYNTHETIC_ACCT_0003,2024-11-11,45888.71,7
SYNTHETIC_ACCT_0003,2024-11-12,45838.91,14
SYNTHETIC_ACCT_0003,2024-11-13,45683.22,8
SYNTHETIC_ACCT_0003,2024-11-14,46060.32,2
SYNTHETIC_ACCT_0003,2024-11-15,46338.71,11
SYNTHETIC_ACCT_0003,2024-11-16,46493.04,8
SYNTHETIC_ACCT_0003,2024-11-17,46648.14,7
SYNTHETIC_ACCT_0003,2024-11-18,46394.99,18
SYNTHETIC_ACCT_0003,2024-11-19,46854.8,4
SYNTHETIC_ACCT_0003,2024-11-20,47073.75,8
SYNTHETIC_ACCT_0003,2024-11-21,48009.62,2
SYNTHETIC_ACCT_0003,2024-11-22,47634.08,3
SYNTHETIC_ACCT_0003,2024-11-23,48591.13,20
SYNTHETIC_ACCT_0003,2024-11-24,48689.81,13
SYNTHETIC_ACCT_0003,2024-11-25,49684.15,16
SYNTHETIC_ACCT_0003,2024-11-26,50243.66,11
SYNTHETIC_ACCT_0003,2024-11-27,50045.23,18
SYNTHETIC_ACCT_0003,2024-11-28,50345.16,10
SYNTHETIC_ACCT_0003,2024-11-29,50810.3,5
SYNTHETIC_ACCT_0003,2024-11-30,51729.27,12
SYNTHETIC_ACCT_0003,2024-12-01,51508.76,6
SYNTHETIC_ACCT_0003,2024-12-02,51792.81,1
SYNTHETIC_ACCT_0003,2024-12-03,51969.75,8
SYNTHETIC_ACCT_0003,2024-12-04,52757.78,9
SYNTHETIC_ACCT_0003,2024-12-05,52784.32,2
SYNTHETIC_ACCT_0003,2024-12-06,52677.79,17
SYNTHETIC_ACCT_0003,2024-12-07,52354.49,3
SYNTHETIC_ACCT_0003,2024-12-08,53316.17,13
SYNTHETIC_ACCT_0003,2024-12-09,53197.56,6
SYNTHETIC_ACCT_0003,2024-12-10,53042.71,12
SYNTHETIC_ACCT_0003,2024-12-11,53733.85,20
SYNTHETIC_ACCT_0003,2024-12-12,53955.28,15
SYNTHETIC_ACCT_0003,2024-12-13,54932.79,13
SYNTHETIC_ACCT_0003,2024-12-14,55837.22,4
SYNTHETIC_ACCT_0003,2024-12-15,56309.56,18
SYNTHETIC_ACCT_0003,2024-12-16,56453.76,13
SYNTHETIC_ACCT_0003,2024-12-17,56395.37,3
SYNTHETIC_ACCT_0003,2024-12-18,56622.32,18
SYNTHETIC_ACCT_0003,2024-12-19,56686.37,7
SYNTHETIC_ACCT_0003,2024-12-20,56606.33,15
SYNTHETIC_ACCT_0003,2024-12-21,56733.7,3
SYNTHETIC_ACCT_0003,2024-12-22,57544.56,15
SYNTHETIC_ACCT_0003,2024-12-23,58432.36,4
SYNTHETIC_ACCT_0003,2024-12-24,58648.01,15
SYNTHETIC_ACCT_0003,2024-12-25,59341.58,7
SYNTHETIC_ACCT_0003,2024-12-26,59653.71,9
SYNTHETIC_ACCT_0003,2024-12-27,60435.35,7
SYNTHETIC_ACCT_0003,2024-12-28,60304.88,10
SYNTHETIC_ACCT_0003,2024-12-29,60103.01,5
SYNTHETIC_ACCT_0003,2024-12-30,60163.03,2
SYNTHETIC_ACCT_0003,2024-12-31,61162.31,5
SYNTHETIC_ACCT_0004,2024-10-03,22800.4,13
SYNTHETIC_ACCT_0004,2024-10-04,22967.62,0
SYNTHETIC_ACCT_0004,2024-10-05,23395.76,3
SYNTHETIC_ACCT_0004,2024-10-06,23558.34,8
SYNTHETIC_ACCT_0004,2024-10-07,23799.95,15
SYNTHETIC_ACCT_0004,2024-10-08,23992.2,0
SYNTHETIC_ACCT_0004,2024-10-09,24315.28,5
SYNTHETIC_ACCT_0004,2024-10-10,24689.17,4
SYNTHETIC_ACCT_0004,2024-10-11,24198.76,17
SYNTHETIC_ACCT_0004,2024-10-12,24962.02,2
SYNTHETIC_ACCT_0004,2024-10-13,24932.16,16
SYNTHETIC_ACCT_0004,2024-10-14,25021.41,11
SYNTHETIC_ACCT_0004,2024-10-15,25943.8,1
SYNTHETIC_ACCT_0004,2024-10-16,26228.97,0
SYNTHETIC_ACCT_0004,2024-10-17,26225.75,3
SYNTHETIC_ACCT_0004,2024-10-18,26515.29,18
SYNTHETIC_ACCT_0004,2024-10-19,26306.06,3
SYNTHETIC_ACCT_0004,2024-10-20,26506.95,12
SYNTHETIC_ACCT_0004,2024-10-21,26446.54,16
SYNTHETIC_ACCT_0004,2024-10-22,26420.85,20
SYNTHETIC_ACCT_0004,2024-10-23,27115.32,7
SYNTHETIC_ACCT_0004,2024-10-24,27828.72,18
SYNTHETIC_ACCT_0004,2024-10-25,28554.31,1
SYNTHETIC_ACCT_0004,2024-10-26,28070.71,20
SYNTHETIC_ACCT_0004,2024-10-27,28790.17,20
SYNTHETIC_ACCT_0004,2024-10-28,29342.67,4
SYNTHETIC_ACCT_0004,2024-10-29,29738.48,3
SYNTHETIC_ACCT_0004,2024-10-30,30149.87,20
SYNTHETIC_ACCT_0004,2024-10-31,30144.56,19
SYNTHETIC_ACCT_0004,2024-11-01,29951.57,0
SYNTHETIC_ACCT_0004,2024-11-02,30441.88,15
SYNTHETIC_ACCT_0004,2024-11-03,30812.84,1
SYNTHETIC_ACCT_0004,2024-11-04,31168.73,11
SYNTHETIC_ACCT_0004,2024-11-05,30955.98,16
SYNTHETIC_ACCT_0004,2024-11-06,30896.41,4
SYNTHETIC_ACCT_0004,2024-11-07,31830.52,19
SYNTHETIC_ACCT_0004,2024-11-08,32317.64,10
SYNTHETIC_ACCT_0004,2024-11-09,32147.32,2
SYNTHETIC_ACCT_0004,2024-11-10,32585.08,7
SYNTHETIC_ACCT_0004,2024-11-11,32151.97,5
SYNTHETIC_ACCT_0004,2024-11-12,32867.32,10
SYNTHETIC_ACCT_0004,2024-11-13,33009.55,10
SYNTHETIC_ACCT_0004,2024-11-14,33646.45,5
SYNTHETIC_ACCT_0004,2024-11-15,34163.69,15
SYNTHETIC_ACCT_0004,2024-11-16,34832.07,12
SYNTHETIC_ACCT_0004,2024-11-17,34819.73,6
SYNTHETIC_ACCT_0004,2024-11-18,35132.69,15
SYNTHETIC_ACCT_0004,2024-11-19,35477.48,18
SYNTHETIC_ACCT_0004,2024-11-20,35491.56,11
SYNTHETIC_ACCT_0004,2024-11-21,35947.53,1
SYNTHETIC_ACCT_0004,2024-11-22,36186.32,2
SYNTHETIC_ACCT_0004,2024-11-23,36896.67,7
SYNTHETIC_ACCT_0004,2024-11-24,36546.05,2
SYNTHETIC_ACCT_0004,2024-11-25,36688.73,4
SYNTHETIC_ACCT_0004,2024-11-26,36772.58,12
SYNTHETIC_ACCT_0004,2024-11-27,37394.4,8
SYNTHETIC_ACCT_0004,2024-11-28,37153.43,10
SYNTHETIC_ACCT_0004,2024-11-29,37527.72,15
SYNTHETIC_ACCT_0004,2024-11-30,37544.37,7
SYNTHETIC_ACCT_0004,2024-12-01,37255.72,0
SYNTHETIC_ACCT_0004,2024-12-02,37388.96,1
SYNTHETIC_ACCT_0004,2024-12-03,38258.8,15
SYNTHETIC_ACCT_0004,2024-12-04,38242.66,6
SYNTHETIC_ACCT_0004,2024-12-05,37841.23,1
SYNTHETIC_ACCT_0004,2024-12-06,38325.15,11
SYNTHETIC_ACCT_0004,2024-12-07,38511.8,3
SYNTHETIC_ACCT_0004,2024-12-08,38133.19,13
SYNTHETIC_ACCT_0004,2024-12-09,39060.13,14
SYNTHETIC_ACCT_0004,2024-12-10,38648.5,15
SYNTHETIC_ACCT_0004,2024-12-11,38493.46,1
SYNTHETIC_ACCT_0004,2024-12-12,38016.13,19
SYNTHETIC_ACCT_0004,2024-12-13,37993.26,13
SYNTHETIC_ACCT_0004,2024-12-14,38650.29,10
SYNTHETIC_ACCT_0004,2024-12-15,39196.81,12
SYNTHETIC_ACCT_0004,2024-12-16,39420.73,7
SYNTHETIC_ACCT_0004,2024-12-17,39921.69,2
SYNTHETIC_ACCT_0004,2024-12-18,40843.66,2
SYNTHETIC_ACCT_0004,2024-12-19,40628.5,10
SYNTHETIC_ACCT_0004,2024-12-20,40829.75,0
SYNTHETIC_ACCT_0004,2024-12-21,40993.26,20
SYNTHETIC_ACCT_0004,2024-12-22,41530.87,15
SYNTHETIC_ACCT_0004,2024-12-23,41261.84,20
SYNTHETIC_ACCT_0004,2024-12-24,41954.31,13
SYNTHETIC_ACCT_0004,2024-12-25,42920.68,9
SYNTHETIC_ACCT_0004,2024-12-26,43150.56,1
SYNTHETIC_ACCT_0004,2024-12-27,42893.59,9
SYNTHETIC_ACCT_0004,2024-12-28,43011.27,2
SYNTHETIC_ACCT_0004,2024-12-29,42839.39,1
SYNTHETIC_ACCT_0004,2024-12-30,43203.98,7
SYNTHETIC_ACCT_0004,2024-12-31,43463.36,15
SYNTHETIC_ACCT_0005,2024-10-03,15363.87,6
SYNTHETIC_ACCT_0005,2024-10-04,16122.77,20
SYNTHETIC_ACCT_0005,2024-10-05,16497.36,5
SYNTHETIC_ACCT_0005,2024-10-06,17446.74,9
SYNTHETIC_ACCT_0005,2024-10-07,17624.34,14
SYNTHETIC_ACCT_0005,2024-10-08,17687.17,8
SYNTHETIC_ACCT_0005,2024-10-09,17489.79,10
SYNTHETIC_ACCT_0005,2024-10-10,16999.56,9
SYNTHETIC_ACCT_0005,2024-10-11,17352.01,19
SYNTHETIC_ACCT_0005,2024-10-12,17925.46,5
SYNTHETIC_ACCT_0005,2024-10-13,18497.99,8
SYNTHETIC_ACCT_0005,2024-10-14,18672.86,5
SYNTHETIC_ACCT_0005,2024-10-15,19013.78,16
SYNTHETIC_ACCT_0005,2024-10-16,19087.65,6
SYNTHETIC_ACCT_0005,2024-10-17,18890.23,12
SYNTHETIC_ACCT_0005,2024-10-18,19690.27,17
SYNTHETIC_ACCT_0005,2024-10-19,20640.16,15
SYNTHETIC_ACCT_0005,2024-10-20,21611.1,16
SYNTHETIC_ACCT_0005,2024-10-21,21909.85,18
SYNTHETIC_ACCT_0005,2024-10-22,22908.58,13
SYNTHETIC_ACCT_0005,2024-10-23,23582.67,11
SYNTHETIC_ACCT_0005,2024-10-24,23600.96,1
SYNTHETIC_ACCT_0005,2024-10-25,23138.19,3
SYNTHETIC_ACCT_0005,2024-10-26,23874.92,5
SYNTHETIC_ACCT_0005,2024-10-27,24041.83,2
SYNTHETIC_ACCT_0005,2024-10-28,23562.84,1
SYNTHETIC_ACCT_0005,2024-10-29,23129.57,9
SYNTHETIC_ACCT_0005,2024-10-30,23317.83,4
SYNTHETIC_ACCT_0005,2024-10-31,23963.85,12
SYNTHETIC_ACCT_0005,2024-11-01,23718.3,14
SYNTHETIC_ACCT_0005,2024-11-02,24172.49,14
SYNTHETIC_ACCT_0005,2024-11-03,24801.1,6
SYNTHETIC_ACCT_0005,2024-11-04,25151.83,19
SYNTHETIC_ACCT_0005,2024-11-05,25966.66,7
SYNTHETIC_ACCT_0005,2024-11-06,25485.92,3
SYNTHETIC_ACCT_0005,2024-11-07,26099.46,8
SYNTHETIC_ACCT_0005,2024-11-08,26533.08,18
SYNTHETIC_ACCT_0005,2024-11-09,27218.7,11
SYNTHETIC_ACCT_0005,2024-11-10,26963.41,11
SYNTHETIC_ACCT_0005,2024-11-11,27610.3,8
SYNTHETIC_ACCT_0005,2024-11-12,27271.01,4
SYNTHETIC_ACCT_0005,2024-11-13,28183.58,9
SYNTHETIC_ACCT_0005,2024-11-14,28903.87,12
SYNTHETIC_ACCT_0005,2024-11-15,29062.89,11
SYNTHETIC_ACCT_0005,2024-11-16,28915.55,9
SYNTHETIC_ACCT_0005,2024-11-17,28859.95,6
SYNTHETIC_ACCT_0005,2024-11-18,29429.83,11
SYNTHETIC_ACCT_0005,2024-11-19,29670.9,8
SYNTHETIC_ACCT_0005,2024-11-20,29446.87,10
SYNTHETIC_ACCT_0005,2024-11-21,29765.15,3
SYNTHETIC_ACCT_0005,2024-11-22,30082.05,10
SYNTHETIC_ACCT_0005,2024-11-23,30270.86,3
SYNTHETIC_ACCT_0005,2024-11-24,30380.02,20
SYNTHETIC_ACCT_0005,2024-11-25,30565.49,16
SYNTHETIC_ACCT_0005,2024-11-26,30792.01,19
SYNTHETIC_ACCT_0005,2024-11-27,30899.69,20
SYNTHETIC_ACCT_0005,2024-11-28,31288.48,18
SYNTHETIC_ACCT_0005,2024-11-29,31235.18,8
SYNTHETIC_ACCT_0005,2024-11-30,31370.85,18
SYNTHETIC_ACCT_0005,2024-12-01,31381.23,19
SYNTHETIC_ACCT_0005,2024-12-02,32109.65,4
SYNTHETIC_ACCT_0005,2024-12-03,32050.75,1
SYNTHETIC_ACCT_0005,2024-12-04,32725.82,2
SYNTHETIC_ACCT_0005,2024-12-05,33214.23,15
SYNTHETIC_ACCT_0005,2024-12-06,33903.38,6
SYNTHETIC_ACCT_0005,2024-12-07,33918.24,9
SYNTHETIC_ACCT_0005,2024-12-08,34018.01,3
SYNTHETIC_ACCT_0005,2024-12-09,33918.07,14
SYNTHETIC_ACCT_0005,2024-12-10,33962.26,14
SYNTHETIC_ACCT_0005,2024-12-11,34722.85,18
SYNTHETIC_ACCT_0005,2024-12-12,35018.5,11
SYNTHETIC_ACCT_0005,2024-12-13,35035.42,18
SYNTHETIC_ACCT_0005,2024-12-14,34718.22,12
SYNTHETIC_ACCT_0005,2024-12-15,34274.23,12
SYNTHETIC_ACCT_0005,2024-12-16,34219.64,10
SYNTHETIC_ACCT_0005,2024-12-17,34311.16,12
SYNTHETIC_ACCT_0005,2024-12-18,35181.68,4
SYNTHETIC_ACCT_0005,2024-12-19,35941.41,12
SYNTHETIC_ACCT_0005,2024-12-20,35495.23,2
SYNTHETIC_ACCT_0005,2024-12-21,35287.73,1
SYNTHETIC_ACCT_0005,2024-12-22,35499.73,8
SYNTHETIC_ACCT_0005,2024-12-23,35677.76,20
SYNTHETIC_ACCT_0005,2024-12-24,35903.45,20
SYNTHETIC_ACCT_0005,2024-12-25,36392.57,2
SYNTHETIC_ACCT_0005,2024-12-26,36889.35,14
SYNTHETIC_ACCT_0005,2024-12-27,37242.17,16
SYNTHETIC_ACCT_0005,2024-12-28,38216.24,3
SYNTHETIC_ACCT_0005,2024-12-29,37855.72,17
SYNTHETIC_ACCT_0005,2024-12-30,38534.44,13
