# SYNTHETIC
account_id,balance_date,closing_balance,txn_count_day
SYNTHETIC_ACCT_0001,2024-11-20,22429.44,13
SYNTHETIC_ACCT_0001,2024-11-21,22550.5,20
SYNTHETIC_ACCT_0001,2024-11-22,22369.01,8
SYNTHETIC_ACCT_0001,2024-11-23,23054.3,10
SYNTHETIC_ACCT_0001,2024-11-24,23704.85,12
SYNTHETIC_ACCT_0001,2024-11-25,24291.44,5
SYNTHETIC_ACCT_0001,2024-11-26,24082.46,15
SYNTHETIC_ACCT_0001,2024-11-27,24956.7,15
SYNTHETIC_ACCT_0001,2024-11-28,24689.78,10
SYNTHETIC_ACCT_0001,2024-11-29,24883.49,1
SYNTHETIC_ACCT_0001,2024-11-30,25636.15,10
SYNTHETIC_ACCT_0001,2024-12-01,25968.92,10
SYNTHETIC_ACCT_0001,2024-12-02,26668.22,4
SYNTHETIC_ACCT_0001,2024-12-03,26588.91,20
SYNTHETIC_ACCT_0001,2024-12-04,26890.32,5
SYNTHETIC_ACCT_0001,2024-12-05,27283.11,10
SYNTHETIC_ACCT_0001,2024-12-06,27847.87,7
SYNTHETIC_ACCT_0001,2024-12-07,27905.25,16
SYNTHETIC_ACCT_0001,2024-12-08,27858.73,6
SYNTHETIC_ACCT_0001,2024-12-09,28728.76,15
SYNTHETIC_ACCT_0001,2024-12-10,29586.19,15
SYNTHETIC_ACCT_0001,2024-12-11,30184.85,4
SYNTHETIC_ACCT_0001,2024-12-12,30839.07,16
SYNTHETIC_ACCT_0001,2024-12-13,31354.15,14
SYNTHETIC_ACCT_0001,2024-12-14,31435.53,9
SYNTHETIC_ACCT_0001,2024-12-15,32334.04,2
SYNTHETIC_ACCT_0001,2024-12-16,32333.97,9
SYNTHETIC_ACCT_0001,2024-12-17,31867.69,6
SYNTHETIC_ACCT_0001,2024-12-18,31849.01,10
SYNTHETIC_ACCT_0001,2024-12-19,32508.19,5
SYNTHETIC_ACCT_0001,2024-12-20,32418.65,16
SYNTHETIC_ACCT_0001,2024-12-21,32072.21,8
SYNTHETIC_ACCT_0001,2024-12-22,31784.55,7
SYNTHETIC_ACCT_0001,2024-12-23,31541.46,17
SYNTHETIC_ACCT_0001,2024-12-24,31706.93,1
SYNTHETIC_ACCT_0001,2024-12-25,31365.82,5
SYNTHETIC_ACCT_0001,2024-12-26,31922.84,14
SYNTHETIC_ACCT_0001,2024-12-27,32347.31,17
SYNTHETIC_ACCT_0001,2024-12-28,31965.13,18
SYNTHETIC_ACCT_0001,2024-12-29,31662.82,14
SYNTHETIC_ACCT_0001,2024-12-30,31308.71,14
SYNTHETIC_ACCT_0001,2024-12-31,31514.53,19
SYNTHETIC_ACCT_0002,2024-10-03,12947.81,10
SYNTHETIC_ACCT_0002,2024-10-04,13630.98,0
SYNTHETIC_ACCT_0002,2024-10-05,13229.03,5
SYNTHETIC_ACCT_0002,2024-10-06,13152.42,16
SYNTHETIC_ACCT_0002,2024-10-07,12806.82,10
SYNTHETIC_ACCT_0002,2024-10-08,13141.04,14
SYNTHETIC_ACCT_0002,2024-10-09,13242.26,17
SYNTHETIC_ACCT_0002,2024-10-10,12980.79,6
SYNTHETIC_ACCT_0002,2024-10-11,13701.66,13
SYNTHETIC_ACCT_0002,2024-10-12,14052.48,5
SYNTHETIC_ACCT_0002,2024-10-13,14546.4,18
SYNTHETIC_ACCT_0002,2024-10-14,15301.52,10
SYNTHETIC_ACCT_0002,2024-10-15,15634.15,12
SYNTHETIC_ACCT_0002,2024-10-16,15238.56,12
SYNTHETIC_ACCT_0002,2024-10-17,15229.67,6
SYNTHETIC_ACCT_0002,2024-10-18,15955.22,20
SYNTHETIC_ACCT_0002,2024-10-19,16669.98,14
SYNTHETIC_ACCT_0002,2024-10-20,16966.86,6
SYNTHETIC_ACCT_0002,2024-10-21,16775.35,9
SYNTHETIC_ACCT_0002,2024-10-22,17653.1,11
SYNTHETIC_ACCT_0002,2024-10-23,18638.53,16
SYNTHETIC_ACCT_0002,2024-10-24,18744.83,11
SYNTHETIC_ACCT_0002,2024-10-25,19596.44,17
SYNTHETIC_ACCT_0002,2024-10-26,20327.57,0
SYNTHETIC_ACCT_0002,2024-10-27,20180.43,10
SYNTHETIC_ACCT_0002,2024-10-28,20748.09,6
SYNTHETIC_ACCT_0002,2024-10-29,21241.82,12
SYNTHETIC_ACCT_0002,2024-10-30,22006.81,9
SYNTHETIC_ACCT_0002,2024-10-31,23002.99,2
SYNTHETIC_ACCT_0002,2024-11-01,23475.57,13
SYNTHETIC_ACCT_0002,2024-11-02,24438.03,13
SYNTHETIC_ACCT_0002,2024-11-03,25228.26,13
SYNTHETIC_ACCT_0002,2024-11-04,25663.13,14
SYNTHETIC_ACCT_0002,2024-11-05,25740.2,0
SYNTHETIC_ACCT_0002,2024-11-06,26107.11,16
SYNTHETIC_ACCT_0002,2024-11-07,26010.99,1
SYNTHETIC_ACCT_0002,2024-11-08,26978.34,3
SYNTHETIC_ACCT_0002,2024-11-09,27348.74,16
SYNTHETIC_ACCT_0002,2024-11-10,28324.11,14
SYNTHETIC_ACCT_0002,2024-11-11,28599.53,7
SYNTHETIC_ACCT_0002,2024-11-12,28808.21,2
SYNTHETIC_ACCT_0002,2024-11-13,29334.32,19
SYNTHETIC_ACCT_0002,2024-11-14,28913.48,15
SYNTHETIC_ACCT_0002,2024-11-15,29094.53,10
SYNTHETIC_ACCT_0002,2024-11-16,29226.05,9
SYNTHETIC_ACCT_0002,2024-11-17,28977.31,9
SYNTHETIC_ACCT_0002,2024-11-18,29567.77,15
SYNTHETIC_ACCT_0002,2024-11-19,29934.98,9
SYNTHETIC_ACCT_0002,2024-11-20,30648.32,2
SYNTHETIC_ACCT_0002,2024-11-21,30338.55,8
SYNTHETIC_ACCT_0002,2024-11-22,30037.36,0
SYNTHETIC_ACCT_0002,2024-11-23,30649.5,4
SYNTHETIC_ACCT_0002,2024-11-24,31138.23,7
SYNTHETIC_ACCT_0002,2024-11-25,31365.61,10
SYNTHETIC_ACCT_0002,2024-11-26,32341.72,4
SYNTHETIC_ACCT_0002,2024-11-27,33098.14,12
SYNTHETIC_ACCT_0002,2024-11-28,32955.06,6
SYNTHETIC_ACCT_0002,2024-11-29,33321.7,8
SYNTHETIC_ACCT_0002,2024-11-30,33954.93,12
SYNTHETIC_ACCT_0002,2024-12-01,34169.28,17
SYNTHETIC_ACCT_0002,2024-12-02,34019.77,8
SYNTHETIC_ACCT_0002,2024-12-03,33737.49,14
SYNTHETIC_ACCT_0002,2024-12-04,33810.5,1
SYNTHETIC_ACCT_0002,2024-12-05,33456.55,13
SYNTHETIC_ACCT_0002,2024-12-06,33872.28,8
SYNTHETIC_ACCT_0002,2024-12-07,33772.91,12
SYNTHETIC_ACCT_0002,2024-12-08,33964.57,18
SYNTHETIC_ACCT_0002,2024-12-09,34620.32,5
SYNTHETIC_ACCT_0002,2024-12-10,34590.22,2
SYNTHETIC_ACCT_0002,2024-12-11,34108.16,14
SYNTHETIC_ACCT_0002,2024-12-12,34135.43,1
SYNTHETIC_ACCT_0002,2024-12-13,33670.98,6
SYNTHETIC_ACCT_0002,2024-12-14,34596.71,3
SYNTHETIC_ACCT_0002,2024-12-15,34226.29,20
SYNTHETIC_ACCT_0002,2024-12-16,34575.39,5
SYNTHETIC_ACCT_0002,2024-12-17,34455.39,20
SYNTHETIC_ACCT_0002,2024-12-18,34635.56,10
SYNTHETIC_ACCT_0002,2024-12-19,34521.56,1
SYNTHETIC_ACCT_0002,2024-12-20,34595.76,8
SYNTHETIC_ACCT_0002,2024-12-21,34362.65,6
SYNTHETIC_ACCT_0002,2024-12-22,34778.1,4
SYNTHETIC_ACCT_0002,2024-12-23,35089.05,3
SYNTHETIC_ACCT_0002,2024-12-24,35957.96,2
SYNTHETIC_ACCT_0002,2024-12-25,35563.58,0
SYNTHETIC_ACCT_0002,2024-12-26,36408.35,1
SYNTHETIC_ACCT_0002,2024-12-27,36905.26,12
SYNTHETIC_ACCT_0002,2024-12-28,37267.22,15
SYNTHETIC_ACCT_0002,2024-12-29,37484.43,2
SYNTHETIC_ACCT_0002,2024-12-30,37794.62,15
SYNTHETIC_ACCT_0002,2024-12-31,37476.43,10
SYNTHETIC_ACCT_0003,2024-10-03,34192.71,2
SYNTHETIC_ACCT_0003,2024-10-04,34240.74,14
SYNTHETIC_ACCT_0003,2024-10-05,34881.42,17
SYNTHETIC_ACCT_0003,2024-10-06,34440.42,12
SYNTHETIC_ACCT_0003,2024-10-07,35285.11,2
SYNTHETIC_ACCT_0003,2024-10-08,36112.93,1
SYNTHETIC_ACCT_0003,2024-10-09,35902.57,15
SYNTHETIC_ACCT_0003,2024-10-10,35985.72,15
SYNTHETIC_ACCT_0003,2024-10-11,36286.63,0
SYNTHETIC_ACCT_0003,2024-10-12,35842.19,1
SYNTHETIC_ACCT_0003,2024-10-13,35950.45,16
SYNTHETIC_ACCT_0003,2024-10-14,36138.01,4
SYNTHETIC_ACCT_0003,2024-10-15,36749.59,4
SYNTHETIC_ACCT_0003,2024-10-16,36982.93,19
SYNTHETIC_ACCT_0003,2024-10-17,36551.63,5
SYNTHETIC_ACCT_0003,2024-10-18,37000.62,3
SYNTHETIC_ACCT_0003,2024-10-19,37184.9,3
SYNTHETIC_ACCT_0003,2024-10-20,36856.17,2
SYNTHETIC_ACCT_0003,2024-10-21,37562.85,12
SYNTHETIC_ACCT_0003,2024-10-22,37549.2,4
SYNTHETIC_ACCT_0003,2024-10-23,37531.58,1
SYNTHETIC_ACCT_0003,2024-10-24,37921.21,4
SYNTHETIC_ACCT_0003,2024-10-25,38557.54,5
SYNTHETIC_ACCT_0003,2024-10-26,38715.53,3
SYNTHETIC_ACCT_0003,2024-10-27,39402.11,5
SYNTHETIC_ACCT_0003,2024-10-28,38925.56,5
SYNTHETIC_ACCT_0003,2024-10-29,39814.77,9
SYNTHETIC_ACCT_0003,2024-10-30,39939.1,4
SYNTHETIC_ACCT_0003,2024-10-31,39748.34,13
SYNTHETIC_ACCT_0003,2024-11-01,39607.22,19
SYNTHETIC_ACCT_0003,2024-11-02,39377.22,20
SYNTHETIC_ACCT_0003,2024-11-03,40116.95,17
SYNTHETIC_ACCT_0003,2024-11-04,39970.41,3
SYNTHETIC_ACCT_0003,2024-11-05,40398.79,16
SYNTHETIC_ACCT_0003,2024-11-06,40227.7,8
SYNTHETIC_ACCT_0003,2024-11-07,39807.3,15
SYNTHETIC_ACCT_0003,2024-11-08,40053.57,1
SYNTHETIC_ACCT_0003,2024-11-09,40520.86,10
SYNTHETIC_ACCT_0003,2024-11-10,40946.09,3
SYNTHETIC_ACCT_0003,2024-11-11,41556.72,0
SYNTHETIC_ACCT_0003,2024-11-12,41784.31,14
SYNTHETIC_ACCT_0003,2024-11-13,42173.37,10
SYNTHETIC_ACCT_0003,2024-11-14,42018.46,7
SYNTHETIC_ACCT_0003,2024-11-15,42625.08,7
SYNTHETIC_ACCT_0003,2024-11-16,42235.37,13
SYNTHETIC_ACCT_0003,2024-11-17,41952.78,12
SYNTHETIC_ACCT_0003,2024-11-18,42013.01,11
SYNTHETIC_ACCT_0003,2024-11-19,42976.34,18
SYNTHETIC_ACCT_0003,2024-11-20,42565.82,14
SYNTHETIC_ACCT_0003,2024-11-21,42693.16,9
SYNTHETIC_ACCT_0003,2024-11-22,43098.61,19
SYNTHETIC_ACCT_0003,2024-11-23,43956.98,7
SYNTHETIC_ACCT_0003,2024-11-24,43586.69,6
SYNTHETIC_ACCT_0003,2024-11-25,43974.06,13
SYNTHETIC_ACCT_0003,2024-11-26,44578.33,18
SYNTHETIC_ACCT_0003,2024-11-27,44411.94,18
SYNTHETIC_ACCT_0003,2024-11-28,45259.32,15
SYNTHETIC_ACCT_0003,2024-11-29,45859.53,12
SYNTHETIC_ACCT_0003,2024-11-30,46078.43,14
SYNTHETIC_ACCT_0003,2024-12-01,46321.36,13
SYNTHETIC_ACCT_0003,2024-12-02,47246.26,20
SYNTHETIC_ACCT_0003,2024-12-03,48244.69,5
SYNTHETIC_ACCT_0003,2024-12-04,48799.65,0
SYNTHETIC_ACCT_0003,2024-12-05,49764.28,12
SYNTHETIC_ACCT_0003,2024-12-06,49541.7,20
SYNTHETIC_ACCT_0003,2024-12-07,49043.75,10
SYNTHETIC_ACCT_0003,2024-12-08,49340.13,19
SYNTHETIC_ACCT_0003,2024-12-09,49653.78,2
SYNTHETIC_ACCT_0003,2024-12-10,50084.46,16
SYNTHETIC_ACCT_0003,2024-12-11,51002.44,3
SYNTHETIC_ACCT_0003,2024-12-12,51076.87,11
SYNTHETIC_ACCT_0003,2024-12-13,50839.77,6
SYNTHETIC_ACCT_0003,2024-12-14,50547.38,20
SYNTHETIC_ACCT_0003,2024-12-15,50765.12,6
SYNTHETIC_ACCT_0003,2024-12-16,51394.88,8
SYNTHETIC_ACCT_0003,2024-12-17,51650.23,11
SYNTHETIC_ACCT_0003,2024-12-18,51668.07,3
SYNTHETIC_ACCT_0003,2024-12-19,51873.32,9
SYNTHETIC_ACCT_0003,2024-12-20,52051.29,2
SYNTHETIC_ACCT_0003,2024-12-21,51833.82,12
SYNTHETIC_ACCT_0003,2024-12-22,52680.74,3
SYNTHETIC_ACCT_0003,2024-12-23,52427.89,4
SYNTHETIC_ACCT_0003,2024-12-24,53240.38,9
SYNTHETIC_ACCT_0003,2024-12-25,53365.18,15
SYNTHETIC_ACCT_0003,2024-12-26,53385.23,9
SYNTHETIC_ACCT_0003,2024-12-27,53168.82,16
SYNTHETIC_ACCT_0003,2024-12-28,53635.83,20
SYNTHETIC_ACCT_0003,2024-12-29,54316.07,16
SYNTHETIC_ACCT_0003,2024-12-30,55078.93,4
SYNTHETIC_ACCT_0003,2024-12-31,55926.35,7
SYNTHETIC_ACCT_0004,2024-10-03,25168.25,11
SYNTHETIC_ACCT_0004,2024-10-04,25094.82,5
SYNTHETIC_ACCT_0004,2024-10-05,25662.54,4
SYNTHETIC_ACCT_0004,2024-10-06,25404.42,18
SYNTHETIC_ACCT_0004,2024-10-07,25094.13,17
SYNTHETIC_ACCT_0004,2024-10-08,25654.83,4
SYNTHETIC_ACCT_0004,2024-10-09,25714.2,9
SYNTHETIC_ACCT_0004,2024-10-10,25396.44,4
SYNTHETIC_ACCT_0004,2024-10-11,26318.12,17
SYNTHETIC_ACCT_0004,2024-10-12,27281.52,15
SYNTHETIC_ACCT_0004,2024-10-13,28125.49,18
SYNTHETIC_ACCT_0004,2024-10-14,28625.82,14
SYNTHETIC_ACCT_0004,2024-10-15,28633.85,1
SYNTHETIC_ACCT_0004,2024-10-16,28342.98,12
SYNTHETIC_ACCT_0004,2024-10-17,28769.26,10
SYNTHETIC_ACCT_0004,2024-10-18,28351.81,7
SYNTHETIC_ACCT_0004,2024-10-19,29023.74,2
SYNTHETIC_ACCT_0004,2024-10-20,29331.36,2
SYNTHETIC_ACCT_0004,2024-10-21,30295.12,19
SYNTHETIC_ACCT_0004,2024-10-22,30702.74,11
SYNTHETIC_ACCT_0004,2024-10-23,30799.08,12
SYNTHETIC_ACCT_0004,2024-10-24,30858.33,14
SYNTHETIC_ACCT_0004,2024-10-25,31669.78,14
SYNTHETIC_ACCT_0004,2024-10-26,32282.07,5
SYNTHETIC_ACCT_0004,2024-10-27,32990.58,13
SYNTHETIC_ACCT_0004,2024-10-28,32699.93,6
SYNTHETIC_ACCT_0004,2024-10-29,32654.78,10
SYNTHETIC_ACCT_0004,2024-10-30,32253.95,2
SYNTHETIC_ACCT_0004,2024-10-31,31763.88,5
SYNTHETIC_ACCT_0004,2024-11-01,32097.6,4
SYNTHETIC_ACCT_0004,2024-11-02,31896.49,15
SYNTHETIC_ACCT_0004,2024-11-03,31459.84,9
SYNTHETIC_ACCT_0004,2024-11-04,31700.99,0
SYNTHETIC_ACCT_0004,2024-11-05,31432.03,20
SYNTHETIC_ACCT_0004,2024-11-06,31640.84,13
SYNTHETIC_ACCT_0004,2024-11-07,31409.9,0
SYNTHETIC_ACCT_0004,2024-11-08,31088.93,2
SYNTHETIC_ACCT_0004,2024-11-09,31487.27,13
SYNTHETIC_ACCT_0004,2024-11-10,32289.79,3
SYNTHETIC_ACCT_0004,2024-11-11,32349.59,8
SYNTHETIC_ACCT_0004,2024-11-12,32093.86,4
SYNTHETIC_ACCT_0004,2024-11-13,32129.94,20
SYNTHETIC_ACCT_0004,2024-11-14,32998.1,16
SYNTHETIC_ACCT_0004,2024-11-15,33456.52,20
SYNTHETIC_ACCT_0004,2024-11-16,33231.39,17
SYNTHETIC_ACCT_0004,2024-11-17,33215.3,9
SYNTHETIC_ACCT_0004,2024-11-18,33122.49,17
SYNTHETIC_ACCT_0004,2024-11-19,33492.56,16
SYNTHETIC_ACCT_0004,2024-11-20,33414.69,5
SYNTHETIC_ACCT_0004,2024-11-21,33068.32,6
SYNTHETIC_ACCT_0004,2024-11-22,33760.98,16
SYNTHETIC_ACCT_0004,2024-11-23,34530.08,3
SYNTHETIC_ACCT_0004,2024-11-24,34656.1,4
SYNTHETIC_ACCT_0004,2024-11-25,35541.21,11
SYNTHETIC_ACCT_0004,2024-11-26,35249.73,16
SYNTHETIC_ACCT_0004,2024-11-27,35895.11,0
SYNTHETIC_ACCT_0004,2024-11-28,36511.8,4
SYNTHETIC_ACCT_0004,2024-11-29,37043.87,2
SYNTHETIC_ACCT_0004,2024-11-30,37181.08,0
SYNTHETIC_ACCT_0004,2024-12-01,37843.12,3
SYNTHETIC_ACCT_0004,2024-12-02,37392.31,15
SYNTHETIC_ACCT_0004,2024-12-03,37070.69,0
SYNTHETIC_ACCT_0004,2024-12-04,37702.52,6
SYNTHETIC_ACCT_0004,2024-12-05,38083.92,0
SYNTHETIC_ACCT_0004,2024-12-06,37720.09,18
SYNTHETIC_ACCT_0004,2024-12-07,37741.84,19
SYNTHETIC_ACCT_0004,2024-12-08,37604.57,18
SYNTHETIC_ACCT_0004,2024-12-09,38249.44,9
SYNTHETIC_ACCT_0004,2024-12-10,38007.1,3
SYNTHETIC_ACCT_0004,2024-12-11,38893.45,15
SYNTHETIC_ACCT_0004,2024-12-12,38943.14,3
SYNTHETIC_ACCT_0004,2024-12-13,38714.41,6
SYNTHETIC_ACCT_0004,2024-12-14,38985.79,10
SYNTHETIC_ACCT_0004,2024-12-15,38671.21,11
SYNTHETIC_ACCT_0004,2024-12-16,39228.31,10
SYNTHETIC_ACCT_0004,2024-12-17,39468.88,9
SYNTHETIC_ACCT_0004,2024-12-18,39999.45,13
SYNTHETIC_ACCT_0004,2024-12-19,39935.33,2
SYNTHETIC_ACCT_0004,2024-12-20,40777.46,11
SYNTHETIC_ACCT_0004,2024-12-21,40546.41,3
SYNTHETIC_ACCT_0004,2024-12-22,40640.96,3
SYNTHETIC_ACCT_0004,2024-12-23,40356.01,3
SYNTHETIC_ACCT_0004,2024-12-24,40968.16,11
SYNTHETIC_ACCT_0004,2024-12-25,41930.97,12
SYNTHETIC_ACCT_0004,2024-12-26,41615.11,8
SYNTHETIC_ACCT_0004,2024-12-27,42262.34,20
SYNTHETIC_ACCT_0004,2024-12-28,43177.18,12
SYNTHETIC_ACCT_0004,2024-12-29,44158.46,14
SYNTHETIC_ACCT_0004,2024-12-30,43820.52,20
SYNTHETIC_ACCT_0004,2024-12-31,44734.12,2
SYNTHETIC_ACCT_0005,2024-10-03,24446.87,10
SYNTHETIC_ACCT_0005,2024-10-04,24175.97,2
SYNTHETIC_ACCT_0005,2024-10-05,24667.59,14
SYNTHETIC_ACCT_0005,2024-10-06,24470.49,8
SYNTHETIC_ACCT_0005,2024-10-07,24784.15,0
SYNTHETIC_ACCT_0005,2024-10-08,25713.02,3
SYNTHETIC_ACCT_0005,2024-10-09,25788.46,14
SYNTHETIC_ACCT_0005,2024-10-10,25342.43,9
SYNTHETIC_ACCT_0005,2024-10-11,26169.48,9
SYNTHETIC_ACCT_0005,2024-10-12,26743.06,15
SYNTHETIC_ACCT_0005,2024-10-13,27233.18,15
SYNTHETIC_ACCT_0005,2024-10-14,27576.56,8
SYNTHETIC_ACCT_0005,2024-10-15,27818.6,11
SYNTHETIC_ACCT_0005,2024-10-16,28468.31,18
SYNTHETIC_ACCT_0005,2024-10-17,28035.99,18
SYNTHETIC_ACCT_0005,2024-10-18,27576.34,3
SYNTHETIC_ACCT_0005,2024-10-19,27718.56,1
SYNTHETIC_ACCT_0005,2024-10-20,28210.42,18
SYNTHETIC_ACCT_0005,2024-10-21,27837.83,3
SYNTHETIC_ACCT_0005,2024-10-22,27844.22,14
SYNTHETIC_ACCT_0005,2024-10-23,28330.87,13
SYNTHETIC_ACCT_0005,2024-10-24,28230.8,10
SYNTHETIC_ACCT_0005,2024-10-25,28297.41,15
SYNTHETIC_ACCT_0005,2024-10-26,27947.5,16
SYNTHETIC_ACCT_0005,2024-10-27,28664.69,9
SYNTHETIC_ACCT_0005,2024-10-28,28709.69,2
SYNTHETIC_ACCT_0005,2024-10-29,29470.26,1
SYNTHETIC_ACCT_0005,2024-10-30,29416.24,19
SYNTHETIC_ACCT_0005,2024-10-31,30030.57,3
SYNTHETIC_ACCT_0005,2024-11-01,30418.37,16
SYNTHETIC_ACCT_0005,2024-11-02,30631.27,20
SYNTHETIC_ACCT_0005,2024-11-03,31366.88,17
SYNTHETIC_ACCT_0005,2024-11-04,31336.91,16
SYNTHETIC_ACCT_0005,2024-11-05,31516.75,0
SYNTHETIC_ACCT_0005,2024-11-06,31958.52,15
SYNTHETIC_ACCT_0005,2024-11-07,31777.95,14
SYNTHETIC_ACCT_0005,2024-11-08,31679.85,13
SYNTHETIC_ACCT_0005,2024-11-09,32581.8,6
SYNTHETIC_ACCT_0005,2024-11-10,32628.21,9
SYNTHETIC_ACCT_0005,2024-11-11,33394.39,2
SYNTHETIC_ACCT_0005,2024-11-12,33845.28,9
SYNTHETIC_ACCT_0005,2024-11-13,34314.34,12
SYNTHETIC_ACCT_0005,2024-11-14,34172.07,9
SYNTHETIC_ACCT_0005,2024-11-15,34368.31,20
SYNTHETIC_ACCT_0005,2024-11-16,35226.79,0
SYNTHETIC_ACCT_0005,2024-11-17,35114.39,5
SYNTHETIC_ACCT_0005,2024-11-18,35580.83,0
SYNTHETIC_ACCT_0005,2024-11-19,35163.82,9
SYNTHETIC_ACCT_0005,2024-11-20,35964.58,11
SYNTHETIC_ACCT_0005,2024-11-21,36472.09,4
SYNTHETIC_ACCT_0005,2024-11-22,36326.15,3
SYNTHETIC_ACCT_0005,2024-11-23,36609.09,16
SYNTHETIC_ACCT_0005,2024-11-24,36486.8,3
SYNTHETIC_ACCT_0005,2024-11-25,37146.59,12
SYNTHETIC_ACCT_0005,2024-11-26,37855.35,6
SYNTHETIC_ACCT_0005,2024-11-27,37571.77,14
SYNTHETIC_ACCT_0005,2024-11-28,37684.33,17
SYNTHETIC_ACCT_0005,2024-11-29,37746.39,13
SYNTHETIC_ACCT_0005,2024-11-30,37958.67,4
SYNTHETIC_ACCT_0005,2024-12-01,38003.17,0
SYNTHETIC_ACCT_0005,2024-12-02,38471.27,1
SYNTHETIC_ACCT_0005,2024-12-03,39007.29,17
SYNTHETIC_ACCT_0005,2024-12-04,39084.33,3
SYNTHETIC_ACCT_0005,2024-12-05,39386.7,0
SYNTHETIC_ACCT_0005,2024-12-06,40251.38,8
SYNTHETIC_ACCT_0005,2024-12-07,40202.71,9
SYNTHETIC_ACCT_0005,2024-12-08,40018.29,20
SYNTHETIC_ACCT_0005,2024-12-09,39994.07,1
SYNTHETIC_ACCT_0005,2024-12-10,39905.12,15
SYNTHETIC_ACCT_0005,2024-12-11,40111.76,13
SYNTHETIC_ACCT_0005,2024-12-12,40926.9,8
SYNTHETIC_ACCT_0005,2024-12-13,41186.4,17
SYNTHETIC_ACCT_0005,2024-12-14,41793.08,1
SYNTHETIC_ACCT_0005,2024-12-15,42255.14,20
SYNTHETIC_ACCT_0005,2024-12-16,41959.28,10
SYNTHETIC_ACCT_0005,2024-12-17,42322.99,20
SYNTHETIC_ACCT_0005,2024-12-18,42967.73,10
SYNTHETIC_ACCT_0005,2024-12-19,43144.96,5
SYNTHETIC_ACCT_0005,2024-12-20,43676.16,6
SYNTHETIC_ACCT_0005,2024-12-21,43302.76,12
SYNTHETIC_ACCT_0005,2024-12-22,44219.9,0
SYNTHETIC_ACCT_0005,2024-12-23,45104.57,2
SYNTHETIC_ACCT_0005,2024-12-24,46065.76,5
SYNTHETIC_ACCT_0005,2024-12-25,45640.43,4
SYNTHETIC_ACCT_0005,2024-12-26,45274.02,3
SYNTHETIC_ACCT_0005,2024-12-27,44795.19,14
SYNTHETIC_ACCT_0005,2024-12-28,45536.08,6
SYNTHETIC_ACCT_0005,2024-12-29,45321.9,9
SYNTHETIC_ACCT_0005,2024-12-30,45941.56,6
