account_id,customer_segment,region
SYNTHETIC_ACCT_0297,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0298,RETAIL,NORTH
SYNTHETIC_ACCT_0299,STUDENT,EAST
SYNTHETIC_ACCT_0301,STUDENT,WEST
SYNTHETIC_ACCT_0302,STUDENT,NORTH
SYNTHETIC_ACCT_0303,STUDENT,WEST
SYNTHETIC_ACCT_0304,STUDENT,WEST
SYNTHETIC_ACCT_0305,STUDENT,SOUTH
SYNTHETIC_ACCT_0306,WEALTH,NORTH
SYNTHETIC_ACCT_0308,RETAIL,NORTH
SYNTHETIC_ACCT_0311,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0312,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0313,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0314,WEALTH,SOUTH
SYNTHETIC_ACCT_0315,WEALTH,WEST
SYNTHETIC_ACCT_0317,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0318,WEALTH,SOUTH
SYNTHETIC_ACCT_0319,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0320,WEALTH,EAST
SYNTHETIC_ACCT_0322,WEALTH,NORTH
SYNTHETIC_ACCT_0323,WEALTH,EAST
SYNTHETIC_ACCT_0324,WEALTH,SOUTH
SYNTHETIC_ACCT_0325,WEALTH,WEST
SYNTHETIC_ACCT_0329,RETAIL,SOUTH
SYNTHETIC_ACCT_0331,STUDENT,NORTH
SYNTHETIC_ACCT_0332,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0333,RETAIL,EAST
SYNTHETIC_ACCT_0336,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0337,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0338,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0339,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0340,WEALTH,EAST
SYNTHETIC_ACCT_0342,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0343,RETAIL,WEST
SYNTHETIC_ACCT_0344,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0346,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0347,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0348,WEALTH,WEST
SYNTHETIC_ACCT_0349,RETAIL,WEST
SYNTHETIC_ACCT_0350,RETAIL,SOUTH
SYNTHETIC_ACCT_0351,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0352,RETAIL,EAST
SYNTHETIC_ACCT_0354,WEALTH,NORTH
SYNTHETIC_ACCT_0355,RETAIL,SOUTH
SYNTHETIC_ACCT_0356,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0360,RETAIL,EAST
SYNTHETIC_ACCT_0362,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0364,WEALTH,NORTH
SYNTHETIC_ACCT_0365,RETAIL,NORTH
SYNTHETIC_ACCT_0368,STUDENT,SOUTH
SYNTHETIC_ACCT_0369,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0370,RETAIL,WEST
SYNTHETIC_ACCT_0371,RETAIL,SOUTH
SYNTHETIC_ACCT_0372,WEALTH,WEST
SYNTHETIC_ACCT_0373,WEALTH,EAST
SYNTHETIC_ACCT_0374,WEALTH,EAST
SYNTHETIC_ACCT_0375,STUDENT,NORTH
SYNTHETIC_ACCT_0376,STUDENT,NORTH
SYNTHETIC_ACCT_0377,WEALTH,SOUTH
SYNTHETIC_ACCT_0378,RETAIL,SOUTH
SYNTHETIC_ACCT_0380,WEALTH,NORTH
SYNTHETIC_ACCT_0381,WEALTH,WEST
SYNTHETIC_ACCT_0383,WEALTH,EAST
SYNTHETIC_ACCT_0384,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0385,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0386,RETAIL,EAST
SYNTHETIC_ACCT_0387,RETAIL,NORTH
SYNTHETIC_ACCT_0388,STUDENT,EAST
SYNTHETIC_ACCT_0389,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0390,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0392,WEALTH,SOUTH
SYNTHETIC_ACCT_0394,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0395,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0396,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0398,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0399,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0400,WEALTH,SOUTH
SYNTHETIC_ACCT_0401,RETAIL,SOUTH
SYNTHETIC_ACCT_0402,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0403,STUDENT,NORTH
SYNTHETIC_ACCT_0404,RETAIL,WEST
SYNTHETIC_ACCT_0405,STUDENT,WEST
SYNTHETIC_ACCT_0406,STUDENT,EAST
SYNTHETIC_ACCT_0407,STUDENT,EAST
SYNTHETIC_ACCT_0408,STUDENT,WEST
SYNTHETIC_ACCT_0409,STUDENT,SOUTH
SYNTHETIC_ACCT_0410,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0411,STUDENT,NORTH
SYNTHETIC_ACCT_0412,STUDENT,SOUTH
SYNTHETIC_ACCT_0413,WEALTH,WEST
SYNTHETIC_ACCT_0415,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0416,STUDENT,NORTH
SYNTHETIC_ACCT_0418,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0420,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0421,WEALTH,WEST
SYNTHETIC_ACCT_0422,STUDENT,WEST
SYNTHETIC_ACCT_0424,RETAIL,WEST
SYNTHETIC_ACCT_0425,STUDENT,NORTH
SYNTHETIC_ACCT_0426,STUDENT,EAST
SYNTHETIC_ACCT_0427,RETAIL,WEST
SYNTHETIC_ACCT_0428,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0429,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0431,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0433,STUDENT,EAST
SYNTHETIC_ACCT_0434,STUDENT,WEST
SYNTHETIC_ACCT_0435,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0436,WEALTH,EAST
SYNTHETIC_ACCT_0437,STUDENT,NORTH
SYNTHETIC_ACCT_0438,WEALTH,WEST
SYNTHETIC_ACCT_0440,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0441,RETAIL,EAST
SYNTHETIC_ACCT_0442,WEALTH,SOUTH
SYNTHETIC_ACCT_0443,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0444,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0446,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0447,STUDENT,NORTH
SYNTHETIC_ACCT_0448,WEALTH,SOUTH
SYNTHETIC_ACCT_0450,STUDENT,WEST
SYNTHETIC_ACCT_0451,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0452,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0453,STUDENT,WEST
SYNTHETIC_ACCT_0454,WEALTH,NORTH
SYNTHETIC_ACCT_0455,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0456,RETAIL,EAST
SYNTHETIC_ACCT_0457,RETAIL,WEST
SYNTHETIC_ACCT_0458,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0459,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0461,WEALTH,WEST
SYNTHETIC_ACCT_0462,WEALTH,EAST
SYNTHETIC_ACCT_0463,WEALTH,WEST
SYNTHETIC_ACCT_0464,WEALTH,EAST
SYNTHETIC_ACCT_0465,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0466,WEALTH,EAST
SYNTHETIC_ACCT_0467,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0469,RETAIL,NORTH
SYNTHETIC_ACCT_0470,RETAIL,WEST
SYNTHETIC_ACCT_0473,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0474,RETAIL,NORTH
SYNTHETIC_ACCT_0475,STUDENT,NORTH
SYNTHETIC_ACCT_0476,WEALTH,EAST
SYNTHETIC_ACCT_0477,WEALTH,SOUTH
SYNTHETIC_ACCT_0478,STUDENT,NORTH
SYNTHETIC_ACCT_0481,RETAIL,WEST
SYNTHETIC_ACCT_0482,STUDENT,WEST
SYNTHETIC_ACCT_0483,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0484,RETAIL,SOUTH
SYNTHETIC_ACCT_0485,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0486,RETAIL,NORTH
SYNTHETIC_ACCT_0487,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0488,STUDENT,SOUTH
SYNTHETIC_ACCT_0489,STUDENT,NORTH
SYNTHETIC_ACCT_0490,WEALTH,NORTH
SYNTHETIC_ACCT_0492,STUDENT,NORTH
SYNTHETIC_ACCT_0493,RETAIL,NORTH
SYNTHETIC_ACCT_0494,RETAIL,EAST
SYNTHETIC_ACCT_0495,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0497,STUDENT,SOUTH
SYNTHETIC_ACCT_0498,RETAIL,WEST
SYNTHETIC_ACCT_0499,STUDENT,EAST
SYNTHETIC_ACCT_0500,WEALTH,NORTH
SYNTHETIC_ACCT_0502,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0503,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0504,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0505,RETAIL,EAST
SYNTHETIC_ACCT_0507,WEALTH,SOUTH
SYNTHETIC_ACCT_0509,WEALTH,WEST
SYNTHETIC_ACCT_0510,STUDENT,EAST
SYNTHETIC_ACCT_0511,RETAIL,WEST
SYNTHETIC_ACCT_0514,WEALTH,SOUTH
SYNTHETIC_ACCT_0517,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0518,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0520,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0521,RETAIL,NORTH
SYNTHETIC_ACCT_0524,RETAIL,WEST
SYNTHETIC_ACCT_0525,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0527,WEALTH,EAST
SYNTHETIC_ACCT_0528,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0529,RETAIL,EAST
SYNTHETIC_ACCT_0530,STUDENT,WEST
SYNTHETIC_ACCT_0531,RETAIL,EAST
SYNTHETIC_ACCT_0532,WEALTH,NORTH
SYNTHETIC_ACCT_0533,STUDENT,SOUTH
SYNTHETIC_ACCT_0534,WEALTH,SOUTH
SYNTHETIC_ACCT_0535,RETAIL,NORTH
SYNTHETIC_ACCT_0536,RETAIL,EAST
SYNTHETIC_ACCT_0537,STUDENT,SOUTH
SYNTHETIC_ACCT_0538,WEALTH,SOUTH
SYNTHETIC_ACCT_0540,RETAIL,EAST
SYNTHETIC_ACCT_0541,WEALTH,EAST
SYNTHETIC_ACCT_0542,STUDENT,WEST
SYNTHETIC_ACCT_0543,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0544,STUDENT,NORTH
SYNTHETIC_ACCT_0545,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0546,WEALTH,WEST
SYNTHETIC_ACCT_0547,RETAIL,NORTH
SYNTHETIC_ACCT_0548,STUDENT,SOUTH
SYNTHETIC_ACCT_0549,STUDENT,SOUTH
SYNTHETIC_ACCT_0550,WEALTH,SOUTH
SYNTHETIC_ACCT_0551,STUDENT,WEST
SYNTHETIC_ACCT_0552,SMALL_BIZ,WEST
SYNTHETIC_ACCT_0553,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0554,WEALTH,EAST
SYNTHETIC_ACCT_0555,STUDENT,WEST
SYNTHETIC_ACCT_0556,STUDENT,NORTH
SYNTHETIC_ACCT_0557,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0558,RETAIL,EAST
SYNTHETIC_ACCT_0559,STUDENT,SOUTH
SYNTHETIC_ACCT_0560,RETAIL,WEST
SYNTHETIC_ACCT_0561,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0563,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0564,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0565,STUDENT,SOUTH
SYNTHETIC_ACCT_0566,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0568,RETAIL,EAST
SYNTHETIC_ACCT_0569,SMALL_BIZ,SOUTH
SYNTHETIC_ACCT_0570,WEALTH,NORTH
SYNTHETIC_ACCT_0571,STUDENT,EAST
SYNTHETIC_ACCT_0572,WEALTH,NORTH
SYNTHETIC_ACCT_0573,RETAIL,SOUTH
SYNTHETIC_ACCT_0574,WEALTH,EAST
SYNTHETIC_ACCT_0575,RETAIL,NORTH
SYNTHETIC_ACCT_0576,WEALTH,NORTH
SYNTHETIC_ACCT_0577,RETAIL,EAST
SYNTHETIC_ACCT_0578,STUDENT,EAST
SYNTHETIC_ACCT_0579,RETAIL,WEST
SYNTHETIC_ACCT_0581,RETAIL,SOUTH
SYNTHETIC_ACCT_0582,SMALL_BIZ,EAST
SYNTHETIC_ACCT_0583,WEALTH,NORTH
SYNTHETIC_ACCT_0584,RETAIL,EAST
SYNTHETIC_ACCT_0586,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0587,WEALTH,SOUTH
SYNTHETIC_ACCT_0588,RETAIL,WEST
SYNTHETIC_ACCT_0590,RETAIL,WEST
SYNTHETIC_ACCT_0593,STUDENT,WEST
SYNTHETIC_ACCT_0595,STUDENT,EAST
SYNTHETIC_ACCT_0596,STUDENT,WEST
SYNTHETIC_ACCT_0597,WEALTH,NORTH
SYNTHETIC_ACCT_0598,WEALTH,EAST
SYNTHETIC_ACCT_0599,SMALL_BIZ,NORTH
SYNTHETIC_ACCT_0601,RETAIL,SOUTH
