account_id,balance_date,closing_balance,day_over_day_change
SYNTHETIC_ACCT_0001,2024-12-22,31784.55,-287.65999999999985
SYNTHETIC_ACCT_0001,2024-12-23,31541.46,-243.09000000000015
SYNTHETIC_ACCT_0001,2024-12-24,31706.93,165.47000000000116
SYNTHETIC_ACCT_0001,2024-12-25,31365.82,-341.1100000000006
SYNTHETIC_ACCT_0001,2024-12-26,31922.84,557.0200000000004
SYNTHETIC_ACCT_0001,2024-12-27,32347.31,424.47000000000116
SYNTHETIC_ACCT_0001,2024-12-28,31965.13,-382.1800000000003
SYNTHETIC_ACCT_0001,2024-12-29,31662.82,-302.3100000000013
SYNTHETIC_ACCT_0001,2024-12-30,31308.71,-354.1100000000006
SYNTHETIC_ACCT_0001,2024-12-31,31514.53,205.8199999999997
SYNTHETIC_ACCT_0002,2024-10-03,12947.81,12947.81
SYNTHETIC_ACCT_0002,2024-10-04,13630.98,683.1700000000001
SYNTHETIC_ACCT_0002,2024-10-05,13229.03,-401.9499999999989
SYNTHETIC_ACCT_0002,2024-10-06,13152.42,-76.61000000000058
SYNTHETIC_ACCT_0002,2024-10-07,12806.82,-345.60000000000036
SYNTHETIC_ACCT_0002,2024-10-08,13141.04,334.22000000000116
SYNTHETIC_ACCT_0002,2024-10-09,13242.26,101.21999999999935
SYNTHETIC_ACCT_0002,2024-10-10,12980.79,-261.46999999999935
SYNTHETIC_ACCT_0002,2024-10-11,13701.66,720.869999999999
SYNTHETIC_ACCT_0002,2024-10-12,14052.48,350.8199999999997
SYNTHETIC_ACCT_0002,2024-10-13,14546.4,493.9200000000001
SYNTHETIC_ACCT_0002,2024-10-14,15301.52,755.1200000000008
SYNTHETIC_ACCT_0002,2024-10-15,15634.15,332.6299999999992
SYNTHETIC_ACCT_0002,2024-10-16,15238.56,-395.59000000000015
SYNTHETIC_ACCT_0002,2024-10-17,15229.67,-8.889999999999418
SYNTHETIC_ACCT_0002,2024-10-18,15955.22,725.5499999999993
SYNTHETIC_ACCT_0002,2024-10-19,16669.98,714.7600000000002
SYNTHETIC_ACCT_0002,2024-10-20,16966.86,296.880000000001
SYNTHETIC_ACCT_0002,2024-10-21,16775.35,-191.51000000000204
SYNTHETIC_ACCT_0002,2024-10-22,17653.1,877.75
SYNTHETIC_ACCT_0002,2024-10-23,18638.53,985.4300000000003
SYNTHETIC_ACCT_0002,2024-10-24,18744.83,106.30000000000291
SYNTHETIC_ACCT_0002,2024-10-25,19596.44,851.609999999997
SYNTHETIC_ACCT_0002,2024-10-26,20327.57,731.130000000001
SYNTHETIC_ACCT_0002,2024-10-27,20180.43,-147.13999999999942
SYNTHETIC_ACCT_0002,2024-10-28,20748.09,567.6599999999999
SYNTHETIC_ACCT_0002,2024-10-29,21241.82,493.72999999999956
SYNTHETIC_ACCT_0002,2024-10-30,22006.81,764.9900000000016
SYNTHETIC_ACCT_0002,2024-10-31,23002.99,996.1800000000003
SYNTHETIC_ACCT_0002,2024-11-01,23475.57,472.5799999999981
SYNTHETIC_ACCT_0002,2024-11-02,24438.03,962.4599999999991
SYNTHETIC_ACCT_0002,2024-11-03,25228.26,790.2299999999996
SYNTHETIC_ACCT_0002,2024-11-04,25663.13,434.8700000000026
SYNTHETIC_ACCT_0002,2024-11-05,25740.2,77.06999999999971
SYNTHETIC_ACCT_0002,2024-11-06,26107.11,366.90999999999985
SYNTHETIC_ACCT_0002,2024-11-07,26010.99,-96.11999999999898
SYNTHETIC_ACCT_0002,2024-11-08,26978.34,967.3499999999985
SYNTHETIC_ACCT_0002,2024-11-09,27348.74,370.40000000000146
SYNTHETIC_ACCT_0002,2024-11-10,28324.11,975.369999999999
SYNTHETIC_ACCT_0002,2024-11-11,28599.53,275.41999999999825
SYNTHETIC_ACCT_0002,2024-11-12,28808.21,208.6800000000003
SYNTHETIC_ACCT_0002,2024-11-13,29334.32,526.1100000000006
SYNTHETIC_ACCT_0002,2024-11-14,28913.48,-420.84000000000015
SYNTHETIC_ACCT_0002,2024-11-15,29094.53,181.04999999999927
SYNTHETIC_ACCT_0002,2024-11-16,29226.05,131.52000000000044
SYNTHETIC_ACCT_0002,2024-11-17,28977.31,-248.73999999999796
SYNTHETIC_ACCT_0002,2024-11-18,29567.77,590.4599999999991
SYNTHETIC_ACCT_0002,2024-11-19,29934.98,367.2099999999991
SYNTHETIC_ACCT_0002,2024-11-20,30648.32,713.3400000000001
SYNTHETIC_ACCT_0002,2024-11-21,30338.55,-309.77000000000044
SYNTHETIC_ACCT_0002,2024-11-22,30037.36,-301.1899999999987
SYNTHETIC_ACCT_0002,2024-11-23,30649.5,612.1399999999994
SYNTHETIC_ACCT_0002,2024-11-24,31138.23,488.72999999999956
SYNTHETIC_ACCT_0002,2024-11-25,31365.61,227.38000000000102
SYNTHETIC_ACCT_0002,2024-11-26,32341.72,976.1100000000006
SYNTHETIC_ACCT_0002,2024-11-27,33098.14,756.4199999999983
SYNTHETIC_ACCT_0002,2024-11-28,32955.06,-143.08000000000175
SYNTHETIC_ACCT_0002,2024-11-29,33321.7,366.6399999999994
SYNTHETIC_ACCT_0002,2024-11-30,33954.93,633.2300000000032
SYNTHETIC_ACCT_0002,2024-12-01,34169.28,214.34999999999854
SYNTHETIC_ACCT_0002,2024-12-02,34019.77,-149.51000000000204
SYNTHETIC_ACCT_0002,2024-12-03,33737.49,-282.27999999999884
SYNTHETIC_ACCT_0002,2024-12-04,33810.5,73.01000000000204
SYNTHETIC_ACCT_0002,2024-12-05,33456.55,-353.9499999999971
SYNTHETIC_ACCT_0002,2024-12-06,33872.28,415.7299999999959
SYNTHETIC_ACCT_0002,2024-12-07,33772.91,-99.36999999999534
SYNTHETIC_ACCT_0002,2024-12-08,33964.57,191.65999999999622
SYNTHETIC_ACCT_0002,2024-12-09,34620.32,655.75
SYNTHETIC_ACCT_0002,2024-12-10,34590.22,-30.099999999998545
SYNTHETIC_ACCT_0002,2024-12-11,34108.16,-482.0599999999977
SYNTHETIC_ACCT_0002,2024-12-12,34135.43,27.2699999999968
SYNTHETIC_ACCT_0002,2024-12-13,33670.98,-464.4499999999971
SYNTHETIC_ACCT_0002,2024-12-14,34596.71,925.7299999999959
SYNTHETIC_ACCT_0002,2024-12-15,34226.29,-370.41999999999825
SYNTHETIC_ACCT_0002,2024-12-16,34575.39,349.09999999999854
SYNTHETIC_ACCT_0002,2024-12-17,34455.39,-120.0
SYNTHETIC_ACCT_0002,2024-12-18,34635.56,180.16999999999825
SYNTHETIC_ACCT_0002,2024-12-19,34521.56,-114.0
SYNTHETIC_ACCT_0002,2024-12-20,34595.76,74.20000000000437
SYNTHETIC_ACCT_0002,2024-12-21,34362.65,-233.11000000000058
SYNTHETIC_ACCT_0002,2024-12-22,34778.1,415.4499999999971
SYNTHETIC_ACCT_0002,2024-12-23,35089.05,310.95000000000437
SYNTHETIC_ACCT_0002,2024-12-24,35957.96,868.9099999999962
SYNTHETIC_ACCT_0002,2024-12-25,35563.58,-394.3799999999974
SYNTHETIC_ACCT_0002,2024-12-26,36408.35,844.7699999999968
SYNTHETIC_ACCT_0002,2024-12-27,36905.26,496.9100000000035
SYNTHETIC_ACCT_0002,2024-12-28,37267.22,361.9599999999991
SYNTHETIC_ACCT_0002,2024-12-29,37484.43,217.20999999999913
SYNTHETIC_ACCT_0002,2024-12-30,37794.62,310.1900000000023
SYNTHETIC_ACCT_0002,2024-12-31,37476.43,-318.1900000000023
SYNTHETIC_ACCT_0003,2024-10-03,34192.71,34192.71
SYNTHETIC_ACCT_0003,2024-10-04,34240.74,48.029999999998836
SYNTHETIC_ACCT_0003,2024-10-05,34881.42,640.6800000000003
SYNTHETIC_ACCT_0003,2024-10-06,34440.42,-441.0
SYNTHETIC_ACCT_0003,2024-10-07,35285.11,844.6900000000023
SYNTHETIC_ACCT_0003,2024-10-08,36112.93,827.8199999999997
SYNTHETIC_ACCT_0003,2024-10-09,35902.57,-210.36000000000058
SYNTHETIC_ACCT_0003,2024-10-10,35985.72,83.15000000000146
SYNTHETIC_ACCT_0003,2024-10-11,36286.63,300.9099999999962
SYNTHETIC_ACCT_0003,2024-10-12,35842.19,-444.43999999999505
SYNTHETIC_ACCT_0003,2024-10-13,35950.45,108.25999999999476
SYNTHETIC_ACCT_0003,2024-10-14,36138.01,187.56000000000495
SYNTHETIC_ACCT_0003,2024-10-15,36749.59,611.5799999999945
SYNTHETIC_ACCT_0003,2024-10-16,36982.93,233.34000000000378
SYNTHETIC_ACCT_0003,2024-10-17,36551.63,-431.3000000000029
SYNTHETIC_ACCT_0003,2024-10-18,37000.62,448.99000000000524
SYNTHETIC_ACCT_0003,2024-10-19,37184.9,184.27999999999884
SYNTHETIC_ACCT_0003,2024-10-20,36856.17,-328.7300000000032
SYNTHETIC_ACCT_0003,2024-10-21,37562.85,706.6800000000003
SYNTHETIC_ACCT_0003,2024-10-22,37549.2,-13.650000000001455
SYNTHETIC_ACCT_0003,2024-10-23,37531.58,-17.619999999995343
SYNTHETIC_ACCT_0003,2024-10-24,37921.21,389.6299999999974
SYNTHETIC_ACCT_0003,2024-10-25,38557.54,636.3300000000017
SYNTHETIC_ACCT_0003,2024-10-26,38715.53,157.98999999999796
SYNTHETIC_ACCT_0003,2024-10-27,39402.11,686.5800000000017
SYNTHETIC_ACCT_0003,2024-10-28,38925.56,-476.5500000000029
SYNTHETIC_ACCT_0003,2024-10-29,39814.77,889.2099999999991
SYNTHETIC_ACCT_0003,2024-10-30,39939.1,124.33000000000175
SYNTHETIC_ACCT_0003,2024-10-31,39748.34,-190.76000000000204
SYNTHETIC_ACCT_0003,2024-11-01,39607.22,-141.11999999999534
SYNTHETIC_ACCT_0003,2024-11-02,39377.22,-230.0
SYNTHETIC_ACCT_0003,2024-11-03,40116.95,739.7299999999959
SYNTHETIC_ACCT_0003,2024-11-04,39970.41,-146.5399999999936
SYNTHETIC_ACCT_0003,2024-11-05,40398.79,428.3799999999974
SYNTHETIC_ACCT_0003,2024-11-06,40227.7,-171.09000000000378
SYNTHETIC_ACCT_0003,2024-11-07,39807.3,-420.3999999999942
SYNTHETIC_ACCT_0003,2024-11-08,40053.57,246.2699999999968
SYNTHETIC_ACCT_0003,2024-11-09,40520.86,467.2900000000009
SYNTHETIC_ACCT_0003,2024-11-10,40946.09,425.2299999999959
SYNTHETIC_ACCT_0003,2024-11-11,41556.72,610.6300000000047
SYNTHETIC_ACCT_0003,2024-11-12,41784.31,227.5899999999965
SYNTHETIC_ACCT_0003,2024-11-13,42173.37,389.06000000000495
SYNTHETIC_ACCT_0003,2024-11-14,42018.46,-154.9100000000035
SYNTHETIC_ACCT_0003,2024-11-15,42625.08,606.6200000000026
SYNTHETIC_ACCT_0003,2024-11-16,42235.37,-389.7099999999991
SYNTHETIC_ACCT_0003,2024-11-17,41952.78,-282.5900000000038
SYNTHETIC_ACCT_0003,2024-11-18,42013.01,60.2300000000032
SYNTHETIC_ACCT_0003,2024-11-19,42976.34,963.3299999999945
SYNTHETIC_ACCT_0003,2024-11-20,42565.82,-410.5199999999968
SYNTHETIC_ACCT_0003,2024-11-21,42693.16,127.34000000000378
SYNTHETIC_ACCT_0003,2024-11-22,43098.61,405.4499999999971
SYNTHETIC_ACCT_0003,2024-11-23,43956.98,858.3700000000026
SYNTHETIC_ACCT_0003,2024-11-24,43586.69,-370.2900000000009
SYNTHETIC_ACCT_0003,2024-11-25,43974.06,387.36999999999534
SYNTHETIC_ACCT_0003,2024-11-26,44578.33,604.2700000000041
SYNTHETIC_ACCT_0003,2024-11-27,44411.94,-166.38999999999942
SYNTHETIC_ACCT_0003,2024-11-28,45259.32,847.3799999999974
SYNTHETIC_ACCT_0003,2024-11-29,45859.53,600.2099999999991
SYNTHETIC_ACCT_0003,2024-11-30,46078.43,218.90000000000146
SYNTHETIC_ACCT_0003,2024-12-01,46321.36,242.9300000000003
SYNTHETIC_ACCT_0003,2024-12-02,47246.26,924.9000000000015
SYNTHETIC_ACCT_0003,2024-12-03,48244.69,998.4300000000003
SYNTHETIC_ACCT_0003,2024-12-04,48799.65,554.9599999999991
SYNTHETIC_ACCT_0003,2024-12-05,49764.28,964.6299999999974
SYNTHETIC_ACCT_0003,2024-12-06,49541.7,-222.58000000000175
SYNTHETIC_ACCT_0003,2024-12-07,49043.75,-497.9499999999971
SYNTHETIC_ACCT_0003,2024-12-08,49340.13,296.3799999999974
SYNTHETIC_ACCT_0003,2024-12-09,49653.78,313.65000000000146
SYNTHETIC_ACCT_0003,2024-12-10,50084.46,430.6800000000003
SYNTHETIC_ACCT_0003,2024-12-11,51002.44,917.9800000000032
SYNTHETIC_ACCT_0003,2024-12-12,51076.87,74.43000000000029
SYNTHETIC_ACCT_0003,2024-12-13,50839.77,-237.10000000000582
SYNTHETIC_ACCT_0003,2024-12-14,50547.38,-292.3899999999994
SYNTHETIC_ACCT_0003,2024-12-15,50765.12,217.74000000000524
SYNTHETIC_ACCT_0003,2024-12-16,51394.88,629.7599999999948
SYNTHETIC_ACCT_0003,2024-12-17,51650.23,255.35000000000582
SYNTHETIC_ACCT_0003,2024-12-18,51668.07,17.839999999996508
SYNTHETIC_ACCT_0003,2024-12-19,51873.32,205.25
SYNTHETIC_ACCT_0003,2024-12-20,52051.29,177.97000000000116
SYNTHETIC_ACCT_0003,2024-12-21,51833.82,-217.47000000000116
SYNTHETIC_ACCT_0003,2024-12-22,52680.74,846.9199999999983
SYNTHETIC_ACCT_0003,2024-12-23,52427.89,-252.84999999999854
SYNTHETIC_ACCT_0003,2024-12-24,53240.38,812.489999999998
SYNTHETIC_ACCT_0003,2024-12-25,53365.18,124.80000000000291
SYNTHETIC_ACCT_0003,2024-12-26,53385.23,20.05000000000291
SYNTHETIC_ACCT_0003,2024-12-27,53168.82,-216.4100000000035
SYNTHETIC_ACCT_0003,2024-12-28,53635.83,467.01000000000204
SYNTHETIC_ACCT_0003,2024-12-29,54316.07,680.239999999998
SYNTHETIC_ACCT_0003,2024-12-30,55078.93,762.8600000000006
SYNTHETIC_ACCT_0003,2024-12-31,55926.35,847.4199999999983
SYNTHETIC_ACCT_0004,2024-10-03,25168.25,25168.25
SYNTHETIC_ACCT_0004,2024-10-04,25094.82,-73.43000000000029
SYNTHETIC_ACCT_0004,2024-10-05,25662.54,567.7200000000012
SYNTHETIC_ACCT_0004,2024-10-06,25404.42,-258.1200000000026
SYNTHETIC_ACCT_0004,2024-10-07,25094.13,-310.28999999999724
SYNTHETIC_ACCT_0004,2024-10-08,25654.83,560.7000000000007
SYNTHETIC_ACCT_0004,2024-10-09,25714.2,59.36999999999898
SYNTHETIC_ACCT_0004,2024-10-10,25396.44,-317.76000000000204
SYNTHETIC_ACCT_0004,2024-10-11,26318.12,921.6800000000003
SYNTHETIC_ACCT_0004,2024-10-12,27281.52,963.4000000000015
SYNTHETIC_ACCT_0004,2024-10-13,28125.49,843.9700000000012
SYNTHETIC_ACCT_0004,2024-10-14,28625.82,500.3299999999981
SYNTHETIC_ACCT_0004,2024-10-15,28633.85,8.029999999998836
SYNTHETIC_ACCT_0004,2024-10-16,28342.98,-290.869999999999
SYNTHETIC_ACCT_0004,2024-10-17,28769.26,426.27999999999884
SYNTHETIC_ACCT_0004,2024-10-18,28351.81,-417.4499999999971
SYNTHETIC_ACCT_0004,2024-10-19,29023.74,671.9300000000003
SYNTHETIC_ACCT_0004,2024-10-20,29331.36,307.619999999999
SYNTHETIC_ACCT_0004,2024-10-21,30295.12,963.7599999999984
SYNTHETIC_ACCT_0004,2024-10-22,30702.74,407.6200000000026
SYNTHETIC_ACCT_0004,2024-10-23,30799.08,96.34000000000015
SYNTHETIC_ACCT_0004,2024-10-24,30858.33,59.25
SYNTHETIC_ACCT_0004,2024-10-25,31669.78,811.4499999999971
SYNTHETIC_ACCT_0004,2024-10-26,32282.07,612.2900000000009
SYNTHETIC_ACCT_0004,2024-10-27,32990.58,708.510000000002
SYNTHETIC_ACCT_0004,2024-10-28,32699.93,-290.65000000000146
SYNTHETIC_ACCT_0004,2024-10-29,32654.78,-45.150000000001455
SYNTHETIC_ACCT_0004,2024-10-30,32253.95,-400.8299999999981
SYNTHETIC_ACCT_0004,2024-10-31,31763.88,-490.0699999999997
SYNTHETIC_ACCT_0004,2024-11-01,32097.6,333.7199999999975
SYNTHETIC_ACCT_0004,2024-11-02,31896.49,-201.10999999999694
SYNTHETIC_ACCT_0004,2024-11-03,31459.84,-436.65000000000146
SYNTHETIC_ACCT_0004,2024-11-04,31700.99,241.15000000000146
SYNTHETIC_ACCT_0004,2024-11-05,31432.03,-268.96000000000276
SYNTHETIC_ACCT_0004,2024-11-06,31640.84,208.8100000000013
SYNTHETIC_ACCT_0004,2024-11-07,31409.9,-230.9399999999987
SYNTHETIC_ACCT_0004,2024-11-08,31088.93,-320.97000000000116
SYNTHETIC_ACCT_0004,2024-11-09,31487.27,398.34000000000015
SYNTHETIC_ACCT_0004,2024-11-10,32289.79,802.5200000000004
SYNTHETIC_ACCT_0004,2024-11-11,32349.59,59.79999999999927
SYNTHETIC_ACCT_0004,2024-11-12,32093.86,-255.72999999999956
SYNTHETIC_ACCT_0004,2024-11-13,32129.94,36.07999999999811
SYNTHETIC_ACCT_0004,2024-11-14,32998.1,868.1599999999999
SYNTHETIC_ACCT_0004,2024-11-15,33456.52,458.41999999999825
SYNTHETIC_ACCT_0004,2024-11-16,33231.39,-225.12999999999738
SYNTHETIC_ACCT_0004,2024-11-17,33215.3,-16.089999999996508
SYNTHETIC_ACCT_0004,2024-11-18,33122.49,-92.81000000000495
SYNTHETIC_ACCT_0004,2024-11-19,33492.56,370.0699999999997
SYNTHETIC_ACCT_0004,2024-11-20,33414.69,-77.86999999999534
SYNTHETIC_ACCT_0004,2024-11-21,33068.32,-346.3700000000026
SYNTHETIC_ACCT_0004,2024-11-22,33760.98,692.6600000000035
SYNTHETIC_ACCT_0004,2024-11-23,34530.08,769.0999999999985
SYNTHETIC_ACCT_0004,2024-11-24,34656.1,126.0199999999968
SYNTHETIC_ACCT_0004,2024-11-25,35541.21,885.1100000000006
SYNTHETIC_ACCT_0004,2024-11-26,35249.73,-291.4799999999959
SYNTHETIC_ACCT_0004,2024-11-27,35895.11,645.3799999999974
SYNTHETIC_ACCT_0004,2024-11-28,36511.8,616.6900000000023
SYNTHETIC_ACCT_0004,2024-11-29,37043.87,532.0699999999997
SYNTHETIC_ACCT_0004,2024-11-30,37181.08,137.20999999999913
SYNTHETIC_ACCT_0004,2024-12-01,37843.12,662.0400000000009
SYNTHETIC_ACCT_0004,2024-12-02,37392.31,-450.81000000000495
SYNTHETIC_ACCT_0004,2024-12-03,37070.69,-321.61999999999534
SYNTHETIC_ACCT_0004,2024-12-04,37702.52,631.8299999999945
SYNTHETIC_ACCT_0004,2024-12-05,38083.92,381.40000000000146
SYNTHETIC_ACCT_0004,2024-12-06,37720.09,-363.83000000000175
SYNTHETIC_ACCT_0004,2024-12-07,37741.84,21.75
SYNTHETIC_ACCT_0004,2024-12-08,37604.57,-137.2699999999968
SYNTHETIC_ACCT_0004,2024-12-09,38249.44,644.8700000000026
SYNTHETIC_ACCT_0004,2024-12-10,38007.1,-242.34000000000378
SYNTHETIC_ACCT_0004,2024-12-11,38893.45,886.3499999999985
SYNTHETIC_ACCT_0004,2024-12-12,38943.14,49.69000000000233
SYNTHETIC_ACCT_0004,2024-12-13,38714.41,-228.72999999999593
SYNTHETIC_ACCT_0004,2024-12-14,38985.79,271.3799999999974
SYNTHETIC_ACCT_0004,2024-12-15,38671.21,-314.58000000000175
SYNTHETIC_ACCT_0004,2024-12-16,39228.31,557.0999999999985
SYNTHETIC_ACCT_0004,2024-12-17,39468.88,240.5699999999997
SYNTHETIC_ACCT_0004,2024-12-18,39999.45,530.5699999999997
SYNTHETIC_ACCT_0004,2024-12-19,39935.33,-64.11999999999534
SYNTHETIC_ACCT_0004,2024-12-20,40777.46,842.1299999999974
SYNTHETIC_ACCT_0004,2024-12-21,40546.41,-231.04999999999563
SYNTHETIC_ACCT_0004,2024-12-22,40640.96,94.54999999999563
SYNTHETIC_ACCT_0004,2024-12-23,40356.01,-284.9499999999971
SYNTHETIC_ACCT_0004,2024-12-24,40968.16,612.1500000000015
SYNTHETIC_ACCT_0004,2024-12-25,41930.97,962.8099999999977
SYNTHETIC_ACCT_0004,2024-12-26,41615.11,-315.8600000000006
SYNTHETIC_ACCT_0004,2024-12-27,42262.34,647.2299999999959
SYNTHETIC_ACCT_0004,2024-12-28,43177.18,914.8400000000038
SYNTHETIC_ACCT_0004,2024-12-29,44158.46,981.2799999999988
SYNTHETIC_ACCT_0004,2024-12-30,43820.52,-337.9400000000023
SYNTHETIC_ACCT_0004,2024-12-31,44734.12,913.6000000000058
SYNTHETIC_ACCT_0005,2024-10-03,24446.87,24446.87
SYNTHETIC_ACCT_0005,2024-10-04,24175.97,-270.8999999999978
SYNTHETIC_ACCT_0005,2024-10-05,24667.59,491.619999999999
SYNTHETIC_ACCT_0005,2024-10-06,24470.49,-197.09999999999854
SYNTHETIC_ACCT_0005,2024-10-07,24784.15,313.65999999999985
SYNTHETIC_ACCT_0005,2024-10-08,25713.02,928.869999999999
SYNTHETIC_ACCT_0005,2024-10-09,25788.46,75.43999999999869
SYNTHETIC_ACCT_0005,2024-10-10,25342.43,-446.02999999999884
SYNTHETIC_ACCT_0005,2024-10-11,26169.48,827.0499999999993
SYNTHETIC_ACCT_0005,2024-10-12,26743.06,573.5800000000017
SYNTHETIC_ACCT_0005,2024-10-13,27233.18,490.119999999999
SYNTHETIC_ACCT_0005,2024-10-14,27576.56,343.380000000001
SYNTHETIC_ACCT_0005,2024-10-15,27818.6,242.03999999999724
SYNTHETIC_ACCT_0005,2024-10-16,28468.31,649.7100000000028
SYNTHETIC_ACCT_0005,2024-10-17,28035.99,-432.3199999999997
