account_id,min_closing_balance,max_closing_balance
SYNTHETIC_ACCT_0098,49774.74,71157.78
SYNTHETIC_ACCT_0099,10936.67,39009.19
SYNTHETIC_ACCT_0100,21384.7,43359.43
SYNTHETIC_ACCT_0101,25485.38,49549.33
SYNTHETIC_ACCT_0102,26424.3,57335.42
SYNTHETIC_ACCT_0103,24921.02,46023.22
SYNTHETIC_ACCT_0104,17067.09,38995.57
SYNTHETIC_ACCT_0105,25077.73,45089.28
SYNTHETIC_ACCT_0106,11561.35,36529.91
SYNTHETIC_ACCT_0107,11310.43,31298.81
SYNTHETIC_ACCT_0108,40279.6,66334.18
SYNTHETIC_ACCT_0109,37897.54,62201.1
SYNTHETIC_ACCT_0110,9749.69,35202.75
SYNTHETIC_ACCT_0111,46687.67,66175.94
SYNTHETIC_ACCT_0112,36342.39,52151.32
SYNTHETIC_ACCT_0113,37173.2,56744.32
SYNTHETIC_ACCT_0114,9359.8,32227.55
SYNTHETIC_ACCT_0115,18611.78,36740.47
SYNTHETIC_ACCT_0116,47945.43,65826.26
SYNTHETIC_ACCT_0117,38750.84,57148.17
SYNTHETIC_ACCT_0118,15642.52,39416.83
SYNTHETIC_ACCT_0119,21063.07,44978.95
SYNTHETIC_ACCT_0120,18280.6,43437.57
SYNTHETIC_ACCT_0121,11684.16,28292.16
SYNTHETIC_ACCT_0122,12459.16,39943.25
SYNTHETIC_ACCT_0123,48110.74,71646.56
SYNTHETIC_ACCT_0124,14696.63,39171.92
SYNTHETIC_ACCT_0125,5727.24,23303.97
SYNTHETIC_ACCT_0126,5149.81,32592.25
SYNTHETIC_ACCT_0127,11063.36,36442.43
SYNTHETIC_ACCT_0128,47969.81,68615.09
SYNTHETIC_ACCT_0129,5913.71,29775.23
SYNTHETIC_ACCT_0130,7398.43,32458.4
SYNTHETIC_ACCT_0131,25278.21,44691.31
SYNTHETIC_ACCT_0132,11348.61,36087.25
SYNTHETIC_ACCT_0133,11200.9,39881.04
SYNTHETIC_ACCT_0134,18344.54,37105.19
SYNTHETIC_ACCT_0135,18366.37,44361.15
SYNTHETIC_ACCT_0136,27646.86,47844.99
SYNTHETIC_ACCT_0137,20473.35,47009.25
SYNTHETIC_ACCT_0138,47096.79,71103.36
SYNTHETIC_ACCT_0139,22443.05,35548.54
SYNTHETIC_ACCT_0140,30786.56,49552.15
SYNTHETIC_ACCT_0141,24128.99,49223.1
SYNTHETIC_ACCT_0142,22326.83,37674.04
SYNTHETIC_ACCT_0143,2984.63,19742.47
SYNTHETIC_ACCT_0144,29547.57,49691.48
SYNTHETIC_ACCT_0145,17476.9,38561.23
SYNTHETIC_ACCT_0146,32440.08,48759.62
SYNTHETIC_ACCT_0147,27097.65,43106.42
SYNTHETIC_ACCT_0148,49062.83,70491.0
SYNTHETIC_ACCT_0149,34900.63,56576.24
SYNTHETIC_ACCT_0150,41707.61,64781.19
SYNTHETIC_ACCT_0151,16279.79,31707.31
SYNTHETIC_ACCT_0152,2026.13,27158.17
SYNTHETIC_ACCT_0153,5086.66,20897.57
SYNTHETIC_ACCT_0154,43606.99,59273.84
SYNTHETIC_ACCT_0155,31536.73,56627.69
SYNTHETIC_ACCT_0156,31915.01,56399.07
SYNTHETIC_ACCT_0157,5902.28,28225.83
SYNTHETIC_ACCT_0158,35359.89,56347.92
SYNTHETIC_ACCT_0159,20060.5,45351.04
SYNTHETIC_ACCT_0160,43387.42,69244.32
SYNTHETIC_ACCT_0161,45111.28,70979.27
SYNTHETIC_ACCT_0162,29530.19,51625.69
SYNTHETIC_ACCT_0163,46107.49,69412.07
SYNTHETIC_ACCT_0164,4924.41,26100.18
SYNTHETIC_ACCT_0165,31449.69,55381.3
SYNTHETIC_ACCT_0166,41595.11,62351.11
SYNTHETIC_ACCT_0167,23600.95,48421.91
SYNTHETIC_ACCT_0168,45335.42,64886.55
SYNTHETIC_ACCT_0169,8618.36,26916.72
SYNTHETIC_ACCT_0170,10861.75,33731.33
SYNTHETIC_ACCT_0171,43100.42,66662.34
SYNTHETIC_ACCT_0172,6773.47,28498.96
SYNTHETIC_ACCT_0173,24951.0,52524.57
SYNTHETIC_ACCT_0174,43935.11,60307.64
SYNTHETIC_ACCT_0175,21999.08,43084.66
SYNTHETIC_ACCT_0176,36520.82,59293.34
SYNTHETIC_ACCT_0177,9924.6,26926.52
SYNTHETIC_ACCT_0178,3995.25,26302.27
SYNTHETIC_ACCT_0179,11817.81,39858.94
SYNTHETIC_ACCT_0180,10777.39,37433.83
SYNTHETIC_ACCT_0181,35833.28,55418.86
SYNTHETIC_ACCT_0182,44150.41,72422.71
SYNTHETIC_ACCT_0183,5283.88,28476.16
SYNTHETIC_ACCT_0184,50383.35,75721.69
SYNTHETIC_ACCT_0185,29532.79,53922.3
SYNTHETIC_ACCT_0186,1419.8,26431.98
SYNTHETIC_ACCT_0187,41449.59,60222.3
SYNTHETIC_ACCT_0188,4425.5,25616.8
SYNTHETIC_ACCT_0189,19416.63,40482.75
SYNTHETIC_ACCT_0190,13490.52,35777.2
SYNTHETIC_ACCT_0191,45550.82,69601.2
SYNTHETIC_ACCT_0192,5784.99,30333.13
SYNTHETIC_ACCT_0193,14739.15,27200.03
SYNTHETIC_ACCT_0194,13246.73,44621.37
SYNTHETIC_ACCT_0195,12517.9,28996.92
SYNTHETIC_ACCT_0196,36357.64,51711.17
SYNTHETIC_ACCT_0197,28201.26,52966.56
SYNTHETIC_ACCT_0198,48727.65,68778.25
SYNTHETIC_ACCT_0199,5389.01,33620.1
SYNTHETIC_ACCT_0200,9792.78,34971.68
SYNTHETIC_ACCT_0201,37787.24,60626.59
SYNTHETIC_ACCT_0202,8479.03,37123.05
SYNTHETIC_ACCT_0203,33232.09,54905.97
SYNTHETIC_ACCT_0204,20659.12,42171.18
SYNTHETIC_ACCT_0205,12370.61,30378.25
SYNTHETIC_ACCT_0206,42261.3,65881.43
SYNTHETIC_ACCT_0207,18422.43,35448.78
SYNTHETIC_ACCT_0208,17893.84,47240.73
SYNTHETIC_ACCT_0209,5340.91,32212.07
SYNTHETIC_ACCT_0210,6706.98,30381.43
SYNTHETIC_ACCT_0211,6883.98,31574.8
SYNTHETIC_ACCT_0212,13883.67,37207.6
SYNTHETIC_ACCT_0213,3308.95,19487.74
SYNTHETIC_ACCT_0214,16300.43,34765.96
SYNTHETIC_ACCT_0215,41124.07,58714.3
SYNTHETIC_ACCT_0216,3619.5,29125.31
SYNTHETIC_ACCT_0217,3105.87,23720.51
SYNTHETIC_ACCT_0218,33452.13,58095.38
SYNTHETIC_ACCT_0219,49353.49,68953.15
SYNTHETIC_ACCT_0220,16455.41,30039.21
SYNTHETIC_ACCT_0221,31413.52,55638.64
SYNTHETIC_ACCT_0222,36161.41,67127.43
SYNTHETIC_ACCT_0223,4534.43,26559.95
SYNTHETIC_ACCT_0224,6568.25,32895.03
SYNTHETIC_ACCT_0225,30213.32,49468.17
SYNTHETIC_ACCT_0226,45814.74,62142.4
SYNTHETIC_ACCT_0227,26934.97,52012.28
SYNTHETIC_ACCT_0228,40174.33,62221.0
SYNTHETIC_ACCT_0229,23557.03,44868.26
SYNTHETIC_ACCT_0230,12019.62,37154.09
SYNTHETIC_ACCT_0231,23724.83,48828.64
SYNTHETIC_ACCT_0232,7615.43,28244.9
SYNTHETIC_ACCT_0233,42832.72,67917.39
SYNTHETIC_ACCT_0234,33523.66,59781.49
SYNTHETIC_ACCT_0235,4056.98,18422.88
SYNTHETIC_ACCT_0236,29138.62,59143.83
SYNTHETIC_ACCT_0237,19704.06,37762.15
SYNTHETIC_ACCT_0238,15515.25,39108.99
SYNTHETIC_ACCT_0239,37451.37,55095.49
SYNTHETIC_ACCT_0240,32.2,19148.41
SYNTHETIC_ACCT_0241,20885.41,41838.56
SYNTHETIC_ACCT_0242,8106.51,30705.93
SYNTHETIC_ACCT_0243,23809.12,48923.6
SYNTHETIC_ACCT_0244,38247.93,57876.03
SYNTHETIC_ACCT_0245,17955.01,41990.46
SYNTHETIC_ACCT_0246,13173.77,34779.7
SYNTHETIC_ACCT_0247,27688.23,51099.57
SYNTHETIC_ACCT_0248,1360.63,28591.62
SYNTHETIC_ACCT_0249,5255.37,28865.61
SYNTHETIC_ACCT_0250,13971.39,33533.65
SYNTHETIC_ACCT_0251,37557.84,54940.97
SYNTHETIC_ACCT_0252,27747.21,56527.13
SYNTHETIC_ACCT_0253,47090.46,75154.73
SYNTHETIC_ACCT_0254,12326.08,37226.73
SYNTHETIC_ACCT_0255,43052.13,60708.06
SYNTHETIC_ACCT_0256,43046.12,70229.46
SYNTHETIC_ACCT_0257,49531.99,66753.5
SYNTHETIC_ACCT_0258,9899.51,30059.04
SYNTHETIC_ACCT_0259,34665.43,55940.41
SYNTHETIC_ACCT_0260,19198.45,35838.44
SYNTHETIC_ACCT_0261,6041.89,30504.83
SYNTHETIC_ACCT_0262,1508.75,25461.6
SYNTHETIC_ACCT_0263,29236.88,49837.7
SYNTHETIC_ACCT_0264,28036.09,52177.45
SYNTHETIC_ACCT_0265,32315.77,63118.45
SYNTHETIC_ACCT_0266,12491.4,30633.94
SYNTHETIC_ACCT_0267,13644.3,31717.47
SYNTHETIC_ACCT_0268,39749.54,54499.07
SYNTHETIC_ACCT_0269,2222.86,25049.11
SYNTHETIC_ACCT_0270,30630.09,51442.07
SYNTHETIC_ACCT_0271,37858.01,59005.51
SYNTHETIC_ACCT_0272,5465.64,32371.51
SYNTHETIC_ACCT_0273,10460.36,36745.38
SYNTHETIC_ACCT_0274,27319.96,51236.57
SYNTHETIC_ACCT_0275,49498.5,70571.61
SYNTHETIC_ACCT_0276,18919.23,42682.44
SYNTHETIC_ACCT_0277,25090.76,48709.92
SYNTHETIC_ACCT_0278,49150.31,74977.97
SYNTHETIC_ACCT_0279,25320.22,40150.55
SYNTHETIC_ACCT_0280,29404.39,50083.85
SYNTHETIC_ACCT_0281,33128.73,49133.96
SYNTHETIC_ACCT_0282,24388.38,51728.04
SYNTHETIC_ACCT_0283,11264.47,33807.83
SYNTHETIC_ACCT_0284,36807.85,58528.23
SYNTHETIC_ACCT_0285,48619.77,72181.43
SYNTHETIC_ACCT_0286,14117.38,36863.31
SYNTHETIC_ACCT_0287,12838.17,36260.39
SYNTHETIC_ACCT_0288,46206.8,68877.17
SYNTHETIC_ACCT_0289,37304.56,57799.41
SYNTHETIC_ACCT_0290,43555.92,73021.99
SYNTHETIC_ACCT_0291,27431.22,40641.73
SYNTHETIC_ACCT_0292,41384.93,69643.05
SYNTHETIC_ACCT_0293,1578.19,31677.25
SYNTHETIC_ACCT_0294,15680.49,45662.79
SYNTHETIC_ACCT_0295,23133.24,41679.13
SYNTHETIC_ACCT_0296,17754.25,36161.9
SYNTHETIC_ACCT_0297,27560.42,49851.01
SYNTHETIC_ACCT_0298,37108.23,62147.73
SYNTHETIC_ACCT_0299,9104.82,36271.31
SYNTHETIC_ACCT_0300,42619.63,64015.86
SYNTHETIC_ACCT_0301,17766.2,41179.39
SYNTHETIC_ACCT_0302,48785.33,74131.0
SYNTHETIC_ACCT_0303,17735.48,41780.32
SYNTHETIC_ACCT_0304,4141.52,27160.48
SYNTHETIC_ACCT_0305,2758.93,34142.41
SYNTHETIC_ACCT_0306,1982.16,26034.7
SYNTHETIC_ACCT_0307,3259.74,20140.88
SYNTHETIC_ACCT_0308,2184.02,24762.2
SYNTHETIC_ACCT_0309,12131.12,30685.93
SYNTHETIC_ACCT_0310,8376.17,31248.22
SYNTHETIC_ACCT_0311,9375.58,34215.44
SYNTHETIC_ACCT_0312,31121.22,50474.87
SYNTHETIC_ACCT_0313,14264.82,37068.9
SYNTHETIC_ACCT_0314,7711.29,33913.67
SYNTHETIC_ACCT_0315,2248.81,25436.69
SYNTHETIC_ACCT_0316,25323.47,46687.17
SYNTHETIC_ACCT_0317,19304.84,50894.01
SYNTHETIC_ACCT_0318,9529.34,31303.12
SYNTHETIC_ACCT_0319,36804.43,57448.33
SYNTHETIC_ACCT_0320,37982.96,58848.96
SYNTHETIC_ACCT_0321,12239.01,34149.97
SYNTHETIC_ACCT_0322,6748.01,22098.76
SYNTHETIC_ACCT_0323,38731.66,60278.11
SYNTHETIC_ACCT_0324,49269.19,66790.75
SYNTHETIC_ACCT_0325,5713.72,23899.66
SYNTHETIC_ACCT_0326,35567.0,60161.45
SYNTHETIC_ACCT_0327,20959.16,41071.88
SYNTHETIC_ACCT_0328,21163.81,47801.62
SYNTHETIC_ACCT_0329,15752.62,32998.58
SYNTHETIC_ACCT_0330,34342.54,60056.66
SYNTHETIC_ACCT_0331,12183.84,26987.34
SYNTHETIC_ACCT_0332,37976.19,57957.03
SYNTHETIC_ACCT_0333,44429.4,68124.6
SYNTHETIC_ACCT_0334,3728.39,27745.33
SYNTHETIC_ACCT_0335,27417.16,51415.87
SYNTHETIC_ACCT_0336,20966.52,39434.83
SYNTHETIC_ACCT_0337,16346.31,36789.32
SYNTHETIC_ACCT_0338,12822.17,37341.89
SYNTHETIC_ACCT_0339,42230.26,64955.57
SYNTHETIC_ACCT_0340,14736.05,36285.2
SYNTHETIC_ACCT_0341,43771.76,60514.18
SYNTHETIC_ACCT_0342,3876.82,34176.18
SYNTHETIC_ACCT_0343,42432.92,67816.77
SYNTHETIC_ACCT_0344,46435.64,65964.83
SYNTHETIC_ACCT_0345,11940.26,28255.89
SYNTHETIC_ACCT_0346,30318.06,48832.74
SYNTHETIC_ACCT_0347,48406.3,66487.84
SYNTHETIC_ACCT_0348,12876.44,42227.19
SYNTHETIC_ACCT_0349,44682.8,71077.96
SYNTHETIC_ACCT_0350,13007.52,37491.25
SYNTHETIC_ACCT_0351,27406.9,44705.72
SYNTHETIC_ACCT_0352,28864.19,52367.82
SYNTHETIC_ACCT_0353,19004.73,48906.64
SYNTHETIC_ACCT_0354,21629.01,50411.12
SYNTHETIC_ACCT_0355,27059.51,44782.99
SYNTHETIC_ACCT_0356,26285.35,51996.0
SYNTHETIC_ACCT_0357,34335.27,57519.41
SYNTHETIC_ACCT_0358,10512.08,35247.44
SYNTHETIC_ACCT_0359,16728.83,37515.14
SYNTHETIC_ACCT_0360,16724.68,33566.06
SYNTHETIC_ACCT_0361,38546.71,60040.48
SYNTHETIC_ACCT_0362,31603.62,49520.84
SYNTHETIC_ACCT_0363,45422.14,67938.15
SYNTHETIC_ACCT_0364,15417.56,37551.83
SYNTHETIC_ACCT_0365,4873.55,27351.4
SYNTHETIC_ACCT_0366,48374.69,72949.66
SYNTHETIC_ACCT_0367,33005.5,54991.5
SYNTHETIC_ACCT_0368,39203.31,65077.36
SYNTHETIC_ACCT_0369,21737.34,41913.03
SYNTHETIC_ACCT_0370,26583.45,46519.87
SYNTHETIC_ACCT_0371,45823.49,71860.43
SYNTHETIC_ACCT_0372,13590.08,35074.53
SYNTHETIC_ACCT_0373,18846.75,31536.09
SYNTHETIC_ACCT_0374,23439.76,53284.59
SYNTHETIC_ACCT_0375,17003.88,41805.36
SYNTHETIC_ACCT_0376,21924.11,50494.04
SYNTHETIC_ACCT_0377,19356.37,40313.51
SYNTHETIC_ACCT_0378,22805.09,33873.99
SYNTHETIC_ACCT_0379,7769.12,26696.75
SYNTHETIC_ACCT_0380,39329.24,62970.63
SYNTHETIC_ACCT_0381,36654.01,65619.87
SYNTHETIC_ACCT_0382,49332.15,68580.84
SYNTHETIC_ACCT_0383,35212.31,55093.21
SYNTHETIC_ACCT_0384,26329.9,51875.31
SYNTHETIC_ACCT_0385,35930.14,57694.13
SYNTHETIC_ACCT_0386,19221.05,44373.94
SYNTHETIC_ACCT_0387,43218.33,67637.58
SYNTHETIC_ACCT_0388,25244.24,45961.86
SYNTHETIC_ACCT_0389,4276.22,29946.98
SYNTHETIC_ACCT_0390,37936.92,62210.96
SYNTHETIC_ACCT_0391,20144.21,46486.95
SYNTHETIC_ACCT_0392,15291.28,37993.92
SYNTHETIC_ACCT_0393,22987.95,39304.39
SYNTHETIC_ACCT_0394,22779.53,41062.42
SYNTHETIC_ACCT_0395,17390.08,37739.98
SYNTHETIC_ACCT_0396,29274.77,45421.72
SYNTHETIC_ACCT_0397,19015.5,47756.04
SYNTHETIC_ACCT_0398,2333.78,28504.43
SYNTHETIC_ACCT_0399,3687.84,27344.59
SYNTHETIC_ACCT_0400,45687.33,65589.17
SYNTHETIC_ACCT_0401,46110.96,73550.77
SYNTHETIC_ACCT_0402,4002.02,23392.51
SYNTHETIC_ACCT_0403,40034.6,63452.78
SYNTHETIC_ACCT_0404,43526.63,71569.86
SYNTHETIC_ACCT_0405,37854.37,63145.31
SYNTHETIC_ACCT_0406,28274.59,50673.32
SYNTHETIC_ACCT_0407,34871.21,51337.93
SYNTHETIC_ACCT_0408,22592.17,41784.09
SYNTHETIC_ACCT_0409,12834.22,41886.74
SYNTHETIC_ACCT_0410,28865.54,49692.99
SYNTHETIC_ACCT_0411,15873.84,46865.41
SYNTHETIC_ACCT_0412,2997.54,23073.11
SYNTHETIC_ACCT_0413,17301.45,44285.43
SYNTHETIC_ACCT_0414,22065.68,48032.76
SYNTHETIC_ACCT_0415,44796.44,65821.52
SYNTHETIC_ACCT_0416,38488.98,54317.06
SYNTHETIC_ACCT_0417,11217.08,47415.42
SYNTHETIC_ACCT_0418,9176.15,35159.96
SYNTHETIC_ACCT_0419,12467.17,33301.73
SYNTHETIC_ACCT_0420,15509.57,37430.73
SYNTHETIC_ACCT_0421,49285.76,67737.59
SYNTHETIC_ACCT_0422,37684.65,61811.93
SYNTHETIC_ACCT_0423,28813.28,51270.49
SYNTHETIC_ACCT_0424,15893.01,37690.12
SYNTHETIC_ACCT_0425,38970.72,65535.85
SYNTHETIC_ACCT_0426,40269.9,65897.32
SYNTHETIC_ACCT_0427,35320.22,58326.66
SYNTHETIC_ACCT_0428,12265.21,32379.55
SYNTHETIC_ACCT_0429,5638.06,21001.97
SYNTHETIC_ACCT_0430,18120.44,44132.11
SYNTHETIC_ACCT_0431,45185.29,66523.78
SYNTHETIC_ACCT_0432,21258.34,45915.32
SYNTHETIC_ACCT_0433,19909.17,36635.56
SYNTHETIC_ACCT_0434,5641.27,31044.44
SYNTHETIC_ACCT_0435,42852.72,64380.24
SYNTHETIC_ACCT_0436,25528.79,46110.99
SYNTHETIC_ACCT_0437,39626.33,62321.78
SYNTHETIC_ACCT_0438,21751.43,45713.89
SYNTHETIC_ACCT_0439,10622.98,37561.36
SYNTHETIC_ACCT_0440,22828.58,47187.46
SYNTHETIC_ACCT_0441,8076.38,26622.32
SYNTHETIC_ACCT_0442,28840.53,52193.43
SYNTHETIC_ACCT_0443,13780.81,43817.7
SYNTHETIC_ACCT_0444,47538.37,71972.6
SYNTHETIC_ACCT_0445,35631.33,60916.04
SYNTHETIC_ACCT_0446,8265.08,29155.21
SYNTHETIC_ACCT_0447,44668.1,68449.24
SYNTHETIC_ACCT_0448,45422.5,64003.35
SYNTHETIC_ACCT_0449,16362.87,40036.73
SYNTHETIC_ACCT_0450,31092.69,50185.06
SYNTHETIC_ACCT_0451,1801.41,34693.82
SYNTHETIC_ACCT_0452,41579.3,60959.69
SYNTHETIC_ACCT_0453,49014.04,73448.13
SYNTHETIC_ACCT_0454,4252.36,28685.4
SYNTHETIC_ACCT_0455,24987.76,48237.65
SYNTHETIC_ACCT_0456,16315.6,35159.47
SYNTHETIC_ACCT_0457,22392.48,55921.34
SYNTHETIC_ACCT_0458,33647.84,56538.43
SYNTHETIC_ACCT_0459,273.78,25692.3
SYNTHETIC_ACCT_0460,27322.49,49116.0
SYNTHETIC_ACCT_0461,40024.13,59247.76
SYNTHETIC_ACCT_0462,11353.08,35928.46
SYNTHETIC_ACCT_0463,26576.3,47369.79
SYNTHETIC_ACCT_0464,38091.9,57612.23
SYNTHETIC_ACCT_0465,24542.65,48782.93
SYNTHETIC_ACCT_0466,6530.32,30508.84
SYNTHETIC_ACCT_0467,27593.97,52587.83
SYNTHETIC_ACCT_0468,38797.38,57106.33
SYNTHETIC_ACCT_0469,27487.81,52112.8
SYNTHETIC_ACCT_0470,40116.42,62555.44
SYNTHETIC_ACCT_0471,17052.09,34340.15
SYNTHETIC_ACCT_0472,11915.54,33213.29
SYNTHETIC_ACCT_0473,11154.85,34771.09
SYNTHETIC_ACCT_0474,3587.04,27072.1
SYNTHETIC_ACCT_0475,7935.7,31974.57
SYNTHETIC_ACCT_0476,36074.43,62039.07
SYNTHETIC_ACCT_0477,21762.57,43513.9
SYNTHETIC_ACCT_0478,34910.56,56613.79
SYNTHETIC_ACCT_0479,45104.42,70463.54
SYNTHETIC_ACCT_0480,46444.13,70913.91
SYNTHETIC_ACCT_0481,45353.89,74337.31
SYNTHETIC_ACCT_0482,14661.45,36619.91
SYNTHETIC_ACCT_0483,26698.62,50738.41
SYNTHETIC_ACCT_0484,36738.46,65642.89
SYNTHETIC_ACCT_0485,15806.99,36796.89
SYNTHETIC_ACCT_0486,1138.75,20008.71
SYNTHETIC_ACCT_0487,4412.95,32575.78
SYNTHETIC_ACCT_0488,36676.96,55331.09
SYNTHETIC_ACCT_0489,41160.95,60355.42
SYNTHETIC_ACCT_0490,18482.78,45013.02
SYNTHETIC_ACCT_0491,10095.95,35999.69
SYNTHETIC_ACCT_0492,23979.8,49638.99
SYNTHETIC_ACCT_0493,41502.62,61842.12
SYNTHETIC_ACCT_0494,34748.3,55421.65
SYNTHETIC_ACCT_0495,36417.28,58910.82
SYNTHETIC_ACCT_0496,26538.88,50141.81
SYNTHETIC_ACCT_0497,30211.1,56255.81
SYNTHETIC_ACCT_0498,42064.75,57931.25
SYNTHETIC_ACCT_0499,1873.87,32552.72
SYNTHETIC_ACCT_0500,47617.01,66107.89
SYNTHETIC_ACCT_0501,13694.14,32880.51
SYNTHETIC_ACCT_0502,27233.94,41558.99
SYNTHETIC_ACCT_0503,36432.71,52456.21
SYNTHETIC_ACCT_0504,26481.4,46221.49
SYNTHETIC_ACCT_0505,14482.58,37653.49
SYNTHETIC_ACCT_0506,14137.6,36367.45
SYNTHETIC_ACCT_0507,30315.16,56121.81
SYNTHETIC_ACCT_0508,24401.87,45885.11
SYNTHETIC_ACCT_0509,7353.32,33266.92
SYNTHETIC_ACCT_0510,9216.0,38779.39
SYNTHETIC_ACCT_0511,45043.72,65932.29
SYNTHETIC_ACCT_0512,19285.2,39827.7
SYNTHETIC_ACCT_0513,6165.2,31071.25
SYNTHETIC_ACCT_0514,32230.59,59010.94
SYNTHETIC_ACCT_0515,7925.56,32342.71
SYNTHETIC_ACCT_0516,12080.73,29378.4
SYNTHETIC_ACCT_0517,27441.89,53679.51
