account_id,min_closing_balance,max_closing_balance
SYNTHETIC_ACCT_0157,35324.98,50524.6
SYNTHETIC_ACCT_0158,45276.63,66723.11
SYNTHETIC_ACCT_0159,43217.82,65934.28
SYNTHETIC_ACCT_0160,15089.81,42946.14
SYNTHETIC_ACCT_0161,31563.24,55227.4
SYNTHETIC_ACCT_0162,43460.29,70474.97
SYNTHETIC_ACCT_0163,43938.08,66004.51
SYNTHETIC_ACCT_0164,23578.97,48950.28
SYNTHETIC_ACCT_0165,4578.97,27285.6
SYNTHETIC_ACCT_0166,29246.04,59291.79
SYNTHETIC_ACCT_0167,28022.25,48618.96
SYNTHETIC_ACCT_0168,7702.4,29207.83
SYNTHETIC_ACCT_0169,29496.93,46808.99
SYNTHETIC_ACCT_0170,15376.26,38800.94
SYNTHETIC_ACCT_0171,2870.06,24866.33
SYNTHETIC_ACCT_0172,5465.29,29167.78
SYNTHETIC_ACCT_0173,18326.98,38146.76
SYNTHETIC_ACCT_0174,7748.96,28949.38
SYNTHETIC_ACCT_0175,34728.29,61684.55
SYNTHETIC_ACCT_0176,28098.37,50664.27
SYNTHETIC_ACCT_0177,10020.52,32441.21
SYNTHETIC_ACCT_0178,38146.68,64946.97
SYNTHETIC_ACCT_0179,32766.46,53982.71
SYNTHETIC_ACCT_0180,26240.32,41556.84
SYNTHETIC_ACCT_0181,6751.25,35598.64
SYNTHETIC_ACCT_0182,795.96,19981.99
SYNTHETIC_ACCT_0183,10189.02,27192.02
SYNTHETIC_ACCT_0184,27477.11,50428.14
SYNTHETIC_ACCT_0185,11015.85,33855.84
SYNTHETIC_ACCT_0186,5721.64,30731.74
SYNTHETIC_ACCT_0187,44564.29,62342.41
SYNTHETIC_ACCT_0188,31976.84,59227.57
SYNTHETIC_ACCT_0189,26753.66,55708.36
SYNTHETIC_ACCT_0190,28306.29,51606.4
SYNTHETIC_ACCT_0191,21264.22,43095.11
SYNTHETIC_ACCT_0192,6279.61,25680.19
SYNTHETIC_ACCT_0193,3851.97,26622.95
SYNTHETIC_ACCT_0194,494.08,33234.17
SYNTHETIC_ACCT_0195,4831.06,25117.2
SYNTHETIC_ACCT_0196,19422.23,38416.12
SYNTHETIC_ACCT_0197,43353.58,62908.51
SYNTHETIC_ACCT_0198,5853.4,23766.48
SYNTHETIC_ACCT_0199,10533.76,33684.1
SYNTHETIC_ACCT_0200,42249.9,64719.6
SYNTHETIC_ACCT_0201,12017.7,35732.55
SYNTHETIC_ACCT_0202,4229.31,24950.05
SYNTHETIC_ACCT_0203,46407.34,68774.69
SYNTHETIC_ACCT_0204,35707.04,50381.04
SYNTHETIC_ACCT_0205,15123.06,36460.0
SYNTHETIC_ACCT_0206,47365.04,81804.32
SYNTHETIC_ACCT_0207,14169.17,35740.24
SYNTHETIC_ACCT_0208,9939.4,37686.48
SYNTHETIC_ACCT_0209,36986.74,60207.01
SYNTHETIC_ACCT_0210,12468.05,37154.27
SYNTHETIC_ACCT_0211,19625.69,39161.46
SYNTHETIC_ACCT_0212,47875.85,71898.66
SYNTHETIC_ACCT_0213,7629.29,30273.92
SYNTHETIC_ACCT_0214,14726.58,39454.35
SYNTHETIC_ACCT_0215,36767.59,62743.99
SYNTHETIC_ACCT_0216,14236.39,31798.79
SYNTHETIC_ACCT_0217,8832.54,34841.68
SYNTHETIC_ACCT_0218,35617.73,55260.12
SYNTHETIC_ACCT_0219,13684.77,31102.19
SYNTHETIC_ACCT_0220,3686.02,22374.52
SYNTHETIC_ACCT_0221,33432.54,51239.65
SYNTHETIC_ACCT_0222,15731.36,36737.8
SYNTHETIC_ACCT_0223,17985.43,37371.52
SYNTHETIC_ACCT_0224,50305.36,75464.68
SYNTHETIC_ACCT_0225,15083.65,35804.3
SYNTHETIC_ACCT_0226,10097.81,35888.92
SYNTHETIC_ACCT_0227,21512.36,50519.43
SYNTHETIC_ACCT_0228,35240.09,60003.44
SYNTHETIC_ACCT_0229,38640.77,64936.39
SYNTHETIC_ACCT_0230,13674.38,39984.88
SYNTHETIC_ACCT_0231,37185.3,66327.25
SYNTHETIC_ACCT_0232,18120.32,50727.19
SYNTHETIC_ACCT_0233,27857.28,44679.05
SYNTHETIC_ACCT_0234,22262.77,40659.51
SYNTHETIC_ACCT_0235,25162.52,51820.26
SYNTHETIC_ACCT_0236,23656.63,47610.76
SYNTHETIC_ACCT_0237,39839.19,69431.7
SYNTHETIC_ACCT_0238,12759.84,29009.9
SYNTHETIC_ACCT_0239,34631.6,60953.15
SYNTHETIC_ACCT_0240,46552.23,68790.18
SYNTHETIC_ACCT_0241,42745.1,70562.64
SYNTHETIC_ACCT_0242,38794.06,55553.46
SYNTHETIC_ACCT_0243,30666.42,58589.18
SYNTHETIC_ACCT_0244,33510.4,55787.26
SYNTHETIC_ACCT_0245,1233.97,22356.63
SYNTHETIC_ACCT_0246,39697.73,62712.4
SYNTHETIC_ACCT_0247,47164.79,72651.85
SYNTHETIC_ACCT_0248,10951.88,32439.85
SYNTHETIC_ACCT_0249,13555.77,30875.14
SYNTHETIC_ACCT_0250,17553.57,41599.36
SYNTHETIC_ACCT_0251,41792.76,61551.18
SYNTHETIC_ACCT_0252,47299.06,69830.83
SYNTHETIC_ACCT_0253,7295.05,28996.82
SYNTHETIC_ACCT_0254,16281.85,42010.78
SYNTHETIC_ACCT_0255,5977.13,28470.04
SYNTHETIC_ACCT_0256,11294.77,29549.23
SYNTHETIC_ACCT_0257,41537.23,62469.32
SYNTHETIC_ACCT_0258,39796.68,56470.08
SYNTHETIC_ACCT_0259,32794.73,58097.31
SYNTHETIC_ACCT_0260,3390.41,25317.45
SYNTHETIC_ACCT_0261,22695.12,45691.8
SYNTHETIC_ACCT_0262,31716.95,60656.52
SYNTHETIC_ACCT_0263,33936.9,52798.63
SYNTHETIC_ACCT_0264,46028.78,60643.72
SYNTHETIC_ACCT_0265,17735.49,35540.62
SYNTHETIC_ACCT_0266,43790.02,72721.45
SYNTHETIC_ACCT_0267,31009.53,52445.54
SYNTHETIC_ACCT_0268,13845.12,35134.09
SYNTHETIC_ACCT_0269,31332.53,53241.96
SYNTHETIC_ACCT_0270,28917.73,52577.28
SYNTHETIC_ACCT_0271,1363.39,34964.1
SYNTHETIC_ACCT_0272,28794.52,50149.89
SYNTHETIC_ACCT_0273,36653.06,55842.3
SYNTHETIC_ACCT_0274,36076.35,61365.34
SYNTHETIC_ACCT_0275,18457.75,44118.16
SYNTHETIC_ACCT_0276,5384.8,34980.01
SYNTHETIC_ACCT_0277,36557.37,55697.43
SYNTHETIC_ACCT_0278,13378.37,39222.3
SYNTHETIC_ACCT_0279,37532.6,56563.47
SYNTHETIC_ACCT_0280,9010.48,30412.56
SYNTHETIC_ACCT_0281,31571.18,51580.79
SYNTHETIC_ACCT_0282,46473.7,67868.06
SYNTHETIC_ACCT_0283,3907.38,25689.03
SYNTHETIC_ACCT_0284,29009.62,50941.1
SYNTHETIC_ACCT_0285,23477.75,43407.0
SYNTHETIC_ACCT_0286,31754.18,56799.39
SYNTHETIC_ACCT_0287,48615.96,76124.69
SYNTHETIC_ACCT_0288,33213.55,56885.9
SYNTHETIC_ACCT_0289,37288.37,57589.57
SYNTHETIC_ACCT_0290,22250.06,44663.83
SYNTHETIC_ACCT_0291,48901.9,69518.57
SYNTHETIC_ACCT_0292,8382.95,27013.9
SYNTHETIC_ACCT_0293,28211.8,49638.03
SYNTHETIC_ACCT_0294,36317.38,57452.59
SYNTHETIC_ACCT_0295,42614.32,66688.95
SYNTHETIC_ACCT_0296,7712.33,30396.55
SYNTHETIC_ACCT_0297,20783.79,47679.89
SYNTHETIC_ACCT_0298,14551.75,39217.56
SYNTHETIC_ACCT_0299,41239.8,60156.33
SYNTHETIC_ACCT_0300,43009.29,61586.69
SYNTHETIC_ACCT_0301,5251.92,27841.09
SYNTHETIC_ACCT_0302,21828.45,46553.26
SYNTHETIC_ACCT_0303,2980.66,31992.97
SYNTHETIC_ACCT_0304,20150.13,38387.02
SYNTHETIC_ACCT_0305,48554.9,69914.99
SYNTHETIC_ACCT_0306,36791.21,58745.87
SYNTHETIC_ACCT_0307,41616.83,60219.02
SYNTHETIC_ACCT_0308,37251.28,63479.31
SYNTHETIC_ACCT_0309,11837.4,33487.87
SYNTHETIC_ACCT_0310,9331.26,37457.77
SYNTHETIC_ACCT_0311,43108.52,64136.82
SYNTHETIC_ACCT_0312,11445.17,37728.83
SYNTHETIC_ACCT_0313,14855.65,41321.83
SYNTHETIC_ACCT_0314,34058.68,60186.11
SYNTHETIC_ACCT_0315,45600.28,68887.74
SYNTHETIC_ACCT_0316,40318.58,66322.8
SYNTHETIC_ACCT_0317,44753.66,58426.17
SYNTHETIC_ACCT_0318,15167.74,35709.15
SYNTHETIC_ACCT_0319,9517.6,27776.64
SYNTHETIC_ACCT_0320,35774.06,53133.18
SYNTHETIC_ACCT_0321,10992.77,26946.34
SYNTHETIC_ACCT_0322,15627.87,37927.26
SYNTHETIC_ACCT_0323,415.64,19048.52
SYNTHETIC_ACCT_0324,46818.4,72143.52
SYNTHETIC_ACCT_0325,28807.46,45644.86
SYNTHETIC_ACCT_0326,2422.14,28688.85
SYNTHETIC_ACCT_0327,44873.33,66671.24
SYNTHETIC_ACCT_0328,7106.76,33494.33
SYNTHETIC_ACCT_0329,44176.64,64935.74
SYNTHETIC_ACCT_0330,6038.82,25012.77
SYNTHETIC_ACCT_0331,3587.61,27203.09
SYNTHETIC_ACCT_0332,3965.39,27036.38
SYNTHETIC_ACCT_0333,12944.4,31498.61
SYNTHETIC_ACCT_0334,11593.32,31509.0
SYNTHETIC_ACCT_0335,13035.46,43162.68
SYNTHETIC_ACCT_0336,3386.47,25368.98
SYNTHETIC_ACCT_0337,43054.22,67521.05
SYNTHETIC_ACCT_0338,28168.19,54177.27
SYNTHETIC_ACCT_0339,14215.57,33500.38
SYNTHETIC_ACCT_0340,1647.25,22198.08
SYNTHETIC_ACCT_0341,19732.56,42436.07
SYNTHETIC_ACCT_0342,2507.22,26277.51
SYNTHETIC_ACCT_0343,37126.18,58080.52
SYNTHETIC_ACCT_0344,20435.4,43073.73
SYNTHETIC_ACCT_0345,7712.6,29211.85
SYNTHETIC_ACCT_0346,14318.76,40495.81
SYNTHETIC_ACCT_0347,23455.29,49931.61
SYNTHETIC_ACCT_0348,18572.73,38857.38
SYNTHETIC_ACCT_0349,18691.65,34104.36
SYNTHETIC_ACCT_0350,18878.44,44210.67
SYNTHETIC_ACCT_0351,30912.59,53727.08
SYNTHETIC_ACCT_0352,2592.0,19094.57
SYNTHETIC_ACCT_0353,38335.51,62331.57
SYNTHETIC_ACCT_0354,20140.73,38008.8
SYNTHETIC_ACCT_0355,19003.2,41529.52
SYNTHETIC_ACCT_0356,29852.83,54271.54
SYNTHETIC_ACCT_0357,29979.29,55091.29
SYNTHETIC_ACCT_0358,1552.51,21898.38
SYNTHETIC_ACCT_0359,1313.37,24607.05
SYNTHETIC_ACCT_0360,36589.79,68049.08
SYNTHETIC_ACCT_0361,31605.79,55397.56
SYNTHETIC_ACCT_0362,8557.48,29872.69
SYNTHETIC_ACCT_0363,23684.71,48293.27
SYNTHETIC_ACCT_0364,20310.84,41883.06
SYNTHETIC_ACCT_0365,35395.2,56299.74
SYNTHETIC_ACCT_0366,43111.72,66698.03
SYNTHETIC_ACCT_0367,9007.83,31954.79
SYNTHETIC_ACCT_0368,11966.63,37314.48
SYNTHETIC_ACCT_0369,3306.85,20954.24
SYNTHETIC_ACCT_0370,1091.56,25811.17
SYNTHETIC_ACCT_0371,37956.81,57156.29
SYNTHETIC_ACCT_0372,20326.1,38583.3
SYNTHETIC_ACCT_0373,873.92,30668.62
SYNTHETIC_ACCT_0374,22041.05,48484.03
SYNTHETIC_ACCT_0375,39989.94,66445.66
SYNTHETIC_ACCT_0376,15784.72,42427.7
SYNTHETIC_ACCT_0377,23827.31,53229.28
SYNTHETIC_ACCT_0378,30500.3,48548.7
SYNTHETIC_ACCT_0379,31061.85,50712.02
SYNTHETIC_ACCT_0380,14383.16,39897.26
SYNTHETIC_ACCT_0381,47836.23,65289.26
SYNTHETIC_ACCT_0382,29984.59,48885.93
SYNTHETIC_ACCT_0383,31370.47,54419.37
SYNTHETIC_ACCT_0384,15027.33,40389.25
SYNTHETIC_ACCT_0385,36757.49,56789.77
SYNTHETIC_ACCT_0386,17412.21,33413.4
SYNTHETIC_ACCT_0387,41616.46,55321.05
SYNTHETIC_ACCT_0388,29992.53,53205.84
SYNTHETIC_ACCT_0389,24481.99,54199.51
SYNTHETIC_ACCT_0390,32767.31,55028.75
SYNTHETIC_ACCT_0391,14025.73,39597.22
SYNTHETIC_ACCT_0392,47534.81,73569.86
SYNTHETIC_ACCT_0393,44162.77,67758.34
SYNTHETIC_ACCT_0394,18247.64,41241.91
SYNTHETIC_ACCT_0395,40355.46,66604.59
SYNTHETIC_ACCT_0396,38934.4,63693.71
SYNTHETIC_ACCT_0397,17277.99,38477.19
SYNTHETIC_ACCT_0398,13725.53,33973.11
SYNTHETIC_ACCT_0399,38536.92,59464.86
SYNTHETIC_ACCT_0400,1548.91,22663.46
SYNTHETIC_ACCT_0401,24230.49,41942.69
SYNTHETIC_ACCT_0402,7635.99,35285.99
SYNTHETIC_ACCT_0403,32068.0,49728.42
SYNTHETIC_ACCT_0404,9627.33,34104.56
SYNTHETIC_ACCT_0405,13368.61,38806.96
SYNTHETIC_ACCT_0406,32828.9,57453.9
SYNTHETIC_ACCT_0407,17491.7,32836.56
SYNTHETIC_ACCT_0408,18248.46,38950.98
SYNTHETIC_ACCT_0409,8275.48,27270.25
SYNTHETIC_ACCT_0410,26245.93,47806.57
SYNTHETIC_ACCT_0411,45186.54,68817.76
SYNTHETIC_ACCT_0412,39578.39,64758.9
SYNTHETIC_ACCT_0413,32766.31,52512.22
SYNTHETIC_ACCT_0414,19796.63,39728.88
SYNTHETIC_ACCT_0415,13327.83,31589.87
SYNTHETIC_ACCT_0416,24651.06,47071.48
SYNTHETIC_ACCT_0417,25428.84,49650.01
SYNTHETIC_ACCT_0418,47199.67,68631.17
SYNTHETIC_ACCT_0419,19517.01,39753.79
SYNTHETIC_ACCT_0420,42243.9,67585.4
SYNTHETIC_ACCT_0421,25075.99,42126.26
SYNTHETIC_ACCT_0422,16915.76,38754.37
SYNTHETIC_ACCT_0423,19338.52,41696.23
SYNTHETIC_ACCT_0424,31287.72,61136.22
SYNTHETIC_ACCT_0425,43921.88,67433.55
SYNTHETIC_ACCT_0426,24160.2,39465.61
SYNTHETIC_ACCT_0427,43879.86,67639.46
SYNTHETIC_ACCT_0428,26525.02,51527.55
SYNTHETIC_ACCT_0429,13834.89,36080.25
SYNTHETIC_ACCT_0430,18465.45,44188.08
SYNTHETIC_ACCT_0431,14632.63,38709.36
SYNTHETIC_ACCT_0432,19048.04,41764.61
SYNTHETIC_ACCT_0433,26996.07,49645.78
SYNTHETIC_ACCT_0434,15842.32,36199.01
SYNTHETIC_ACCT_0435,37648.92,58972.64
SYNTHETIC_ACCT_0436,29647.28,45152.09
SYNTHETIC_ACCT_0437,34659.9,55153.35
SYNTHETIC_ACCT_0438,7888.47,35012.86
SYNTHETIC_ACCT_0439,9440.05,30403.75
SYNTHETIC_ACCT_0440,49325.72,66464.95
SYNTHETIC_ACCT_0441,41653.07,68846.72
SYNTHETIC_ACCT_0442,30389.2,46494.74
SYNTHETIC_ACCT_0443,23197.33,44913.0
SYNTHETIC_ACCT_0444,47575.98,64897.84
SYNTHETIC_ACCT_0445,38270.29,58006.88
SYNTHETIC_ACCT_0446,43198.73,65791.25
SYNTHETIC_ACCT_0447,519.74,18988.24
SYNTHETIC_ACCT_0448,42390.54,64596.23
SYNTHETIC_ACCT_0449,2000.25,29851.14
SYNTHETIC_ACCT_0450,1351.45,25911.82
SYNTHETIC_ACCT_0451,26819.46,46293.0
SYNTHETIC_ACCT_0452,5639.28,27307.81
SYNTHETIC_ACCT_0453,30893.17,44659.52
SYNTHETIC_ACCT_0454,40613.35,57303.71
SYNTHETIC_ACCT_0455,1930.92,25923.26
SYNTHETIC_ACCT_0456,3483.65,32366.46
SYNTHETIC_ACCT_0457,40388.38,59201.35
SYNTHETIC_ACCT_0458,37313.07,57072.72
SYNTHETIC_ACCT_0459,41513.73,60454.85
SYNTHETIC_ACCT_0460,44763.01,65295.78
SYNTHETIC_ACCT_0461,32880.07,61452.78
SYNTHETIC_ACCT_0462,35389.13,62458.54
SYNTHETIC_ACCT_0463,42421.54,64022.42
SYNTHETIC_ACCT_0464,47155.31,69481.43
SYNTHETIC_ACCT_0465,27043.34,46729.62
SYNTHETIC_ACCT_0466,42172.3,64690.05
SYNTHETIC_ACCT_0467,48383.84,65326.4
SYNTHETIC_ACCT_0468,3719.71,21069.8
SYNTHETIC_ACCT_0469,41785.14,66704.67
SYNTHETIC_ACCT_0470,24230.28,51836.66
SYNTHETIC_ACCT_0471,41458.92,65159.23
SYNTHETIC_ACCT_0472,14763.42,40185.64
SYNTHETIC_ACCT_0473,42533.59,65134.78
SYNTHETIC_ACCT_0474,21562.64,46677.06
SYNTHETIC_ACCT_0475,31441.74,55042.19
SYNTHETIC_ACCT_0476,4727.37,21667.1
SYNTHETIC_ACCT_0477,18468.6,40710.69
SYNTHETIC_ACCT_0478,6746.14,25905.44
SYNTHETIC_ACCT_0479,38977.91,55109.24
SYNTHETIC_ACCT_0480,27887.47,54020.7
SYNTHETIC_ACCT_0481,41541.93,70311.52
SYNTHETIC_ACCT_0482,3362.74,23054.39
SYNTHETIC_ACCT_0483,18720.39,45760.59
SYNTHETIC_ACCT_0484,14004.22,34792.33
SYNTHETIC_ACCT_0485,21869.33,49752.13
SYNTHETIC_ACCT_0486,3648.48,23526.61
SYNTHETIC_ACCT_0487,20026.85,44017.8
SYNTHETIC_ACCT_0488,8932.68,34304.82
SYNTHETIC_ACCT_0489,47857.88,66724.5
SYNTHETIC_ACCT_0490,2710.37,30550.03
SYNTHETIC_ACCT_0491,45681.88,64342.74
SYNTHETIC_ACCT_0492,-485.83,22045.76
SYNTHETIC_ACCT_0493,16159.75,45108.4
SYNTHETIC_ACCT_0494,18247.36,41544.32
SYNTHETIC_ACCT_0495,43889.19,67956.71
SYNTHETIC_ACCT_0496,23414.16,47557.21
SYNTHETIC_ACCT_0497,27280.0,48167.71
SYNTHETIC_ACCT_0498,42440.85,62027.29
SYNTHETIC_ACCT_0499,4426.92,28405.49
SYNTHETIC_ACCT_0500,5028.82,26190.46
