txn_id,account_id,account_status,is_flagged,transaction_classification
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0008,ACTIVE,False,active-normal
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0008,ACTIVE,False,active-normal
SYNTHETIC_TXN_000156,SYNTHETIC_ACCT_0033,ACTIVE,False,active-normal
SYNTHETIC_TXN_000157,SYNTHETIC_ACCT_0077,ACTIVE,False,active-normal
SYNTHETIC_TXN_000158,SYNTHETIC_ACCT_0034,ACTIVE,False,active-normal
SYNTHETIC_TXN_000158,SYNTHETIC_ACCT_0034,ACTIVE,False,active-normal
SYNTHETIC_TXN_000159,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000159,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000160,SYNTHETIC_ACCT_0032,ACTIVE,False,active-normal
SYNTHETIC_TXN_000161,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000162,SYNTHETIC_ACCT_0047,CLOSED,False,inactive
SYNTHETIC_TXN_000163,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000164,SYNTHETIC_ACCT_0076,ACTIVE,False,active-normal
SYNTHETIC_TXN_000165,SYNTHETIC_ACCT_0078,CLOSED,False,inactive
SYNTHETIC_TXN_000166,SYNTHETIC_ACCT_0016,CLOSED,False,inactive
SYNTHETIC_TXN_000167,SYNTHETIC_ACCT_0035,ACTIVE,False,active-normal
SYNTHETIC_TXN_000168,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000168,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000169,SYNTHETIC_ACCT_0037,ACTIVE,False,active-normal
SYNTHETIC_TXN_000170,SYNTHETIC_ACCT_0077,ACTIVE,False,active-normal
SYNTHETIC_TXN_000171,SYNTHETIC_ACCT_0048,ACTIVE,False,active-normal
SYNTHETIC_TXN_000172,SYNTHETIC_ACCT_0006,ACTIVE,False,active-normal
SYNTHETIC_TXN_000173,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000174,SYNTHETIC_ACCT_0085,ACTIVE,False,active-normal
SYNTHETIC_TXN_000175,SYNTHETIC_ACCT_0094,CLOSED,False,inactive
SYNTHETIC_TXN_000176,SYNTHETIC_ACCT_0033,ACTIVE,False,active-normal
SYNTHETIC_TXN_000177,SYNTHETIC_ACCT_0028,ACTIVE,False,active-normal
SYNTHETIC_TXN_000178,SYNTHETIC_ACCT_0062,CLOSED,False,inactive
SYNTHETIC_TXN_000179,SYNTHETIC_ACCT_0078,CLOSED,False,inactive
SYNTHETIC_TXN_000180,SYNTHETIC_ACCT_0057,ACTIVE,False,active-normal
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000182,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000183,SYNTHETIC_ACCT_0021,ACTIVE,False,active-normal
SYNTHETIC_TXN_000184,SYNTHETIC_ACCT_0002,ACTIVE,False,active-normal
SYNTHETIC_TXN_000185,SYNTHETIC_ACCT_0046,ACTIVE,False,active-normal
SYNTHETIC_TXN_000186,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000187,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000188,SYNTHETIC_ACCT_0078,CLOSED,False,inactive
SYNTHETIC_TXN_000189,SYNTHETIC_ACCT_0081,CLOSED,False,inactive
SYNTHETIC_TXN_000189,SYNTHETIC_ACCT_0081,CLOSED,False,inactive
SYNTHETIC_TXN_000190,SYNTHETIC_ACCT_0021,ACTIVE,False,active-normal
SYNTHETIC_TXN_000191,SYNTHETIC_ACCT_0010,ACTIVE,False,active-normal
SYNTHETIC_TXN_000192,SYNTHETIC_ACCT_0015,ACTIVE,False,active-normal
SYNTHETIC_TXN_000193,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000194,SYNTHETIC_ACCT_0066,SUSPENDED,False,inactive
SYNTHETIC_TXN_000195,SYNTHETIC_ACCT_0020,CLOSED,False,inactive
SYNTHETIC_TXN_000196,SYNTHETIC_ACCT_0037,ACTIVE,False,active-normal
SYNTHETIC_TXN_000197,SYNTHETIC_ACCT_0003,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000198,SYNTHETIC_ACCT_0029,CLOSED,False,inactive
SYNTHETIC_TXN_000199,SYNTHETIC_ACCT_0076,ACTIVE,False,active-normal
SYNTHETIC_TXN_000200,SYNTHETIC_ACCT_0086,ACTIVE,False,active-normal
SYNTHETIC_TXN_000201,SYNTHETIC_ACCT_0011,ACTIVE,False,active-normal
SYNTHETIC_TXN_000202,SYNTHETIC_ACCT_0069,ACTIVE,False,active-normal
SYNTHETIC_TXN_000203,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000204,SYNTHETIC_ACCT_0057,ACTIVE,False,active-normal
SYNTHETIC_TXN_000205,SYNTHETIC_ACCT_0070,ACTIVE,False,active-normal
SYNTHETIC_TXN_000206,SYNTHETIC_ACCT_0082,ACTIVE,False,active-normal
SYNTHETIC_TXN_000207,SYNTHETIC_ACCT_0084,ACTIVE,False,active-normal
SYNTHETIC_TXN_000208,SYNTHETIC_ACCT_0007,ACTIVE,False,active-normal
SYNTHETIC_TXN_000209,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000210,SYNTHETIC_ACCT_0087,ACTIVE,False,active-normal
SYNTHETIC_TXN_000211,SYNTHETIC_ACCT_0066,SUSPENDED,False,inactive
SYNTHETIC_TXN_000212,SYNTHETIC_ACCT_0059,ACTIVE,False,active-normal
SYNTHETIC_TXN_000213,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_0001,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_0001,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000215,SYNTHETIC_ACCT_0039,ACTIVE,False,active-normal
SYNTHETIC_TXN_000216,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000217,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000217,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000218,SYNTHETIC_ACCT_0055,SUSPENDED,False,inactive
SYNTHETIC_TXN_000219,SYNTHETIC_ACCT_0076,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000219,SYNTHETIC_ACCT_0076,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000220,SYNTHETIC_ACCT_0047,CLOSED,False,inactive
SYNTHETIC_TXN_000221,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000222,SYNTHETIC_ACCT_0072,CLOSED,False,inactive
SYNTHETIC_TXN_000223,SYNTHETIC_ACCT_0086,ACTIVE,False,active-normal
SYNTHETIC_TXN_000223,SYNTHETIC_ACCT_0086,ACTIVE,False,active-normal
SYNTHETIC_TXN_000224,SYNTHETIC_ACCT_0066,SUSPENDED,True,inactive
SYNTHETIC_TXN_000225,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000226,SYNTHETIC_ACCT_0056,ACTIVE,False,active-normal
SYNTHETIC_TXN_000227,SYNTHETIC_ACCT_0035,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000228,SYNTHETIC_ACCT_0025,ACTIVE,False,active-normal
SYNTHETIC_TXN_000229,SYNTHETIC_ACCT_0039,ACTIVE,False,active-normal
SYNTHETIC_TXN_000230,SYNTHETIC_ACCT_0078,CLOSED,False,inactive
SYNTHETIC_TXN_000231,SYNTHETIC_ACCT_0029,CLOSED,False,inactive
SYNTHETIC_TXN_000232,SYNTHETIC_ACCT_0060,ACTIVE,False,active-normal
SYNTHETIC_TXN_000233,SYNTHETIC_ACCT_0077,ACTIVE,False,active-normal
SYNTHETIC_TXN_000234,SYNTHETIC_ACCT_0033,ACTIVE,False,active-normal
SYNTHETIC_TXN_000235,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000235,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000236,SYNTHETIC_ACCT_0014,ACTIVE,False,active-normal
SYNTHETIC_TXN_000237,SYNTHETIC_ACCT_0073,ACTIVE,False,active-normal
SYNTHETIC_TXN_000238,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000239,SYNTHETIC_ACCT_0035,ACTIVE,False,active-normal
SYNTHETIC_TXN_000240,SYNTHETIC_ACCT_0023,ACTIVE,False,active-normal
SYNTHETIC_TXN_000241,SYNTHETIC_ACCT_0047,CLOSED,False,inactive
SYNTHETIC_TXN_000242,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000243,SYNTHETIC_ACCT_0024,ACTIVE,False,active-normal
SYNTHETIC_TXN_000244,SYNTHETIC_ACCT_0027,ACTIVE,False,active-normal
SYNTHETIC_TXN_000245,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000246,SYNTHETIC_ACCT_0038,SUSPENDED,False,inactive
SYNTHETIC_TXN_000247,SYNTHETIC_ACCT_0060,ACTIVE,False,active-normal
SYNTHETIC_TXN_000248,SYNTHETIC_ACCT_0010,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000249,SYNTHETIC_ACCT_0087,ACTIVE,False,active-normal
SYNTHETIC_TXN_000249,SYNTHETIC_ACCT_0087,ACTIVE,False,active-normal
SYNTHETIC_TXN_000250,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000251,SYNTHETIC_ACCT_0023,ACTIVE,False,active-normal
SYNTHETIC_TXN_000252,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000253,SYNTHETIC_ACCT_0070,ACTIVE,False,active-normal
SYNTHETIC_TXN_000254,SYNTHETIC_ACCT_0023,ACTIVE,False,active-normal
SYNTHETIC_TXN_000255,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000256,SYNTHETIC_ACCT_0002,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0048,ACTIVE,False,active-normal
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0048,ACTIVE,False,active-normal
SYNTHETIC_TXN_000258,SYNTHETIC_ACCT_0087,ACTIVE,False,active-normal
SYNTHETIC_TXN_000259,SYNTHETIC_ACCT_0035,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000260,SYNTHETIC_ACCT_0047,CLOSED,True,inactive
