txn_id,account_id,account_status,is_flagged,transaction_classification
SYNTHETIC_TXN_000057,SYNTHETIC_ACCT_0618,ACTIVE,False,active-normal
SYNTHETIC_TXN_000058,SYNTHETIC_ACCT_1496,ACTIVE,False,active-normal
SYNTHETIC_TXN_000059,SYNTHETIC_ACCT_1111,ACTIVE,False,active-normal
SYNTHETIC_TXN_000060,SYNTHETIC_ACCT_0670,ACTIVE,False,active-normal
SYNTHETIC_TXN_000061,SYNTHETIC_ACCT_0967,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000062,SYNTHETIC_ACCT_1109,CLOSED,False,inactive
SYNTHETIC_TXN_000063,SYNTHETIC_ACCT_1732,ACTIVE,False,active-normal
SYNTHETIC_TXN_000064,SYNTHETIC_ACCT_1678,ACTIVE,False,active-normal
SYNTHETIC_TXN_000065,SYNTHETIC_ACCT_0782,ACTIVE,False,active-normal
SYNTHETIC_TXN_000066,SYNTHETIC_ACCT_1075,ACTIVE,False,active-normal
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0158,ACTIVE,False,active-normal
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0055,ACTIVE,False,active-normal
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_1974,ACTIVE,False,active-normal
SYNTHETIC_TXN_000070,SYNTHETIC_ACCT_0444,ACTIVE,False,active-normal
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_1448,ACTIVE,False,active-normal
SYNTHETIC_TXN_000072,SYNTHETIC_ACCT_0054,CLOSED,False,inactive
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0900,ACTIVE,False,active-normal
SYNTHETIC_TXN_000074,SYNTHETIC_ACCT_0177,ACTIVE,False,active-normal
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0306,ACTIVE,False,active-normal
SYNTHETIC_TXN_000076,SYNTHETIC_ACCT_1179,ACTIVE,False,active-normal
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0137,CLOSED,False,inactive
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0477,ACTIVE,False,active-normal
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0849,ACTIVE,False,active-normal
SYNTHETIC_TXN_000080,SYNTHETIC_ACCT_0161,SUSPENDED,False,inactive
SYNTHETIC_TXN_000081,SYNTHETIC_ACCT_0413,ACTIVE,False,active-normal
SYNTHETIC_TXN_000082,SYNTHETIC_ACCT_1888,ACTIVE,False,active-normal
SYNTHETIC_TXN_000083,SYNTHETIC_ACCT_1868,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000084,SYNTHETIC_ACCT_1612,ACTIVE,False,active-normal
SYNTHETIC_TXN_000085,SYNTHETIC_ACCT_0320,ACTIVE,False,active-normal
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0664,ACTIVE,False,active-normal
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0868,ACTIVE,False,active-normal
SYNTHETIC_TXN_000088,SYNTHETIC_ACCT_1582,ACTIVE,False,active-normal
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_1188,ACTIVE,False,active-normal
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0483,ACTIVE,False,active-normal
SYNTHETIC_TXN_000091,SYNTHETIC_ACCT_1002,ACTIVE,False,active-normal
SYNTHETIC_TXN_000092,SYNTHETIC_ACCT_1176,ACTIVE,False,active-normal
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_1580,ACTIVE,False,active-normal
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_1500,SUSPENDED,False,inactive
SYNTHETIC_TXN_000095,SYNTHETIC_ACCT_0755,ACTIVE,False,active-normal
SYNTHETIC_TXN_000096,SYNTHETIC_ACCT_1194,ACTIVE,False,active-normal
SYNTHETIC_TXN_000097,SYNTHETIC_ACCT_1290,ACTIVE,False,active-normal
SYNTHETIC_TXN_000098,SYNTHETIC_ACCT_0729,ACTIVE,False,active-normal
SYNTHETIC_TXN_000099,SYNTHETIC_ACCT_0051,ACTIVE,False,active-normal
SYNTHETIC_TXN_000100,SYNTHETIC_ACCT_1612,ACTIVE,False,active-normal
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_1002,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000102,SYNTHETIC_ACCT_1939,ACTIVE,False,active-normal
SYNTHETIC_TXN_000103,SYNTHETIC_ACCT_0329,ACTIVE,False,active-normal
SYNTHETIC_TXN_000104,SYNTHETIC_ACCT_0037,ACTIVE,False,active-normal
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_1772,ACTIVE,False,active-normal
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_1189,ACTIVE,False,active-normal
SYNTHETIC_TXN_000107,SYNTHETIC_ACCT_1543,ACTIVE,False,active-normal
SYNTHETIC_TXN_000108,SYNTHETIC_ACCT_1780,ACTIVE,False,active-normal
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_1357,CLOSED,False,inactive
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_1348,ACTIVE,False,active-normal
SYNTHETIC_TXN_000111,SYNTHETIC_ACCT_1781,ACTIVE,False,active-normal
SYNTHETIC_TXN_000112,SYNTHETIC_ACCT_1425,ACTIVE,False,active-normal
SYNTHETIC_TXN_000113,SYNTHETIC_ACCT_1344,SUSPENDED,False,inactive
SYNTHETIC_TXN_000114,SYNTHETIC_ACCT_0899,ACTIVE,False,active-normal
SYNTHETIC_TXN_000115,SYNTHETIC_ACCT_1551,ACTIVE,False,active-normal
SYNTHETIC_TXN_000116,SYNTHETIC_ACCT_1802,ACTIVE,False,active-normal
SYNTHETIC_TXN_000117,SYNTHETIC_ACCT_1645,ACTIVE,False,active-normal
SYNTHETIC_TXN_000118,SYNTHETIC_ACCT_0153,ACTIVE,False,active-normal
SYNTHETIC_TXN_000119,SYNTHETIC_ACCT_0502,ACTIVE,False,active-normal
SYNTHETIC_TXN_000120,SYNTHETIC_ACCT_1834,ACTIVE,False,active-normal
SYNTHETIC_TXN_000121,SYNTHETIC_ACCT_0746,ACTIVE,False,active-normal
SYNTHETIC_TXN_000122,SYNTHETIC_ACCT_1062,ACTIVE,False,active-normal
SYNTHETIC_TXN_000123,SYNTHETIC_ACCT_1289,ACTIVE,False,active-normal
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0122,ACTIVE,False,active-normal
SYNTHETIC_TXN_000125,SYNTHETIC_ACCT_0432,CLOSED,False,inactive
SYNTHETIC_TXN_000126,SYNTHETIC_ACCT_0175,ACTIVE,False,active-normal
SYNTHETIC_TXN_000127,SYNTHETIC_ACCT_0223,ACTIVE,False,active-normal
SYNTHETIC_TXN_000128,SYNTHETIC_ACCT_0272,ACTIVE,False,active-normal
SYNTHETIC_TXN_000129,SYNTHETIC_ACCT_1882,CLOSED,False,inactive
SYNTHETIC_TXN_000130,SYNTHETIC_ACCT_0459,ACTIVE,False,active-normal
SYNTHETIC_TXN_000131,SYNTHETIC_ACCT_0716,ACTIVE,False,active-normal
SYNTHETIC_TXN_000132,SYNTHETIC_ACCT_1435,ACTIVE,False,active-normal
SYNTHETIC_TXN_000133,SYNTHETIC_ACCT_1114,CLOSED,False,inactive
SYNTHETIC_TXN_000134,SYNTHETIC_ACCT_1852,ACTIVE,False,active-normal
SYNTHETIC_TXN_000135,SYNTHETIC_ACCT_0487,ACTIVE,False,active-normal
SYNTHETIC_TXN_000136,SYNTHETIC_ACCT_0588,ACTIVE,False,active-normal
SYNTHETIC_TXN_000137,SYNTHETIC_ACCT_1783,ACTIVE,False,active-normal
SYNTHETIC_TXN_000138,SYNTHETIC_ACCT_1327,ACTIVE,False,active-normal
SYNTHETIC_TXN_000139,SYNTHETIC_ACCT_1644,ACTIVE,False,active-normal
SYNTHETIC_TXN_000140,SYNTHETIC_ACCT_1927,ACTIVE,False,active-normal
SYNTHETIC_TXN_000141,SYNTHETIC_ACCT_0711,ACTIVE,False,active-normal
SYNTHETIC_TXN_000142,SYNTHETIC_ACCT_1755,ACTIVE,False,active-normal
SYNTHETIC_TXN_000143,SYNTHETIC_ACCT_1070,CLOSED,False,inactive
SYNTHETIC_TXN_000144,SYNTHETIC_ACCT_0154,ACTIVE,False,active-normal
SYNTHETIC_TXN_000145,SYNTHETIC_ACCT_1947,ACTIVE,False,active-normal
SYNTHETIC_TXN_000146,SYNTHETIC_ACCT_0241,ACTIVE,False,active-normal
SYNTHETIC_TXN_000147,SYNTHETIC_ACCT_1718,ACTIVE,False,active-normal
SYNTHETIC_TXN_000148,SYNTHETIC_ACCT_0076,SUSPENDED,False,inactive
SYNTHETIC_TXN_000149,SYNTHETIC_ACCT_1106,ACTIVE,False,active-normal
SYNTHETIC_TXN_000150,SYNTHETIC_ACCT_0200,ACTIVE,False,active-normal
SYNTHETIC_TXN_000151,SYNTHETIC_ACCT_0983,ACTIVE,False,active-normal
SYNTHETIC_TXN_000152,SYNTHETIC_ACCT_1020,ACTIVE,False,active-normal
SYNTHETIC_TXN_000153,SYNTHETIC_ACCT_1580,ACTIVE,False,active-normal
SYNTHETIC_TXN_000154,SYNTHETIC_ACCT_0730,ACTIVE,False,active-normal
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_1853,ACTIVE,False,active-normal
SYNTHETIC_TXN_000156,SYNTHETIC_ACCT_1127,ACTIVE,False,active-normal
SYNTHETIC_TXN_000157,SYNTHETIC_ACCT_1660,ACTIVE,False,active-normal
SYNTHETIC_TXN_000158,SYNTHETIC_ACCT_0541,ACTIVE,False,active-normal
SYNTHETIC_TXN_000159,SYNTHETIC_ACCT_1300,ACTIVE,False,active-normal
SYNTHETIC_TXN_000160,SYNTHETIC_ACCT_0397,SUSPENDED,False,inactive
SYNTHETIC_TXN_000161,SYNTHETIC_ACCT_0229,ACTIVE,False,active-normal
SYNTHETIC_TXN_000162,SYNTHETIC_ACCT_0349,ACTIVE,False,active-normal
SYNTHETIC_TXN_000163,SYNTHETIC_ACCT_1918,CLOSED,False,inactive
SYNTHETIC_TXN_000164,SYNTHETIC_ACCT_0537,ACTIVE,False,active-normal
SYNTHETIC_TXN_000165,SYNTHETIC_ACCT_0977,SUSPENDED,False,inactive
SYNTHETIC_TXN_000166,SYNTHETIC_ACCT_1833,ACTIVE,False,active-normal
SYNTHETIC_TXN_000167,SYNTHETIC_ACCT_0963,ACTIVE,False,active-normal
SYNTHETIC_TXN_000168,SYNTHETIC_ACCT_0624,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000169,SYNTHETIC_ACCT_0400,ACTIVE,False,active-normal
SYNTHETIC_TXN_000170,SYNTHETIC_ACCT_1103,CLOSED,False,inactive
SYNTHETIC_TXN_000171,SYNTHETIC_ACCT_1365,ACTIVE,False,active-normal
SYNTHETIC_TXN_000172,SYNTHETIC_ACCT_0932,ACTIVE,False,active-normal
SYNTHETIC_TXN_000173,SYNTHETIC_ACCT_1948,ACTIVE,False,active-normal
SYNTHETIC_TXN_000174,SYNTHETIC_ACCT_0512,SUSPENDED,False,inactive
SYNTHETIC_TXN_000175,SYNTHETIC_ACCT_0176,ACTIVE,False,active-normal
SYNTHETIC_TXN_000176,SYNTHETIC_ACCT_0973,ACTIVE,False,active-normal
SYNTHETIC_TXN_000177,SYNTHETIC_ACCT_1751,ACTIVE,False,active-normal
SYNTHETIC_TXN_000178,SYNTHETIC_ACCT_1346,ACTIVE,False,active-normal
SYNTHETIC_TXN_000179,SYNTHETIC_ACCT_1486,ACTIVE,False,active-normal
SYNTHETIC_TXN_000180,SYNTHETIC_ACCT_1205,ACTIVE,False,active-normal
SYNTHETIC_TXN_000181,SYNTHETIC_ACCT_0738,CLOSED,False,inactive
SYNTHETIC_TXN_000182,SYNTHETIC_ACCT_1029,ACTIVE,False,active-normal
SYNTHETIC_TXN_000183,SYNTHETIC_ACCT_0282,ACTIVE,False,active-normal
SYNTHETIC_TXN_000184,SYNTHETIC_ACCT_1680,ACTIVE,False,active-normal
SYNTHETIC_TXN_000185,SYNTHETIC_ACCT_1627,ACTIVE,False,active-normal
SYNTHETIC_TXN_000186,SYNTHETIC_ACCT_1337,ACTIVE,False,active-normal
SYNTHETIC_TXN_000187,SYNTHETIC_ACCT_0543,ACTIVE,False,active-normal
SYNTHETIC_TXN_000188,SYNTHETIC_ACCT_1453,ACTIVE,False,active-normal
SYNTHETIC_TXN_000189,SYNTHETIC_ACCT_0245,ACTIVE,False,active-normal
SYNTHETIC_TXN_000190,SYNTHETIC_ACCT_0761,ACTIVE,False,active-normal
SYNTHETIC_TXN_000191,SYNTHETIC_ACCT_0296,ACTIVE,False,active-normal
SYNTHETIC_TXN_000192,SYNTHETIC_ACCT_0361,SUSPENDED,False,inactive
SYNTHETIC_TXN_000193,SYNTHETIC_ACCT_1348,ACTIVE,False,active-normal
SYNTHETIC_TXN_000194,SYNTHETIC_ACCT_0602,ACTIVE,False,active-normal
SYNTHETIC_TXN_000195,SYNTHETIC_ACCT_0868,ACTIVE,False,active-normal
SYNTHETIC_TXN_000196,SYNTHETIC_ACCT_0081,ACTIVE,False,active-normal
SYNTHETIC_TXN_000197,SYNTHETIC_ACCT_1363,ACTIVE,False,active-normal
SYNTHETIC_TXN_000198,SYNTHETIC_ACCT_1127,ACTIVE,False,active-normal
SYNTHETIC_TXN_000199,SYNTHETIC_ACCT_0235,ACTIVE,False,active-normal
SYNTHETIC_TXN_000200,SYNTHETIC_ACCT_1311,ACTIVE,False,active-normal
SYNTHETIC_TXN_000201,SYNTHETIC_ACCT_1057,ACTIVE,False,active-normal
SYNTHETIC_TXN_000202,SYNTHETIC_ACCT_0061,SUSPENDED,False,inactive
SYNTHETIC_TXN_000203,SYNTHETIC_ACCT_0202,CLOSED,False,inactive
SYNTHETIC_TXN_000204,SYNTHETIC_ACCT_1169,ACTIVE,False,active-normal
SYNTHETIC_TXN_000205,SYNTHETIC_ACCT_0389,ACTIVE,False,active-normal
SYNTHETIC_TXN_000206,SYNTHETIC_ACCT_0821,CLOSED,False,inactive
SYNTHETIC_TXN_000207,SYNTHETIC_ACCT_0170,ACTIVE,False,active-normal
SYNTHETIC_TXN_000208,SYNTHETIC_ACCT_1789,ACTIVE,False,active-normal
SYNTHETIC_TXN_000209,SYNTHETIC_ACCT_0162,CLOSED,False,inactive
SYNTHETIC_TXN_000210,SYNTHETIC_ACCT_0227,ACTIVE,False,active-normal
SYNTHETIC_TXN_000211,SYNTHETIC_ACCT_1208,ACTIVE,False,active-normal
SYNTHETIC_TXN_000212,SYNTHETIC_ACCT_0526,SUSPENDED,False,inactive
SYNTHETIC_TXN_000213,SYNTHETIC_ACCT_0217,ACTIVE,False,active-normal
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_1264,ACTIVE,False,active-normal
SYNTHETIC_TXN_000215,SYNTHETIC_ACCT_0204,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000216,SYNTHETIC_ACCT_1328,ACTIVE,False,active-normal
SYNTHETIC_TXN_000217,SYNTHETIC_ACCT_1985,ACTIVE,False,active-normal
SYNTHETIC_TXN_000218,SYNTHETIC_ACCT_1168,SUSPENDED,False,inactive
SYNTHETIC_TXN_000219,SYNTHETIC_ACCT_1832,ACTIVE,False,active-normal
SYNTHETIC_TXN_000220,SYNTHETIC_ACCT_1787,CLOSED,False,inactive
SYNTHETIC_TXN_000221,SYNTHETIC_ACCT_0686,ACTIVE,False,active-normal
SYNTHETIC_TXN_000222,SYNTHETIC_ACCT_0186,ACTIVE,False,active-normal
SYNTHETIC_TXN_000223,SYNTHETIC_ACCT_1211,ACTIVE,False,active-normal
SYNTHETIC_TXN_000224,SYNTHETIC_ACCT_1432,ACTIVE,False,active-normal
SYNTHETIC_TXN_000225,SYNTHETIC_ACCT_1023,ACTIVE,False,active-normal
SYNTHETIC_TXN_000226,SYNTHETIC_ACCT_1907,ACTIVE,False,active-normal
SYNTHETIC_TXN_000227,SYNTHETIC_ACCT_0752,ACTIVE,False,active-normal
SYNTHETIC_TXN_000228,SYNTHETIC_ACCT_1391,ACTIVE,False,active-normal
SYNTHETIC_TXN_000229,SYNTHETIC_ACCT_0498,ACTIVE,False,active-normal
SYNTHETIC_TXN_000230,SYNTHETIC_ACCT_1655,ACTIVE,False,active-normal
SYNTHETIC_TXN_000231,SYNTHETIC_ACCT_1937,ACTIVE,False,active-normal
SYNTHETIC_TXN_000232,SYNTHETIC_ACCT_1266,ACTIVE,False,active-normal
SYNTHETIC_TXN_000233,SYNTHETIC_ACCT_0693,ACTIVE,False,active-normal
SYNTHETIC_TXN_000234,SYNTHETIC_ACCT_0456,ACTIVE,False,active-normal
SYNTHETIC_TXN_000235,SYNTHETIC_ACCT_1795,CLOSED,False,inactive
SYNTHETIC_TXN_000236,SYNTHETIC_ACCT_0689,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000237,SYNTHETIC_ACCT_1590,ACTIVE,False,active-normal
SYNTHETIC_TXN_000238,SYNTHETIC_ACCT_0562,CLOSED,False,inactive
SYNTHETIC_TXN_000239,SYNTHETIC_ACCT_1872,ACTIVE,False,active-normal
SYNTHETIC_TXN_000240,SYNTHETIC_ACCT_0347,ACTIVE,False,active-normal
SYNTHETIC_TXN_000241,SYNTHETIC_ACCT_1103,CLOSED,False,inactive
SYNTHETIC_TXN_000242,SYNTHETIC_ACCT_0549,ACTIVE,False,active-normal
SYNTHETIC_TXN_000243,SYNTHETIC_ACCT_1105,ACTIVE,False,active-normal
SYNTHETIC_TXN_000244,SYNTHETIC_ACCT_0031,ACTIVE,False,active-normal
SYNTHETIC_TXN_000245,SYNTHETIC_ACCT_0703,ACTIVE,False,active-normal
SYNTHETIC_TXN_000246,SYNTHETIC_ACCT_0597,ACTIVE,False,active-normal
SYNTHETIC_TXN_000247,SYNTHETIC_ACCT_0467,ACTIVE,False,active-normal
SYNTHETIC_TXN_000248,SYNTHETIC_ACCT_1345,ACTIVE,False,active-normal
SYNTHETIC_TXN_000249,SYNTHETIC_ACCT_1016,SUSPENDED,False,inactive
SYNTHETIC_TXN_000250,SYNTHETIC_ACCT_0679,ACTIVE,False,active-normal
SYNTHETIC_TXN_000251,SYNTHETIC_ACCT_1941,ACTIVE,False,active-normal
SYNTHETIC_TXN_000252,SYNTHETIC_ACCT_0147,CLOSED,False,inactive
SYNTHETIC_TXN_000253,SYNTHETIC_ACCT_1450,SUSPENDED,False,inactive
SYNTHETIC_TXN_000254,SYNTHETIC_ACCT_0287,ACTIVE,False,active-normal
SYNTHETIC_TXN_000255,SYNTHETIC_ACCT_1998,ACTIVE,False,active-normal
SYNTHETIC_TXN_000256,SYNTHETIC_ACCT_1657,ACTIVE,False,active-normal
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_1720,ACTIVE,False,active-normal
SYNTHETIC_TXN_000258,SYNTHETIC_ACCT_1089,ACTIVE,False,active-normal
SYNTHETIC_TXN_000259,SYNTHETIC_ACCT_1909,CLOSED,False,inactive
SYNTHETIC_TXN_000260,SYNTHETIC_ACCT_1163,ACTIVE,False,active-normal
SYNTHETIC_TXN_000261,SYNTHETIC_ACCT_1832,ACTIVE,False,active-normal
SYNTHETIC_TXN_000262,SYNTHETIC_ACCT_1593,ACTIVE,False,active-normal
SYNTHETIC_TXN_000263,SYNTHETIC_ACCT_1826,ACTIVE,False,active-normal
SYNTHETIC_TXN_000264,SYNTHETIC_ACCT_1116,ACTIVE,False,active-normal
SYNTHETIC_TXN_000265,SYNTHETIC_ACCT_0997,ACTIVE,False,active-normal
SYNTHETIC_TXN_000266,SYNTHETIC_ACCT_1332,ACTIVE,False,active-normal
SYNTHETIC_TXN_000267,SYNTHETIC_ACCT_0044,ACTIVE,False,active-normal
SYNTHETIC_TXN_000268,SYNTHETIC_ACCT_1704,CLOSED,False,inactive
SYNTHETIC_TXN_000269,SYNTHETIC_ACCT_0164,ACTIVE,False,active-normal
SYNTHETIC_TXN_000270,SYNTHETIC_ACCT_0255,SUSPENDED,False,inactive
SYNTHETIC_TXN_000271,SYNTHETIC_ACCT_0576,ACTIVE,False,active-normal
SYNTHETIC_TXN_000272,SYNTHETIC_ACCT_0065,SUSPENDED,False,inactive
SYNTHETIC_TXN_000273,SYNTHETIC_ACCT_1175,ACTIVE,False,active-normal
SYNTHETIC_TXN_000274,SYNTHETIC_ACCT_1701,ACTIVE,False,active-normal
SYNTHETIC_TXN_000275,SYNTHETIC_ACCT_0650,ACTIVE,False,active-normal
SYNTHETIC_TXN_000276,SYNTHETIC_ACCT_1372,ACTIVE,False,active-normal
SYNTHETIC_TXN_000277,SYNTHETIC_ACCT_0562,CLOSED,False,inactive
SYNTHETIC_TXN_000278,SYNTHETIC_ACCT_0071,ACTIVE,False,active-normal
SYNTHETIC_TXN_000279,SYNTHETIC_ACCT_1827,ACTIVE,False,active-normal
SYNTHETIC_TXN_000280,SYNTHETIC_ACCT_1875,ACTIVE,False,active-normal
SYNTHETIC_TXN_000281,SYNTHETIC_ACCT_0491,CLOSED,False,inactive
SYNTHETIC_TXN_000282,SYNTHETIC_ACCT_1933,SUSPENDED,False,inactive
SYNTHETIC_TXN_000283,SYNTHETIC_ACCT_1567,ACTIVE,False,active-normal
SYNTHETIC_TXN_000284,SYNTHETIC_ACCT_0514,ACTIVE,False,active-normal
SYNTHETIC_TXN_000285,SYNTHETIC_ACCT_1799,ACTIVE,False,active-normal
SYNTHETIC_TXN_000286,SYNTHETIC_ACCT_1251,ACTIVE,False,active-normal
SYNTHETIC_TXN_000287,SYNTHETIC_ACCT_1374,ACTIVE,False,active-normal
SYNTHETIC_TXN_000288,SYNTHETIC_ACCT_1516,ACTIVE,False,active-normal
SYNTHETIC_TXN_000289,SYNTHETIC_ACCT_0280,ACTIVE,False,active-normal
SYNTHETIC_TXN_000290,SYNTHETIC_ACCT_0010,ACTIVE,False,active-normal
SYNTHETIC_TXN_000291,SYNTHETIC_ACCT_1954,ACTIVE,False,active-normal
SYNTHETIC_TXN_000292,SYNTHETIC_ACCT_1049,ACTIVE,False,active-normal
SYNTHETIC_TXN_000293,SYNTHETIC_ACCT_0347,ACTIVE,False,active-normal
SYNTHETIC_TXN_000294,SYNTHETIC_ACCT_1553,ACTIVE,False,active-normal
SYNTHETIC_TXN_000295,SYNTHETIC_ACCT_1220,ACTIVE,False,active-normal
SYNTHETIC_TXN_000296,SYNTHETIC_ACCT_1416,ACTIVE,False,active-normal
SYNTHETIC_TXN_000297,SYNTHETIC_ACCT_0627,ACTIVE,False,active-normal
