account_id,customer_segment,account_open_date,account_status,region
SYNTHETIC_ACCT_0037,SMALL_BIZ,2022-10-28,ACTIVE,NORTH
SYNTHETIC_ACCT_0038,WEALTH,2022-03-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0039,WEALTH,2020-04-03,ACTIVE,SOUTH
SYNTHETIC_ACCT_0040,RETAIL,2023-07-27,SUSPENDED,NORTH
SYNTHETIC_ACCT_0041,RETAIL,2020-10-25,ACTIVE,NORTH
SYNTHETIC_ACCT_0042,SMALL_BIZ,2024-03-14,ACTIVE,SOUTH
SYNTHETIC_ACCT_0043,WEALTH,2021-12-17,SUSPENDED,WEST
SYNTHETIC_ACCT_0044,SMALL_BIZ,2021-11-23,ACTIVE,EAST
SYNTHETIC_ACCT_0045,STUDENT,2021-02-25,ACTIVE,WEST
SYNTHETIC_ACCT_0046,STUDENT,2024-03-29,ACTIVE,SOUTH
SYNTHETIC_ACCT_0047,RETAIL,2023-01-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0048,SMALL_BIZ,2024-11-17,ACTIVE,NORTH
SYNTHETIC_ACCT_0049,SMALL_BIZ,2024-07-16,ACTIVE,EAST
SYNTHETIC_ACCT_0050,RETAIL,2022-01-14,ACTIVE,EAST
SYNTHETIC_ACCT_0051,STUDENT,2023-09-20,CLOSED,SOUTH
SYNTHETIC_ACCT_0052,STUDENT,2023-07-23,ACTIVE,WEST
SYNTHETIC_ACCT_0053,SMALL_BIZ,2024-05-22,ACTIVE,WEST
SYNTHETIC_ACCT_0054,WEALTH,2022-07-18,ACTIVE,WEST
SYNTHETIC_ACCT_0055,RETAIL,2021-02-21,ACTIVE,NORTH
SYNTHETIC_ACCT_0056,STUDENT,2020-11-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0057,SMALL_BIZ,2023-11-05,ACTIVE,WEST
SYNTHETIC_ACCT_0058,SMALL_BIZ,2022-07-21,ACTIVE,EAST
SYNTHETIC_ACCT_0059,STUDENT,2023-07-09,ACTIVE,WEST
SYNTHETIC_ACCT_0060,RETAIL,2024-08-20,CLOSED,NORTH
SYNTHETIC_ACCT_0061,RETAIL,2020-09-10,ACTIVE,SOUTH
SYNTHETIC_ACCT_0062,STUDENT,2022-03-13,ACTIVE,SOUTH
SYNTHETIC_ACCT_0063,STUDENT,2024-08-03,ACTIVE,WEST
SYNTHETIC_ACCT_0064,RETAIL,2022-09-24,ACTIVE,WEST
SYNTHETIC_ACCT_0065,WEALTH,2022-07-19,CLOSED,WEST
SYNTHETIC_ACCT_0066,SMALL_BIZ,2023-11-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0067,RETAIL,2021-09-02,CLOSED,NORTH
SYNTHETIC_ACCT_0068,WEALTH,2024-08-06,ACTIVE,WEST
SYNTHETIC_ACCT_0069,SMALL_BIZ,2024-08-07,CLOSED,NORTH
SYNTHETIC_ACCT_0070,SMALL_BIZ,2024-07-14,SUSPENDED,NORTH
SYNTHETIC_ACCT_0071,SMALL_BIZ,2022-08-28,ACTIVE,SOUTH
SYNTHETIC_ACCT_0072,RETAIL,2021-06-12,ACTIVE,WEST
SYNTHETIC_ACCT_0073,WEALTH,2023-06-16,ACTIVE,EAST
SYNTHETIC_ACCT_0074,SMALL_BIZ,2023-06-07,ACTIVE,SOUTH
SYNTHETIC_ACCT_0075,WEALTH,2022-05-10,ACTIVE,NORTH
SYNTHETIC_ACCT_0076,RETAIL,2022-05-08,SUSPENDED,NORTH
SYNTHETIC_ACCT_0077,RETAIL,2021-11-26,ACTIVE,EAST
SYNTHETIC_ACCT_0078,SMALL_BIZ,2022-12-18,ACTIVE,SOUTH
SYNTHETIC_ACCT_0079,WEALTH,2023-04-28,ACTIVE,WEST
SYNTHETIC_ACCT_0080,WEALTH,2021-06-28,CLOSED,NORTH
SYNTHETIC_ACCT_0081,WEALTH,2021-03-14,ACTIVE,SOUTH
SYNTHETIC_ACCT_0082,WEALTH,2024-04-09,ACTIVE,SOUTH
SYNTHETIC_ACCT_0083,WEALTH,2023-05-04,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0084,WEALTH,2023-10-12,ACTIVE,WEST
SYNTHETIC_ACCT_0085,WEALTH,2020-03-05,ACTIVE,NORTH
SYNTHETIC_ACCT_0086,STUDENT,2020-04-08,ACTIVE,NORTH
SYNTHETIC_ACCT_0087,RETAIL,2023-01-18,ACTIVE,EAST
SYNTHETIC_ACCT_0088,SMALL_BIZ,2020-10-05,ACTIVE,WEST
SYNTHETIC_ACCT_0089,RETAIL,2024-04-16,ACTIVE,SOUTH
SYNTHETIC_ACCT_0090,RETAIL,2020-03-28,ACTIVE,SOUTH
SYNTHETIC_ACCT_0091,STUDENT,2024-03-15,ACTIVE,EAST
SYNTHETIC_ACCT_0092,WEALTH,2020-06-15,ACTIVE,EAST
SYNTHETIC_ACCT_0093,SMALL_BIZ,2021-02-04,ACTIVE,NORTH
SYNTHETIC_ACCT_0094,WEALTH,2020-07-18,CLOSED,WEST
SYNTHETIC_ACCT_0095,SMALL_BIZ,2023-08-05,ACTIVE,SOUTH
SYNTHETIC_ACCT_0096,STUDENT,2024-10-12,ACTIVE,EAST
SYNTHETIC_ACCT_0097,STUDENT,2020-06-03,ACTIVE,EAST
SYNTHETIC_ACCT_0098,SMALL_BIZ,2020-07-03,ACTIVE,WEST
SYNTHETIC_ACCT_0099,RETAIL,2020-02-08,ACTIVE,SOUTH
SYNTHETIC_ACCT_0100,SMALL_BIZ,2020-05-04,ACTIVE,EAST
