txn_id,account_id,txn_date,txn_amount,txn_type,merchant_category,channel,is_flagged
SYNTHETIC_TXN_000040,SYNTHETIC_ACCT_0079,2024-05-29,992.34,TRANSFER,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000042,SYNTHETIC_ACCT_0037,2023-04-01,4540.31,REFUND,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000044,SYNTHETIC_ACCT_0073,2023-01-15,4391.54,FEE,TRAVEL,ATM,False
SYNTHETIC_TXN_000045,SYNTHETIC_ACCT_0011,2024-04-19,8894.22,PURCHASE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000046,SYNTHETIC_ACCT_0074,2023-05-21,207.46,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000047,SYNTHETIC_ACCT_0036,2023-08-16,,PURCHASE,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0086,2023-01-21,,FEE,DINING,ATM,False
SYNTHETIC_TXN_000049,SYNTHETIC_ACCT_0098,2024-09-04,4548.26,FEE,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000050,SYNTHETIC_ACCT_0053,2023-08-09,,FEE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000051,SYNTHETIC_ACCT_0037,2023-03-27,6982.5,REFUND,,BRANCH,False
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0066,2024-04-26,4154.91,FEE,DINING,BRANCH,False
SYNTHETIC_TXN_000054,SYNTHETIC_ACCT_0066,2023-11-03,1365.09,TRANSFER,,ATM,False
SYNTHETIC_TXN_000055,SYNTHETIC_ACCT_0039,2023-10-01,5799.23,FEE,GROCERY,ATM,False
SYNTHETIC_TXN_000056,SYNTHETIC_ACCT_0049,2024-05-01,3217.78,FEE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000057,SYNTHETIC_ACCT_0041,2023-02-21,7052.27,REFUND,DINING,MOBILE,False
SYNTHETIC_TXN_000060,SYNTHETIC_ACCT_0087,2023-08-20,3800.1,PURCHASE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000061,SYNTHETIC_ACCT_0037,2023-03-24,7467.66,PURCHASE,RETAIL,MOBILE,False
SYNTHETIC_TXN_000063,SYNTHETIC_ACCT_0073,2023-12-06,1800.58,REFUND,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0088,2023-08-11,9736.02,TRANSFER,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0082,2023-02-25,,REFUND,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_0062,2023-09-09,2951.42,PURCHASE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0059,2023-03-19,7490.11,TRANSFER,DINING,ONLINE,False
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0053,2024-11-23,,TRANSFER,,MOBILE,False
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0063,2023-12-18,9390.52,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0059,2023-04-30,,PURCHASE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0019,2023-05-12,,TRANSFER,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0059,2023-03-02,4301.99,REFUND,RETAIL,MOBILE,False
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0017,2023-02-14,5864.65,PURCHASE,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000091,SYNTHETIC_ACCT_0097,2024-03-12,9158.43,TRANSFER,,ATM,False
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0055,2023-02-09,9745.46,PURCHASE,UTILITIES,ATM,True
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_0098,2024-08-07,3398.25,FEE,,ONLINE,False
SYNTHETIC_TXN_000096,SYNTHETIC_ACCT_0042,2024-11-08,5675.93,REFUND,,BRANCH,False
SYNTHETIC_TXN_000098,SYNTHETIC_ACCT_0015,2023-08-21,1108.91,TRANSFER,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000099,SYNTHETIC_ACCT_0008,2024-08-13,,TRANSFER,GROCERY,ATM,False
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_0056,2023-05-22,,FEE,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000102,SYNTHETIC_ACCT_0015,2023-09-17,9661.99,TRANSFER,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_0023,2023-03-29,7602.15,FEE,GROCERY,MOBILE,False
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_0058,2024-02-05,8820.47,TRANSFER,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000107,SYNTHETIC_ACCT_0081,2023-07-31,2746.74,PURCHASE,,ATM,False
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_0095,2024-06-22,4497.34,TRANSFER,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_0058,2024-10-06,,REFUND,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000111,SYNTHETIC_ACCT_0057,2023-12-01,6098.05,FEE,TRAVEL,ATM,False
SYNTHETIC_TXN_000113,SYNTHETIC_ACCT_0078,2024-01-08,3333.62,TRANSFER,GROCERY,MOBILE,False
SYNTHETIC_TXN_000114,SYNTHETIC_ACCT_0011,2023-02-14,3766.8,PURCHASE,GROCERY,MOBILE,False
SYNTHETIC_TXN_000116,SYNTHETIC_ACCT_0013,2024-11-23,5397.71,TRANSFER,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000118,SYNTHETIC_ACCT_0031,2024-05-06,6105.95,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000119,SYNTHETIC_ACCT_0025,2024-03-18,9471.29,FEE,DINING,MOBILE,False
SYNTHETIC_TXN_000120,SYNTHETIC_ACCT_0078,2023-08-27,,TRANSFER,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000121,SYNTHETIC_ACCT_0016,2024-08-03,7631.16,FEE,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000123,SYNTHETIC_ACCT_0048,2023-03-07,3186.85,TRANSFER,,BRANCH,False
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0061,2023-04-11,1387.93,PURCHASE,DINING,ONLINE,True
SYNTHETIC_TXN_000127,SYNTHETIC_ACCT_0077,2024-08-06,6319.55,TRANSFER,HEALTHCARE,MOBILE,True
SYNTHETIC_TXN_000128,SYNTHETIC_ACCT_0074,2023-12-28,6643.71,PURCHASE,,ONLINE,False
SYNTHETIC_TXN_000129,SYNTHETIC_ACCT_0082,2024-10-23,3733.03,TRANSFER,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000130,SYNTHETIC_ACCT_0099,2024-01-06,7566.78,TRANSFER,,BRANCH,False
SYNTHETIC_TXN_000131,SYNTHETIC_ACCT_0090,2023-09-20,1822.79,PURCHASE,,ATM,False
SYNTHETIC_TXN_000134,SYNTHETIC_ACCT_0057,2023-01-23,3866.45,FEE,DINING,ATM,False
SYNTHETIC_TXN_000135,SYNTHETIC_ACCT_0011,2023-06-22,789.28,TRANSFER,GROCERY,ATM,False
SYNTHETIC_TXN_000136,SYNTHETIC_ACCT_0038,2023-10-04,6026.21,TRANSFER,HEALTHCARE,MOBILE,True
SYNTHETIC_TXN_000137,SYNTHETIC_ACCT_0046,2024-10-16,4349.41,FEE,RETAIL,ATM,False
SYNTHETIC_TXN_000138,SYNTHETIC_ACCT_0021,2024-11-26,1427.8,REFUND,DINING,ONLINE,False
SYNTHETIC_TXN_000139,SYNTHETIC_ACCT_0047,2023-09-28,5672.45,TRANSFER,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000143,SYNTHETIC_ACCT_0057,2023-02-17,8105.13,TRANSFER,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000144,SYNTHETIC_ACCT_0039,2024-07-06,7118.09,TRANSFER,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000146,SYNTHETIC_ACCT_0079,2023-08-29,657.49,FEE,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000148,SYNTHETIC_ACCT_0082,2023-08-05,7677.81,PURCHASE,,ONLINE,False
SYNTHETIC_TXN_000149,SYNTHETIC_ACCT_0021,2024-03-16,7093.32,PURCHASE,UTILITIES,ATM,False
SYNTHETIC_TXN_000150,SYNTHETIC_ACCT_0036,2024-09-27,,REFUND,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000151,SYNTHETIC_ACCT_0078,2024-12-02,9239.29,PURCHASE,,ONLINE,False
SYNTHETIC_TXN_000152,SYNTHETIC_ACCT_0034,2024-11-30,7669.58,FEE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000153,SYNTHETIC_ACCT_0032,2023-01-26,6849.9,PURCHASE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000154,SYNTHETIC_ACCT_0027,2024-01-13,1436.69,FEE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000155,SYNTHETIC_ACCT_0014,2024-08-09,4664.73,PURCHASE,GROCERY,ONLINE,False
SYNTHETIC_TXN_000156,SYNTHETIC_ACCT_0079,2023-05-20,9626.85,TRANSFER,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000157,SYNTHETIC_ACCT_0066,2023-11-25,8790.75,FEE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000158,SYNTHETIC_ACCT_0007,2023-09-07,5975.19,TRANSFER,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000159,SYNTHETIC_ACCT_0034,2024-11-09,7638.56,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000161,SYNTHETIC_ACCT_0044,2023-04-25,3656.07,FEE,,ONLINE,True
SYNTHETIC_TXN_000165,SYNTHETIC_ACCT_0100,2023-08-28,2275.44,REFUND,,MOBILE,False
SYNTHETIC_TXN_000168,SYNTHETIC_ACCT_0062,2024-01-16,3137.53,TRANSFER,UTILITIES,ATM,False
SYNTHETIC_TXN_000170,SYNTHETIC_ACCT_0093,2023-11-23,1218.75,TRANSFER,DINING,BRANCH,False
SYNTHETIC_TXN_000171,SYNTHETIC_ACCT_0092,2024-04-13,,FEE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000172,SYNTHETIC_ACCT_0072,2024-04-30,1372.74,REFUND,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000173,SYNTHETIC_ACCT_0082,2024-09-20,1001.99,REFUND,DINING,ONLINE,False
SYNTHETIC_TXN_000174,SYNTHETIC_ACCT_0021,2023-03-06,9350.31,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000175,SYNTHETIC_ACCT_0099,2024-11-23,,REFUND,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000177,SYNTHETIC_ACCT_0014,2023-06-24,3350.42,FEE,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000178,SYNTHETIC_ACCT_0025,2024-04-12,3306.84,REFUND,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000179,SYNTHETIC_ACCT_0073,2023-11-12,1931.62,FEE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000180,SYNTHETIC_ACCT_0024,2024-04-08,4774.54,FEE,RETAIL,BRANCH,False
SYNTHETIC_TXN_000185,SYNTHETIC_ACCT_0008,2024-07-31,9028.87,REFUND,UTILITIES,ATM,False
SYNTHETIC_TXN_000186,SYNTHETIC_ACCT_0088,2023-07-28,5831.48,FEE,,ONLINE,False
SYNTHETIC_TXN_000187,SYNTHETIC_ACCT_0059,2024-12-09,5587.97,FEE,TRAVEL,ATM,False
SYNTHETIC_TXN_000188,SYNTHETIC_ACCT_0075,2024-10-27,,PURCHASE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000189,SYNTHETIC_ACCT_0037,2023-03-11,7689.72,FEE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000190,SYNTHETIC_ACCT_0049,2024-08-17,6827.3,TRANSFER,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000191,SYNTHETIC_ACCT_0068,2024-12-08,,TRANSFER,RETAIL,MOBILE,False
SYNTHETIC_TXN_000193,SYNTHETIC_ACCT_0079,2024-06-03,8837.56,PURCHASE,,ONLINE,False
SYNTHETIC_TXN_000194,SYNTHETIC_ACCT_0087,2023-10-09,486.77,REFUND,DINING,BRANCH,False
SYNTHETIC_TXN_000195,SYNTHETIC_ACCT_0018,2023-05-22,2892.64,TRANSFER,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000196,SYNTHETIC_ACCT_0085,2023-05-06,4135.6,REFUND,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000198,SYNTHETIC_ACCT_0097,2024-08-06,2409.69,FEE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000199,SYNTHETIC_ACCT_0072,2023-03-10,3884.19,PURCHASE,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000201,SYNTHETIC_ACCT_0093,2024-02-25,2170.17,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000202,SYNTHETIC_ACCT_0016,2023-04-23,7543.3,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000203,SYNTHETIC_ACCT_0100,2024-04-08,4662.51,TRANSFER,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000204,SYNTHETIC_ACCT_0093,2024-02-15,8397.31,FEE,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000206,SYNTHETIC_ACCT_0049,2024-01-21,2457.31,TRANSFER,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000207,SYNTHETIC_ACCT_0063,2023-06-21,7327.72,FEE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000209,SYNTHETIC_ACCT_0030,2023-08-02,,FEE,GROCERY,ATM,False
SYNTHETIC_TXN_000210,SYNTHETIC_ACCT_0079,2023-07-06,6592.84,FEE,,ONLINE,True
SYNTHETIC_TXN_000212,SYNTHETIC_ACCT_0031,2024-04-02,,FEE,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000213,SYNTHETIC_ACCT_0073,2023-03-03,6972.36,PURCHASE,RETAIL,ONLINE,False
SYNTHETIC_TXN_000214,SYNTHETIC_ACCT_0061,2024-07-09,,PURCHASE,,MOBILE,False
SYNTHETIC_TXN_000216,SYNTHETIC_ACCT_0073,2024-03-19,465.63,PURCHASE,,BRANCH,False
SYNTHETIC_TXN_000217,SYNTHETIC_ACCT_0027,2024-10-14,7522.54,TRANSFER,DINING,BRANCH,False
SYNTHETIC_TXN_000218,SYNTHETIC_ACCT_0050,2024-08-10,5405.62,PURCHASE,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000219,SYNTHETIC_ACCT_0010,2024-02-01,7690.05,PURCHASE,DINING,ATM,False
SYNTHETIC_TXN_000220,SYNTHETIC_ACCT_0030,2023-05-12,9411.42,FEE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000221,SYNTHETIC_ACCT_0032,2023-03-23,820.39,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000223,SYNTHETIC_ACCT_0072,2024-01-04,4080.44,PURCHASE,,ATM,False
SYNTHETIC_TXN_000225,SYNTHETIC_ACCT_0035,2024-02-29,632.68,FEE,DINING,ONLINE,False
SYNTHETIC_TXN_000226,SYNTHETIC_ACCT_0093,2024-08-15,5938.06,TRANSFER,RETAIL,ONLINE,False
SYNTHETIC_TXN_000232,SYNTHETIC_ACCT_0089,2023-07-01,367.66,PURCHASE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000233,SYNTHETIC_ACCT_0046,2023-03-12,,FEE,UTILITIES,ATM,False
SYNTHETIC_TXN_000234,SYNTHETIC_ACCT_0002,2023-07-19,,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000235,SYNTHETIC_ACCT_0087,2023-08-25,5004.66,PURCHASE,RETAIL,ATM,False
SYNTHETIC_TXN_000236,SYNTHETIC_ACCT_0015,2023-09-22,7301.5,REFUND,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000238,SYNTHETIC_ACCT_0087,2024-07-06,9299.22,REFUND,UTILITIES,ATM,False
SYNTHETIC_TXN_000239,SYNTHETIC_ACCT_0030,2023-10-16,6297.6,FEE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000240,SYNTHETIC_ACCT_0058,2024-03-21,3888.36,PURCHASE,GROCERY,ONLINE,False
SYNTHETIC_TXN_000241,SYNTHETIC_ACCT_0047,2023-07-10,4575.51,TRANSFER,DINING,MOBILE,False
SYNTHETIC_TXN_000242,SYNTHETIC_ACCT_0045,2023-01-09,4578.61,TRANSFER,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000243,SYNTHETIC_ACCT_0031,2023-11-30,1830.45,FEE,UTILITIES,BRANCH,False
SYNTHETIC_TXN_000244,SYNTHETIC_ACCT_0063,2023-06-12,6934.33,REFUND,GROCERY,MOBILE,False
SYNTHETIC_TXN_000248,SYNTHETIC_ACCT_0064,2023-06-24,1132.12,TRANSFER,,ONLINE,False
SYNTHETIC_TXN_000252,SYNTHETIC_ACCT_0038,2024-09-25,9523.96,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000253,SYNTHETIC_ACCT_0084,2024-08-04,,TRANSFER,GROCERY,BRANCH,False
SYNTHETIC_TXN_000254,SYNTHETIC_ACCT_0063,2023-11-03,,FEE,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000255,SYNTHETIC_ACCT_0099,2023-01-20,,TRANSFER,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000256,SYNTHETIC_ACCT_0001,2023-09-19,8471.67,TRANSFER,,ONLINE,False
SYNTHETIC_TXN_000257,SYNTHETIC_ACCT_0055,2024-01-21,4947.15,REFUND,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000258,SYNTHETIC_ACCT_0098,2023-09-18,,PURCHASE,,ONLINE,False
SYNTHETIC_TXN_000261,SYNTHETIC_ACCT_0097,2024-05-27,6554.85,FEE,RETAIL,ONLINE,False
SYNTHETIC_TXN_000264,SYNTHETIC_ACCT_0009,2024-01-07,84.76,REFUND,DINING,BRANCH,False
SYNTHETIC_TXN_000265,SYNTHETIC_ACCT_0057,2024-08-27,866.89,FEE,,ATM,False
SYNTHETIC_TXN_000266,SYNTHETIC_ACCT_0018,2023-04-27,6446.2,TRANSFER,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000267,SYNTHETIC_ACCT_0039,2024-03-04,6069.27,PURCHASE,DINING,BRANCH,False
SYNTHETIC_TXN_000269,SYNTHETIC_ACCT_0054,2024-12-14,6829.42,PURCHASE,RETAIL,ONLINE,False
SYNTHETIC_TXN_000272,SYNTHETIC_ACCT_0082,2023-01-16,6498.39,FEE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000275,SYNTHETIC_ACCT_0035,2023-10-19,1180.57,TRANSFER,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000276,SYNTHETIC_ACCT_0081,2024-11-05,,FEE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000277,SYNTHETIC_ACCT_0014,2023-07-29,6741.2,PURCHASE,,ONLINE,False
SYNTHETIC_TXN_000282,SYNTHETIC_ACCT_0099,2024-07-30,7324.63,PURCHASE,GROCERY,MOBILE,True
SYNTHETIC_TXN_000283,SYNTHETIC_ACCT_0082,2023-02-27,8771.98,FEE,RETAIL,ATM,False
SYNTHETIC_TXN_000284,SYNTHETIC_ACCT_0031,2023-01-03,9611.84,TRANSFER,GROCERY,ONLINE,True
SYNTHETIC_TXN_000287,SYNTHETIC_ACCT_0095,2024-08-14,4527.58,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000288,SYNTHETIC_ACCT_0041,2023-09-26,5359.24,TRANSFER,GROCERY,MOBILE,False
SYNTHETIC_TXN_000292,SYNTHETIC_ACCT_0016,2024-08-20,,REFUND,GROCERY,MOBILE,False
SYNTHETIC_TXN_000294,SYNTHETIC_ACCT_0017,2024-08-28,,PURCHASE,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000295,SYNTHETIC_ACCT_0056,2023-02-01,3949.99,FEE,,BRANCH,False
SYNTHETIC_TXN_000296,SYNTHETIC_ACCT_0036,2023-04-07,8834.23,REFUND,,ATM,False
SYNTHETIC_TXN_000297,SYNTHETIC_ACCT_0062,2023-10-29,,REFUND,GROCERY,BRANCH,False
SYNTHETIC_TXN_000298,SYNTHETIC_ACCT_0003,2023-08-23,7819.15,TRANSFER,UTILITIES,ATM,False
SYNTHETIC_TXN_000300,SYNTHETIC_ACCT_0021,2023-07-04,,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000301,SYNTHETIC_ACCT_0050,2024-05-03,8392.22,TRANSFER,GROCERY,ATM,False
SYNTHETIC_TXN_000304,SYNTHETIC_ACCT_0017,2024-11-01,1774.61,PURCHASE,TRAVEL,BRANCH,False
SYNTHETIC_TXN_000305,SYNTHETIC_ACCT_0100,2024-10-18,,TRANSFER,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000306,SYNTHETIC_ACCT_0042,2023-03-18,,FEE,DINING,ATM,False
SYNTHETIC_TXN_000307,SYNTHETIC_ACCT_0089,2023-05-08,6137.09,REFUND,HEALTHCARE,MOBILE,False
SYNTHETIC_TXN_000308,SYNTHETIC_ACCT_0017,2023-01-13,,FEE,,ONLINE,False
SYNTHETIC_TXN_000309,SYNTHETIC_ACCT_0079,2024-01-27,5655.5,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000310,SYNTHETIC_ACCT_0082,2024-01-23,887.27,FEE,HEALTHCARE,ONLINE,False
SYNTHETIC_TXN_000312,SYNTHETIC_ACCT_0022,2023-12-13,4930.82,PURCHASE,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000313,SYNTHETIC_ACCT_0098,2024-11-27,1626.57,TRANSFER,,ONLINE,False
SYNTHETIC_TXN_000314,SYNTHETIC_ACCT_0010,2023-06-20,8879.3,PURCHASE,RETAIL,ATM,False
SYNTHETIC_TXN_000315,SYNTHETIC_ACCT_0062,2023-10-14,4313.23,REFUND,UTILITIES,ONLINE,False
SYNTHETIC_TXN_000318,SYNTHETIC_ACCT_0081,2024-07-10,1996.75,TRANSFER,,ONLINE,False
SYNTHETIC_TXN_000320,SYNTHETIC_ACCT_0024,2024-03-31,2632.96,PURCHASE,GROCERY,BRANCH,False
SYNTHETIC_TXN_000321,SYNTHETIC_ACCT_0011,2024-05-13,8081.8,PURCHASE,UTILITIES,MOBILE,False
SYNTHETIC_TXN_000324,SYNTHETIC_ACCT_0022,2023-10-25,8084.6,PURCHASE,,MOBILE,False
SYNTHETIC_TXN_000325,SYNTHETIC_ACCT_0019,2024-10-03,2578.87,FEE,RETAIL,MOBILE,False
SYNTHETIC_TXN_000328,SYNTHETIC_ACCT_0053,2024-11-23,6547.87,REFUND,DINING,ATM,False
SYNTHETIC_TXN_000329,SYNTHETIC_ACCT_0088,2023-01-24,387.83,REFUND,TRAVEL,ONLINE,False
SYNTHETIC_TXN_000330,SYNTHETIC_ACCT_0048,2024-02-17,,TRANSFER,TRAVEL,MOBILE,False
SYNTHETIC_TXN_000331,SYNTHETIC_ACCT_0030,2024-02-07,,TRANSFER,DINING,MOBILE,False
SYNTHETIC_TXN_000334,SYNTHETIC_ACCT_0008,2024-06-11,4564.49,TRANSFER,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000335,SYNTHETIC_ACCT_0082,2023-05-03,6811.74,FEE,DINING,BRANCH,False
SYNTHETIC_TXN_000336,SYNTHETIC_ACCT_0071,2023-01-26,1635.14,PURCHASE,HEALTHCARE,ATM,True
SYNTHETIC_TXN_000338,SYNTHETIC_ACCT_0003,2024-08-18,9671.37,REFUND,DINING,ONLINE,False
SYNTHETIC_TXN_000342,SYNTHETIC_ACCT_0084,2023-04-27,1499.3,FEE,RETAIL,ATM,False
SYNTHETIC_TXN_000343,SYNTHETIC_ACCT_0084,2023-11-30,2956.05,PURCHASE,DINING,BRANCH,False
SYNTHETIC_TXN_000344,SYNTHETIC_ACCT_0088,2023-12-30,7848.96,TRANSFER,HEALTHCARE,BRANCH,False
SYNTHETIC_TXN_000345,SYNTHETIC_ACCT_0024,2023-06-08,4707.81,REFUND,HEALTHCARE,ATM,False
SYNTHETIC_TXN_000348,SYNTHETIC_ACCT_0088,2024-07-30,2983.56,REFUND,,BRANCH,False
SYNTHETIC_TXN_000349,SYNTHETIC_ACCT_0059,2024-10-10,,FEE,GROCERY,ATM,False
SYNTHETIC_TXN_000351,SYNTHETIC_ACCT_0017,2023-12-05,6334.87,PURCHASE,DINING,ONLINE,False
