txn_id,txn_amount,txn_amount_bucket
SYNTHETIC_TXN_000083,7296.12,large
SYNTHETIC_TXN_000084,8317.71,large
SYNTHETIC_TXN_000085,4108.09,large
SYNTHETIC_TXN_000086,4821.89,large
SYNTHETIC_TXN_000087,9745.46,large
SYNTHETIC_TXN_000088,3398.25,large
SYNTHETIC_TXN_000089,5304.83,large
SYNTHETIC_TXN_000090,8833.41,large
SYNTHETIC_TXN_000091,2731.67,large
SYNTHETIC_TXN_000092,3084.2,large
SYNTHETIC_TXN_000093,2894.48,large
SYNTHETIC_TXN_000094,6680.48,large
SYNTHETIC_TXN_000095,5734.0,large
SYNTHETIC_TXN_000096,6896.1,large
SYNTHETIC_TXN_000097,7458.04,large
SYNTHETIC_TXN_000098,6454.43,large
SYNTHETIC_TXN_000099,1771.47,large
SYNTHETIC_TXN_000100,4689.21,large
SYNTHETIC_TXN_000101,3687.38,large
SYNTHETIC_TXN_000102,4497.34,large
SYNTHETIC_TXN_000103,8991.26,large
SYNTHETIC_TXN_000104,6098.05,large
SYNTHETIC_TXN_000105,659.13,medium
SYNTHETIC_TXN_000106,3333.62,large
SYNTHETIC_TXN_000107,3766.8,large
SYNTHETIC_TXN_000108,2141.93,large
SYNTHETIC_TXN_000109,5397.71,large
SYNTHETIC_TXN_000110,7710.97,large
SYNTHETIC_TXN_000111,7523.91,large
SYNTHETIC_TXN_000112,9471.29,large
SYNTHETIC_TXN_000113,2500.04,large
SYNTHETIC_TXN_000114,5133.53,large
SYNTHETIC_TXN_000115,2357.79,large
SYNTHETIC_TXN_000116,1460.5,large
SYNTHETIC_TXN_000117,2156.55,large
SYNTHETIC_TXN_000118,4198.26,large
SYNTHETIC_TXN_000119,7185.44,large
SYNTHETIC_TXN_000120,9746.54,large
SYNTHETIC_TXN_000121,2536.51,large
SYNTHETIC_TXN_000122,3522.99,large
SYNTHETIC_TXN_000123,9436.04,large
SYNTHETIC_TXN_000124,5430.31,large
SYNTHETIC_TXN_000125,1244.76,large
SYNTHETIC_TXN_000126,7972.9,large
SYNTHETIC_TXN_000127,1025.99,large
SYNTHETIC_TXN_000128,8700.36,large
SYNTHETIC_TXN_000129,6794.1,large
SYNTHETIC_TXN_000130,3828.55,large
SYNTHETIC_TXN_000131,3669.5,large
SYNTHETIC_TXN_000132,1177.62,large
SYNTHETIC_TXN_000133,8528.26,large
SYNTHETIC_TXN_000134,8913.31,large
SYNTHETIC_TXN_000135,2367.37,large
SYNTHETIC_TXN_000136,657.49,medium
SYNTHETIC_TXN_000137,4499.75,large
SYNTHETIC_TXN_000138,5181.02,large
SYNTHETIC_TXN_000139,2506.06,large
SYNTHETIC_TXN_000140,9416.06,large
SYNTHETIC_TXN_000141,7710.22,large
SYNTHETIC_TXN_000142,3020.95,large
SYNTHETIC_TXN_000143,4644.42,large
SYNTHETIC_TXN_000144,1061.85,large
SYNTHETIC_TXN_000145,4181.35,large
SYNTHETIC_TXN_000146,8790.75,large
SYNTHETIC_TXN_000147,5975.19,large
SYNTHETIC_TXN_000148,7638.56,large
SYNTHETIC_TXN_000149,5498.57,large
SYNTHETIC_TXN_000150,3656.07,large
SYNTHETIC_TXN_000151,5193.33,large
SYNTHETIC_TXN_000152,5937.24,large
SYNTHETIC_TXN_000153,9798.97,large
SYNTHETIC_TXN_000154,2275.44,large
SYNTHETIC_TXN_000155,1098.96,large
SYNTHETIC_TXN_000156,4716.06,large
SYNTHETIC_TXN_000157,3137.53,large
SYNTHETIC_TXN_000158,2985.0,large
SYNTHETIC_TXN_000159,1218.75,large
SYNTHETIC_TXN_000160,9240.09,large
SYNTHETIC_TXN_000161,1372.74,large
SYNTHETIC_TXN_000162,1001.99,large
SYNTHETIC_TXN_000163,9350.31,large
SYNTHETIC_TXN_000164,5741.33,large
SYNTHETIC_TXN_000165,3969.95,large
SYNTHETIC_TXN_000166,9890.98,large
SYNTHETIC_TXN_000167,6482.85,large
SYNTHETIC_TXN_000168,5152.81,large
SYNTHETIC_TXN_000169,2355.22,large
SYNTHETIC_TXN_000170,4653.95,large
SYNTHETIC_TXN_000171,2191.29,large
SYNTHETIC_TXN_000172,6640.94,large
SYNTHETIC_TXN_000173,8287.73,large
SYNTHETIC_TXN_000174,7169.18,large
SYNTHETIC_TXN_000175,4623.78,large
SYNTHETIC_TXN_000176,4236.98,large
SYNTHETIC_TXN_000177,6415.25,large
SYNTHETIC_TXN_000178,9641.43,large
SYNTHETIC_TXN_000179,9787.23,large
SYNTHETIC_TXN_000180,1551.22,large
SYNTHETIC_TXN_000181,672.92,medium
SYNTHETIC_TXN_000182,7543.85,large
SYNTHETIC_TXN_000183,7725.38,large
SYNTHETIC_TXN_000184,8797.13,large
SYNTHETIC_TXN_000185,7858.04,large
SYNTHETIC_TXN_000186,2253.45,large
SYNTHETIC_TXN_000187,2549.96,large
SYNTHETIC_TXN_000188,6736.72,large
SYNTHETIC_TXN_000189,153.35,medium
SYNTHETIC_TXN_000190,5520.79,large
SYNTHETIC_TXN_000191,8028.16,large
SYNTHETIC_TXN_000192,162.21,medium
SYNTHETIC_TXN_000193,2457.31,large
SYNTHETIC_TXN_000194,7327.72,large
SYNTHETIC_TXN_000195,5239.44,large
SYNTHETIC_TXN_000196,1510.3,large
SYNTHETIC_TXN_000197,118.52,medium
SYNTHETIC_TXN_000198,9097.73,large
SYNTHETIC_TXN_000199,3968.97,large
SYNTHETIC_TXN_000200,8582.18,large
SYNTHETIC_TXN_000201,826.87,medium
SYNTHETIC_TXN_000202,4755.0,large
SYNTHETIC_TXN_000203,5870.36,large
SYNTHETIC_TXN_000204,5405.62,large
SYNTHETIC_TXN_000205,7690.05,large
SYNTHETIC_TXN_000206,9411.42,large
SYNTHETIC_TXN_000207,820.39,medium
SYNTHETIC_TXN_000208,4447.36,large
SYNTHETIC_TXN_000209,262.63,medium
SYNTHETIC_TXN_000210,9011.35,large
SYNTHETIC_TXN_000211,632.68,medium
SYNTHETIC_TXN_000212,5938.06,large
SYNTHETIC_TXN_000213,8621.98,large
SYNTHETIC_TXN_000214,1776.38,large
SYNTHETIC_TXN_000215,9320.66,large
SYNTHETIC_TXN_000216,691.6,medium
SYNTHETIC_TXN_000217,4231.28,large
SYNTHETIC_TXN_000218,367.66,medium
SYNTHETIC_TXN_000219,6126.78,large
SYNTHETIC_TXN_000220,2220.02,large
SYNTHETIC_TXN_000221,5004.66,large
SYNTHETIC_TXN_000222,7301.5,large
SYNTHETIC_TXN_000223,3189.1,large
SYNTHETIC_TXN_000224,7404.89,large
SYNTHETIC_TXN_000225,1863.88,large
SYNTHETIC_TXN_000226,2783.45,large
SYNTHETIC_TXN_000227,8626.36,large
SYNTHETIC_TXN_000228,8137.38,large
SYNTHETIC_TXN_000229,6934.36,large
SYNTHETIC_TXN_000230,6452.6,large
SYNTHETIC_TXN_000231,8655.21,large
SYNTHETIC_TXN_000232,4917.26,large
SYNTHETIC_TXN_000233,2748.53,large
SYNTHETIC_TXN_000234,3668.62,large
SYNTHETIC_TXN_000235,8748.09,large
SYNTHETIC_TXN_000236,7376.13,large
SYNTHETIC_TXN_000237,5700.74,large
SYNTHETIC_TXN_000238,8580.16,large
SYNTHETIC_TXN_000239,8660.78,large
SYNTHETIC_TXN_000240,3751.73,large
SYNTHETIC_TXN_000241,7741.35,large
SYNTHETIC_TXN_000242,4947.15,large
SYNTHETIC_TXN_000243,995.76,medium
SYNTHETIC_TXN_000244,6885.92,large
SYNTHETIC_TXN_000245,9037.99,large
SYNTHETIC_TXN_000246,4768.07,large
SYNTHETIC_TXN_000247,4223.14,large
SYNTHETIC_TXN_000248,2992.56,large
SYNTHETIC_TXN_000249,3511.88,large
SYNTHETIC_TXN_000250,1231.58,large
SYNTHETIC_TXN_000251,6000.08,large
SYNTHETIC_TXN_000252,6461.69,large
SYNTHETIC_TXN_000253,9776.96,large
SYNTHETIC_TXN_000254,9873.65,large
SYNTHETIC_TXN_000255,6285.7,large
SYNTHETIC_TXN_000256,3099.07,large
SYNTHETIC_TXN_000257,661.16,medium
SYNTHETIC_TXN_000258,550.3,medium
SYNTHETIC_TXN_000259,3467.05,large
SYNTHETIC_TXN_000260,1180.57,large
SYNTHETIC_TXN_000261,4551.98,large
SYNTHETIC_TXN_000262,1153.34,large
SYNTHETIC_TXN_000263,9603.41,large
SYNTHETIC_TXN_000264,8259.96,large
SYNTHETIC_TXN_000265,689.27,medium
SYNTHETIC_TXN_000266,7845.07,large
SYNTHETIC_TXN_000267,7604.82,large
SYNTHETIC_TXN_000268,9509.89,large
SYNTHETIC_TXN_000269,598.96,medium
SYNTHETIC_TXN_000270,8955.77,large
SYNTHETIC_TXN_000271,4349.83,large
SYNTHETIC_TXN_000272,4527.58,large
SYNTHETIC_TXN_000273,5359.24,large
SYNTHETIC_TXN_000274,3042.15,large
SYNTHETIC_TXN_000275,489.52,medium
SYNTHETIC_TXN_000276,8038.96,large
SYNTHETIC_TXN_000277,6446.85,large
SYNTHETIC_TXN_000278,8472.75,large
SYNTHETIC_TXN_000279,294.83,medium
SYNTHETIC_TXN_000280,6191.76,large
SYNTHETIC_TXN_000281,6426.52,large
SYNTHETIC_TXN_000282,3440.34,large
SYNTHETIC_TXN_000283,7785.38,large
SYNTHETIC_TXN_000284,5336.89,large
SYNTHETIC_TXN_000285,5925.19,large
SYNTHETIC_TXN_000286,8366.96,large
SYNTHETIC_TXN_000287,199.29,medium
SYNTHETIC_TXN_000288,1477.13,large
SYNTHETIC_TXN_000289,3365.61,large
SYNTHETIC_TXN_000290,6137.09,large
SYNTHETIC_TXN_000291,17.99,small
SYNTHETIC_TXN_000292,5655.5,large
SYNTHETIC_TXN_000293,887.27,medium
SYNTHETIC_TXN_000294,7870.19,large
SYNTHETIC_TXN_000295,3512.31,large
SYNTHETIC_TXN_000296,3187.17,large
SYNTHETIC_TXN_000297,9852.75,large
SYNTHETIC_TXN_000298,2055.51,large
SYNTHETIC_TXN_000299,8398.54,large
SYNTHETIC_TXN_000300,969.88,medium
SYNTHETIC_TXN_000301,8948.77,large
SYNTHETIC_TXN_000302,2632.96,large
SYNTHETIC_TXN_000303,8081.8,large
SYNTHETIC_TXN_000304,9363.61,large
SYNTHETIC_TXN_000305,9004.54,large
SYNTHETIC_TXN_000306,8084.6,large
SYNTHETIC_TXN_000307,9108.04,large
SYNTHETIC_TXN_000308,8734.66,large
SYNTHETIC_TXN_000309,9648.31,large
SYNTHETIC_TXN_000310,6547.87,large
SYNTHETIC_TXN_000311,387.83,medium
SYNTHETIC_TXN_000312,8173.85,large
SYNTHETIC_TXN_000313,3208.69,large
SYNTHETIC_TXN_000314,7594.93,large
SYNTHETIC_TXN_000315,5242.86,large
SYNTHETIC_TXN_000316,2739.78,large
SYNTHETIC_TXN_000317,8704.8,large
SYNTHETIC_TXN_000318,496.52,medium
SYNTHETIC_TXN_000319,9671.37,large
SYNTHETIC_TXN_000320,7093.68,large
SYNTHETIC_TXN_000321,3971.53,large
SYNTHETIC_TXN_000322,2764.84,large
SYNTHETIC_TXN_000323,8023.63,large
SYNTHETIC_TXN_000324,4045.99,large
SYNTHETIC_TXN_000325,4757.35,large
SYNTHETIC_TXN_000326,4707.81,large
SYNTHETIC_TXN_000327,3070.86,large
SYNTHETIC_TXN_000328,5835.74,large
SYNTHETIC_TXN_000329,8708.48,large
SYNTHETIC_TXN_000330,4875.81,large
SYNTHETIC_TXN_000331,7644.83,large
SYNTHETIC_TXN_000332,5337.83,large
SYNTHETIC_TXN_000333,8769.84,large
SYNTHETIC_TXN_000334,5202.88,large
SYNTHETIC_TXN_000335,9480.83,large
SYNTHETIC_TXN_000336,5046.34,large
SYNTHETIC_TXN_000337,5939.24,large
SYNTHETIC_TXN_000338,2527.39,large
SYNTHETIC_TXN_000339,6056.34,large
SYNTHETIC_TXN_000340,7779.58,large
SYNTHETIC_TXN_000341,4806.64,large
SYNTHETIC_TXN_000342,7795.26,large
SYNTHETIC_TXN_000343,998.1,medium
SYNTHETIC_TXN_000344,96.73,small
SYNTHETIC_TXN_000345,929.52,medium
SYNTHETIC_TXN_000346,4782.45,large
SYNTHETIC_TXN_000347,5907.5,large
SYNTHETIC_TXN_000348,7272.78,large
SYNTHETIC_TXN_000349,7045.68,large
SYNTHETIC_TXN_000350,6617.13,large
SYNTHETIC_TXN_000351,6433.98,large
SYNTHETIC_TXN_000352,503.52,medium
SYNTHETIC_TXN_000353,8565.89,large
SYNTHETIC_TXN_000354,908.96,medium
SYNTHETIC_TXN_000355,542.76,medium
SYNTHETIC_TXN_000356,21.98,small
SYNTHETIC_TXN_000357,7425.1,large
SYNTHETIC_TXN_000358,7814.2,large
SYNTHETIC_TXN_000359,5041.98,large
SYNTHETIC_TXN_000360,9101.81,large
SYNTHETIC_TXN_000361,3846.63,large
SYNTHETIC_TXN_000362,1381.81,large
SYNTHETIC_TXN_000363,2097.13,large
SYNTHETIC_TXN_000364,7607.75,large
SYNTHETIC_TXN_000365,252.73,medium
SYNTHETIC_TXN_000366,1464.29,large
SYNTHETIC_TXN_000367,8648.41,large
SYNTHETIC_TXN_000368,9567.01,large
SYNTHETIC_TXN_000369,4430.64,large
SYNTHETIC_TXN_000370,9834.52,large
SYNTHETIC_TXN_000371,5839.86,large
SYNTHETIC_TXN_000372,6253.66,large
SYNTHETIC_TXN_000373,5206.06,large
SYNTHETIC_TXN_000374,3607.98,large
SYNTHETIC_TXN_000375,6137.01,large
SYNTHETIC_TXN_000376,7239.75,large
SYNTHETIC_TXN_000377,823.46,medium
SYNTHETIC_TXN_000378,4242.1,large
SYNTHETIC_TXN_000379,378.87,medium
SYNTHETIC_TXN_000380,4330.25,large
SYNTHETIC_TXN_000381,3577.0,large
SYNTHETIC_TXN_000382,6607.23,large
SYNTHETIC_TXN_000383,1440.76,large
SYNTHETIC_TXN_000384,5727.18,large
SYNTHETIC_TXN_000385,9056.27,large
SYNTHETIC_TXN_000386,7996.59,large
SYNTHETIC_TXN_000387,4871.9,large
SYNTHETIC_TXN_000388,4506.46,large
SYNTHETIC_TXN_000389,2461.76,large
SYNTHETIC_TXN_000390,4799.54,large
SYNTHETIC_TXN_000391,1400.02,large
SYNTHETIC_TXN_000392,5818.9,large
SYNTHETIC_TXN_000393,1486.34,large
SYNTHETIC_TXN_000394,6626.78,large
SYNTHETIC_TXN_000395,9677.35,large
SYNTHETIC_TXN_000396,428.09,medium
SYNTHETIC_TXN_000397,7037.36,large
SYNTHETIC_TXN_000398,778.38,medium
SYNTHETIC_TXN_000399,65.99,small
SYNTHETIC_TXN_000400,3622.23,large
SYNTHETIC_TXN_000401,4790.21,large
SYNTHETIC_TXN_000402,5126.43,large
SYNTHETIC_TXN_000403,5636.05,large
SYNTHETIC_TXN_000404,1705.67,large
SYNTHETIC_TXN_000405,688.44,medium
SYNTHETIC_TXN_000406,1495.62,large
SYNTHETIC_TXN_000407,12.01,small
SYNTHETIC_TXN_000408,9384.21,large
SYNTHETIC_TXN_000409,838.18,medium
SYNTHETIC_TXN_000410,1178.29,large
SYNTHETIC_TXN_000411,2613.03,large
SYNTHETIC_TXN_000412,3702.13,large
SYNTHETIC_TXN_000413,2297.72,large
SYNTHETIC_TXN_000414,7067.9,large
SYNTHETIC_TXN_000415,2217.71,large
SYNTHETIC_TXN_000416,6402.91,large
SYNTHETIC_TXN_000417,6151.9,large
SYNTHETIC_TXN_000418,3951.43,large
SYNTHETIC_TXN_000419,3480.96,large
SYNTHETIC_TXN_000420,5062.38,large
SYNTHETIC_TXN_000421,5748.94,large
SYNTHETIC_TXN_000422,8965.23,large
SYNTHETIC_TXN_000423,2299.31,large
SYNTHETIC_TXN_000424,3419.93,large
SYNTHETIC_TXN_000425,6831.07,large
SYNTHETIC_TXN_000426,8363.34,large
SYNTHETIC_TXN_000427,8480.1,large
SYNTHETIC_TXN_000428,2220.93,large
SYNTHETIC_TXN_000429,6863.38,large
SYNTHETIC_TXN_000430,1007.49,large
SYNTHETIC_TXN_000431,4987.7,large
SYNTHETIC_TXN_000432,6860.12,large
SYNTHETIC_TXN_000433,8056.68,large
SYNTHETIC_TXN_000434,989.76,medium
SYNTHETIC_TXN_000435,5574.91,large
SYNTHETIC_TXN_000436,5758.94,large
SYNTHETIC_TXN_000437,784.08,medium
SYNTHETIC_TXN_000438,5716.37,large
SYNTHETIC_TXN_000439,6053.85,large
SYNTHETIC_TXN_000440,6620.22,large
SYNTHETIC_TXN_000441,263.66,medium
SYNTHETIC_TXN_000442,2473.97,large
SYNTHETIC_TXN_000443,4671.94,large
SYNTHETIC_TXN_000444,4565.44,large
SYNTHETIC_TXN_000445,3657.84,large
SYNTHETIC_TXN_000446,4919.32,large
SYNTHETIC_TXN_000447,4117.36,large
SYNTHETIC_TXN_000448,2395.62,large
SYNTHETIC_TXN_000449,8534.81,large
SYNTHETIC_TXN_000450,1521.5,large
SYNTHETIC_TXN_000451,901.98,medium
SYNTHETIC_TXN_000452,7914.24,large
SYNTHETIC_TXN_000453,2500.8,large
SYNTHETIC_TXN_000454,1991.8,large
SYNTHETIC_TXN_000455,7282.37,large
SYNTHETIC_TXN_000456,8636.57,large
SYNTHETIC_TXN_000457,7891.43,large
SYNTHETIC_TXN_000458,6859.44,large
SYNTHETIC_TXN_000459,2326.75,large
SYNTHETIC_TXN_000460,8986.62,large
SYNTHETIC_TXN_000461,4683.95,large
SYNTHETIC_TXN_000462,4540.79,large
SYNTHETIC_TXN_000463,7210.03,large
SYNTHETIC_TXN_000464,6409.04,large
SYNTHETIC_TXN_000465,4853.7,large
SYNTHETIC_TXN_000466,2207.23,large
SYNTHETIC_TXN_000467,9382.43,large
SYNTHETIC_TXN_000468,2159.01,large
SYNTHETIC_TXN_000469,1788.99,large
SYNTHETIC_TXN_000470,1803.97,large
SYNTHETIC_TXN_000471,3246.54,large
SYNTHETIC_TXN_000472,7445.78,large
SYNTHETIC_TXN_000473,1350.86,large
SYNTHETIC_TXN_000474,9191.11,large
SYNTHETIC_TXN_000475,8896.25,large
SYNTHETIC_TXN_000476,7929.04,large
SYNTHETIC_TXN_000477,559.24,medium
SYNTHETIC_TXN_000478,9286.52,large
SYNTHETIC_TXN_000479,5024.02,large
SYNTHETIC_TXN_000480,2897.83,large
SYNTHETIC_TXN_000481,3985.27,large
SYNTHETIC_TXN_000482,5611.67,large
SYNTHETIC_TXN_000483,895.95,medium
SYNTHETIC_TXN_000484,1692.56,large
SYNTHETIC_TXN_000485,1559.92,large
SYNTHETIC_TXN_000486,6937.95,large
SYNTHETIC_TXN_000487,7503.55,large
SYNTHETIC_TXN_000488,601.11,medium
SYNTHETIC_TXN_000489,2713.11,large
SYNTHETIC_TXN_000490,3807.01,large
SYNTHETIC_TXN_000491,7124.69,large
SYNTHETIC_TXN_000492,3553.78,large
SYNTHETIC_TXN_000493,9491.16,large
SYNTHETIC_TXN_000494,6255.24,large
SYNTHETIC_TXN_000495,1317.73,large
SYNTHETIC_TXN_000496,4300.64,large
SYNTHETIC_TXN_000497,3175.98,large
SYNTHETIC_TXN_000498,8941.29,large
SYNTHETIC_TXN_000499,6056.04,large
SYNTHETIC_TXN_000500,8461.38,large
