txn_id,txn_amount,txn_amount_bucket
SYNTHETIC_TXN_000055,2274.32,large
SYNTHETIC_TXN_000056,9986.93,large
SYNTHETIC_TXN_000057,5773.97,large
SYNTHETIC_TXN_000058,1118.77,large
SYNTHETIC_TXN_000059,3821.8,large
SYNTHETIC_TXN_000060,191.55,medium
SYNTHETIC_TXN_000061,2053.28,large
SYNTHETIC_TXN_000062,6284.58,large
SYNTHETIC_TXN_000063,760.06,medium
SYNTHETIC_TXN_000064,9778.27,large
SYNTHETIC_TXN_000065,4247.24,large
SYNTHETIC_TXN_000066,6956.97,large
SYNTHETIC_TXN_000067,6943.33,large
SYNTHETIC_TXN_000068,5745.69,large
SYNTHETIC_TXN_000069,9463.37,large
SYNTHETIC_TXN_000070,3982.75,large
SYNTHETIC_TXN_000071,3016.28,large
SYNTHETIC_TXN_000072,1638.02,large
SYNTHETIC_TXN_000073,3481.43,large
SYNTHETIC_TXN_000074,2812.93,large
SYNTHETIC_TXN_000075,2061.52,large
SYNTHETIC_TXN_000076,408.64,medium
SYNTHETIC_TXN_000077,3083.47,large
SYNTHETIC_TXN_000078,2709.32,large
SYNTHETIC_TXN_000079,6900.19,large
SYNTHETIC_TXN_000080,4779.57,large
SYNTHETIC_TXN_000081,8631.46,large
SYNTHETIC_TXN_000082,2344.79,large
SYNTHETIC_TXN_000083,1370.25,large
SYNTHETIC_TXN_000084,3089.54,large
SYNTHETIC_TXN_000085,7437.89,large
SYNTHETIC_TXN_000086,7857.0,large
SYNTHETIC_TXN_000087,1602.67,large
SYNTHETIC_TXN_000088,9719.66,large
SYNTHETIC_TXN_000089,8362.52,large
SYNTHETIC_TXN_000090,6365.72,large
SYNTHETIC_TXN_000091,2159.01,large
SYNTHETIC_TXN_000092,8667.13,large
SYNTHETIC_TXN_000093,367.78,medium
SYNTHETIC_TXN_000094,5464.91,large
SYNTHETIC_TXN_000095,4636.15,large
SYNTHETIC_TXN_000096,7129.63,large
SYNTHETIC_TXN_000097,1144.31,large
SYNTHETIC_TXN_000098,1365.35,large
SYNTHETIC_TXN_000099,8834.93,large
SYNTHETIC_TXN_000100,4600.95,large
SYNTHETIC_TXN_000101,5544.12,large
SYNTHETIC_TXN_000102,21.53,small
SYNTHETIC_TXN_000103,306.44,medium
SYNTHETIC_TXN_000104,441.87,medium
SYNTHETIC_TXN_000105,9624.71,large
SYNTHETIC_TXN_000106,74.69,small
SYNTHETIC_TXN_000107,1492.62,large
SYNTHETIC_TXN_000108,3786.3,large
SYNTHETIC_TXN_000109,2220.3,large
SYNTHETIC_TXN_000110,7625.92,large
SYNTHETIC_TXN_000111,3207.2,large
SYNTHETIC_TXN_000112,6630.26,large
SYNTHETIC_TXN_000113,3515.44,large
SYNTHETIC_TXN_000114,6510.86,large
SYNTHETIC_TXN_000115,2230.27,large
SYNTHETIC_TXN_000116,529.43,medium
SYNTHETIC_TXN_000117,3409.78,large
SYNTHETIC_TXN_000118,1221.5,large
SYNTHETIC_TXN_000119,9510.61,large
SYNTHETIC_TXN_000120,2113.49,large
SYNTHETIC_TXN_000121,9970.6,large
SYNTHETIC_TXN_000122,7597.67,large
SYNTHETIC_TXN_000123,5577.33,large
SYNTHETIC_TXN_000124,4629.62,large
SYNTHETIC_TXN_000125,4399.23,large
SYNTHETIC_TXN_000126,4320.91,large
SYNTHETIC_TXN_000127,4351.88,large
SYNTHETIC_TXN_000128,9229.48,large
SYNTHETIC_TXN_000129,3174.59,large
SYNTHETIC_TXN_000130,5570.72,large
SYNTHETIC_TXN_000131,1834.04,large
SYNTHETIC_TXN_000132,5784.2,large
SYNTHETIC_TXN_000133,916.56,medium
SYNTHETIC_TXN_000134,3720.33,large
SYNTHETIC_TXN_000135,9624.66,large
SYNTHETIC_TXN_000136,6196.16,large
SYNTHETIC_TXN_000137,5821.14,large
SYNTHETIC_TXN_000138,7699.56,large
SYNTHETIC_TXN_000139,2169.42,large
SYNTHETIC_TXN_000140,7036.47,large
SYNTHETIC_TXN_000141,9399.06,large
SYNTHETIC_TXN_000142,5649.97,large
SYNTHETIC_TXN_000143,4096.45,large
SYNTHETIC_TXN_000144,4638.35,large
SYNTHETIC_TXN_000145,4686.94,large
SYNTHETIC_TXN_000146,3382.02,large
SYNTHETIC_TXN_000147,8737.18,large
SYNTHETIC_TXN_000148,2250.27,large
SYNTHETIC_TXN_000149,1868.39,large
SYNTHETIC_TXN_000150,5270.5,large
SYNTHETIC_TXN_000151,4693.15,large
SYNTHETIC_TXN_000152,4196.29,large
SYNTHETIC_TXN_000153,9623.38,large
SYNTHETIC_TXN_000154,8512.23,large
SYNTHETIC_TXN_000155,5587.09,large
SYNTHETIC_TXN_000156,6158.34,large
SYNTHETIC_TXN_000157,5297.29,large
SYNTHETIC_TXN_000158,5305.03,large
SYNTHETIC_TXN_000159,9520.29,large
SYNTHETIC_TXN_000160,70.22,small
SYNTHETIC_TXN_000161,9652.7,large
SYNTHETIC_TXN_000162,1233.92,large
SYNTHETIC_TXN_000163,874.44,medium
SYNTHETIC_TXN_000164,3006.84,large
SYNTHETIC_TXN_000165,7737.97,large
SYNTHETIC_TXN_000166,7473.27,large
SYNTHETIC_TXN_000167,2893.57,large
SYNTHETIC_TXN_000168,1111.16,large
SYNTHETIC_TXN_000169,9018.96,large
SYNTHETIC_TXN_000170,2610.67,large
SYNTHETIC_TXN_000171,9170.23,large
SYNTHETIC_TXN_000172,327.56,medium
SYNTHETIC_TXN_000173,3458.05,large
SYNTHETIC_TXN_000174,6412.22,large
SYNTHETIC_TXN_000175,6906.45,large
SYNTHETIC_TXN_000176,5568.76,large
SYNTHETIC_TXN_000177,5420.35,large
SYNTHETIC_TXN_000178,3156.56,large
SYNTHETIC_TXN_000179,6729.5,large
SYNTHETIC_TXN_000180,4443.46,large
SYNTHETIC_TXN_000181,8501.31,large
SYNTHETIC_TXN_000182,6006.47,large
SYNTHETIC_TXN_000183,1031.54,large
SYNTHETIC_TXN_000184,4717.04,large
SYNTHETIC_TXN_000185,6660.71,large
SYNTHETIC_TXN_000186,6215.52,large
SYNTHETIC_TXN_000187,5162.75,large
SYNTHETIC_TXN_000188,4600.38,large
SYNTHETIC_TXN_000189,4103.2,large
SYNTHETIC_TXN_000190,5005.0,large
SYNTHETIC_TXN_000191,6004.01,large
SYNTHETIC_TXN_000192,1400.02,large
SYNTHETIC_TXN_000193,2469.58,large
SYNTHETIC_TXN_000194,2498.5,large
SYNTHETIC_TXN_000195,7363.22,large
SYNTHETIC_TXN_000196,7239.41,large
SYNTHETIC_TXN_000197,3812.71,large
SYNTHETIC_TXN_000198,5070.18,large
SYNTHETIC_TXN_000199,7256.21,large
SYNTHETIC_TXN_000200,4530.2,large
SYNTHETIC_TXN_000201,9924.73,large
SYNTHETIC_TXN_000202,3119.02,large
SYNTHETIC_TXN_000203,3872.41,large
SYNTHETIC_TXN_000204,8458.88,large
SYNTHETIC_TXN_000205,2653.54,large
SYNTHETIC_TXN_000206,892.71,medium
SYNTHETIC_TXN_000207,771.4,medium
SYNTHETIC_TXN_000208,7070.9,large
SYNTHETIC_TXN_000209,228.0,medium
SYNTHETIC_TXN_000210,1934.94,large
SYNTHETIC_TXN_000211,9605.33,large
SYNTHETIC_TXN_000212,2994.38,large
SYNTHETIC_TXN_000213,5059.48,large
SYNTHETIC_TXN_000214,5671.37,large
SYNTHETIC_TXN_000215,9490.06,large
SYNTHETIC_TXN_000216,3194.62,large
SYNTHETIC_TXN_000217,1864.89,large
SYNTHETIC_TXN_000218,1735.87,large
SYNTHETIC_TXN_000219,8284.39,large
SYNTHETIC_TXN_000220,3572.19,large
SYNTHETIC_TXN_000221,9218.56,large
SYNTHETIC_TXN_000222,9805.77,large
SYNTHETIC_TXN_000223,6369.22,large
SYNTHETIC_TXN_000224,5233.32,large
SYNTHETIC_TXN_000225,8945.86,large
SYNTHETIC_TXN_000226,5561.58,large
SYNTHETIC_TXN_000227,1386.61,large
SYNTHETIC_TXN_000228,1022.01,large
SYNTHETIC_TXN_000229,8476.69,large
SYNTHETIC_TXN_000230,9613.11,large
SYNTHETIC_TXN_000231,7739.83,large
SYNTHETIC_TXN_000232,4314.94,large
SYNTHETIC_TXN_000233,2744.47,large
SYNTHETIC_TXN_000234,5660.1,large
SYNTHETIC_TXN_000235,6730.31,large
SYNTHETIC_TXN_000236,8843.97,large
SYNTHETIC_TXN_000237,4603.87,large
SYNTHETIC_TXN_000238,6572.24,large
SYNTHETIC_TXN_000239,3965.19,large
SYNTHETIC_TXN_000240,5255.19,large
SYNTHETIC_TXN_000241,7987.41,large
SYNTHETIC_TXN_000242,7914.99,large
SYNTHETIC_TXN_000243,330.07,medium
SYNTHETIC_TXN_000244,5261.56,large
SYNTHETIC_TXN_000245,5030.21,large
SYNTHETIC_TXN_000246,5870.72,large
SYNTHETIC_TXN_000247,2707.11,large
SYNTHETIC_TXN_000248,5376.03,large
SYNTHETIC_TXN_000249,4460.8,large
SYNTHETIC_TXN_000250,2704.73,large
SYNTHETIC_TXN_000251,3951.58,large
SYNTHETIC_TXN_000252,190.93,medium
SYNTHETIC_TXN_000253,9775.36,large
SYNTHETIC_TXN_000254,1516.1,large
SYNTHETIC_TXN_000255,28.64,small
SYNTHETIC_TXN_000256,3650.38,large
SYNTHETIC_TXN_000257,8550.32,large
SYNTHETIC_TXN_000258,1804.39,large
SYNTHETIC_TXN_000259,7062.92,large
SYNTHETIC_TXN_000260,4777.71,large
SYNTHETIC_TXN_000261,3348.01,large
SYNTHETIC_TXN_000262,9510.29,large
SYNTHETIC_TXN_000263,2141.17,large
SYNTHETIC_TXN_000264,7213.06,large
SYNTHETIC_TXN_000265,9763.46,large
SYNTHETIC_TXN_000266,3007.47,large
SYNTHETIC_TXN_000267,6461.23,large
SYNTHETIC_TXN_000268,8066.75,large
SYNTHETIC_TXN_000269,5594.62,large
SYNTHETIC_TXN_000270,6421.92,large
SYNTHETIC_TXN_000271,5417.85,large
SYNTHETIC_TXN_000272,763.11,medium
SYNTHETIC_TXN_000273,9072.84,large
SYNTHETIC_TXN_000274,4802.34,large
SYNTHETIC_TXN_000275,9398.34,large
SYNTHETIC_TXN_000276,2912.57,large
SYNTHETIC_TXN_000277,6906.19,large
SYNTHETIC_TXN_000278,7531.93,large
SYNTHETIC_TXN_000279,6792.66,large
SYNTHETIC_TXN_000280,1878.3,large
SYNTHETIC_TXN_000281,6777.66,large
SYNTHETIC_TXN_000282,3939.15,large
SYNTHETIC_TXN_000283,3014.34,large
SYNTHETIC_TXN_000284,7362.73,large
SYNTHETIC_TXN_000285,1175.34,large
SYNTHETIC_TXN_000286,5365.25,large
SYNTHETIC_TXN_000287,160.65,medium
SYNTHETIC_TXN_000288,7160.91,large
SYNTHETIC_TXN_000289,9762.61,large
SYNTHETIC_TXN_000290,4008.33,large
SYNTHETIC_TXN_000291,6499.59,large
SYNTHETIC_TXN_000292,1326.8,large
SYNTHETIC_TXN_000293,3524.26,large
SYNTHETIC_TXN_000294,4207.37,large
SYNTHETIC_TXN_000295,3638.9,large
SYNTHETIC_TXN_000296,4480.63,large
SYNTHETIC_TXN_000297,1061.83,large
SYNTHETIC_TXN_000298,3462.06,large
SYNTHETIC_TXN_000299,9241.53,large
SYNTHETIC_TXN_000300,6199.96,large
SYNTHETIC_TXN_000301,9100.07,large
SYNTHETIC_TXN_000302,3469.9,large
SYNTHETIC_TXN_000303,5648.43,large
SYNTHETIC_TXN_000304,9083.77,large
SYNTHETIC_TXN_000305,1292.15,large
SYNTHETIC_TXN_000306,9357.69,large
SYNTHETIC_TXN_000307,1850.79,large
SYNTHETIC_TXN_000308,5132.97,large
SYNTHETIC_TXN_000309,8287.75,large
SYNTHETIC_TXN_000310,1947.04,large
SYNTHETIC_TXN_000311,542.61,medium
SYNTHETIC_TXN_000312,3384.45,large
SYNTHETIC_TXN_000313,7066.23,large
SYNTHETIC_TXN_000314,7144.66,large
SYNTHETIC_TXN_000315,7355.25,large
SYNTHETIC_TXN_000316,4163.25,large
SYNTHETIC_TXN_000317,6201.83,large
SYNTHETIC_TXN_000318,3586.23,large
SYNTHETIC_TXN_000319,1993.0,large
SYNTHETIC_TXN_000320,8911.66,large
SYNTHETIC_TXN_000321,7137.56,large
SYNTHETIC_TXN_000322,8177.64,large
SYNTHETIC_TXN_000323,7738.58,large
SYNTHETIC_TXN_000324,4292.11,large
SYNTHETIC_TXN_000325,4689.96,large
SYNTHETIC_TXN_000326,5450.31,large
SYNTHETIC_TXN_000327,3494.23,large
SYNTHETIC_TXN_000328,6552.41,large
SYNTHETIC_TXN_000329,5250.08,large
SYNTHETIC_TXN_000330,4890.28,large
SYNTHETIC_TXN_000331,5051.67,large
SYNTHETIC_TXN_000332,2710.9,large
SYNTHETIC_TXN_000333,9730.58,large
SYNTHETIC_TXN_000334,1027.61,large
SYNTHETIC_TXN_000335,2669.97,large
SYNTHETIC_TXN_000336,6855.52,large
SYNTHETIC_TXN_000337,3909.18,large
SYNTHETIC_TXN_000338,3672.05,large
SYNTHETIC_TXN_000339,5667.16,large
SYNTHETIC_TXN_000340,6458.55,large
SYNTHETIC_TXN_000341,6788.32,large
SYNTHETIC_TXN_000342,5985.73,large
SYNTHETIC_TXN_000343,2506.17,large
SYNTHETIC_TXN_000344,4684.33,large
SYNTHETIC_TXN_000345,591.36,medium
SYNTHETIC_TXN_000346,4354.46,large
SYNTHETIC_TXN_000347,249.61,medium
SYNTHETIC_TXN_000348,7730.86,large
SYNTHETIC_TXN_000349,8356.98,large
SYNTHETIC_TXN_000350,424.64,medium
SYNTHETIC_TXN_000351,1672.02,large
SYNTHETIC_TXN_000352,3618.41,large
SYNTHETIC_TXN_000353,2002.16,large
SYNTHETIC_TXN_000354,7161.37,large
SYNTHETIC_TXN_000355,6324.89,large
SYNTHETIC_TXN_000356,3016.57,large
SYNTHETIC_TXN_000357,4341.19,large
SYNTHETIC_TXN_000358,4696.39,large
SYNTHETIC_TXN_000359,5470.95,large
SYNTHETIC_TXN_000360,3162.49,large
SYNTHETIC_TXN_000361,4435.65,large
SYNTHETIC_TXN_000362,6289.82,large
SYNTHETIC_TXN_000363,143.86,medium
SYNTHETIC_TXN_000364,7315.51,large
SYNTHETIC_TXN_000365,4617.92,large
SYNTHETIC_TXN_000366,9871.69,large
SYNTHETIC_TXN_000367,2821.1,large
SYNTHETIC_TXN_000368,1780.77,large
SYNTHETIC_TXN_000369,5895.67,large
SYNTHETIC_TXN_000370,5478.27,large
SYNTHETIC_TXN_000371,8704.1,large
SYNTHETIC_TXN_000372,1911.72,large
SYNTHETIC_TXN_000373,2130.89,large
SYNTHETIC_TXN_000374,3665.23,large
SYNTHETIC_TXN_000375,2748.97,large
SYNTHETIC_TXN_000376,2266.2,large
SYNTHETIC_TXN_000377,8002.34,large
SYNTHETIC_TXN_000378,5627.57,large
SYNTHETIC_TXN_000379,8356.28,large
SYNTHETIC_TXN_000380,4363.58,large
SYNTHETIC_TXN_000381,8335.14,large
SYNTHETIC_TXN_000382,5500.88,large
SYNTHETIC_TXN_000383,1302.39,large
SYNTHETIC_TXN_000384,6481.65,large
SYNTHETIC_TXN_000385,5419.63,large
SYNTHETIC_TXN_000386,8853.28,large
SYNTHETIC_TXN_000387,6028.23,large
SYNTHETIC_TXN_000388,7728.4,large
SYNTHETIC_TXN_000389,9967.6,large
SYNTHETIC_TXN_000390,9233.54,large
SYNTHETIC_TXN_000391,6920.64,large
SYNTHETIC_TXN_000392,153.27,medium
SYNTHETIC_TXN_000393,2769.77,large
SYNTHETIC_TXN_000394,9035.32,large
SYNTHETIC_TXN_000395,1331.58,large
SYNTHETIC_TXN_000396,3712.94,large
SYNTHETIC_TXN_000397,5987.96,large
SYNTHETIC_TXN_000398,6785.71,large
SYNTHETIC_TXN_000399,9314.38,large
SYNTHETIC_TXN_000400,256.09,medium
SYNTHETIC_TXN_000401,9319.83,large
SYNTHETIC_TXN_000402,4510.56,large
SYNTHETIC_TXN_000403,5996.14,large
SYNTHETIC_TXN_000404,3185.04,large
SYNTHETIC_TXN_000405,998.69,medium
SYNTHETIC_TXN_000406,4990.82,large
SYNTHETIC_TXN_000407,956.7,medium
SYNTHETIC_TXN_000408,1146.44,large
SYNTHETIC_TXN_000409,5488.26,large
SYNTHETIC_TXN_000410,2514.06,large
SYNTHETIC_TXN_000411,3186.93,large
SYNTHETIC_TXN_000412,2680.66,large
SYNTHETIC_TXN_000413,579.57,medium
SYNTHETIC_TXN_000414,6785.91,large
SYNTHETIC_TXN_000415,6659.28,large
SYNTHETIC_TXN_000416,5541.12,large
SYNTHETIC_TXN_000417,5737.15,large
SYNTHETIC_TXN_000418,4117.69,large
SYNTHETIC_TXN_000419,4457.06,large
SYNTHETIC_TXN_000420,50.27,small
SYNTHETIC_TXN_000421,866.19,medium
SYNTHETIC_TXN_000422,315.11,medium
SYNTHETIC_TXN_000423,3540.67,large
SYNTHETIC_TXN_000424,1218.7,large
SYNTHETIC_TXN_000425,8950.7,large
SYNTHETIC_TXN_000426,9311.61,large
SYNTHETIC_TXN_000427,5039.23,large
SYNTHETIC_TXN_000428,6591.96,large
SYNTHETIC_TXN_000429,1112.43,large
SYNTHETIC_TXN_000430,5710.4,large
SYNTHETIC_TXN_000431,1260.42,large
SYNTHETIC_TXN_000432,7005.27,large
SYNTHETIC_TXN_000433,3576.46,large
SYNTHETIC_TXN_000434,4414.39,large
SYNTHETIC_TXN_000435,7839.37,large
SYNTHETIC_TXN_000436,4277.89,large
SYNTHETIC_TXN_000437,3754.43,large
SYNTHETIC_TXN_000438,6497.83,large
SYNTHETIC_TXN_000439,3934.25,large
SYNTHETIC_TXN_000440,6846.24,large
SYNTHETIC_TXN_000441,6735.92,large
SYNTHETIC_TXN_000442,6658.44,large
SYNTHETIC_TXN_000443,1386.28,large
SYNTHETIC_TXN_000444,4369.48,large
SYNTHETIC_TXN_000445,5141.25,large
SYNTHETIC_TXN_000446,3824.71,large
SYNTHETIC_TXN_000447,4355.84,large
SYNTHETIC_TXN_000448,3257.58,large
SYNTHETIC_TXN_000449,3034.59,large
SYNTHETIC_TXN_000450,7629.62,large
SYNTHETIC_TXN_000451,9235.23,large
SYNTHETIC_TXN_000452,3775.23,large
SYNTHETIC_TXN_000453,8741.89,large
SYNTHETIC_TXN_000454,2452.26,large
SYNTHETIC_TXN_000455,4510.31,large
SYNTHETIC_TXN_000456,1405.56,large
SYNTHETIC_TXN_000457,5788.48,large
SYNTHETIC_TXN_000458,2.52,small
SYNTHETIC_TXN_000459,7792.84,large
SYNTHETIC_TXN_000460,556.46,medium
SYNTHETIC_TXN_000461,6526.9,large
SYNTHETIC_TXN_000462,2066.52,large
SYNTHETIC_TXN_000463,7050.37,large
SYNTHETIC_TXN_000464,1021.42,large
SYNTHETIC_TXN_000465,2736.2,large
SYNTHETIC_TXN_000466,6632.98,large
SYNTHETIC_TXN_000467,2541.2,large
SYNTHETIC_TXN_000468,2919.04,large
SYNTHETIC_TXN_000469,6214.21,large
SYNTHETIC_TXN_000470,2329.54,large
SYNTHETIC_TXN_000471,1356.29,large
SYNTHETIC_TXN_000472,798.21,medium
SYNTHETIC_TXN_000473,4863.23,large
SYNTHETIC_TXN_000474,4589.95,large
SYNTHETIC_TXN_000475,2376.86,large
SYNTHETIC_TXN_000476,2537.45,large
SYNTHETIC_TXN_000477,3302.63,large
SYNTHETIC_TXN_000478,5767.17,large
SYNTHETIC_TXN_000479,835.12,medium
SYNTHETIC_TXN_000480,1452.01,large
SYNTHETIC_TXN_000481,7037.87,large
SYNTHETIC_TXN_000482,546.82,medium
SYNTHETIC_TXN_000483,4952.63,large
SYNTHETIC_TXN_000484,2756.88,large
SYNTHETIC_TXN_000485,3120.27,large
SYNTHETIC_TXN_000486,3865.07,large
SYNTHETIC_TXN_000487,4506.59,large
SYNTHETIC_TXN_000488,231.47,medium
SYNTHETIC_TXN_000489,8731.13,large
SYNTHETIC_TXN_000490,8481.15,large
SYNTHETIC_TXN_000491,2999.59,large
SYNTHETIC_TXN_000492,420.67,medium
SYNTHETIC_TXN_000493,3361.26,large
SYNTHETIC_TXN_000494,3289.37,large
SYNTHETIC_TXN_000495,8905.35,large
SYNTHETIC_TXN_000496,1345.32,large
SYNTHETIC_TXN_000497,3635.64,large
SYNTHETIC_TXN_000498,5597.24,large
SYNTHETIC_TXN_000499,4309.39,large
SYNTHETIC_TXN_000500,9823.67,large
SYNTHETIC_TXN_000501,1290.43,large
SYNTHETIC_TXN_000502,8890.12,large
SYNTHETIC_TXN_000503,7230.63,large
SYNTHETIC_TXN_000504,8076.41,large
SYNTHETIC_TXN_000505,6839.77,large
SYNTHETIC_TXN_000506,6797.96,large
SYNTHETIC_TXN_000507,5683.67,large
SYNTHETIC_TXN_000508,2757.44,large
SYNTHETIC_TXN_000509,734.21,medium
SYNTHETIC_TXN_000510,3104.63,large
SYNTHETIC_TXN_000511,5018.3,large
SYNTHETIC_TXN_000512,9013.68,large
SYNTHETIC_TXN_000513,6197.53,large
SYNTHETIC_TXN_000514,6994.3,large
SYNTHETIC_TXN_000515,1481.08,large
SYNTHETIC_TXN_000516,2575.14,large
SYNTHETIC_TXN_000517,4.14,small
SYNTHETIC_TXN_000518,4501.57,large
SYNTHETIC_TXN_000519,2478.76,large
SYNTHETIC_TXN_000520,1363.05,large
SYNTHETIC_TXN_000521,3257.23,large
SYNTHETIC_TXN_000522,4468.28,large
SYNTHETIC_TXN_000523,1089.81,large
SYNTHETIC_TXN_000524,8039.84,large
SYNTHETIC_TXN_000525,3899.28,large
SYNTHETIC_TXN_000526,7222.85,large
SYNTHETIC_TXN_000527,9800.83,large
SYNTHETIC_TXN_000528,5516.02,large
SYNTHETIC_TXN_000529,9335.87,large
SYNTHETIC_TXN_000530,1316.17,large
SYNTHETIC_TXN_000531,9021.62,large
SYNTHETIC_TXN_000532,1409.74,large
SYNTHETIC_TXN_000533,5437.96,large
SYNTHETIC_TXN_000534,6621.81,large
SYNTHETIC_TXN_000535,1823.85,large
SYNTHETIC_TXN_000536,6629.52,large
SYNTHETIC_TXN_000537,2123.7,large
SYNTHETIC_TXN_000538,537.24,medium
SYNTHETIC_TXN_000539,916.74,medium
SYNTHETIC_TXN_000540,3676.36,large
SYNTHETIC_TXN_000541,1775.78,large
SYNTHETIC_TXN_000542,6543.66,large
SYNTHETIC_TXN_000543,9576.29,large
SYNTHETIC_TXN_000544,4819.99,large
SYNTHETIC_TXN_000545,8719.69,large
SYNTHETIC_TXN_000546,3819.02,large
SYNTHETIC_TXN_000547,6909.01,large
SYNTHETIC_TXN_000548,8186.6,large
SYNTHETIC_TXN_000549,8893.43,large
SYNTHETIC_TXN_000550,9884.14,large
SYNTHETIC_TXN_000551,7181.27,large
SYNTHETIC_TXN_000552,5016.68,large
SYNTHETIC_TXN_000553,6538.39,large
SYNTHETIC_TXN_000554,6514.78,large
SYNTHETIC_TXN_000555,6869.42,large
SYNTHETIC_TXN_000556,3065.3,large
SYNTHETIC_TXN_000557,631.83,medium
SYNTHETIC_TXN_000558,9511.18,large
SYNTHETIC_TXN_000559,9364.71,large
SYNTHETIC_TXN_000560,8461.54,large
SYNTHETIC_TXN_000561,1666.7,large
SYNTHETIC_TXN_000562,6825.69,large
SYNTHETIC_TXN_000563,7061.15,large
SYNTHETIC_TXN_000564,9900.56,large
SYNTHETIC_TXN_000565,3401.58,large
SYNTHETIC_TXN_000566,1211.17,large
SYNTHETIC_TXN_000567,2649.86,large
SYNTHETIC_TXN_000568,9977.73,large
SYNTHETIC_TXN_000569,8984.17,large
SYNTHETIC_TXN_000570,121.25,medium
SYNTHETIC_TXN_000571,540.93,medium
SYNTHETIC_TXN_000572,8166.1,large
SYNTHETIC_TXN_000573,9253.6,large
SYNTHETIC_TXN_000574,2195.3,large
SYNTHETIC_TXN_000575,7071.56,large
SYNTHETIC_TXN_000576,8474.54,large
SYNTHETIC_TXN_000577,7891.35,large
SYNTHETIC_TXN_000578,6649.79,large
SYNTHETIC_TXN_000579,997.25,medium
SYNTHETIC_TXN_000580,3201.26,large
SYNTHETIC_TXN_000581,8036.76,large
SYNTHETIC_TXN_000582,3405.45,large
SYNTHETIC_TXN_000583,5954.99,large
SYNTHETIC_TXN_000584,8244.04,large
SYNTHETIC_TXN_000585,8529.4,large
SYNTHETIC_TXN_000586,717.15,medium
SYNTHETIC_TXN_000587,5268.76,large
SYNTHETIC_TXN_000588,4741.34,large
SYNTHETIC_TXN_000589,2292.54,large
SYNTHETIC_TXN_000590,2561.43,large
SYNTHETIC_TXN_000591,4474.29,large
SYNTHETIC_TXN_000592,3157.61,large
SYNTHETIC_TXN_000593,1488.91,large
SYNTHETIC_TXN_000594,9696.42,large
SYNTHETIC_TXN_000595,570.41,medium
SYNTHETIC_TXN_000596,9019.73,large
SYNTHETIC_TXN_000597,8746.5,large
SYNTHETIC_TXN_000598,7859.27,large
SYNTHETIC_TXN_000599,4437.73,large
SYNTHETIC_TXN_000600,2113.9,large
SYNTHETIC_TXN_000601,1384.08,large
SYNTHETIC_TXN_000602,3893.22,large
SYNTHETIC_TXN_000603,6381.62,large
SYNTHETIC_TXN_000604,7555.78,large
SYNTHETIC_TXN_000605,7639.28,large
SYNTHETIC_TXN_000606,3505.65,large
SYNTHETIC_TXN_000607,2444.54,large
