txn_id,txn_amount,txn_amount_bucket
SYNTHETIC_TXN_000235,1901.36,large
SYNTHETIC_TXN_000236,4891.82,large
SYNTHETIC_TXN_000237,6706.48,large
SYNTHETIC_TXN_000238,2882.54,large
SYNTHETIC_TXN_000239,4608.81,large
SYNTHETIC_TXN_000240,3595.72,large
SYNTHETIC_TXN_000241,8404.21,large
SYNTHETIC_TXN_000242,6735.36,large
SYNTHETIC_TXN_000243,427.96,medium
SYNTHETIC_TXN_000244,5032.74,large
SYNTHETIC_TXN_000245,5782.96,large
SYNTHETIC_TXN_000246,2567.6,large
SYNTHETIC_TXN_000247,6591.2,large
SYNTHETIC_TXN_000248,1032.42,large
SYNTHETIC_TXN_000249,5794.88,large
SYNTHETIC_TXN_000249,5794.88,large
SYNTHETIC_TXN_000250,8270.65,large
SYNTHETIC_TXN_000251,1721.32,large
SYNTHETIC_TXN_000252,2892.62,large
SYNTHETIC_TXN_000253,7463.16,large
SYNTHETIC_TXN_000254,9961.17,large
SYNTHETIC_TXN_000255,4241.64,large
SYNTHETIC_TXN_000256,4905.7,large
SYNTHETIC_TXN_000257,8009.1,large
SYNTHETIC_TXN_000257,8009.1,large
SYNTHETIC_TXN_000258,9512.87,large
SYNTHETIC_TXN_000259,1773.51,large
SYNTHETIC_TXN_000260,6163.13,large
SYNTHETIC_TXN_000261,2847.43,large
SYNTHETIC_TXN_000261,2847.43,large
SYNTHETIC_TXN_000262,4795.97,large
SYNTHETIC_TXN_000263,2401.04,large
SYNTHETIC_TXN_000264,5585.36,large
SYNTHETIC_TXN_000265,613.01,medium
SYNTHETIC_TXN_000266,6542.99,large
SYNTHETIC_TXN_000267,8419.34,large
SYNTHETIC_TXN_000268,6821.24,large
SYNTHETIC_TXN_000268,6821.24,large
SYNTHETIC_TXN_000269,4380.23,large
SYNTHETIC_TXN_000270,4391.79,large
SYNTHETIC_TXN_000271,6131.02,large
SYNTHETIC_TXN_000272,117.99,medium
SYNTHETIC_TXN_000273,8593.63,large
SYNTHETIC_TXN_000274,3078.79,large
SYNTHETIC_TXN_000275,7626.26,large
SYNTHETIC_TXN_000276,5619.06,large
SYNTHETIC_TXN_000277,584.34,medium
SYNTHETIC_TXN_000278,6814.05,large
SYNTHETIC_TXN_000279,4929.2,large
SYNTHETIC_TXN_000280,8439.12,large
SYNTHETIC_TXN_000281,4121.6,large
SYNTHETIC_TXN_000282,5371.95,large
SYNTHETIC_TXN_000283,227.77,medium
SYNTHETIC_TXN_000284,9874.25,large
SYNTHETIC_TXN_000285,3894.09,large
SYNTHETIC_TXN_000285,3894.09,large
SYNTHETIC_TXN_000286,5604.52,large
SYNTHETIC_TXN_000287,4594.08,large
SYNTHETIC_TXN_000287,4594.08,large
SYNTHETIC_TXN_000288,468.41,medium
SYNTHETIC_TXN_000288,468.41,medium
SYNTHETIC_TXN_000289,8209.37,large
SYNTHETIC_TXN_000290,4023.07,large
SYNTHETIC_TXN_000291,7287.76,large
SYNTHETIC_TXN_000291,7287.76,large
SYNTHETIC_TXN_000292,8858.13,large
SYNTHETIC_TXN_000293,4904.69,large
SYNTHETIC_TXN_000293,4904.69,large
SYNTHETIC_TXN_000294,7121.39,large
SYNTHETIC_TXN_000295,9167.4,large
SYNTHETIC_TXN_000296,9601.75,large
SYNTHETIC_TXN_000297,4450.45,large
SYNTHETIC_TXN_000297,4450.45,large
SYNTHETIC_TXN_000298,9958.82,large
SYNTHETIC_TXN_000299,1992.41,large
SYNTHETIC_TXN_000300,2289.43,large
SYNTHETIC_TXN_000301,2646.07,large
SYNTHETIC_TXN_000302,3680.2,large
SYNTHETIC_TXN_000303,9194.38,large
SYNTHETIC_TXN_000304,1195.51,large
SYNTHETIC_TXN_000305,6493.3,large
SYNTHETIC_TXN_000306,5076.28,large
SYNTHETIC_TXN_000306,5076.28,large
SYNTHETIC_TXN_000307,2120.28,large
SYNTHETIC_TXN_000308,2542.35,large
SYNTHETIC_TXN_000308,2542.35,large
SYNTHETIC_TXN_000309,3880.94,large
SYNTHETIC_TXN_000310,1949.67,large
SYNTHETIC_TXN_000311,2128.18,large
SYNTHETIC_TXN_000312,7012.23,large
SYNTHETIC_TXN_000313,638.73,medium
SYNTHETIC_TXN_000313,638.73,medium
SYNTHETIC_TXN_000314,3085.71,large
SYNTHETIC_TXN_000315,7309.86,large
SYNTHETIC_TXN_000316,9566.16,large
SYNTHETIC_TXN_000317,3878.32,large
SYNTHETIC_TXN_000318,8585.61,large
SYNTHETIC_TXN_000318,8585.61,large
SYNTHETIC_TXN_000319,234.82,medium
SYNTHETIC_TXN_000320,4330.01,large
SYNTHETIC_TXN_000321,2119.83,large
SYNTHETIC_TXN_000321,2119.83,large
SYNTHETIC_TXN_000321,2119.83,large
SYNTHETIC_TXN_000321,2119.83,large
SYNTHETIC_TXN_000322,233.4,medium
SYNTHETIC_TXN_000323,2704.2,large
SYNTHETIC_TXN_000323,2704.2,large
SYNTHETIC_TXN_000324,5260.34,large
SYNTHETIC_TXN_000325,4188.67,large
SYNTHETIC_TXN_000326,8619.09,large
SYNTHETIC_TXN_000326,8619.09,large
SYNTHETIC_TXN_000327,3079.44,large
SYNTHETIC_TXN_000328,2621.32,large
SYNTHETIC_TXN_000329,9390.35,large
SYNTHETIC_TXN_000329,9390.35,large
SYNTHETIC_TXN_000329,9390.35,large
SYNTHETIC_TXN_000330,3583.29,large
SYNTHETIC_TXN_000331,6535.9,large
SYNTHETIC_TXN_000332,4999.19,large
SYNTHETIC_TXN_000332,4999.19,large
SYNTHETIC_TXN_000333,717.73,medium
SYNTHETIC_TXN_000334,5899.75,large
SYNTHETIC_TXN_000334,5899.75,large
SYNTHETIC_TXN_000335,9662.45,large
SYNTHETIC_TXN_000336,1406.49,large
SYNTHETIC_TXN_000336,1406.49,large
SYNTHETIC_TXN_000337,9627.83,large
SYNTHETIC_TXN_000338,4503.35,large
SYNTHETIC_TXN_000339,1568.11,large
SYNTHETIC_TXN_000340,9879.81,large
SYNTHETIC_TXN_000340,9879.81,large
SYNTHETIC_TXN_000341,3928.76,large
SYNTHETIC_TXN_000342,6032.27,large
SYNTHETIC_TXN_000343,694.62,medium
SYNTHETIC_TXN_000344,1586.83,large
SYNTHETIC_TXN_000345,8470.23,large
SYNTHETIC_TXN_000346,3712.35,large
SYNTHETIC_TXN_000346,3712.35,large
SYNTHETIC_TXN_000347,7523.31,large
SYNTHETIC_TXN_000348,2176.96,large
SYNTHETIC_TXN_000349,9317.57,large
SYNTHETIC_TXN_000350,4840.29,large
SYNTHETIC_TXN_000351,2749.06,large
SYNTHETIC_TXN_000352,7456.42,large
SYNTHETIC_TXN_000353,938.33,medium
SYNTHETIC_TXN_000354,7094.33,large
SYNTHETIC_TXN_000355,6613.58,large
SYNTHETIC_TXN_000356,550.76,medium
SYNTHETIC_TXN_000357,45.15,small
SYNTHETIC_TXN_000358,4553.9,large
SYNTHETIC_TXN_000359,4920.95,large
SYNTHETIC_TXN_000360,8477.53,large
SYNTHETIC_TXN_000361,31.59,small
SYNTHETIC_TXN_000361,31.59,small
SYNTHETIC_TXN_000362,6083.52,large
SYNTHETIC_TXN_000363,9532.91,large
SYNTHETIC_TXN_000364,7906.63,large
SYNTHETIC_TXN_000365,3131.04,large
SYNTHETIC_TXN_000365,3131.04,large
SYNTHETIC_TXN_000366,5647.39,large
SYNTHETIC_TXN_000367,6386.0,large
SYNTHETIC_TXN_000368,1557.8,large
SYNTHETIC_TXN_000369,4121.6,large
SYNTHETIC_TXN_000370,2584.55,large
SYNTHETIC_TXN_000371,5863.84,large
SYNTHETIC_TXN_000371,5863.84,large
SYNTHETIC_TXN_000372,960.66,medium
SYNTHETIC_TXN_000373,1378.93,large
SYNTHETIC_TXN_000374,3294.57,large
SYNTHETIC_TXN_000375,3706.81,large
SYNTHETIC_TXN_000376,9500.18,large
SYNTHETIC_TXN_000377,9348.04,large
SYNTHETIC_TXN_000378,7001.47,large
SYNTHETIC_TXN_000378,7001.47,large
SYNTHETIC_TXN_000379,6644.31,large
SYNTHETIC_TXN_000380,8350.48,large
SYNTHETIC_TXN_000381,6698.87,large
SYNTHETIC_TXN_000382,9211.65,large
SYNTHETIC_TXN_000383,2824.71,large
SYNTHETIC_TXN_000384,235.42,medium
SYNTHETIC_TXN_000385,3722.6,large
SYNTHETIC_TXN_000386,3222.87,large
SYNTHETIC_TXN_000387,5856.96,large
SYNTHETIC_TXN_000388,5664.79,large
SYNTHETIC_TXN_000389,6429.45,large
SYNTHETIC_TXN_000390,5563.92,large
SYNTHETIC_TXN_000391,9905.15,large
SYNTHETIC_TXN_000392,5368.04,large
SYNTHETIC_TXN_000393,7367.09,large
SYNTHETIC_TXN_000394,2418.19,large
SYNTHETIC_TXN_000395,6681.65,large
SYNTHETIC_TXN_000396,3916.21,large
SYNTHETIC_TXN_000397,4577.35,large
SYNTHETIC_TXN_000398,9526.18,large
SYNTHETIC_TXN_000399,1874.61,large
SYNTHETIC_TXN_000400,1946.09,large
SYNTHETIC_TXN_000401,6872.07,large
SYNTHETIC_TXN_000401,6872.07,large
SYNTHETIC_TXN_000401,6872.07,large
SYNTHETIC_TXN_000402,1140.64,large
SYNTHETIC_TXN_000403,4237.52,large
SYNTHETIC_TXN_000404,7537.47,large
SYNTHETIC_TXN_000405,697.99,medium
SYNTHETIC_TXN_000406,6822.33,large
SYNTHETIC_TXN_000407,6539.71,large
SYNTHETIC_TXN_000408,9711.06,large
SYNTHETIC_TXN_000408,9711.06,large
SYNTHETIC_TXN_000408,9711.06,large
SYNTHETIC_TXN_000408,9711.06,large
SYNTHETIC_TXN_000409,3697.29,large
SYNTHETIC_TXN_000410,7257.91,large
SYNTHETIC_TXN_000411,8010.02,large
SYNTHETIC_TXN_000412,4753.85,large
SYNTHETIC_TXN_000413,9225.02,large
SYNTHETIC_TXN_000414,9979.87,large
SYNTHETIC_TXN_000415,2807.67,large
SYNTHETIC_TXN_000416,8706.57,large
SYNTHETIC_TXN_000417,9848.08,large
SYNTHETIC_TXN_000418,2737.09,large
SYNTHETIC_TXN_000419,350.21,medium
SYNTHETIC_TXN_000420,1360.2,large
SYNTHETIC_TXN_000421,8845.27,large
SYNTHETIC_TXN_000422,8424.3,large
SYNTHETIC_TXN_000423,504.4,medium
SYNTHETIC_TXN_000424,5571.1,large
SYNTHETIC_TXN_000425,7588.77,large
SYNTHETIC_TXN_000426,1370.33,large
SYNTHETIC_TXN_000427,1308.11,large
SYNTHETIC_TXN_000427,1308.11,large
SYNTHETIC_TXN_000428,8513.57,large
SYNTHETIC_TXN_000429,6662.78,large
SYNTHETIC_TXN_000430,2806.0,large
SYNTHETIC_TXN_000431,2020.64,large
SYNTHETIC_TXN_000432,7437.62,large
SYNTHETIC_TXN_000433,1189.19,large
SYNTHETIC_TXN_000434,7245.65,large
SYNTHETIC_TXN_000435,5438.42,large
SYNTHETIC_TXN_000436,962.75,medium
SYNTHETIC_TXN_000437,3389.53,large
SYNTHETIC_TXN_000437,3389.53,large
SYNTHETIC_TXN_000438,9383.52,large
SYNTHETIC_TXN_000439,3070.95,large
SYNTHETIC_TXN_000440,2604.51,large
SYNTHETIC_TXN_000441,4392.74,large
SYNTHETIC_TXN_000442,1080.73,large
SYNTHETIC_TXN_000443,3759.76,large
SYNTHETIC_TXN_000444,5432.3,large
SYNTHETIC_TXN_000444,5432.3,large
SYNTHETIC_TXN_000445,7015.51,large
SYNTHETIC_TXN_000446,7728.14,large
SYNTHETIC_TXN_000446,7728.14,large
SYNTHETIC_TXN_000446,7728.14,large
SYNTHETIC_TXN_000447,7237.49,large
SYNTHETIC_TXN_000448,7850.94,large
SYNTHETIC_TXN_000449,7590.74,large
SYNTHETIC_TXN_000450,7182.36,large
SYNTHETIC_TXN_000450,7182.36,large
SYNTHETIC_TXN_000451,9295.05,large
SYNTHETIC_TXN_000452,4884.96,large
SYNTHETIC_TXN_000452,4884.96,large
SYNTHETIC_TXN_000453,8805.51,large
SYNTHETIC_TXN_000454,3357.88,large
SYNTHETIC_TXN_000455,210.99,medium
SYNTHETIC_TXN_000456,2413.94,large
SYNTHETIC_TXN_000457,4258.15,large
SYNTHETIC_TXN_000458,8933.03,large
SYNTHETIC_TXN_000459,7495.41,large
SYNTHETIC_TXN_000460,7099.95,large
SYNTHETIC_TXN_000461,8984.39,large
SYNTHETIC_TXN_000462,3834.28,large
SYNTHETIC_TXN_000463,8121.02,large
SYNTHETIC_TXN_000464,6523.52,large
SYNTHETIC_TXN_000465,5254.69,large
SYNTHETIC_TXN_000466,873.85,medium
SYNTHETIC_TXN_000467,1525.39,large
SYNTHETIC_TXN_000468,8721.49,large
SYNTHETIC_TXN_000469,1770.73,large
SYNTHETIC_TXN_000469,1770.73,large
SYNTHETIC_TXN_000470,3391.19,large
SYNTHETIC_TXN_000471,6758.75,large
SYNTHETIC_TXN_000471,6758.75,large
SYNTHETIC_TXN_000472,9496.04,large
SYNTHETIC_TXN_000473,7325.55,large
SYNTHETIC_TXN_000474,2451.14,large
SYNTHETIC_TXN_000475,2047.88,large
SYNTHETIC_TXN_000476,5591.81,large
SYNTHETIC_TXN_000477,2254.51,large
SYNTHETIC_TXN_000478,8726.09,large
SYNTHETIC_TXN_000479,1956.96,large
SYNTHETIC_TXN_000480,6988.13,large
SYNTHETIC_TXN_000481,5301.51,large
SYNTHETIC_TXN_000481,5301.51,large
SYNTHETIC_TXN_000482,2204.73,large
SYNTHETIC_TXN_000483,1892.45,large
SYNTHETIC_TXN_000483,1892.45,large
SYNTHETIC_TXN_000484,1806.87,large
SYNTHETIC_TXN_000485,9291.47,large
SYNTHETIC_TXN_000486,4706.31,large
SYNTHETIC_TXN_000487,2578.8,large
SYNTHETIC_TXN_000487,2578.8,large
SYNTHETIC_TXN_000488,8249.14,large
SYNTHETIC_TXN_000489,2422.87,large
SYNTHETIC_TXN_000490,9058.29,large
SYNTHETIC_TXN_000490,9058.29,large
SYNTHETIC_TXN_000491,7602.09,large
SYNTHETIC_TXN_000492,8746.78,large
SYNTHETIC_TXN_000493,2908.57,large
SYNTHETIC_TXN_000494,3622.19,large
SYNTHETIC_TXN_000495,8517.56,large
SYNTHETIC_TXN_000496,2760.98,large
SYNTHETIC_TXN_000497,7896.31,large
SYNTHETIC_TXN_000497,7896.31,large
SYNTHETIC_TXN_000498,8135.88,large
SYNTHETIC_TXN_000499,5250.9,large
SYNTHETIC_TXN_000500,8102.14,large
